# event_ticker=KXATPCHALLENGERMATCH-26APR11COLLAN
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Raphael Collignon
# fav_player=Martin Landaluce
# dog_player=Raphael Collignon
# kalshi_date=2026-04-11
timestamp,Martin Landaluce,Raphael Collignon
2026-04-11T05:35:00Z,36.00,65.00
2026-04-11T05:39:00Z,36.00,66.00
2026-04-11T05:40:00Z,36.00,66.00
2026-04-11T05:44:00Z,35.00,66.00
2026-04-11T06:00:00Z,35.00,66.00
2026-04-11T06:05:00Z,35.00,66.00
2026-04-11T06:09:00Z,35.00,66.00
2026-04-11T06:14:00Z,34.00,66.00
2026-04-11T06:15:00Z,35.00,66.00
2026-04-11T06:17:00Z,35.00,66.00
2026-04-11T06:18:00Z,35.00,66.00
2026-04-11T06:25:00Z,35.00,66.00
2026-04-11T06:26:00Z,35.00,66.00
2026-04-11T06:28:00Z,35.00,66.00
2026-04-11T06:30:00Z,35.00,66.00
2026-04-11T06:32:00Z,35.00,66.00
2026-04-11T06:48:00Z,35.00,66.00
2026-04-11T06:50:00Z,35.00,66.00
2026-04-11T06:55:00Z,35.00,66.00
2026-04-11T07:00:00Z,35.00,66.00
2026-04-11T07:01:00Z,35.00,66.00
2026-04-11T07:09:00Z,35.00,66.00
2026-04-11T07:15:00Z,35.00,66.00
2026-04-11T07:16:00Z,35.00,66.00
2026-04-11T07:17:00Z,34.00,66.00
2026-04-11T07:18:00Z,34.00,66.00
2026-04-11T07:19:00Z,35.00,66.00
2026-04-11T07:21:00Z,35.00,66.00
2026-04-11T07:22:00Z,35.00,66.00
2026-04-11T07:23:00Z,35.00,66.00
2026-04-11T07:41:00Z,35.00,66.00
2026-04-11T07:47:00Z,35.00,66.00
2026-04-11T07:49:00Z,35.00,66.00
2026-04-11T07:53:00Z,35.00,66.00
2026-04-11T07:54:00Z,36.00,66.00
2026-04-11T07:56:00Z,36.00,66.00
2026-04-11T08:10:00Z,35.00,66.00
2026-04-11T08:14:00Z,36.00,66.00
2026-04-11T08:19:00Z,36.00,66.00
2026-04-11T08:20:00Z,36.00,66.00
2026-04-11T08:23:00Z,36.00,65.00
2026-04-11T08:26:00Z,35.00,65.00
2026-04-11T08:28:00Z,35.00,65.00
2026-04-11T08:40:00Z,36.00,65.00
2026-04-11T08:42:00Z,36.00,65.00
2026-04-11T08:43:00Z,36.00,65.00
2026-04-11T08:48:00Z,36.00,65.00
2026-04-11T08:51:00Z,36.00,65.00
2026-04-11T08:52:00Z,36.78,65.00
2026-04-11T08:55:00Z,36.78,65.00
2026-04-11T08:57:00Z,37.00,65.00
2026-04-11T09:00:00Z,37.00,65.00
2026-04-11T09:01:00Z,37.00,65.00
2026-04-11T09:02:00Z,37.00,65.00
2026-04-11T09:03:00Z,37.00,65.00
2026-04-11T09:08:00Z,37.00,65.00
2026-04-11T09:10:00Z,36.00,65.00
2026-04-11T09:11:00Z,36.00,65.00
2026-04-11T09:12:00Z,39.91,63.29
2026-04-11T09:13:00Z,36.02,64.55
2026-04-11T09:14:00Z,34.30,66.38
2026-04-11T09:15:00Z,31.01,67.88
2026-04-11T09:16:00Z,31.46,70.15
2026-04-11T09:18:00Z,33.84,70.15
2026-04-11T09:19:00Z,35.79,66.07
2026-04-11T09:20:00Z,33.56,69.00
2026-04-11T09:21:00Z,33.56,69.73
2026-04-11T09:22:00Z,32.00,67.54
2026-04-11T09:23:00Z,32.04,69.00
2026-04-11T09:24:00Z,33.29,67.00
2026-04-11T09:25:00Z,34.21,65.34
2026-04-11T09:26:00Z,36.00,65.34
2026-04-11T09:27:00Z,33.11,67.83
2026-04-11T09:28:00Z,30.00,67.83
2026-04-11T09:29:00Z,28.06,71.74
2026-04-11T09:30:00Z,27.80,73.72
2026-04-11T09:31:00Z,27.00,74.00
2026-04-11T09:33:00Z,22.58,79.40
2026-04-11T09:34:00Z,19.71,81.77
2026-04-11T09:35:00Z,15.03,84.33
2026-04-11T09:36:00Z,15.01,84.00
2026-04-11T09:37:00Z,15.01,85.00
2026-04-11T09:38:00Z,16.00,85.00
2026-04-11T09:39:00Z,16.00,85.00
2026-04-11T09:40:00Z,15.00,86.98
2026-04-11T09:41:00Z,14.00,86.00
2026-04-11T09:42:00Z,13.41,86.00
2026-04-11T09:43:00Z,11.62,87.98
2026-04-11T09:44:00Z,10.03,89.60
2026-04-11T09:45:00Z,10.00,89.60
2026-04-11T09:46:00Z,11.00,89.80
2026-04-11T09:47:00Z,10.00,90.67
2026-04-11T09:48:00Z,10.00,91.00
2026-04-11T09:49:00Z,10.00,91.00
2026-04-11T09:50:00Z,10.00,90.00
2026-04-11T09:51:00Z,9.00,90.00
2026-04-11T09:52:00Z,10.92,90.00
2026-04-11T09:53:00Z,12.00,90.00
2026-04-11T09:54:00Z,13.35,87.00
2026-04-11T09:55:00Z,13.50,85.33
2026-04-11T09:56:00Z,16.46,85.33
2026-04-11T09:57:00Z,15.76,84.35
2026-04-11T09:58:00Z,11.71,87.72
2026-04-11T09:59:00Z,12.00,87.72
2026-04-11T10:00:00Z,11.55,89.00
2026-04-11T10:01:00Z,11.00,88.02
2026-04-11T10:02:00Z,12.28,87.00
2026-04-11T10:03:00Z,14.00,87.00
2026-04-11T10:04:00Z,12.00,87.00
2026-04-11T10:05:00Z,11.40,87.00
2026-04-11T10:06:00Z,11.00,87.00
2026-04-11T10:07:00Z,14.00,87.00
2026-04-11T10:08:00Z,14.31,87.00
2026-04-11T10:09:00Z,10.90,88.98
2026-04-11T10:10:00Z,5.58,94.51
2026-04-11T10:11:00Z,4.00,96.47
2026-04-11T10:12:00Z,3.45,96.47
2026-04-11T10:13:00Z,1.20,97.07
2026-04-11T10:14:00Z,2.78,98.62
2026-04-11T10:15:00Z,1.42,98.00
2026-04-11T10:16:00Z,3.00,97.04
2026-04-11T10:17:00Z,3.00,97.04
2026-04-11T10:18:00Z,3.00,97.04
2026-04-11T10:20:00Z,1.76,98.00
2026-04-11T10:21:00Z,1.15,99.00
2026-04-11T10:22:00Z,2.88,98.00
2026-04-11T10:23:00Z,2.82,97.00
2026-04-11T10:24:00Z,2.44,98.00
2026-04-11T10:25:00Z,1.03,99.00
2026-04-11T10:26:00Z,1.00,98.00
2026-04-11T10:27:00Z,1.97,98.52
2026-04-11T10:28:00Z,1.84,99.00
2026-04-11T10:29:00Z,2.26,99.00
2026-04-11T10:30:00Z,1.98,99.00
2026-04-11T10:31:00Z,1.98,99.00
2026-04-11T10:32:00Z,1.00,99.00
2026-04-11T10:33:00Z,1.00,99.00
