# event_ticker=KXATPMATCH-26FEB16ROYHER
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Valentin Royer
# fav_player=Pierre-Hugues Herbert
# dog_player=Valentin Royer
# kalshi_date=2026-02-16
timestamp,Pierre-Hugues Herbert,Valentin Royer
2026-02-16T00:20:00Z,32.00,
2026-02-16T00:44:00Z,33.00,
2026-02-16T00:49:00Z,30.45,
2026-02-16T01:35:00Z,30.45,70.00
2026-02-16T01:49:00Z,30.45,70.00
2026-02-16T02:23:00Z,30.45,69.00
2026-02-16T02:25:00Z,33.00,69.00
2026-02-16T02:39:00Z,33.00,69.00
2026-02-16T02:43:00Z,33.00,69.00
2026-02-16T02:49:00Z,33.00,69.00
2026-02-16T02:52:00Z,33.00,69.00
2026-02-16T03:14:00Z,33.00,69.00
2026-02-16T03:19:00Z,33.00,69.00
2026-02-16T03:23:00Z,33.00,69.00
2026-02-16T03:24:00Z,33.00,69.00
2026-02-16T03:25:00Z,33.00,69.00
2026-02-16T03:36:00Z,33.00,69.00
2026-02-16T03:37:00Z,33.00,69.00
2026-02-16T03:45:00Z,33.00,69.00
2026-02-16T03:46:00Z,33.00,69.00
2026-02-16T03:50:00Z,34.00,69.00
2026-02-16T03:51:00Z,34.00,66.74
2026-02-16T03:54:00Z,34.00,69.00
2026-02-16T03:56:00Z,34.00,69.00
2026-02-16T04:00:00Z,34.00,69.00
2026-02-16T04:01:00Z,34.00,69.00
2026-02-16T04:03:00Z,34.00,69.00
2026-02-16T04:11:00Z,34.00,69.00
2026-02-16T04:16:00Z,33.00,69.00
2026-02-16T04:17:00Z,33.00,69.00
2026-02-16T04:20:00Z,33.00,69.00
2026-02-16T04:30:00Z,33.00,69.00
2026-02-16T04:38:00Z,33.00,69.00
2026-02-16T04:45:00Z,33.00,68.58
2026-02-16T04:48:00Z,33.00,69.00
2026-02-16T04:50:00Z,33.00,69.00
2026-02-16T04:57:00Z,33.00,69.00
2026-02-16T04:58:00Z,33.00,69.00
2026-02-16T05:14:00Z,33.00,69.00
2026-02-16T05:15:00Z,33.00,69.00
2026-02-16T05:22:00Z,33.00,69.00
2026-02-16T05:29:00Z,33.00,69.00
2026-02-16T05:31:00Z,33.00,69.00
2026-02-16T05:41:00Z,33.00,69.00
2026-02-16T05:47:00Z,33.00,68.00
2026-02-16T06:02:00Z,34.00,68.00
2026-02-16T06:07:00Z,34.00,69.00
2026-02-16T06:23:00Z,34.00,69.00
2026-02-16T06:25:00Z,34.00,69.00
2026-02-16T06:30:00Z,34.00,69.00
2026-02-16T06:43:00Z,33.00,69.00
2026-02-16T06:51:00Z,33.00,69.00
2026-02-16T06:52:00Z,33.00,69.00
2026-02-16T06:56:00Z,33.00,69.00
2026-02-16T07:07:00Z,33.00,69.00
2026-02-16T07:08:00Z,33.00,69.00
2026-02-16T07:23:00Z,33.00,69.00
2026-02-16T07:24:00Z,34.07,69.00
2026-02-16T08:01:00Z,35.00,69.00
2026-02-16T08:11:00Z,35.00,68.00
2026-02-16T08:52:00Z,35.18,68.00
2026-02-16T09:01:00Z,35.00,67.00
2026-02-16T09:06:00Z,35.00,67.00
2026-02-16T09:18:00Z,35.00,67.00
2026-02-16T09:32:00Z,35.00,67.00
2026-02-16T09:34:00Z,35.00,64.00
2026-02-16T09:41:00Z,35.00,64.00
2026-02-16T10:09:00Z,35.00,64.00
2026-02-16T10:16:00Z,35.00,64.00
2026-02-16T10:18:00Z,35.00,64.00
2026-02-16T10:24:00Z,35.00,64.00
2026-02-16T10:25:00Z,35.00,64.00
2026-02-16T10:31:00Z,35.00,64.00
2026-02-16T10:32:00Z,35.00,64.00
2026-02-16T10:34:00Z,38.00,64.00
2026-02-16T10:36:00Z,38.00,64.00
2026-02-16T10:41:00Z,38.00,63.00
2026-02-16T10:46:00Z,38.00,63.00
2026-02-16T10:53:00Z,38.00,64.00
2026-02-16T10:56:00Z,38.00,64.00
2026-02-16T10:58:00Z,38.00,64.00
2026-02-16T10:59:00Z,38.00,64.00
2026-02-16T11:02:00Z,38.00,64.00
2026-02-16T11:05:00Z,38.00,64.00
2026-02-16T11:06:00Z,38.00,64.00
2026-02-16T11:15:00Z,38.00,64.00
2026-02-16T11:18:00Z,38.00,65.00
2026-02-16T11:21:00Z,38.10,64.98
2026-02-16T11:25:00Z,38.10,64.00
2026-02-16T11:27:00Z,38.00,64.00
2026-02-16T11:30:00Z,38.00,64.00
2026-02-16T11:31:00Z,38.82,64.00
2026-02-16T11:33:00Z,38.82,64.00
2026-02-16T11:35:00Z,38.82,64.00
2026-02-16T11:43:00Z,38.82,64.00
2026-02-16T11:44:00Z,39.00,64.00
2026-02-16T11:45:00Z,39.00,64.00
2026-02-16T11:53:00Z,39.00,65.00
2026-02-16T11:54:00Z,39.00,65.00
2026-02-16T11:55:00Z,39.00,66.00
2026-02-16T12:02:00Z,39.00,66.00
2026-02-16T12:03:00Z,36.00,67.00
2026-02-16T12:04:00Z,36.00,67.00
2026-02-16T12:05:00Z,35.68,66.00
2026-02-16T12:06:00Z,35.68,66.00
2026-02-16T12:07:00Z,35.68,67.01
2026-02-16T12:08:00Z,35.68,67.00
2026-02-16T12:09:00Z,34.00,67.85
2026-02-16T12:10:00Z,36.26,67.20
2026-02-16T12:11:00Z,33.00,68.00
2026-02-16T12:12:00Z,33.00,68.43
2026-02-16T12:13:00Z,33.00,73.70
2026-02-16T12:14:00Z,29.06,70.31
2026-02-16T12:15:00Z,20.00,77.03
2026-02-16T12:16:00Z,20.00,79.83
2026-02-16T12:17:00Z,20.00,79.19
2026-02-16T12:18:00Z,20.00,80.73
2026-02-16T12:19:00Z,24.00,78.51
2026-02-16T12:20:00Z,24.00,80.00
2026-02-16T12:21:00Z,24.00,80.00
2026-02-16T12:22:00Z,21.00,80.86
2026-02-16T12:23:00Z,13.00,84.58
2026-02-16T12:24:00Z,14.00,87.00
2026-02-16T12:25:00Z,14.00,85.11
2026-02-16T12:26:00Z,15.97,86.57
2026-02-16T12:27:00Z,15.99,86.00
2026-02-16T12:28:00Z,15.99,86.00
2026-02-16T12:29:00Z,15.00,86.86
2026-02-16T12:30:00Z,14.00,87.99
2026-02-16T12:31:00Z,14.00,89.00
2026-02-16T12:32:00Z,14.00,88.79
2026-02-16T12:33:00Z,9.00,89.85
2026-02-16T12:34:00Z,10.47,91.50
2026-02-16T12:35:00Z,14.83,86.98
2026-02-16T12:36:00Z,15.76,83.48
2026-02-16T12:37:00Z,12.17,89.02
2026-02-16T12:38:00Z,12.17,90.12
2026-02-16T12:39:00Z,13.31,87.18
2026-02-16T12:40:00Z,13.03,88.88
2026-02-16T12:41:00Z,10.50,88.80
2026-02-16T12:42:00Z,10.00,88.33
2026-02-16T12:43:00Z,11.00,88.91
2026-02-16T12:44:00Z,12.00,89.97
2026-02-16T12:45:00Z,12.00,90.00
2026-02-16T12:46:00Z,11.18,90.55
2026-02-16T12:47:00Z,9.73,90.94
2026-02-16T12:48:00Z,9.43,92.05
2026-02-16T12:49:00Z,10.03,91.73
2026-02-16T12:50:00Z,9.15,93.88
2026-02-16T12:51:00Z,4.46,96.75
2026-02-16T12:52:00Z,2.00,97.94
2026-02-16T12:53:00Z,2.00,98.78
2026-02-16T12:54:00Z,1.01,98.60
2026-02-16T12:55:00Z,1.00,98.91
2026-02-16T12:56:00Z,1.00,98.00
2026-02-16T12:57:00Z,2.00,98.00
2026-02-16T12:58:00Z,2.00,97.82
2026-02-16T12:59:00Z,2.00,97.82
2026-02-16T13:00:00Z,2.00,98.00
2026-02-16T13:01:00Z,2.00,97.00
2026-02-16T13:02:00Z,2.00,98.00
2026-02-16T13:03:00Z,1.00,99.00
2026-02-16T13:04:00Z,1.00,99.00
2026-02-16T13:05:00Z,1.33,98.54
2026-02-16T13:06:00Z,3.00,97.62
2026-02-16T13:07:00Z,3.04,97.57
2026-02-16T13:08:00Z,3.00,97.27
2026-02-16T13:09:00Z,3.00,98.99
2026-02-16T13:10:00Z,2.00,99.00
2026-02-16T13:11:00Z,2.00,99.00
2026-02-16T13:12:00Z,2.00,99.00
