# event_ticker=KXATPCHALLENGERMATCH-26MAY02GHIDHA
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Manas Dhamne
# fav_player=Antoine Ghibaudo
# dog_player=Manas Dhamne
# kalshi_date=2026-05-02
timestamp,Antoine Ghibaudo,Manas Dhamne
2026-05-01T22:13:00Z,,48.00
2026-05-01T22:35:00Z,52.00,48.00
2026-05-02T00:04:00Z,52.00,49.00
2026-05-02T00:19:00Z,52.00,48.00
2026-05-02T00:20:00Z,52.00,48.50
2026-05-02T00:22:00Z,52.00,49.00
2026-05-02T00:23:00Z,52.00,49.00
2026-05-02T00:27:00Z,52.00,48.50
2026-05-02T00:43:00Z,52.00,49.00
2026-05-02T01:47:00Z,53.00,49.00
2026-05-02T01:49:00Z,53.00,49.00
2026-05-02T01:58:00Z,53.00,49.00
2026-05-02T02:07:00Z,53.00,49.84
2026-05-02T02:09:00Z,53.00,49.84
2026-05-02T03:03:00Z,52.00,49.84
2026-05-02T03:15:00Z,53.00,49.84
2026-05-02T03:20:00Z,53.00,49.00
2026-05-02T03:22:00Z,53.00,49.00
2026-05-02T03:47:00Z,52.46,49.00
2026-05-02T03:57:00Z,53.00,49.00
2026-05-02T04:05:00Z,52.71,49.00
2026-05-02T04:11:00Z,51.00,49.00
2026-05-02T04:13:00Z,51.00,49.00
2026-05-02T04:14:00Z,52.00,49.00
2026-05-02T04:19:00Z,53.00,49.00
2026-05-02T04:20:00Z,53.00,49.00
2026-05-02T04:25:00Z,53.00,49.00
2026-05-02T04:30:00Z,53.00,49.00
2026-05-02T04:31:00Z,53.00,49.00
2026-05-02T04:32:00Z,53.00,49.00
2026-05-02T04:35:00Z,53.00,49.00
2026-05-02T04:43:00Z,53.00,49.00
2026-05-02T04:44:00Z,53.00,49.00
2026-05-02T04:45:00Z,53.24,49.00
2026-05-02T04:51:00Z,52.34,49.00
2026-05-02T04:57:00Z,53.00,49.00
2026-05-02T04:58:00Z,51.10,49.00
2026-05-02T05:03:00Z,51.10,49.00
2026-05-02T05:04:00Z,51.10,49.00
2026-05-02T05:05:00Z,51.10,49.00
2026-05-02T05:09:00Z,51.10,49.00
2026-05-02T05:12:00Z,53.00,49.00
2026-05-02T05:13:00Z,53.00,49.00
2026-05-02T05:14:00Z,53.00,49.00
2026-05-02T05:15:00Z,53.00,49.00
2026-05-02T05:16:00Z,53.00,49.00
2026-05-02T05:17:00Z,53.00,49.00
2026-05-02T05:18:00Z,53.00,48.19
2026-05-02T05:19:00Z,53.00,48.19
2026-05-02T05:20:00Z,53.00,49.00
2026-05-02T05:21:00Z,53.00,49.00
2026-05-02T05:22:00Z,53.00,49.85
2026-05-02T05:23:00Z,53.00,50.00
2026-05-02T05:24:00Z,53.00,50.00
2026-05-02T05:25:00Z,53.00,50.00
2026-05-02T05:26:00Z,53.00,50.00
2026-05-02T05:27:00Z,53.00,50.00
2026-05-02T05:28:00Z,53.00,50.00
2026-05-02T05:29:00Z,53.00,50.00
2026-05-02T05:30:00Z,53.00,50.00
2026-05-02T05:31:00Z,53.00,50.00
2026-05-02T05:32:00Z,53.00,50.00
2026-05-02T05:33:00Z,53.00,50.00
2026-05-02T05:34:00Z,51.65,50.00
2026-05-02T05:35:00Z,51.00,51.00
2026-05-02T05:36:00Z,51.00,50.98
2026-05-02T05:37:00Z,51.00,51.00
2026-05-02T05:38:00Z,51.00,51.00
2026-05-02T05:39:00Z,51.00,51.00
2026-05-02T05:40:00Z,50.29,51.00
2026-05-02T05:41:00Z,51.00,51.00
2026-05-02T05:42:00Z,51.00,51.00
2026-05-02T05:43:00Z,51.00,51.00
2026-05-02T05:44:00Z,51.00,51.00
2026-05-02T05:45:00Z,51.20,51.00
2026-05-02T05:46:00Z,51.00,50.00
2026-05-02T05:47:00Z,51.00,50.00
2026-05-02T05:48:00Z,51.00,50.00
2026-05-02T05:49:00Z,51.00,50.00
2026-05-02T05:50:00Z,51.10,50.00
2026-05-02T05:51:00Z,52.00,50.00
2026-05-02T05:52:00Z,51.98,50.00
2026-05-02T05:53:00Z,51.98,50.00
2026-05-02T05:54:00Z,52.00,50.00
2026-05-02T05:56:00Z,52.00,50.00
2026-05-02T05:57:00Z,52.00,50.00
2026-05-02T05:58:00Z,52.00,50.00
2026-05-02T05:59:00Z,52.00,50.00
2026-05-02T06:00:00Z,51.02,49.27
2026-05-02T06:01:00Z,52.00,49.00
2026-05-02T06:02:00Z,52.00,49.00
2026-05-02T06:04:00Z,51.92,50.52
2026-05-02T06:05:00Z,51.00,50.52
2026-05-02T06:06:00Z,51.33,50.52
2026-05-02T06:07:00Z,51.00,48.18
2026-05-02T06:08:00Z,51.00,49.00
2026-05-02T06:09:00Z,51.00,50.88
2026-05-02T06:10:00Z,51.96,50.88
2026-05-02T06:11:00Z,51.96,50.67
2026-05-02T06:12:00Z,52.00,50.00
2026-05-02T06:13:00Z,52.00,50.11
2026-05-02T06:14:00Z,52.00,50.00
2026-05-02T06:15:00Z,52.00,50.00
2026-05-02T06:16:00Z,51.46,50.00
2026-05-02T06:17:00Z,52.00,50.00
2026-05-02T06:18:00Z,51.97,50.00
2026-05-02T06:19:00Z,51.97,50.00
2026-05-02T06:21:00Z,51.27,50.00
2026-05-02T06:23:00Z,52.00,48.29
2026-05-02T06:24:00Z,52.00,49.00
2026-05-02T06:31:00Z,52.00,49.00
2026-05-02T06:32:00Z,50.70,49.00
2026-05-02T06:33:00Z,52.00,49.00
2026-05-02T06:34:00Z,52.00,49.00
