# event_ticker=KXATPCHALLENGERMATCH-26MAY02GHIDHA
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Manas Dhamne
# fav_player=Antoine Ghibaudo
# dog_player=Manas Dhamne
# kalshi_date=2026-05-02
timestamp,Antoine Ghibaudo,Manas Dhamne
2026-05-02T06:35:00Z,52.00,49.00
2026-05-02T06:36:00Z,52.00,49.00
2026-05-02T06:39:00Z,52.57,49.00
2026-05-02T06:40:00Z,52.44,49.00
2026-05-02T06:41:00Z,52.57,49.00
2026-05-02T06:44:00Z,52.00,49.00
2026-05-02T06:46:00Z,50.00,49.75
2026-05-02T06:49:00Z,50.00,49.23
2026-05-02T06:50:00Z,52.50,49.23
2026-05-02T06:52:00Z,52.06,49.96
2026-05-02T06:54:00Z,52.94,49.96
2026-05-02T06:55:00Z,53.00,49.14
2026-05-02T06:56:00Z,53.00,50.68
2026-05-02T06:57:00Z,53.00,50.68
2026-05-02T06:58:00Z,52.25,50.00
2026-05-02T06:59:00Z,51.89,47.00
2026-05-02T07:00:00Z,51.89,50.51
2026-05-02T07:02:00Z,49.94,49.66
2026-05-02T07:03:00Z,50.61,50.00
2026-05-02T07:04:00Z,50.61,50.42
2026-05-02T07:05:00Z,51.66,50.42
2026-05-02T07:06:00Z,51.72,50.42
2026-05-02T07:07:00Z,51.33,50.42
2026-05-02T07:13:00Z,52.00,50.42
2026-05-02T07:15:00Z,51.00,50.42
2026-05-02T07:20:00Z,51.00,49.42
2026-05-02T07:21:00Z,51.00,47.29
2026-05-02T07:22:00Z,49.00,48.00
2026-05-02T07:23:00Z,51.00,48.00
2026-05-02T07:24:00Z,52.00,48.00
2026-05-02T07:25:00Z,52.00,47.00
2026-05-02T07:30:00Z,51.00,47.00
2026-05-02T07:34:00Z,51.00,47.00
2026-05-02T07:35:00Z,50.00,47.00
2026-05-02T07:36:00Z,50.00,50.00
2026-05-02T07:37:00Z,48.99,50.00
2026-05-02T07:42:00Z,48.99,51.00
2026-05-02T07:43:00Z,48.99,51.00
2026-05-02T07:45:00Z,48.00,51.00
2026-05-02T07:48:00Z,48.00,50.00
2026-05-02T07:54:00Z,48.00,51.00
2026-05-02T07:55:00Z,48.00,51.00
2026-05-02T08:03:00Z,49.00,51.00
2026-05-02T08:04:00Z,49.00,51.00
2026-05-02T08:05:00Z,51.00,51.00
2026-05-02T08:06:00Z,51.00,51.00
2026-05-02T08:07:00Z,51.00,51.00
2026-05-02T08:08:00Z,51.00,51.00
2026-05-02T08:09:00Z,51.00,51.00
2026-05-02T08:10:00Z,48.42,51.00
2026-05-02T08:13:00Z,51.00,51.00
2026-05-02T08:17:00Z,49.00,51.00
2026-05-02T08:18:00Z,49.00,51.00
2026-05-02T08:21:00Z,48.00,51.00
2026-05-02T08:23:00Z,51.00,51.00
2026-05-02T08:24:00Z,51.00,51.00
2026-05-02T08:25:00Z,51.00,50.00
2026-05-02T08:26:00Z,47.63,50.00
2026-05-02T08:35:00Z,51.84,50.00
2026-05-02T08:37:00Z,51.84,50.00
2026-05-02T08:41:00Z,51.84,48.58
2026-05-02T08:46:00Z,49.00,48.58
2026-05-02T08:47:00Z,51.00,48.58
2026-05-02T08:48:00Z,48.14,50.57
2026-05-02T08:56:00Z,48.14,50.00
2026-05-02T08:57:00Z,52.00,50.00
2026-05-02T08:58:00Z,52.00,50.00
2026-05-02T08:59:00Z,52.00,50.76
2026-05-02T09:00:00Z,52.00,52.31
2026-05-02T09:01:00Z,47.48,52.31
2026-05-02T09:06:00Z,47.48,52.79
2026-05-02T09:17:00Z,50.00,52.79
2026-05-02T09:24:00Z,50.74,52.79
2026-05-02T09:26:00Z,51.66,52.79
2026-05-02T09:28:00Z,51.66,51.00
2026-05-02T09:30:00Z,50.00,51.00
2026-05-02T09:31:00Z,50.00,51.00
2026-05-02T09:32:00Z,50.99,51.00
2026-05-02T09:34:00Z,50.00,48.00
2026-05-02T09:35:00Z,50.00,51.00
2026-05-02T09:37:00Z,50.71,51.00
2026-05-02T09:38:00Z,52.00,51.00
2026-05-02T09:39:00Z,52.00,51.00
2026-05-02T09:44:00Z,52.00,51.00
2026-05-02T09:47:00Z,52.00,51.00
2026-05-02T09:49:00Z,52.00,51.00
2026-05-02T09:50:00Z,48.62,51.00
2026-05-02T09:51:00Z,48.62,48.00
2026-05-02T09:53:00Z,52.00,51.25
2026-05-02T09:54:00Z,52.00,51.00
2026-05-02T09:55:00Z,51.00,51.82
2026-05-02T09:56:00Z,50.97,52.96
2026-05-02T09:57:00Z,51.19,52.00
2026-05-02T09:58:00Z,51.39,50.04
2026-05-02T09:59:00Z,52.09,50.04
2026-05-02T10:00:00Z,51.66,50.04
2026-05-02T10:01:00Z,47.18,57.37
2026-05-02T10:02:00Z,40.79,60.98
2026-05-02T10:03:00Z,38.22,63.73
2026-05-02T10:04:00Z,37.83,60.00
2026-05-02T10:05:00Z,41.86,59.01
2026-05-02T10:06:00Z,41.00,58.00
2026-05-02T10:07:00Z,35.00,63.91
2026-05-02T10:08:00Z,35.00,67.34
2026-05-02T10:09:00Z,33.00,69.29
2026-05-02T10:10:00Z,35.07,66.00
2026-05-02T10:11:00Z,36.29,63.81
2026-05-02T10:12:00Z,36.29,63.00
2026-05-02T10:13:00Z,36.69,65.00
2026-05-02T10:14:00Z,35.45,66.92
2026-05-02T10:15:00Z,33.51,67.70
2026-05-02T10:16:00Z,35.00,65.00
2026-05-02T10:17:00Z,34.61,66.00
2026-05-02T10:18:00Z,35.52,66.00
2026-05-02T10:19:00Z,36.00,66.00
2026-05-02T10:21:00Z,33.03,68.00
2026-05-02T10:22:00Z,31.03,71.00
2026-05-02T10:23:00Z,32.66,70.00
2026-05-02T10:24:00Z,33.84,66.17
2026-05-02T10:25:00Z,34.00,67.00
2026-05-02T10:26:00Z,32.57,68.00
2026-05-02T10:27:00Z,34.00,69.79
2026-05-02T10:28:00Z,30.62,72.11
2026-05-02T10:29:00Z,28.31,72.11
2026-05-02T10:30:00Z,26.82,73.00
2026-05-02T10:31:00Z,24.04,74.00
2026-05-02T10:32:00Z,26.00,74.21
2026-05-02T10:33:00Z,27.57,73.00
2026-05-02T10:34:00Z,28.08,73.00
2026-05-02T10:35:00Z,34.26,68.00
2026-05-02T10:36:00Z,38.78,60.93
2026-05-02T10:37:00Z,43.56,55.51
2026-05-02T10:38:00Z,37.28,61.43
2026-05-02T10:39:00Z,39.11,64.17
2026-05-02T10:40:00Z,34.02,63.06
2026-05-02T10:41:00Z,28.84,71.69
2026-05-02T10:42:00Z,25.88,71.69
2026-05-02T10:43:00Z,26.93,76.00
2026-05-02T10:44:00Z,25.55,75.99
2026-05-02T10:45:00Z,30.83,72.68
2026-05-02T10:46:00Z,28.57,72.68
2026-05-02T10:47:00Z,35.45,71.42
2026-05-02T10:48:00Z,29.05,70.86
2026-05-02T10:49:00Z,28.82,72.85
2026-05-02T10:50:00Z,30.70,72.44
2026-05-02T10:51:00Z,28.96,71.55
2026-05-02T10:52:00Z,32.14,69.46
2026-05-02T10:53:00Z,28.56,72.42
2026-05-02T10:54:00Z,26.35,74.71
2026-05-02T10:55:00Z,28.92,73.47
2026-05-02T10:56:00Z,32.29,70.00
2026-05-02T10:57:00Z,32.98,66.04
2026-05-02T10:58:00Z,30.65,69.47
2026-05-02T10:59:00Z,25.37,71.98
2026-05-02T11:00:00Z,24.19,76.08
2026-05-02T11:01:00Z,26.99,74.49
2026-05-02T11:02:00Z,27.42,73.06
2026-05-02T11:03:00Z,30.01,69.86
2026-05-02T11:04:00Z,30.74,71.80
2026-05-02T11:05:00Z,29.20,72.64
2026-05-02T11:06:00Z,32.59,70.81
2026-05-02T11:07:00Z,26.90,73.84
2026-05-02T11:08:00Z,29.10,73.84
2026-05-02T11:09:00Z,28.90,73.22
2026-05-02T11:10:00Z,27.76,72.98
2026-05-02T11:11:00Z,23.25,74.86
2026-05-02T11:12:00Z,21.64,78.54
2026-05-02T11:13:00Z,6.02,90.81
2026-05-02T11:14:00Z,8.94,90.00
2026-05-02T11:15:00Z,8.19,91.25
2026-05-02T11:16:00Z,6.30,93.27
2026-05-02T11:17:00Z,4.24,96.84
2026-05-02T11:18:00Z,4.46,97.00
2026-05-02T11:19:00Z,2.88,97.02
2026-05-02T11:20:00Z,1.30,99.00
2026-05-02T11:21:00Z,1.30,99.00
2026-05-02T11:22:00Z,1.30,99.00
