# event_ticker=KXATPCHALLENGERMATCH-26MAY19KSHGRA
# final_score=6-1 6-2
# match_winner=Alastair Gray
# fav_player=Alastair Gray
# dog_player=Aradhya Kshitij
# kalshi_date=2026-05-19
timestamp,Aradhya Kshitij,Alastair Gray
2026-05-18T16:58:00Z,,90.00
2026-05-18T17:02:00Z,,86.00
2026-05-18T17:22:00Z,7.09,86.00
2026-05-18T17:36:00Z,7.09,91.95
2026-05-18T18:28:00Z,7.09,92.43
2026-05-18T18:44:00Z,7.00,92.43
2026-05-18T18:56:00Z,10.59,92.43
2026-05-18T19:24:00Z,7.42,92.43
2026-05-18T19:25:00Z,7.23,92.43
2026-05-18T19:39:00Z,9.00,92.43
2026-05-18T20:01:00Z,9.00,93.00
2026-05-18T20:43:00Z,10.00,93.00
2026-05-18T20:45:00Z,11.70,93.00
2026-05-18T20:46:00Z,11.90,93.00
2026-05-18T21:23:00Z,11.90,94.00
2026-05-18T21:31:00Z,11.00,94.00
2026-05-18T21:53:00Z,9.46,94.00
2026-05-18T21:54:00Z,11.00,94.00
2026-05-18T21:56:00Z,6.00,94.00
2026-05-18T22:02:00Z,9.00,94.00
2026-05-18T22:04:00Z,9.00,94.00
2026-05-18T22:10:00Z,10.55,94.00
2026-05-18T22:12:00Z,10.00,94.00
2026-05-18T22:13:00Z,9.62,93.00
2026-05-18T22:16:00Z,6.00,93.00
2026-05-18T22:19:00Z,6.00,93.00
2026-05-18T23:03:00Z,8.00,93.00
2026-05-18T23:12:00Z,8.00,93.00
2026-05-18T23:22:00Z,7.00,93.00
2026-05-18T23:30:00Z,8.00,93.00
2026-05-18T23:31:00Z,8.00,93.00
2026-05-18T23:47:00Z,8.00,93.00
2026-05-19T00:06:00Z,9.00,93.00
2026-05-19T00:18:00Z,8.00,93.00
2026-05-19T00:20:00Z,9.00,93.00
2026-05-19T00:22:00Z,9.00,93.00
2026-05-19T00:24:00Z,8.00,93.00
2026-05-19T00:40:00Z,8.00,93.00
2026-05-19T00:41:00Z,8.00,93.00
2026-05-19T00:51:00Z,6.00,93.00
2026-05-19T00:53:00Z,8.00,91.00
2026-05-19T00:58:00Z,8.00,91.00
2026-05-19T01:05:00Z,8.00,94.05
2026-05-19T01:19:00Z,9.00,94.05
2026-05-19T01:24:00Z,9.00,95.00
2026-05-19T01:27:00Z,9.23,91.53
2026-05-19T01:33:00Z,11.24,91.53
2026-05-19T01:34:00Z,11.00,91.53
2026-05-19T01:39:00Z,7.00,91.53
2026-05-19T01:54:00Z,7.00,91.53
2026-05-19T02:14:00Z,3.58,96.11
2026-05-19T02:15:00Z,3.00,96.11
2026-05-19T02:16:00Z,3.08,96.11
2026-05-19T02:17:00Z,4.00,96.11
2026-05-19T02:19:00Z,5.92,96.11
2026-05-19T02:21:00Z,3.02,97.00
2026-05-19T02:25:00Z,6.00,97.00
2026-05-19T02:26:00Z,6.51,97.00
2026-05-19T02:27:00Z,6.51,97.00
2026-05-19T02:30:00Z,6.00,97.00
2026-05-19T02:36:00Z,4.95,97.00
2026-05-19T02:37:00Z,4.63,97.00
2026-05-19T02:44:00Z,4.85,97.00
2026-05-19T02:45:00Z,6.00,97.00
2026-05-19T02:46:00Z,6.00,97.00
2026-05-19T02:47:00Z,6.00,97.00
2026-05-19T02:48:00Z,6.00,97.00
2026-05-19T02:50:00Z,6.00,97.00
2026-05-19T02:51:00Z,6.00,97.00
2026-05-19T02:57:00Z,6.00,97.00
2026-05-19T03:02:00Z,6.00,97.00
2026-05-19T03:03:00Z,6.00,97.00
2026-05-19T03:04:00Z,6.00,97.00
2026-05-19T03:05:00Z,4.00,97.00
2026-05-19T03:08:00Z,6.00,97.00
2026-05-19T03:11:00Z,6.00,97.00
2026-05-19T03:15:00Z,6.00,97.00
2026-05-19T03:16:00Z,6.00,97.00
2026-05-19T03:19:00Z,6.00,97.00
2026-05-19T03:21:00Z,6.00,97.00
2026-05-19T03:23:00Z,6.00,97.00
2026-05-19T03:27:00Z,6.00,97.00
2026-05-19T03:30:00Z,6.00,97.00
2026-05-19T03:33:00Z,6.00,97.00
2026-05-19T03:36:00Z,4.70,97.00
2026-05-19T03:39:00Z,6.00,97.00
2026-05-19T03:41:00Z,6.00,97.00
2026-05-19T03:42:00Z,6.00,97.00
2026-05-19T03:44:00Z,6.00,97.00
2026-05-19T03:45:00Z,6.00,97.00
2026-05-19T03:46:00Z,6.00,97.00
2026-05-19T03:49:00Z,6.00,97.00
2026-05-19T03:50:00Z,5.00,95.00
2026-05-19T03:51:00Z,5.74,95.00
2026-05-19T03:52:00Z,6.19,95.00
2026-05-19T03:53:00Z,10.00,93.00
2026-05-19T03:55:00Z,9.03,91.00
2026-05-19T03:56:00Z,9.91,91.18
2026-05-19T03:57:00Z,7.00,91.18
2026-05-19T03:59:00Z,9.12,91.18
2026-05-19T04:00:00Z,7.31,94.00
2026-05-19T04:01:00Z,10.00,94.00
2026-05-19T04:03:00Z,8.26,94.00
2026-05-19T04:04:00Z,7.00,94.00
2026-05-19T04:05:00Z,7.56,94.00
2026-05-19T04:06:00Z,7.69,94.00
2026-05-19T04:07:00Z,7.00,94.00
2026-05-19T04:08:00Z,7.00,94.00
2026-05-19T04:09:00Z,7.00,94.00
2026-05-19T04:10:00Z,7.00,94.00
2026-05-19T04:11:00Z,7.00,94.00
2026-05-19T04:13:00Z,7.00,94.00
2026-05-19T04:16:00Z,7.00,94.00
2026-05-19T04:18:00Z,7.28,94.00
2026-05-19T04:19:00Z,8.00,94.00
2026-05-19T04:20:00Z,7.00,94.00
2026-05-19T04:21:00Z,7.22,94.00
2026-05-19T04:22:00Z,8.86,94.00
2026-05-19T04:23:00Z,10.84,92.00
2026-05-19T04:24:00Z,11.10,92.00
2026-05-19T04:25:00Z,11.19,92.00
2026-05-19T04:26:00Z,11.81,89.00
2026-05-19T04:27:00Z,10.76,89.00
2026-05-19T04:28:00Z,11.09,89.00
2026-05-19T04:29:00Z,12.47,89.00
2026-05-19T04:30:00Z,12.09,89.00
2026-05-19T04:31:00Z,12.87,89.00
2026-05-19T04:33:00Z,10.74,89.00
2026-05-19T04:34:00Z,10.00,90.30
2026-05-19T04:35:00Z,10.00,91.00
2026-05-19T04:36:00Z,11.00,91.00
2026-05-19T04:37:00Z,11.00,91.00
2026-05-19T04:38:00Z,11.23,90.04
2026-05-19T04:39:00Z,12.00,90.04
2026-05-19T04:40:00Z,11.81,90.04
2026-05-19T04:41:00Z,11.22,88.96
2026-05-19T04:42:00Z,11.20,88.02
2026-05-19T04:43:00Z,11.02,90.00
2026-05-19T04:44:00Z,7.59,90.83
2026-05-19T04:45:00Z,8.92,92.56
2026-05-19T04:46:00Z,10.60,91.40
2026-05-19T04:47:00Z,11.30,91.28
2026-05-19T04:48:00Z,9.00,91.91
2026-05-19T04:49:00Z,7.01,93.81
2026-05-19T04:50:00Z,5.55,95.18
2026-05-19T04:51:00Z,4.01,96.00
2026-05-19T04:52:00Z,4.99,96.00
2026-05-19T04:53:00Z,5.00,96.00
2026-05-19T04:54:00Z,4.96,96.00
2026-05-19T04:55:00Z,4.59,96.99
2026-05-19T04:56:00Z,3.28,97.00
2026-05-19T04:57:00Z,2.33,98.00
2026-05-19T04:58:00Z,3.67,97.00
2026-05-19T04:59:00Z,3.29,98.00
2026-05-19T05:00:00Z,4.00,97.25
2026-05-19T05:01:00Z,2.31,98.00
2026-05-19T05:02:00Z,3.01,97.00
2026-05-19T05:03:00Z,4.00,98.00
2026-05-19T05:04:00Z,4.00,97.00
2026-05-19T05:05:00Z,3.96,97.00
2026-05-19T05:06:00Z,4.00,97.87
2026-05-19T05:07:00Z,2.46,97.87
2026-05-19T05:08:00Z,2.89,98.00
2026-05-19T05:09:00Z,2.40,98.00
2026-05-19T05:10:00Z,2.32,98.01
2026-05-19T05:11:00Z,1.97,98.10
2026-05-19T05:12:00Z,3.25,97.40
2026-05-19T05:13:00Z,3.51,96.98
2026-05-19T05:14:00Z,3.00,98.00
2026-05-19T05:15:00Z,2.04,98.00
2026-05-19T05:16:00Z,1.79,99.00
2026-05-19T05:17:00Z,1.71,99.00
2026-05-19T05:18:00Z,1.12,99.00
2026-05-19T05:19:00Z,2.00,99.00
2026-05-19T05:20:00Z,1.60,99.00
2026-05-19T05:21:00Z,1.00,99.00
2026-05-19T05:22:00Z,2.10,99.00
2026-05-19T05:23:00Z,1.54,99.00
2026-05-19T05:24:00Z,2.51,99.00
2026-05-19T05:25:00Z,1.04,99.00
2026-05-19T05:26:00Z,1.00,99.00
2026-05-19T05:27:00Z,1.00,99.00
2026-05-19T05:28:00Z,1.00,99.00
2026-05-19T05:29:00Z,1.00,99.00
2026-05-19T05:30:00Z,1.00,99.00
2026-05-19T05:31:00Z,1.10,99.00
2026-05-19T05:32:00Z,1.00,99.00
2026-05-19T05:33:00Z,1.00,99.00
2026-05-19T05:35:00Z,1.00,99.00
2026-05-19T05:41:00Z,1.00,99.00
2026-05-19T05:42:00Z,1.00,99.00
2026-05-19T05:43:00Z,1.00,99.00
2026-05-19T05:44:00Z,1.00,99.00
2026-05-19T05:45:00Z,1.00,99.00
2026-05-19T05:46:00Z,1.00,99.00
2026-05-19T05:50:00Z,1.00,99.00
