# event_ticker=KXATPCHALLENGERMATCH-26MAR18MARMEN
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Facundo Mena
# fav_player=Dan Martin
# dog_player=Facundo Mena
# kalshi_date=2026-03-18
timestamp,Dan Martin,Facundo Mena
2026-03-18T12:26:00Z,,76.00
2026-03-18T12:41:00Z,24.00,76.00
2026-03-18T13:11:00Z,27.00,76.00
2026-03-18T13:25:00Z,27.00,77.00
2026-03-18T14:30:00Z,27.00,77.00
2026-03-18T14:48:00Z,24.00,77.00
2026-03-18T14:52:00Z,24.00,78.00
2026-03-18T15:22:00Z,24.00,77.99
2026-03-18T15:43:00Z,24.00,78.00
2026-03-18T16:00:00Z,24.00,78.00
2026-03-18T16:17:00Z,24.00,78.00
2026-03-18T16:36:00Z,24.00,78.00
2026-03-18T16:45:00Z,24.00,78.00
2026-03-18T17:15:00Z,24.00,78.00
2026-03-18T17:21:00Z,24.00,78.00
2026-03-18T18:39:00Z,24.00,78.00
2026-03-18T18:40:00Z,24.00,78.00
2026-03-18T19:06:00Z,24.00,78.00
2026-03-18T19:30:00Z,24.00,77.83
2026-03-18T19:46:00Z,24.00,77.83
2026-03-18T19:51:00Z,24.00,77.83
2026-03-18T19:55:00Z,24.00,78.00
2026-03-18T20:02:00Z,24.00,77.00
2026-03-18T20:05:00Z,24.00,77.00
2026-03-18T20:06:00Z,24.00,77.00
2026-03-18T20:07:00Z,24.00,77.00
2026-03-18T20:12:00Z,24.00,77.00
2026-03-18T20:17:00Z,24.00,77.00
2026-03-18T20:23:00Z,24.00,77.00
2026-03-18T20:44:00Z,24.00,77.00
2026-03-18T20:59:00Z,24.00,77.00
2026-03-18T21:00:00Z,23.00,77.00
2026-03-18T21:11:00Z,23.00,77.00
2026-03-18T22:00:00Z,23.00,77.00
2026-03-18T22:15:00Z,23.80,78.55
2026-03-18T22:19:00Z,24.00,77.00
2026-03-18T22:34:00Z,24.98,80.00
2026-03-18T22:39:00Z,24.00,80.00
2026-03-18T22:45:00Z,24.43,80.00
2026-03-18T22:47:00Z,25.00,80.00
2026-03-18T22:48:00Z,25.00,77.40
2026-03-18T22:55:00Z,24.90,77.40
2026-03-18T22:56:00Z,25.74,77.40
2026-03-18T22:58:00Z,26.00,77.40
2026-03-18T23:00:00Z,25.22,77.40
2026-03-18T23:04:00Z,26.00,76.00
2026-03-18T23:06:00Z,26.00,76.00
2026-03-18T23:19:00Z,25.97,78.00
2026-03-18T23:21:00Z,25.95,78.00
2026-03-18T23:23:00Z,26.00,76.00
2026-03-18T23:24:00Z,26.00,76.00
2026-03-18T23:26:00Z,27.33,76.00
2026-03-18T23:29:00Z,27.33,77.00
2026-03-18T23:31:00Z,27.00,77.00
2026-03-18T23:32:00Z,27.00,77.00
2026-03-18T23:33:00Z,26.98,76.00
2026-03-18T23:34:00Z,27.59,77.48
2026-03-18T23:35:00Z,26.64,81.81
2026-03-18T23:36:00Z,24.67,78.00
2026-03-18T23:38:00Z,24.67,78.46
2026-03-18T23:39:00Z,27.64,78.46
2026-03-18T23:40:00Z,27.12,78.46
2026-03-18T23:42:00Z,23.00,81.22
2026-03-18T23:43:00Z,23.00,79.00
2026-03-18T23:44:00Z,28.00,79.00
2026-03-18T23:45:00Z,28.00,76.00
2026-03-18T23:46:00Z,28.00,73.00
2026-03-18T23:47:00Z,30.00,72.12
2026-03-18T23:48:00Z,30.00,71.00
2026-03-18T23:49:00Z,29.79,72.00
2026-03-18T23:50:00Z,31.32,72.00
2026-03-18T23:51:00Z,32.85,70.98
2026-03-18T23:52:00Z,30.40,68.58
2026-03-18T23:53:00Z,27.97,72.31
2026-03-18T23:54:00Z,29.34,72.12
2026-03-18T23:55:00Z,31.03,72.95
2026-03-18T23:56:00Z,30.00,71.00
2026-03-18T23:57:00Z,31.13,69.97
2026-03-18T23:58:00Z,29.40,70.30
2026-03-18T23:59:00Z,29.74,68.62
2026-03-19T00:00:00Z,25.84,74.81
2026-03-19T00:01:00Z,22.45,80.89
2026-03-19T00:02:00Z,18.93,84.24
2026-03-19T00:03:00Z,14.10,86.95
2026-03-19T00:04:00Z,14.82,86.32
2026-03-19T00:05:00Z,13.21,86.50
2026-03-19T00:06:00Z,10.86,88.17
2026-03-19T00:07:00Z,12.18,88.21
2026-03-19T00:08:00Z,12.25,89.00
2026-03-19T00:09:00Z,11.11,89.78
2026-03-19T00:10:00Z,12.75,89.32
2026-03-19T00:11:00Z,13.85,88.00
2026-03-19T00:12:00Z,14.00,88.00
2026-03-19T00:13:00Z,18.35,84.61
2026-03-19T00:14:00Z,17.42,84.84
2026-03-19T00:15:00Z,13.29,86.23
2026-03-19T00:16:00Z,11.77,90.00
2026-03-19T00:17:00Z,11.23,90.00
2026-03-19T00:18:00Z,12.91,88.56
2026-03-19T00:19:00Z,13.00,86.54
2026-03-19T00:20:00Z,13.00,86.42
2026-03-19T00:21:00Z,14.34,88.00
2026-03-19T00:22:00Z,11.32,88.00
2026-03-19T00:23:00Z,15.01,88.00
2026-03-19T00:24:00Z,16.17,86.50
2026-03-19T00:25:00Z,17.66,84.67
2026-03-19T00:26:00Z,16.87,84.22
2026-03-19T00:27:00Z,20.18,83.36
2026-03-19T00:28:00Z,12.95,86.72
2026-03-19T00:29:00Z,11.24,90.00
2026-03-19T00:30:00Z,11.13,88.00
2026-03-19T00:31:00Z,13.62,88.00
2026-03-19T00:32:00Z,15.82,86.10
2026-03-19T00:33:00Z,14.92,87.77
2026-03-19T00:34:00Z,12.67,88.76
2026-03-19T00:35:00Z,11.90,88.98
2026-03-19T00:36:00Z,13.36,85.74
2026-03-19T00:37:00Z,15.45,86.13
2026-03-19T00:38:00Z,16.25,84.88
2026-03-19T00:39:00Z,15.75,84.00
2026-03-19T00:40:00Z,14.63,85.00
2026-03-19T00:41:00Z,16.41,87.00
2026-03-19T00:42:00Z,24.91,73.51
2026-03-19T00:43:00Z,26.32,77.93
2026-03-19T00:44:00Z,19.58,81.52
2026-03-19T00:45:00Z,16.13,82.76
2026-03-19T00:46:00Z,18.20,83.99
2026-03-19T00:47:00Z,18.16,83.43
2026-03-19T00:48:00Z,15.42,85.52
2026-03-19T00:49:00Z,17.51,83.30
2026-03-19T00:50:00Z,17.29,84.98
2026-03-19T00:51:00Z,19.43,82.11
2026-03-19T00:52:00Z,20.27,80.00
2026-03-19T00:53:00Z,21.47,82.23
2026-03-19T00:54:00Z,20.25,81.49
2026-03-19T00:55:00Z,27.60,75.97
2026-03-19T00:56:00Z,33.44,68.52
2026-03-19T00:57:00Z,38.28,65.32
2026-03-19T00:58:00Z,30.32,72.31
2026-03-19T00:59:00Z,23.13,81.30
2026-03-19T01:00:00Z,19.05,84.00
2026-03-19T01:01:00Z,20.13,80.49
2026-03-19T01:02:00Z,28.13,72.32
2026-03-19T01:03:00Z,34.89,69.93
2026-03-19T01:04:00Z,35.49,58.82
2026-03-19T01:05:00Z,30.31,73.85
2026-03-19T01:06:00Z,24.86,78.10
2026-03-19T01:07:00Z,17.51,82.47
2026-03-19T01:08:00Z,18.57,82.21
2026-03-19T01:09:00Z,15.56,85.26
2026-03-19T01:10:00Z,13.93,87.66
2026-03-19T01:11:00Z,21.60,81.09
2026-03-19T01:12:00Z,22.91,76.98
2026-03-19T01:13:00Z,24.79,77.15
2026-03-19T01:14:00Z,28.44,66.32
2026-03-19T01:15:00Z,31.44,69.91
2026-03-19T01:16:00Z,20.57,79.57
2026-03-19T01:17:00Z,21.02,81.63
2026-03-19T01:18:00Z,12.81,86.84
2026-03-19T01:19:00Z,5.60,94.44
2026-03-19T01:20:00Z,5.55,94.94
2026-03-19T01:21:00Z,6.11,96.24
2026-03-19T01:22:00Z,3.24,97.66
2026-03-19T01:23:00Z,3.56,97.44
2026-03-19T01:24:00Z,1.00,99.00
