# event_ticker=KXATPMATCH-25NOV15ALCAUG
# final_score=6-2 6-4
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Felix Auger-Aliassime
# kalshi_date=2025-11-15
timestamp,Carlos Alcaraz,Felix Auger-Aliassime
2025-11-15T07:52:00Z,82.00,
2025-11-15T07:53:00Z,82.00,
2025-11-15T08:00:00Z,82.00,19.00
2025-11-15T08:01:00Z,82.00,19.00
2025-11-15T08:03:00Z,82.00,20.00
2025-11-15T08:05:00Z,82.00,20.00
2025-11-15T08:07:00Z,81.00,20.00
2025-11-15T08:09:00Z,81.00,20.00
2025-11-15T08:14:00Z,81.00,20.00
2025-11-15T08:15:00Z,81.00,20.00
2025-11-15T08:16:00Z,81.00,20.00
2025-11-15T08:22:00Z,81.00,20.00
2025-11-15T08:25:00Z,82.00,20.00
2025-11-15T08:26:00Z,82.00,20.00
2025-11-15T08:27:00Z,82.00,20.00
2025-11-15T08:35:00Z,82.00,20.00
2025-11-15T08:38:00Z,82.00,20.00
2025-11-15T08:41:00Z,82.00,20.00
2025-11-15T08:43:00Z,82.00,20.00
2025-11-15T08:45:00Z,82.00,20.00
2025-11-15T08:48:00Z,82.00,20.00
2025-11-15T08:49:00Z,82.00,20.00
2025-11-15T08:52:00Z,82.00,20.29
2025-11-15T08:54:00Z,82.00,20.29
2025-11-15T08:58:00Z,81.00,20.29
2025-11-15T09:00:00Z,81.00,22.00
2025-11-15T09:03:00Z,81.00,22.00
2025-11-15T09:05:00Z,81.00,22.00
2025-11-15T09:11:00Z,81.00,22.00
2025-11-15T09:16:00Z,81.00,22.00
2025-11-15T09:23:00Z,81.00,22.00
2025-11-15T09:25:00Z,81.00,22.00
2025-11-15T09:31:00Z,81.00,22.00
2025-11-15T09:34:00Z,81.00,20.00
2025-11-15T09:41:00Z,81.00,20.00
2025-11-15T09:42:00Z,81.00,20.00
2025-11-15T09:51:00Z,81.00,20.00
2025-11-15T09:54:00Z,81.00,20.00
2025-11-15T09:55:00Z,81.00,20.00
2025-11-15T09:56:00Z,81.00,20.00
2025-11-15T10:04:00Z,82.00,20.00
2025-11-15T10:06:00Z,82.00,20.00
2025-11-15T10:07:00Z,82.00,20.00
2025-11-15T10:08:00Z,82.00,20.00
2025-11-15T10:09:00Z,82.00,20.07
2025-11-15T10:10:00Z,82.00,20.07
2025-11-15T10:17:00Z,82.00,20.00
2025-11-15T10:20:00Z,82.00,20.00
2025-11-15T10:28:00Z,82.00,21.00
2025-11-15T10:29:00Z,81.33,21.00
2025-11-15T10:30:00Z,82.00,21.00
2025-11-15T10:32:00Z,82.00,20.00
2025-11-15T10:43:00Z,81.00,20.00
2025-11-15T10:47:00Z,81.00,20.00
2025-11-15T10:53:00Z,81.00,20.00
2025-11-15T10:54:00Z,81.00,20.00
2025-11-15T11:02:00Z,81.00,20.00
2025-11-15T11:15:00Z,81.00,20.00
2025-11-15T11:17:00Z,81.00,20.00
2025-11-15T11:19:00Z,81.00,20.00
2025-11-15T11:22:00Z,81.01,20.00
2025-11-15T11:23:00Z,82.00,20.00
2025-11-15T11:24:00Z,82.00,20.00
2025-11-15T11:37:00Z,82.00,20.00
2025-11-15T11:43:00Z,82.00,20.00
2025-11-15T11:49:00Z,82.00,20.00
2025-11-15T11:58:00Z,82.00,20.00
2025-11-15T12:00:00Z,82.00,19.00
2025-11-15T12:08:00Z,82.00,20.00
2025-11-15T12:09:00Z,82.00,20.00
2025-11-15T12:11:00Z,82.00,20.00
2025-11-15T12:14:00Z,82.00,20.00
2025-11-15T12:19:00Z,81.00,20.00
2025-11-15T12:32:00Z,81.00,20.00
2025-11-15T12:35:00Z,81.00,20.00
2025-11-15T12:36:00Z,81.00,20.00
2025-11-15T12:37:00Z,81.00,20.00
2025-11-15T12:38:00Z,81.00,20.00
2025-11-15T12:39:00Z,81.00,20.00
2025-11-15T12:40:00Z,81.00,20.00
2025-11-15T12:41:00Z,80.07,20.00
2025-11-15T12:43:00Z,80.07,20.00
2025-11-15T12:44:00Z,80.07,20.00
2025-11-15T12:51:00Z,80.00,20.00
2025-11-15T12:53:00Z,80.00,20.00
2025-11-15T12:54:00Z,80.00,21.00
2025-11-15T12:55:00Z,80.00,21.00
2025-11-15T12:56:00Z,80.00,21.00
2025-11-15T12:57:00Z,77.03,21.00
2025-11-15T12:58:00Z,77.00,21.00
2025-11-15T12:59:00Z,79.55,21.00
2025-11-15T13:00:00Z,79.00,21.00
2025-11-15T13:02:00Z,79.34,21.00
2025-11-15T13:03:00Z,79.34,21.00
2025-11-15T13:05:00Z,80.00,22.00
2025-11-15T13:06:00Z,80.00,21.00
2025-11-15T13:07:00Z,80.00,21.00
2025-11-15T13:10:00Z,78.58,21.00
2025-11-15T13:11:00Z,76.75,21.00
2025-11-15T13:12:00Z,76.00,21.00
2025-11-15T13:13:00Z,78.00,22.00
2025-11-15T13:15:00Z,79.00,22.00
