# event_ticker=KXATPMATCH-26MAY06BURBEL
# final_score=6-4 6-4
# match_winner=Mattia Bellucci
# fav_player=Mattia Bellucci
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-05-06
timestamp,Roman Andres Burruchaga,Mattia Bellucci
2026-05-07T01:01:00Z,,32.00
2026-05-07T01:02:00Z,69.00,32.00
2026-05-07T01:06:00Z,69.00,32.00
2026-05-07T01:09:00Z,69.00,32.00
2026-05-07T02:14:00Z,69.00,32.00
2026-05-07T02:19:00Z,69.00,32.00
2026-05-07T02:21:00Z,69.00,32.00
2026-05-07T02:35:00Z,69.00,32.00
2026-05-07T02:43:00Z,69.00,32.00
2026-05-07T02:50:00Z,69.00,32.00
2026-05-07T03:01:00Z,69.00,32.00
2026-05-07T03:04:00Z,69.00,32.00
2026-05-07T03:06:00Z,69.00,32.00
2026-05-07T03:08:00Z,69.00,32.00
2026-05-07T03:13:00Z,69.00,32.00
2026-05-07T03:34:00Z,69.00,32.00
2026-05-07T03:37:00Z,69.00,32.00
2026-05-07T03:41:00Z,69.00,32.00
2026-05-07T03:42:00Z,69.00,32.00
2026-05-07T03:44:00Z,69.00,32.00
2026-05-07T03:46:00Z,69.00,32.00
2026-05-07T03:47:00Z,69.00,32.00
2026-05-07T03:48:00Z,69.00,32.00
2026-05-07T03:51:00Z,69.00,32.00
2026-05-07T03:52:00Z,69.00,32.00
2026-05-07T03:53:00Z,69.00,32.00
2026-05-07T04:01:00Z,69.00,32.00
2026-05-07T04:09:00Z,69.00,32.00
2026-05-07T04:12:00Z,69.00,32.00
2026-05-07T04:16:00Z,69.00,32.00
2026-05-07T04:18:00Z,69.00,32.00
2026-05-07T04:24:00Z,69.00,32.00
2026-05-07T04:25:00Z,69.00,32.00
2026-05-07T04:28:00Z,68.00,32.00
2026-05-07T04:37:00Z,69.00,32.00
2026-05-07T04:45:00Z,69.00,32.00
2026-05-07T04:48:00Z,69.00,31.00
2026-05-07T04:51:00Z,69.00,31.00
2026-05-07T05:00:00Z,69.00,31.00
2026-05-07T05:04:00Z,69.00,31.00
2026-05-07T05:10:00Z,69.00,31.00
2026-05-07T05:11:00Z,69.00,31.00
2026-05-07T05:14:00Z,69.00,31.00
2026-05-07T05:15:00Z,69.00,32.00
2026-05-07T05:19:00Z,69.00,31.00
2026-05-07T05:23:00Z,69.00,31.00
2026-05-07T05:28:00Z,69.00,31.00
2026-05-07T05:29:00Z,69.00,31.00
2026-05-07T05:37:00Z,69.00,31.00
2026-05-07T05:47:00Z,69.00,31.00
2026-05-07T05:53:00Z,69.00,32.00
2026-05-07T05:54:00Z,69.00,32.00
2026-05-07T05:55:00Z,69.00,32.00
2026-05-07T06:04:00Z,69.00,32.00
2026-05-07T06:05:00Z,69.00,32.00
2026-05-07T06:15:00Z,69.00,32.00
2026-05-07T06:16:00Z,69.00,32.00
2026-05-07T06:17:00Z,69.00,32.00
2026-05-07T06:18:00Z,69.00,32.00
2026-05-07T06:25:00Z,70.00,32.00
2026-05-07T06:29:00Z,70.00,32.00
2026-05-07T06:33:00Z,70.00,32.00
2026-05-07T06:36:00Z,70.00,32.00
2026-05-07T06:38:00Z,70.00,32.00
2026-05-07T06:43:00Z,70.00,32.00
2026-05-07T06:47:00Z,70.00,32.00
2026-05-07T06:49:00Z,70.00,32.00
2026-05-07T06:51:00Z,70.00,31.00
2026-05-07T06:57:00Z,70.00,31.00
2026-05-07T07:00:00Z,70.00,31.00
2026-05-07T09:03:00Z,70.00,30.00
2026-05-07T09:14:00Z,70.00,30.00
2026-05-07T09:15:00Z,71.00,30.00
2026-05-07T09:38:00Z,71.00,30.00
2026-05-07T09:41:00Z,71.08,30.00
2026-05-07T09:54:00Z,72.00,30.00
2026-05-07T10:01:00Z,72.00,29.00
2026-05-07T10:06:00Z,72.00,29.00
2026-05-07T10:16:00Z,72.00,30.00
2026-05-07T10:19:00Z,72.00,30.00
2026-05-07T10:21:00Z,71.00,30.00
2026-05-07T10:34:00Z,72.00,30.00
2026-05-07T10:35:00Z,72.00,30.00
2026-05-07T10:36:00Z,72.00,30.00
2026-05-07T10:37:00Z,72.00,30.00
2026-05-07T10:44:00Z,72.00,30.00
2026-05-07T10:47:00Z,72.00,30.00
2026-05-07T10:51:00Z,72.00,30.00
2026-05-07T10:52:00Z,72.00,30.00
2026-05-07T10:53:00Z,72.00,30.00
2026-05-07T10:55:00Z,72.00,30.00
2026-05-07T10:56:00Z,72.00,30.00
2026-05-07T10:57:00Z,72.00,30.00
2026-05-07T10:58:00Z,72.00,30.00
2026-05-07T10:59:00Z,72.00,30.00
2026-05-07T11:03:00Z,72.00,30.00
2026-05-07T11:04:00Z,72.00,30.00
2026-05-07T11:05:00Z,72.00,30.00
2026-05-07T11:06:00Z,72.00,30.00
2026-05-07T11:09:00Z,72.00,30.00
2026-05-07T11:10:00Z,72.00,30.00
2026-05-07T11:11:00Z,72.09,30.00
2026-05-07T11:14:00Z,71.00,30.00
2026-05-07T11:16:00Z,73.00,30.00
2026-05-07T11:20:00Z,72.00,30.00
2026-05-07T11:24:00Z,73.00,30.00
2026-05-07T11:29:00Z,73.00,30.00
2026-05-07T11:31:00Z,73.00,30.00
2026-05-07T11:33:00Z,73.00,30.00
2026-05-07T11:34:00Z,73.00,30.00
2026-05-07T11:35:00Z,73.00,30.00
2026-05-07T11:38:00Z,71.81,30.00
2026-05-07T11:39:00Z,71.81,30.00
2026-05-07T11:40:00Z,72.00,30.00
2026-05-07T11:42:00Z,71.00,30.00
2026-05-07T11:43:00Z,72.00,30.00
2026-05-07T11:44:00Z,72.00,30.00
2026-05-07T11:46:00Z,72.00,30.00
2026-05-07T11:47:00Z,72.00,30.00
2026-05-07T11:48:00Z,70.66,30.00
2026-05-07T11:51:00Z,72.00,30.00
2026-05-07T11:52:00Z,70.54,30.00
2026-05-07T11:53:00Z,71.00,30.00
2026-05-07T11:54:00Z,69.00,30.00
2026-05-07T11:57:00Z,70.00,30.00
2026-05-07T11:59:00Z,70.00,30.00
2026-05-07T12:00:00Z,70.00,30.00
2026-05-07T12:01:00Z,70.00,30.00
2026-05-07T12:02:00Z,70.00,30.00
2026-05-07T12:04:00Z,70.00,30.00
2026-05-07T12:05:00Z,70.00,30.00
2026-05-07T12:06:00Z,70.00,29.00
2026-05-07T12:07:00Z,70.00,30.00
2026-05-07T12:09:00Z,70.00,30.00
2026-05-07T12:13:00Z,70.00,30.00
2026-05-07T12:15:00Z,70.00,30.99
2026-05-07T12:17:00Z,70.12,30.99
2026-05-07T12:18:00Z,71.93,30.00
2026-05-07T12:19:00Z,72.92,29.00
2026-05-07T12:20:00Z,72.00,29.00
2026-05-07T12:21:00Z,73.00,29.00
2026-05-07T12:22:00Z,74.62,27.89
2026-05-07T12:23:00Z,74.00,25.97
2026-05-07T12:24:00Z,76.00,25.72
2026-05-07T12:25:00Z,76.00,26.16
2026-05-07T12:26:00Z,76.00,27.80
2026-05-07T12:27:00Z,69.53,29.68
2026-05-07T12:28:00Z,69.17,33.00
2026-05-07T12:29:00Z,66.85,33.48
2026-05-07T12:30:00Z,61.00,40.72
2026-05-07T12:31:00Z,58.00,42.95
2026-05-07T12:32:00Z,57.99,43.00
2026-05-07T12:33:00Z,57.15,43.37
2026-05-07T12:34:00Z,56.10,44.76
2026-05-07T12:35:00Z,52.75,47.72
2026-05-07T12:36:00Z,51.36,49.45
2026-05-07T12:37:00Z,51.53,50.00
2026-05-07T12:38:00Z,53.81,47.52
2026-05-07T12:39:00Z,55.64,47.01
2026-05-07T12:40:00Z,54.59,47.00
2026-05-07T12:41:00Z,55.68,46.00
2026-05-07T12:42:00Z,56.09,46.00
2026-05-07T12:43:00Z,53.25,48.65
2026-05-07T12:44:00Z,57.17,42.14
2026-05-07T12:45:00Z,57.96,43.87
2026-05-07T12:46:00Z,53.00,48.36
2026-05-07T12:47:00Z,49.72,50.95
2026-05-07T12:48:00Z,47.93,50.74
2026-05-07T12:49:00Z,44.31,56.90
2026-05-07T12:50:00Z,41.50,60.00
2026-05-07T12:51:00Z,41.43,59.73
2026-05-07T12:52:00Z,44.37,56.92
2026-05-07T12:53:00Z,46.46,55.92
2026-05-07T12:54:00Z,47.81,54.40
2026-05-07T12:55:00Z,46.85,54.61
2026-05-07T12:56:00Z,46.20,54.08
2026-05-07T12:57:00Z,50.40,51.82
2026-05-07T12:58:00Z,48.81,52.83
2026-05-07T12:59:00Z,50.32,51.07
2026-05-07T13:00:00Z,50.16,50.49
2026-05-07T13:01:00Z,53.26,47.99
2026-05-07T13:02:00Z,52.51,48.10
2026-05-07T13:03:00Z,49.27,52.68
2026-05-07T13:04:00Z,47.34,55.70
2026-05-07T13:05:00Z,43.75,57.14
2026-05-07T13:06:00Z,43.00,57.30
2026-05-07T13:07:00Z,43.00,57.09
2026-05-07T13:08:00Z,43.56,57.22
2026-05-07T13:09:00Z,47.16,54.42
2026-05-07T13:10:00Z,48.07,53.60
2026-05-07T13:11:00Z,48.01,52.24
2026-05-07T13:12:00Z,45.75,54.01
2026-05-07T13:13:00Z,49.21,51.65
2026-05-07T13:14:00Z,51.00,51.03
2026-05-07T13:15:00Z,54.25,48.72
2026-05-07T13:16:00Z,51.88,50.83
2026-05-07T13:17:00Z,47.10,54.09
2026-05-07T13:18:00Z,44.74,57.96
2026-05-07T13:19:00Z,43.20,58.54
2026-05-07T13:20:00Z,40.91,58.88
2026-05-07T13:21:00Z,41.76,58.25
2026-05-07T13:22:00Z,39.11,62.56
2026-05-07T13:23:00Z,45.83,55.55
2026-05-07T13:24:00Z,43.83,57.14
2026-05-07T13:25:00Z,46.63,53.75
2026-05-07T13:26:00Z,46.58,53.73
2026-05-07T13:27:00Z,46.41,54.00
2026-05-07T13:28:00Z,50.32,51.00
2026-05-07T13:29:00Z,46.90,55.29
2026-05-07T13:30:00Z,46.72,54.57
2026-05-07T13:31:00Z,44.48,56.34
2026-05-07T13:32:00Z,46.27,54.35
2026-05-07T13:33:00Z,49.00,52.68
2026-05-07T13:34:00Z,44.54,57.04
2026-05-07T13:35:00Z,42.83,56.21
2026-05-07T13:36:00Z,35.70,65.58
2026-05-07T13:37:00Z,37.41,64.44
2026-05-07T13:38:00Z,38.25,64.00
2026-05-07T13:39:00Z,41.69,65.13
