# event_ticker=KXATPMATCH-26FEB22JODNOR
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Rafael Jodar
# fav_player=Cameron Norrie
# dog_player=Rafael Jodar
# kalshi_date=2026-02-22
timestamp,Cameron Norrie,Rafael Jodar
2026-02-23T17:12:00Z,56.00,
2026-02-23T17:13:00Z,56.00,
2026-02-23T17:17:00Z,56.00,
2026-02-23T17:30:00Z,56.00,
2026-02-23T17:31:00Z,56.00,
2026-02-23T17:33:00Z,56.00,
2026-02-23T17:34:00Z,56.00,
2026-02-23T17:35:00Z,56.00,
2026-02-23T17:36:00Z,56.00,
2026-02-23T17:37:00Z,55.00,
2026-02-23T17:39:00Z,56.00,
2026-02-23T17:40:00Z,56.00,
2026-02-23T17:41:00Z,56.00,46.00
2026-02-23T17:45:00Z,55.09,46.00
2026-02-23T17:46:00Z,56.00,46.00
2026-02-23T17:52:00Z,56.00,46.00
2026-02-23T17:54:00Z,56.00,46.00
2026-02-23T17:55:00Z,55.00,46.00
2026-02-23T17:56:00Z,56.00,46.00
2026-02-23T17:58:00Z,56.00,45.00
2026-02-23T17:59:00Z,56.00,45.00
2026-02-23T18:01:00Z,56.00,45.00
2026-02-23T18:02:00Z,56.00,45.00
2026-02-23T18:03:00Z,54.42,44.04
2026-02-23T18:04:00Z,56.00,44.00
2026-02-23T18:05:00Z,54.00,44.00
2026-02-23T18:09:00Z,56.00,44.00
2026-02-23T18:12:00Z,56.00,44.00
2026-02-23T18:14:00Z,57.00,44.00
2026-02-23T18:16:00Z,57.00,44.00
2026-02-23T18:17:00Z,57.00,45.00
2026-02-23T18:18:00Z,57.00,45.00
2026-02-23T18:19:00Z,57.00,45.00
2026-02-23T18:28:00Z,56.00,44.00
2026-02-23T18:32:00Z,56.00,43.17
2026-02-23T18:33:00Z,56.00,43.00
2026-02-23T18:36:00Z,55.00,43.00
2026-02-23T18:38:00Z,57.00,43.00
2026-02-23T18:42:00Z,57.00,43.00
2026-02-23T18:48:00Z,57.00,43.00
2026-02-23T18:49:00Z,57.00,44.00
2026-02-23T18:50:00Z,57.00,44.00
2026-02-23T18:52:00Z,57.00,44.00
2026-02-23T18:53:00Z,57.00,44.00
2026-02-23T18:54:00Z,57.00,44.00
2026-02-23T18:56:00Z,57.00,44.00
2026-02-23T19:01:00Z,57.00,44.00
2026-02-23T19:05:00Z,57.00,44.00
2026-02-23T19:06:00Z,57.00,44.00
2026-02-23T19:07:00Z,57.00,45.00
2026-02-23T19:12:00Z,57.00,45.00
2026-02-23T19:13:00Z,57.00,45.00
2026-02-23T19:14:00Z,57.00,45.00
2026-02-23T19:15:00Z,57.00,45.00
2026-02-23T19:17:00Z,57.00,45.00
2026-02-23T19:18:00Z,57.00,45.00
2026-02-23T19:19:00Z,57.00,44.00
2026-02-23T19:20:00Z,57.00,44.00
2026-02-23T19:21:00Z,57.00,44.00
2026-02-23T19:26:00Z,57.00,43.00
2026-02-23T19:28:00Z,57.00,43.00
2026-02-23T19:29:00Z,57.00,44.00
2026-02-23T19:31:00Z,57.82,43.00
2026-02-23T19:32:00Z,58.81,43.00
2026-02-23T19:33:00Z,58.81,43.00
2026-02-23T19:34:00Z,59.00,43.00
2026-02-23T19:36:00Z,59.00,43.00
2026-02-23T19:38:00Z,58.00,43.00
2026-02-23T19:40:00Z,58.00,43.00
2026-02-23T19:41:00Z,57.77,43.00
2026-02-23T19:42:00Z,58.00,43.00
2026-02-23T19:43:00Z,57.00,43.00
2026-02-23T19:44:00Z,58.00,43.00
2026-02-23T19:46:00Z,58.00,43.00
2026-02-23T19:47:00Z,58.00,43.00
2026-02-23T19:50:00Z,59.00,43.00
2026-02-23T19:51:00Z,59.00,43.00
2026-02-23T19:54:00Z,59.00,43.00
2026-02-23T19:55:00Z,57.00,43.00
2026-02-23T19:56:00Z,59.00,43.00
2026-02-23T19:57:00Z,59.00,43.00
2026-02-23T20:00:00Z,59.00,43.00
2026-02-23T20:03:00Z,58.00,43.00
2026-02-23T20:05:00Z,58.52,43.00
2026-02-23T20:10:00Z,59.00,43.00
2026-02-23T20:16:00Z,59.00,42.00
2026-02-23T20:22:00Z,59.00,42.00
2026-02-23T20:24:00Z,59.00,42.00
2026-02-23T20:26:00Z,59.00,42.00
2026-02-23T20:28:00Z,59.00,42.00
2026-02-23T20:29:00Z,58.00,42.00
2026-02-23T20:34:00Z,59.00,42.00
2026-02-23T20:40:00Z,59.00,42.00
2026-02-23T20:49:00Z,59.00,42.00
2026-02-23T20:51:00Z,59.00,42.00
2026-02-23T20:53:00Z,59.00,42.00
2026-02-23T20:54:00Z,59.00,42.00
2026-02-23T20:58:00Z,59.00,42.00
2026-02-23T20:59:00Z,59.00,42.00
2026-02-23T21:00:00Z,59.00,42.00
2026-02-23T21:03:00Z,58.00,42.00
2026-02-23T21:05:00Z,58.00,42.00
2026-02-23T21:06:00Z,58.00,42.00
2026-02-23T21:07:00Z,58.00,42.00
2026-02-23T21:08:00Z,58.00,42.00
2026-02-23T21:09:00Z,58.00,42.00
2026-02-23T21:14:00Z,58.00,42.97
2026-02-23T21:15:00Z,58.00,42.97
2026-02-23T21:16:00Z,58.00,42.97
2026-02-23T21:17:00Z,58.00,42.97
2026-02-23T21:18:00Z,56.45,43.11
2026-02-23T21:21:00Z,57.63,43.11
2026-02-23T21:22:00Z,58.38,43.11
2026-02-23T21:24:00Z,58.00,43.11
2026-02-23T21:25:00Z,58.00,43.11
2026-02-23T21:28:00Z,56.01,43.11
2026-02-23T21:29:00Z,56.43,43.11
2026-02-23T21:31:00Z,57.23,43.11
2026-02-23T21:32:00Z,58.00,43.11
2026-02-23T21:33:00Z,58.00,43.11
2026-02-23T21:34:00Z,58.00,43.00
2026-02-23T21:38:00Z,58.00,43.00
2026-02-23T21:40:00Z,58.00,43.00
2026-02-23T21:41:00Z,56.06,43.00
2026-02-23T21:42:00Z,58.05,43.00
2026-02-23T21:43:00Z,58.00,43.00
2026-02-23T21:46:00Z,57.83,43.00
2026-02-23T21:47:00Z,59.00,43.00
2026-02-23T21:48:00Z,59.00,43.00
2026-02-23T21:49:00Z,58.00,43.00
2026-02-23T21:50:00Z,57.00,43.00
2026-02-23T21:52:00Z,57.00,43.00
2026-02-23T21:53:00Z,57.00,43.00
2026-02-23T21:55:00Z,57.00,44.00
2026-02-23T21:56:00Z,57.00,44.00
2026-02-23T21:57:00Z,57.00,44.00
2026-02-23T21:58:00Z,57.00,44.00
2026-02-23T22:01:00Z,57.00,44.00
2026-02-23T22:02:00Z,57.00,44.00
2026-02-23T22:03:00Z,57.00,44.00
2026-02-23T22:04:00Z,57.00,44.00
2026-02-23T22:05:00Z,57.00,44.00
2026-02-23T22:06:00Z,57.00,43.00
2026-02-23T22:07:00Z,57.00,43.00
2026-02-23T22:09:00Z,57.00,43.00
2026-02-23T22:10:00Z,57.00,43.00
2026-02-23T22:11:00Z,56.43,43.00
2026-02-23T22:12:00Z,57.00,43.00
2026-02-23T22:13:00Z,55.36,43.00
2026-02-23T22:14:00Z,57.00,43.00
2026-02-23T22:16:00Z,57.00,43.00
2026-02-23T22:18:00Z,57.00,43.00
2026-02-23T22:21:00Z,57.00,44.00
2026-02-23T22:22:00Z,57.00,44.00
2026-02-23T22:24:00Z,57.00,44.00
2026-02-23T22:29:00Z,58.00,44.00
2026-02-23T22:31:00Z,58.00,44.00
2026-02-23T22:32:00Z,58.00,44.00
2026-02-23T22:33:00Z,58.00,44.00
2026-02-23T22:34:00Z,58.00,41.58
2026-02-23T22:36:00Z,58.00,41.58
2026-02-23T22:39:00Z,57.00,41.58
2026-02-23T22:40:00Z,57.00,41.58
2026-02-23T22:42:00Z,57.20,41.58
2026-02-23T22:43:00Z,56.30,41.58
2026-02-23T22:45:00Z,57.00,41.58
2026-02-23T22:46:00Z,57.00,41.58
2026-02-23T22:47:00Z,57.00,41.58
2026-02-23T22:48:00Z,57.00,41.58
2026-02-23T22:49:00Z,57.90,41.58
2026-02-23T22:50:00Z,58.00,43.00
2026-02-23T22:51:00Z,58.00,43.00
2026-02-23T22:52:00Z,58.00,43.00
2026-02-23T22:53:00Z,58.00,43.00
2026-02-23T22:54:00Z,58.00,43.38
2026-02-23T22:55:00Z,57.85,43.38
2026-02-23T22:56:00Z,56.00,43.00
2026-02-23T22:58:00Z,58.00,43.00
2026-02-23T23:00:00Z,58.00,43.00
2026-02-23T23:01:00Z,58.00,43.00
2026-02-23T23:02:00Z,56.00,43.00
2026-02-23T23:03:00Z,58.00,43.00
2026-02-23T23:05:00Z,57.14,43.00
