# event_ticker=KXATPMATCH-25AUG07CARGAS
# final_score=6-4 5-7 6-3
# score_resolution=4-6 7-5 3-6
# match_winner=Roberto Carballes Baena
# fav_player=Hugo Gaston
# dog_player=Roberto Carballes Baena
# kalshi_date=2025-08-07
timestamp,Hugo Gaston,Roberto Carballes Baena
2025-08-07T16:56:00Z,46.00,54.00
2025-08-07T16:57:00Z,48.00,54.00
2025-08-07T16:58:00Z,48.00,52.00
2025-08-07T16:59:00Z,42.00,59.92
2025-08-07T17:00:00Z,38.35,59.92
2025-08-07T17:01:00Z,40.00,62.00
2025-08-07T17:02:00Z,42.00,59.96
2025-08-07T17:03:00Z,42.00,58.92
2025-08-07T17:04:00Z,50.00,58.92
2025-08-07T17:05:00Z,52.91,49.32
2025-08-07T17:06:00Z,58.25,47.68
2025-08-07T17:07:00Z,56.93,43.30
2025-08-07T17:09:00Z,47.00,55.44
2025-08-07T17:10:00Z,47.00,58.00
2025-08-07T17:11:00Z,47.00,61.00
2025-08-07T17:13:00Z,47.00,61.00
2025-08-07T17:14:00Z,47.00,57.00
2025-08-07T17:15:00Z,51.82,43.43
2025-08-07T17:16:00Z,57.26,45.00
2025-08-07T17:17:00Z,49.00,45.00
2025-08-07T17:18:00Z,47.00,51.61
2025-08-07T17:19:00Z,47.00,47.19
2025-08-07T17:20:00Z,54.00,46.00
2025-08-07T17:21:00Z,51.00,46.00
2025-08-07T17:22:00Z,51.00,63.00
2025-08-07T17:24:00Z,37.00,63.00
2025-08-07T17:26:00Z,54.56,63.00
2025-08-07T17:27:00Z,53.00,63.53
2025-08-07T17:28:00Z,57.38,47.00
2025-08-07T17:29:00Z,53.65,47.00
2025-08-07T17:30:00Z,63.30,46.86
2025-08-07T17:31:00Z,65.00,49.33
2025-08-07T17:32:00Z,69.51,31.01
2025-08-07T17:33:00Z,73.50,31.13
2025-08-07T17:34:00Z,74.65,44.75
2025-08-07T17:35:00Z,74.65,68.49
2025-08-07T17:36:00Z,74.65,49.38
2025-08-07T17:37:00Z,65.66,51.97
2025-08-07T17:38:00Z,16.96,82.61
2025-08-07T17:39:00Z,15.88,89.20
2025-08-07T17:40:00Z,20.10,89.99
2025-08-07T17:41:00Z,2.56,94.49
2025-08-07T17:42:00Z,3.24,93.85
2025-08-07T17:43:00Z,3.24,98.90
2025-08-07T17:44:00Z,3.24,99.00
2025-08-07T17:45:00Z,3.24,99.00
