# event_ticker=KXATPMATCH-25NOV05NAKGIR
# final_score=7-6(7) 6-1
# score_resolution=7-6 6-1
# match_winner=Marcos Giron
# fav_player=Marcos Giron
# dog_player=Brandon Nakashima
# kalshi_date=2025-11-05
timestamp,Marcos Giron,Brandon Nakashima
2025-11-05T08:51:00Z,,59.00
2025-11-05T08:55:00Z,,59.00
2025-11-05T09:06:00Z,,59.00
2025-11-05T09:13:00Z,,59.00
2025-11-05T09:31:00Z,,59.00
2025-11-05T09:44:00Z,42.00,59.00
2025-11-05T09:47:00Z,42.00,59.00
2025-11-05T09:51:00Z,42.00,59.00
2025-11-05T09:54:00Z,42.00,59.00
2025-11-05T10:04:00Z,42.00,59.00
2025-11-05T10:11:00Z,42.00,59.00
2025-11-05T10:12:00Z,42.00,59.00
2025-11-05T10:29:00Z,42.00,59.00
2025-11-05T10:30:00Z,41.00,59.00
2025-11-05T10:37:00Z,42.00,59.00
2025-11-05T10:49:00Z,42.00,59.00
2025-11-05T11:15:00Z,42.00,59.00
2025-11-05T11:19:00Z,42.00,59.00
2025-11-05T12:05:00Z,42.00,59.00
2025-11-05T12:10:00Z,42.00,59.00
2025-11-05T12:16:00Z,42.00,59.00
2025-11-05T12:20:00Z,42.00,59.00
2025-11-05T12:37:00Z,42.00,59.00
2025-11-05T12:42:00Z,42.00,59.00
2025-11-05T12:49:00Z,42.00,59.00
2025-11-05T12:50:00Z,42.00,59.00
2025-11-05T12:56:00Z,42.00,59.00
2025-11-05T12:57:00Z,42.00,59.00
2025-11-05T13:05:00Z,42.00,59.00
2025-11-05T13:17:00Z,42.00,59.00
2025-11-05T13:29:00Z,42.00,59.00
2025-11-05T13:30:00Z,42.00,59.00
2025-11-05T13:35:00Z,42.00,59.00
2025-11-05T13:45:00Z,42.00,59.00
2025-11-05T13:53:00Z,42.00,59.00
2025-11-05T13:58:00Z,42.00,59.00
2025-11-05T14:04:00Z,42.00,59.00
2025-11-05T14:05:00Z,42.00,59.00
2025-11-05T14:14:00Z,42.00,59.00
2025-11-05T14:16:00Z,42.00,59.00
2025-11-05T14:28:00Z,42.00,59.00
2025-11-05T14:29:00Z,42.00,59.00
2025-11-05T14:30:00Z,42.00,59.00
2025-11-05T14:34:00Z,42.00,59.00
2025-11-05T14:36:00Z,42.00,59.00
2025-11-05T14:41:00Z,42.00,59.00
2025-11-05T14:52:00Z,42.00,59.00
2025-11-05T14:56:00Z,42.00,59.00
2025-11-05T14:59:00Z,42.13,59.00
2025-11-05T15:00:00Z,42.13,59.00
2025-11-05T15:08:00Z,42.13,59.00
2025-11-05T15:12:00Z,42.13,59.00
2025-11-05T15:17:00Z,42.13,59.00
2025-11-05T15:19:00Z,42.13,59.00
2025-11-05T15:20:00Z,42.13,59.00
2025-11-05T15:24:00Z,42.13,59.00
2025-11-05T15:29:00Z,42.13,59.00
2025-11-05T15:33:00Z,43.00,59.00
2025-11-05T15:34:00Z,43.00,59.00
2025-11-05T15:40:00Z,43.00,59.00
2025-11-05T15:43:00Z,43.00,59.00
2025-11-05T15:47:00Z,43.00,59.00
2025-11-05T15:49:00Z,43.00,59.00
2025-11-05T15:51:00Z,43.00,59.00
2025-11-05T16:01:00Z,43.00,59.00
2025-11-05T16:11:00Z,43.00,59.00
2025-11-05T16:12:00Z,43.00,59.00
2025-11-05T16:14:00Z,43.00,59.00
2025-11-05T16:16:00Z,43.00,59.00
2025-11-05T16:17:00Z,43.00,59.00
