# event_ticker=KXATPCHALLENGERMATCH-26MAR02MARJIA
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Filip Cristian Jianu
# fav_player=Andrej Martin
# dog_player=Filip Cristian Jianu
# kalshi_date=2026-03-02
timestamp,Andrej Martin,Filip Cristian Jianu
2026-03-02T01:20:00Z,33.00,
2026-03-02T03:23:00Z,34.13,
2026-03-02T04:38:00Z,34.13,68.00
2026-03-02T04:44:00Z,34.13,68.00
2026-03-02T04:46:00Z,34.13,68.00
2026-03-02T04:47:00Z,34.13,68.00
2026-03-02T04:53:00Z,32.00,68.00
2026-03-02T04:59:00Z,32.00,68.00
2026-03-02T05:01:00Z,32.00,68.00
2026-03-02T05:57:00Z,32.00,68.00
2026-03-02T06:42:00Z,32.00,68.00
2026-03-02T06:49:00Z,32.00,68.00
2026-03-02T06:55:00Z,32.00,68.00
2026-03-02T07:13:00Z,33.28,68.00
2026-03-02T07:28:00Z,33.00,68.00
2026-03-02T07:50:00Z,33.00,68.00
2026-03-02T07:55:00Z,32.00,68.00
2026-03-02T08:56:00Z,32.00,68.00
2026-03-02T09:31:00Z,32.00,68.00
2026-03-02T09:36:00Z,32.00,67.00
2026-03-02T09:37:00Z,32.00,68.00
2026-03-02T09:38:00Z,33.00,67.00
2026-03-02T09:46:00Z,33.00,67.00
2026-03-02T09:51:00Z,33.00,67.00
2026-03-02T10:00:00Z,34.00,66.00
2026-03-02T10:02:00Z,34.00,66.00
2026-03-02T10:03:00Z,34.00,66.00
2026-03-02T10:04:00Z,34.00,66.00
2026-03-02T10:08:00Z,34.10,66.00
2026-03-02T10:09:00Z,35.00,66.00
2026-03-02T10:10:00Z,35.00,65.00
2026-03-02T10:12:00Z,35.00,65.33
2026-03-02T10:37:00Z,36.00,64.00
2026-03-02T10:39:00Z,36.00,65.00
2026-03-02T10:41:00Z,36.00,65.00
2026-03-02T10:45:00Z,36.00,65.00
2026-03-02T10:47:00Z,36.00,66.00
2026-03-02T10:49:00Z,31.00,67.53
2026-03-02T10:50:00Z,31.00,70.57
2026-03-02T10:51:00Z,27.00,70.57
2026-03-02T10:52:00Z,29.76,69.84
2026-03-02T10:53:00Z,35.86,67.00
2026-03-02T10:54:00Z,33.86,69.00
2026-03-02T10:56:00Z,30.00,73.00
2026-03-02T10:57:00Z,28.00,73.00
2026-03-02T10:58:00Z,28.00,78.00
2026-03-02T10:59:00Z,22.19,78.00
2026-03-02T11:00:00Z,22.00,83.00
2026-03-02T11:01:00Z,22.00,85.89
2026-03-02T11:02:00Z,22.00,86.90
2026-03-02T11:03:00Z,14.00,84.00
2026-03-02T11:04:00Z,16.00,84.28
2026-03-02T11:05:00Z,12.11,87.00
2026-03-02T11:06:00Z,12.00,87.00
2026-03-02T11:07:00Z,11.00,88.00
2026-03-02T11:08:00Z,15.00,85.00
2026-03-02T11:09:00Z,15.00,85.00
2026-03-02T11:10:00Z,15.00,84.00
2026-03-02T11:11:00Z,19.00,80.15
2026-03-02T11:12:00Z,22.48,77.00
2026-03-02T11:13:00Z,22.00,81.00
2026-03-02T11:14:00Z,18.00,83.64
2026-03-02T11:15:00Z,19.67,83.37
2026-03-02T11:16:00Z,19.67,83.69
2026-03-02T11:17:00Z,16.00,84.00
2026-03-02T11:18:00Z,16.00,86.00
2026-03-02T11:19:00Z,16.00,85.00
2026-03-02T11:20:00Z,16.00,85.00
2026-03-02T11:21:00Z,16.00,84.65
2026-03-02T11:22:00Z,17.00,85.00
2026-03-02T11:23:00Z,17.00,85.00
2026-03-02T11:24:00Z,16.45,83.00
2026-03-02T11:25:00Z,16.95,83.16
2026-03-02T11:26:00Z,17.00,83.00
2026-03-02T11:27:00Z,17.00,85.10
2026-03-02T11:28:00Z,17.00,88.93
2026-03-02T11:29:00Z,19.00,86.86
2026-03-02T11:30:00Z,11.68,87.00
2026-03-02T11:31:00Z,17.36,87.00
2026-03-02T11:32:00Z,20.00,82.87
2026-03-02T11:33:00Z,20.00,83.00
2026-03-02T11:34:00Z,20.00,85.00
2026-03-02T11:35:00Z,20.00,85.00
2026-03-02T11:36:00Z,20.48,82.70
2026-03-02T11:37:00Z,19.49,81.50
2026-03-02T11:38:00Z,20.92,80.68
2026-03-02T11:39:00Z,22.00,80.68
2026-03-02T11:40:00Z,22.00,76.47
2026-03-02T11:41:00Z,25.50,74.12
2026-03-02T11:42:00Z,25.94,71.29
2026-03-02T11:43:00Z,21.06,77.33
2026-03-02T11:44:00Z,18.00,81.00
2026-03-02T11:45:00Z,18.00,81.99
2026-03-02T11:46:00Z,18.00,82.51
2026-03-02T11:47:00Z,17.00,89.24
2026-03-02T11:48:00Z,13.00,88.37
2026-03-02T11:49:00Z,7.03,92.99
2026-03-02T11:50:00Z,7.80,93.40
2026-03-02T11:51:00Z,7.04,93.42
2026-03-02T11:52:00Z,5.00,94.83
2026-03-02T11:53:00Z,5.00,95.90
2026-03-02T11:54:00Z,2.54,98.72
2026-03-02T11:55:00Z,1.00,99.00
2026-03-02T11:56:00Z,1.00,99.00
2026-03-02T11:57:00Z,1.98,98.00
2026-03-02T11:58:00Z,1.00,98.00
2026-03-02T11:59:00Z,1.00,99.00
2026-03-02T12:00:00Z,1.00,99.00
2026-03-02T12:02:00Z,1.00,99.00
