# event_ticker=KXATPMATCH-26FEB17FONMON
# final_score=7-6(1) 6-1
# score_resolution=6-7 1-6
# match_winner=Joao Fonseca
# fav_player=Thiago Monteiro
# dog_player=Joao Fonseca
# kalshi_date=2026-02-17
timestamp,Thiago Monteiro,Joao Fonseca
2026-02-17T11:18:00Z,27.00,
2026-02-17T12:23:00Z,27.00,74.00
2026-02-17T12:48:00Z,27.00,74.00
2026-02-17T12:51:00Z,27.00,74.00
2026-02-17T12:54:00Z,27.00,74.00
2026-02-17T12:55:00Z,27.00,74.00
2026-02-17T12:56:00Z,27.00,74.00
2026-02-17T13:17:00Z,27.00,74.00
2026-02-17T13:45:00Z,27.00,74.00
2026-02-17T14:21:00Z,27.00,74.00
2026-02-17T14:25:00Z,27.00,74.00
2026-02-17T14:35:00Z,27.00,74.00
2026-02-17T14:53:00Z,27.00,74.00
2026-02-17T15:05:00Z,27.00,74.00
2026-02-17T15:28:00Z,27.00,74.00
2026-02-17T15:29:00Z,27.00,74.00
2026-02-17T15:30:00Z,27.00,74.00
2026-02-17T15:32:00Z,27.00,74.00
2026-02-17T15:34:00Z,27.03,74.00
2026-02-17T15:51:00Z,27.03,74.00
2026-02-17T16:00:00Z,27.03,74.00
2026-02-17T16:02:00Z,27.03,74.00
2026-02-17T16:28:00Z,27.03,74.00
2026-02-17T16:38:00Z,27.03,74.00
2026-02-17T16:48:00Z,27.03,74.00
2026-02-17T16:56:00Z,27.03,74.00
2026-02-17T17:05:00Z,27.00,74.00
2026-02-17T17:17:00Z,27.00,74.00
2026-02-17T17:18:00Z,27.00,74.00
2026-02-17T17:19:00Z,27.00,75.00
2026-02-17T17:36:00Z,27.00,75.00
2026-02-17T18:12:00Z,27.00,74.00
2026-02-17T18:15:00Z,27.00,74.00
2026-02-17T18:17:00Z,27.00,74.00
2026-02-17T18:19:00Z,26.00,74.00
2026-02-17T18:21:00Z,27.00,74.00
2026-02-17T18:22:00Z,27.00,74.00
2026-02-17T18:26:00Z,27.00,74.00
2026-02-17T18:27:00Z,28.00,74.00
2026-02-17T18:33:00Z,28.00,74.00
2026-02-17T18:59:00Z,28.00,74.00
2026-02-17T19:07:00Z,28.00,74.00
2026-02-17T19:20:00Z,28.00,74.00
2026-02-17T19:22:00Z,28.00,74.00
2026-02-17T19:23:00Z,28.00,74.00
2026-02-17T19:24:00Z,28.00,74.00
2026-02-17T19:27:00Z,28.00,74.00
2026-02-17T19:30:00Z,28.00,74.00
2026-02-17T19:32:00Z,28.00,74.00
2026-02-17T19:36:00Z,28.00,74.00
2026-02-17T19:53:00Z,28.00,74.00
2026-02-17T19:56:00Z,28.00,74.00
2026-02-17T20:03:00Z,27.00,74.00
2026-02-17T20:04:00Z,27.11,74.00
