# event_ticker=KXATPCHALLENGERMATCH-26APR22SHISHI2
# final_score=0-6 7-6(6) 6-4
# score_resolution=6-0 6-7 4-6
# match_winner=Yuta Shimizu
# fav_player=Sho Shimabukuro
# dog_player=Yuta Shimizu
# kalshi_date=2026-04-22
timestamp,Sho Shimabukuro,Yuta Shimizu
2026-04-22T14:34:00Z,68.00,
2026-04-22T17:18:00Z,68.00,35.00
2026-04-22T17:54:00Z,67.00,35.00
2026-04-22T18:00:00Z,67.00,35.00
2026-04-22T18:43:00Z,67.00,35.00
2026-04-22T18:58:00Z,67.00,35.00
2026-04-22T19:14:00Z,67.00,34.00
2026-04-22T19:16:00Z,67.00,34.00
2026-04-22T19:17:00Z,67.00,35.73
2026-04-22T19:32:00Z,64.00,35.73
2026-04-22T20:03:00Z,63.00,35.73
2026-04-22T20:15:00Z,64.00,35.73
2026-04-22T20:22:00Z,64.00,35.73
2026-04-22T20:28:00Z,64.00,35.00
2026-04-22T20:29:00Z,65.00,35.00
2026-04-22T20:30:00Z,65.00,35.00
2026-04-22T20:40:00Z,65.00,35.00
2026-04-22T20:43:00Z,65.00,34.00
2026-04-22T20:50:00Z,65.00,36.00
2026-04-22T21:31:00Z,65.00,36.00
2026-04-22T21:32:00Z,65.00,36.00
2026-04-22T22:31:00Z,65.00,36.00
2026-04-22T22:43:00Z,65.00,36.00
2026-04-22T22:48:00Z,65.00,36.00
2026-04-22T23:08:00Z,65.00,36.00
2026-04-22T23:16:00Z,65.00,36.27
2026-04-22T23:28:00Z,65.00,36.00
2026-04-22T23:31:00Z,65.00,36.00
2026-04-22T23:45:00Z,65.00,36.00
2026-04-22T23:53:00Z,65.00,37.00
2026-04-22T23:58:00Z,65.00,37.00
2026-04-23T00:01:00Z,65.00,37.00
2026-04-23T00:04:00Z,65.00,37.00
2026-04-23T00:11:00Z,65.00,37.00
2026-04-23T00:23:00Z,65.00,37.00
2026-04-23T00:30:00Z,65.00,37.00
2026-04-23T00:34:00Z,64.00,37.00
2026-04-23T00:41:00Z,65.00,37.00
2026-04-23T00:46:00Z,65.00,37.00
2026-04-23T00:51:00Z,65.00,37.00
2026-04-23T00:52:00Z,65.00,37.00
2026-04-23T01:00:00Z,65.00,37.00
2026-04-23T01:10:00Z,65.00,37.00
2026-04-23T01:14:00Z,65.00,37.00
2026-04-23T01:18:00Z,65.00,37.00
2026-04-23T01:19:00Z,65.00,37.00
2026-04-23T01:22:00Z,65.38,37.00
2026-04-23T01:28:00Z,65.38,35.00
2026-04-23T01:33:00Z,65.00,35.00
2026-04-23T01:39:00Z,65.00,35.00
2026-04-23T01:44:00Z,67.00,35.00
2026-04-23T01:45:00Z,67.00,35.00
2026-04-23T01:47:00Z,67.00,35.00
2026-04-23T01:52:00Z,67.00,35.00
2026-04-23T01:53:00Z,67.00,35.00
2026-04-23T01:54:00Z,67.00,35.00
2026-04-23T01:55:00Z,67.00,35.00
2026-04-23T01:56:00Z,67.00,35.00
2026-04-23T01:57:00Z,67.00,35.00
2026-04-23T02:01:00Z,65.50,35.00
2026-04-23T02:02:00Z,67.00,35.00
2026-04-23T02:05:00Z,66.52,35.60
2026-04-23T02:06:00Z,67.05,35.98
2026-04-23T02:07:00Z,66.94,35.00
2026-04-23T02:08:00Z,66.98,35.06
2026-04-23T02:09:00Z,66.82,36.00
2026-04-23T02:10:00Z,63.67,40.19
2026-04-23T02:11:00Z,64.85,35.55
2026-04-23T02:12:00Z,70.66,29.00
2026-04-23T02:13:00Z,73.57,27.65
2026-04-23T02:14:00Z,77.07,22.01
2026-04-23T02:15:00Z,80.05,19.61
2026-04-23T02:16:00Z,83.02,19.00
2026-04-23T02:17:00Z,83.96,18.00
2026-04-23T02:18:00Z,82.70,18.08
2026-04-23T02:19:00Z,82.81,18.96
2026-04-23T02:20:00Z,84.42,15.84
2026-04-23T02:21:00Z,84.00,18.25
2026-04-23T02:22:00Z,84.68,16.83
2026-04-23T02:23:00Z,86.67,13.13
2026-04-23T02:24:00Z,88.00,13.00
2026-04-23T02:25:00Z,89.04,12.00
2026-04-23T02:26:00Z,89.33,11.00
2026-04-23T02:27:00Z,88.25,11.53
2026-04-23T02:28:00Z,90.00,10.00
2026-04-23T02:29:00Z,91.98,10.00
2026-04-23T02:30:00Z,92.00,10.00
2026-04-23T02:31:00Z,92.00,9.87
2026-04-23T02:33:00Z,92.42,8.00
2026-04-23T02:34:00Z,92.69,8.00
2026-04-23T02:35:00Z,93.27,7.99
2026-04-23T02:36:00Z,93.82,8.00
2026-04-23T02:37:00Z,92.46,8.00
2026-04-23T02:38:00Z,92.46,8.91
2026-04-23T02:39:00Z,92.49,8.27
2026-04-23T02:40:00Z,91.31,9.10
2026-04-23T02:41:00Z,91.31,10.08
2026-04-23T02:42:00Z,90.00,10.15
2026-04-23T02:43:00Z,89.61,11.28
2026-04-23T02:44:00Z,86.34,13.31
2026-04-23T02:45:00Z,89.01,12.20
2026-04-23T02:46:00Z,90.91,11.03
2026-04-23T02:47:00Z,90.18,11.05
2026-04-23T02:48:00Z,88.00,12.27
2026-04-23T02:49:00Z,90.43,10.43
2026-04-23T02:50:00Z,89.00,11.14
2026-04-23T02:51:00Z,87.11,13.25
2026-04-23T02:52:00Z,87.91,13.00
2026-04-23T02:53:00Z,87.46,14.68
2026-04-23T02:54:00Z,82.79,19.19
2026-04-23T02:55:00Z,76.79,23.17
2026-04-23T02:56:00Z,75.47,25.56
2026-04-23T02:57:00Z,73.45,27.66
2026-04-23T02:58:00Z,71.69,28.61
2026-04-23T02:59:00Z,71.81,29.73
2026-04-23T03:00:00Z,71.00,30.00
2026-04-23T03:01:00Z,70.77,30.57
2026-04-23T03:02:00Z,70.01,34.07
2026-04-23T03:03:00Z,65.30,35.29
2026-04-23T03:04:00Z,67.89,31.12
2026-04-23T03:05:00Z,68.09,32.54
2026-04-23T03:06:00Z,68.34,31.73
2026-04-23T03:07:00Z,69.12,30.96
2026-04-23T03:08:00Z,72.36,30.55
2026-04-23T03:09:00Z,76.70,25.41
2026-04-23T03:10:00Z,80.34,17.27
2026-04-23T03:11:00Z,82.04,17.09
2026-04-23T03:12:00Z,83.08,15.94
2026-04-23T03:13:00Z,85.22,14.08
2026-04-23T03:14:00Z,85.70,14.18
2026-04-23T03:15:00Z,83.27,18.39
2026-04-23T03:16:00Z,80.00,19.94
2026-04-23T03:17:00Z,81.06,19.20
2026-04-23T03:18:00Z,85.67,15.65
2026-04-23T03:19:00Z,88.07,11.98
2026-04-23T03:20:00Z,87.87,10.31
2026-04-23T03:21:00Z,93.07,7.25
2026-04-23T03:22:00Z,85.03,14.75
2026-04-23T03:23:00Z,82.99,17.68
2026-04-23T03:24:00Z,83.68,17.89
2026-04-23T03:25:00Z,85.87,15.03
2026-04-23T03:26:00Z,86.13,14.13
2026-04-23T03:27:00Z,92.39,9.05
2026-04-23T03:28:00Z,95.65,3.70
2026-04-23T03:29:00Z,99.00,1.17
2026-04-23T03:30:00Z,98.91,1.17
2026-04-23T03:31:00Z,94.35,4.72
2026-04-23T03:32:00Z,96.21,7.16
2026-04-23T03:33:00Z,85.59,17.15
2026-04-23T03:34:00Z,80.69,24.02
2026-04-23T03:35:00Z,69.00,31.14
2026-04-23T03:36:00Z,69.00,31.07
2026-04-23T03:37:00Z,69.00,31.53
2026-04-23T03:38:00Z,69.00,30.44
2026-04-23T03:39:00Z,70.11,32.36
2026-04-23T03:40:00Z,61.83,36.28
2026-04-23T03:41:00Z,46.82,47.79
2026-04-23T03:42:00Z,46.76,57.09
2026-04-23T03:43:00Z,55.47,45.79
2026-04-23T03:44:00Z,49.10,48.42
2026-04-23T03:45:00Z,47.21,56.94
2026-04-23T03:46:00Z,41.32,61.20
2026-04-23T03:47:00Z,42.89,60.97
2026-04-23T03:48:00Z,35.58,64.70
2026-04-23T03:49:00Z,35.22,63.16
2026-04-23T03:50:00Z,39.43,61.25
2026-04-23T03:51:00Z,39.12,61.00
2026-04-23T03:52:00Z,38.16,64.39
2026-04-23T03:53:00Z,30.36,70.92
2026-04-23T03:54:00Z,29.22,71.79
2026-04-23T03:55:00Z,26.93,73.45
2026-04-23T03:56:00Z,29.25,73.53
2026-04-23T03:57:00Z,28.22,74.64
2026-04-23T03:58:00Z,28.47,72.75
2026-04-23T03:59:00Z,28.08,71.77
2026-04-23T04:00:00Z,20.08,79.74
2026-04-23T04:01:00Z,26.74,76.64
2026-04-23T04:02:00Z,30.18,69.76
2026-04-23T04:03:00Z,35.10,66.71
2026-04-23T04:04:00Z,30.95,65.68
2026-04-23T04:05:00Z,29.35,70.50
2026-04-23T04:06:00Z,34.55,69.52
2026-04-23T04:07:00Z,29.62,73.09
2026-04-23T04:08:00Z,22.40,78.52
2026-04-23T04:09:00Z,16.45,80.15
2026-04-23T04:10:00Z,18.76,82.67
2026-04-23T04:11:00Z,21.92,76.81
2026-04-23T04:12:00Z,22.34,79.39
2026-04-23T04:13:00Z,18.35,81.94
2026-04-23T04:14:00Z,12.98,86.86
2026-04-23T04:15:00Z,8.60,91.68
2026-04-23T04:16:00Z,9.88,90.43
2026-04-23T04:17:00Z,2.16,96.97
2026-04-23T04:18:00Z,7.31,92.73
2026-04-23T04:19:00Z,9.82,90.25
2026-04-23T04:20:00Z,11.22,89.80
2026-04-23T04:21:00Z,15.39,84.47
2026-04-23T04:22:00Z,16.90,76.16
