# event_ticker=KXATPCHALLENGERMATCH-26MAY29HSUVAS
# final_score=6-2 6-3
# match_winner=Jacopo Vasami
# fav_player=Jacopo Vasami
# dog_player=Yu Hsiou Hsu
# kalshi_date=2026-05-29
timestamp,Yu Hsiou Hsu,Jacopo Vasami
2026-05-29T17:26:00Z,9.02,91.00
2026-05-29T17:27:00Z,9.87,90.01
2026-05-29T17:28:00Z,9.87,89.00
2026-05-29T17:29:00Z,11.00,89.00
2026-05-29T17:30:00Z,10.38,89.92
2026-05-29T17:31:00Z,10.00,91.00
2026-05-29T17:32:00Z,10.00,91.50
2026-05-29T17:33:00Z,8.00,92.00
2026-05-29T17:34:00Z,6.97,93.67
2026-05-29T17:35:00Z,4.48,95.00
2026-05-29T17:36:00Z,3.41,96.00
2026-05-29T17:37:00Z,2.86,96.55
2026-05-29T17:38:00Z,4.77,96.38
2026-05-29T17:39:00Z,5.97,95.00
2026-05-29T17:40:00Z,5.84,94.00
2026-05-29T17:41:00Z,5.14,95.15
2026-05-29T17:42:00Z,6.00,95.15
2026-05-29T17:43:00Z,4.05,94.14
2026-05-29T17:44:00Z,3.05,97.76
2026-05-29T17:45:00Z,1.02,99.00
2026-05-29T17:46:00Z,2.14,98.13
2026-05-29T17:47:00Z,2.27,98.00
2026-05-29T17:48:00Z,2.27,98.00
2026-05-29T17:49:00Z,2.50,98.00
2026-05-29T17:50:00Z,3.30,97.01
2026-05-29T17:51:00Z,4.32,96.95
2026-05-29T17:52:00Z,3.00,97.68
2026-05-29T17:53:00Z,3.86,97.00
2026-05-29T17:54:00Z,2.10,97.00
2026-05-29T17:55:00Z,3.11,97.65
2026-05-29T17:56:00Z,1.00,98.02
2026-05-29T17:57:00Z,2.00,99.00
2026-05-29T17:58:00Z,1.00,99.00
2026-05-29T17:59:00Z,1.78,99.00
2026-05-29T18:00:00Z,2.00,99.00
2026-05-29T18:01:00Z,2.00,99.00
2026-05-29T18:02:00Z,2.00,99.00
2026-05-29T18:03:00Z,2.24,97.00
2026-05-29T18:04:00Z,3.76,94.55
2026-05-29T18:05:00Z,4.75,95.66
2026-05-29T18:06:00Z,2.91,98.91
2026-05-29T18:07:00Z,1.21,99.00
