# event_ticker=KXATPCHALLENGERMATCH-26MAY29HSUVAS
# final_score=6-2 6-3
# match_winner=Jacopo Vasami
# fav_player=Jacopo Vasami
# dog_player=Yu Hsiou Hsu
# kalshi_date=2026-05-29
timestamp,Yu Hsiou Hsu,Jacopo Vasami
2026-05-29T04:50:00Z,33.00,
2026-05-29T05:23:00Z,33.00,
2026-05-29T05:30:00Z,33.00,68.00
2026-05-29T05:40:00Z,33.00,70.00
2026-05-29T06:31:00Z,31.00,70.00
2026-05-29T07:16:00Z,31.00,70.00
2026-05-29T08:45:00Z,31.00,70.00
2026-05-29T08:56:00Z,31.00,69.00
2026-05-29T09:28:00Z,32.00,69.00
2026-05-29T10:31:00Z,32.00,69.00
2026-05-29T11:16:00Z,34.00,69.00
2026-05-29T11:17:00Z,34.00,69.00
2026-05-29T12:48:00Z,34.00,69.00
2026-05-29T13:07:00Z,34.00,67.00
2026-05-29T13:28:00Z,34.00,67.00
2026-05-29T13:29:00Z,34.00,67.00
2026-05-29T13:44:00Z,34.00,67.00
2026-05-29T13:45:00Z,34.00,67.00
2026-05-29T14:27:00Z,34.00,67.00
2026-05-29T14:29:00Z,34.00,67.00
2026-05-29T14:32:00Z,34.00,67.00
2026-05-29T14:34:00Z,34.00,67.00
2026-05-29T14:40:00Z,34.00,67.00
2026-05-29T14:56:00Z,34.00,67.00
2026-05-29T15:01:00Z,34.00,67.00
2026-05-29T15:02:00Z,34.00,67.00
2026-05-29T15:04:00Z,34.00,67.00
2026-05-29T15:25:00Z,34.00,67.00
2026-05-29T15:34:00Z,34.00,67.00
2026-05-29T15:38:00Z,34.00,67.00
2026-05-29T15:57:00Z,34.00,67.00
2026-05-29T16:03:00Z,34.00,67.00
2026-05-29T16:06:00Z,34.00,67.00
2026-05-29T16:09:00Z,34.00,67.00
2026-05-29T16:18:00Z,34.00,67.74
2026-05-29T16:20:00Z,34.00,67.74
2026-05-29T16:21:00Z,34.00,68.00
2026-05-29T16:25:00Z,34.00,68.00
2026-05-29T16:26:00Z,34.00,68.00
2026-05-29T16:28:00Z,34.00,68.00
2026-05-29T16:34:00Z,33.28,68.00
2026-05-29T16:36:00Z,34.00,69.00
2026-05-29T16:37:00Z,33.00,69.00
2026-05-29T16:38:00Z,34.00,69.00
2026-05-29T16:40:00Z,30.00,70.00
2026-05-29T16:41:00Z,30.00,67.00
2026-05-29T16:42:00Z,31.96,68.78
2026-05-29T16:43:00Z,30.00,70.99
2026-05-29T16:44:00Z,32.24,68.57
2026-05-29T16:45:00Z,34.00,67.00
2026-05-29T16:46:00Z,33.00,67.00
2026-05-29T16:47:00Z,33.98,66.94
2026-05-29T16:48:00Z,32.00,68.00
2026-05-29T16:49:00Z,32.05,68.90
2026-05-29T16:50:00Z,32.00,68.90
2026-05-29T16:51:00Z,32.92,68.96
2026-05-29T16:52:00Z,32.82,70.63
2026-05-29T16:53:00Z,32.99,70.98
2026-05-29T16:54:00Z,30.00,69.00
2026-05-29T16:55:00Z,27.33,74.74
2026-05-29T16:56:00Z,17.27,80.35
2026-05-29T16:57:00Z,17.87,82.70
2026-05-29T16:58:00Z,16.00,84.91
2026-05-29T16:59:00Z,17.00,82.83
2026-05-29T17:00:00Z,19.00,81.45
2026-05-29T17:01:00Z,20.20,80.74
2026-05-29T17:02:00Z,24.98,75.13
2026-05-29T17:03:00Z,31.07,69.00
2026-05-29T17:04:00Z,33.00,69.00
2026-05-29T17:05:00Z,34.00,65.00
2026-05-29T17:06:00Z,36.00,64.55
2026-05-29T17:07:00Z,32.18,69.00
2026-05-29T17:08:00Z,32.59,68.14
2026-05-29T17:09:00Z,26.76,76.90
2026-05-29T17:10:00Z,17.87,83.00
2026-05-29T17:11:00Z,17.17,84.00
2026-05-29T17:12:00Z,16.01,83.98
2026-05-29T17:13:00Z,16.00,85.00
2026-05-29T17:14:00Z,16.02,85.00
2026-05-29T17:15:00Z,16.39,85.00
2026-05-29T17:16:00Z,16.00,85.00
2026-05-29T17:17:00Z,13.00,87.78
2026-05-29T17:18:00Z,14.21,86.00
2026-05-29T17:19:00Z,11.83,88.00
2026-05-29T17:20:00Z,11.65,89.00
2026-05-29T17:21:00Z,12.00,89.00
2026-05-29T17:22:00Z,10.95,88.09
2026-05-29T17:23:00Z,10.00,90.33
2026-05-29T17:24:00Z,9.00,92.00
2026-05-29T17:25:00Z,10.00,91.00
