# event_ticker=KXATPCHALLENGERMATCH-26MAR17ZINPOL
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Tyler Zink
# fav_player=Marc Polmans
# dog_player=Tyler Zink
# kalshi_date=2026-03-17
timestamp,Marc Polmans,Tyler Zink
2026-03-17T06:50:00Z,57.00,
2026-03-17T09:25:00Z,50.00,
2026-03-17T10:48:00Z,50.00,57.00
2026-03-17T11:04:00Z,50.00,58.00
2026-03-17T11:36:00Z,47.00,58.00
2026-03-17T12:46:00Z,47.00,58.00
2026-03-17T12:50:00Z,47.00,55.00
2026-03-17T14:26:00Z,47.00,55.00
2026-03-17T16:01:00Z,47.00,55.00
2026-03-17T16:42:00Z,47.00,55.00
2026-03-17T16:44:00Z,47.00,55.00
2026-03-17T16:55:00Z,47.00,55.00
2026-03-17T17:09:00Z,47.00,54.00
2026-03-17T17:28:00Z,47.00,54.00
2026-03-17T17:46:00Z,47.00,54.00
2026-03-17T17:53:00Z,47.00,54.82
2026-03-17T17:59:00Z,47.00,55.00
2026-03-17T18:05:00Z,48.00,55.00
2026-03-17T18:08:00Z,49.70,53.00
2026-03-17T18:09:00Z,48.02,54.00
2026-03-17T18:10:00Z,48.02,53.52
2026-03-17T18:11:00Z,50.53,52.01
2026-03-17T18:12:00Z,50.03,61.99
2026-03-17T18:13:00Z,47.37,53.26
2026-03-17T18:14:00Z,49.00,50.90
2026-03-17T18:15:00Z,47.00,54.00
2026-03-17T18:16:00Z,52.00,54.00
2026-03-17T18:18:00Z,47.00,54.00
2026-03-17T18:19:00Z,48.93,54.00
2026-03-17T18:20:00Z,47.31,53.13
2026-03-17T18:21:00Z,49.67,55.82
2026-03-17T18:22:00Z,45.00,56.00
2026-03-17T18:23:00Z,40.64,56.67
2026-03-17T18:24:00Z,35.94,63.04
2026-03-17T18:25:00Z,33.20,65.63
2026-03-17T18:26:00Z,33.39,69.21
2026-03-17T18:27:00Z,27.79,72.11
2026-03-17T18:28:00Z,29.00,72.63
2026-03-17T18:29:00Z,31.06,69.14
2026-03-17T18:30:00Z,31.00,67.54
2026-03-17T18:31:00Z,27.00,74.90
2026-03-17T18:32:00Z,27.00,76.24
2026-03-17T18:33:00Z,24.00,76.24
2026-03-17T18:34:00Z,23.00,77.20
2026-03-17T18:35:00Z,24.38,75.16
2026-03-17T18:36:00Z,22.00,74.02
2026-03-17T18:37:00Z,23.00,77.00
2026-03-17T18:38:00Z,23.00,77.00
2026-03-17T18:39:00Z,23.36,76.00
2026-03-17T18:40:00Z,25.00,75.71
2026-03-17T18:41:00Z,23.61,75.16
2026-03-17T18:42:00Z,22.70,78.00
2026-03-17T18:43:00Z,21.00,79.00
2026-03-17T18:44:00Z,20.00,78.82
2026-03-17T18:45:00Z,22.97,78.00
2026-03-17T18:46:00Z,22.97,78.00
2026-03-17T18:47:00Z,25.00,74.00
2026-03-17T18:48:00Z,30.00,68.41
2026-03-17T18:49:00Z,32.48,67.38
2026-03-17T18:50:00Z,32.00,71.17
2026-03-17T18:51:00Z,25.07,73.14
2026-03-17T18:52:00Z,25.00,73.14
2026-03-17T18:53:00Z,22.06,77.09
2026-03-17T18:54:00Z,20.35,78.16
2026-03-17T18:55:00Z,19.62,78.16
2026-03-17T18:56:00Z,21.72,76.00
2026-03-17T18:57:00Z,24.00,76.00
2026-03-17T18:58:00Z,23.25,76.00
2026-03-17T18:59:00Z,23.25,78.25
2026-03-17T19:00:00Z,22.00,79.00
2026-03-17T19:01:00Z,22.00,79.00
2026-03-17T19:03:00Z,20.68,78.11
2026-03-17T19:05:00Z,22.00,78.61
2026-03-17T19:06:00Z,25.96,74.99
2026-03-17T19:07:00Z,28.66,71.00
2026-03-17T19:08:00Z,27.50,70.38
2026-03-17T19:09:00Z,35.55,66.98
2026-03-17T19:10:00Z,35.02,66.98
2026-03-17T19:11:00Z,32.89,66.00
2026-03-17T19:12:00Z,32.89,70.23
2026-03-17T19:13:00Z,25.00,75.15
2026-03-17T19:14:00Z,24.70,75.00
2026-03-17T19:15:00Z,29.00,75.00
2026-03-17T19:16:00Z,29.00,71.00
2026-03-17T19:17:00Z,29.00,72.00
2026-03-17T19:18:00Z,29.21,68.31
2026-03-17T19:19:00Z,26.00,68.31
2026-03-17T19:20:00Z,23.47,78.00
2026-03-17T19:21:00Z,19.64,78.65
2026-03-17T19:22:00Z,24.44,78.65
2026-03-17T19:24:00Z,27.00,74.00
2026-03-17T19:25:00Z,24.68,78.00
2026-03-17T19:26:00Z,17.00,84.44
2026-03-17T19:27:00Z,10.62,82.79
2026-03-17T19:28:00Z,11.09,90.02
2026-03-17T19:29:00Z,4.78,94.97
2026-03-17T19:30:00Z,4.00,95.96
2026-03-17T19:31:00Z,5.71,93.01
2026-03-17T19:32:00Z,11.17,90.50
2026-03-17T19:33:00Z,10.48,94.66
2026-03-17T19:34:00Z,8.79,97.81
2026-03-17T19:35:00Z,1.00,98.88
