# event_ticker=KXATPCHALLENGERMATCH-26MAR24SHEGAU
# final_score=6-7(6) 7-6(4) 6-1
# score_resolution=6-7 7-6 6-1
# match_winner=Vilius Gaubas
# fav_player=Vilius Gaubas
# dog_player=Abdullah Shelbayh
# kalshi_date=2026-03-24
timestamp,Vilius Gaubas,Abdullah Shelbayh
2026-03-24T11:02:00Z,,27.00
2026-03-24T11:07:00Z,,27.00
2026-03-24T11:12:00Z,75.00,27.00
2026-03-24T11:14:00Z,75.00,27.00
2026-03-24T11:16:00Z,75.00,27.00
2026-03-24T11:20:00Z,75.00,27.00
2026-03-24T11:24:00Z,75.00,27.00
2026-03-24T11:28:00Z,75.00,27.00
2026-03-24T11:31:00Z,75.00,27.00
2026-03-24T11:33:00Z,75.00,27.00
2026-03-24T12:21:00Z,74.00,28.00
2026-03-24T12:25:00Z,75.65,27.00
2026-03-24T12:45:00Z,78.00,27.00
2026-03-24T13:45:00Z,78.00,23.00
2026-03-24T13:55:00Z,78.00,23.00
2026-03-24T14:00:00Z,78.00,23.00
2026-03-24T14:09:00Z,76.00,23.00
2026-03-24T14:36:00Z,78.00,23.00
2026-03-24T14:45:00Z,78.00,23.00
2026-03-24T15:13:00Z,78.00,23.00
2026-03-24T15:41:00Z,78.00,23.00
2026-03-24T15:56:00Z,76.00,23.00
2026-03-24T16:03:00Z,78.00,23.00
2026-03-24T16:09:00Z,76.00,23.00
2026-03-24T16:20:00Z,79.00,23.00
2026-03-24T16:21:00Z,79.00,24.00
2026-03-24T16:25:00Z,79.00,24.00
2026-03-24T16:34:00Z,79.00,24.00
2026-03-24T16:41:00Z,79.00,23.00
2026-03-24T16:48:00Z,79.00,24.00
2026-03-24T16:52:00Z,79.00,21.00
2026-03-24T17:18:00Z,79.00,23.00
2026-03-24T17:31:00Z,79.98,23.00
2026-03-24T17:32:00Z,80.00,23.00
2026-03-24T17:33:00Z,82.67,23.00
2026-03-24T17:39:00Z,82.67,23.00
2026-03-24T17:41:00Z,82.67,23.00
2026-03-24T17:51:00Z,79.00,23.00
2026-03-24T17:52:00Z,79.00,23.00
2026-03-24T18:02:00Z,79.00,22.00
2026-03-24T18:11:00Z,79.00,22.00
2026-03-24T18:13:00Z,79.00,21.00
2026-03-24T18:14:00Z,80.00,20.00
2026-03-24T18:15:00Z,83.07,19.00
2026-03-24T18:16:00Z,83.07,17.00
2026-03-24T18:17:00Z,82.00,21.97
2026-03-24T18:18:00Z,82.00,20.69
2026-03-24T18:19:00Z,79.00,21.20
2026-03-24T18:20:00Z,80.49,21.20
2026-03-24T18:21:00Z,78.00,23.99
2026-03-24T18:22:00Z,78.04,20.00
2026-03-24T18:25:00Z,81.13,19.38
2026-03-24T18:26:00Z,83.00,19.38
2026-03-24T18:27:00Z,83.00,18.00
2026-03-24T18:28:00Z,79.01,20.11
2026-03-24T18:29:00Z,79.00,23.00
2026-03-24T18:30:00Z,76.68,26.14
2026-03-24T18:31:00Z,72.82,29.78
2026-03-24T18:32:00Z,70.00,25.00
2026-03-24T18:33:00Z,70.10,26.93
2026-03-24T18:34:00Z,73.89,26.09
2026-03-24T18:35:00Z,77.00,23.00
2026-03-24T18:36:00Z,79.00,20.70
2026-03-24T18:37:00Z,79.00,20.91
2026-03-24T18:38:00Z,74.49,25.00
2026-03-24T18:39:00Z,75.00,25.02
2026-03-24T18:40:00Z,71.02,30.38
2026-03-24T18:41:00Z,71.52,29.26
2026-03-24T18:42:00Z,73.00,29.67
2026-03-24T18:43:00Z,72.03,26.19
2026-03-24T18:44:00Z,67.94,37.27
2026-03-24T18:45:00Z,57.00,43.67
2026-03-24T18:46:00Z,54.48,46.00
2026-03-24T18:47:00Z,52.02,46.44
2026-03-24T18:48:00Z,52.50,48.26
2026-03-24T18:49:00Z,52.24,46.85
2026-03-24T18:50:00Z,51.00,49.96
2026-03-24T18:51:00Z,51.00,51.27
2026-03-24T18:52:00Z,49.34,52.51
2026-03-24T18:53:00Z,46.31,52.57
2026-03-24T18:54:00Z,45.33,54.35
2026-03-24T18:55:00Z,44.48,54.00
2026-03-24T18:56:00Z,47.15,52.01
2026-03-24T18:57:00Z,46.44,51.40
2026-03-24T18:58:00Z,46.44,54.66
2026-03-24T18:59:00Z,43.24,55.74
2026-03-24T19:00:00Z,46.65,53.35
2026-03-24T19:01:00Z,50.00,49.00
2026-03-24T19:02:00Z,49.07,51.51
2026-03-24T19:03:00Z,49.28,52.80
2026-03-24T19:04:00Z,58.01,42.59
2026-03-24T19:05:00Z,64.24,34.46
2026-03-24T19:06:00Z,71.72,28.05
2026-03-24T19:07:00Z,76.12,24.22
2026-03-24T19:08:00Z,71.41,30.22
2026-03-24T19:09:00Z,71.27,32.00
2026-03-24T19:10:00Z,76.04,24.00
2026-03-24T19:11:00Z,77.03,23.50
2026-03-24T19:12:00Z,78.62,24.98
2026-03-24T19:13:00Z,71.49,28.56
2026-03-24T19:14:00Z,72.32,28.14
2026-03-24T19:15:00Z,68.56,33.46
2026-03-24T19:16:00Z,65.46,35.54
2026-03-24T19:17:00Z,69.00,31.99
2026-03-24T19:18:00Z,69.64,29.50
2026-03-24T19:19:00Z,75.68,28.84
2026-03-24T19:20:00Z,75.68,32.00
2026-03-24T19:21:00Z,75.68,32.05
2026-03-24T19:22:00Z,63.00,38.14
2026-03-24T19:23:00Z,66.91,33.08
2026-03-24T19:24:00Z,74.78,31.00
2026-03-24T19:25:00Z,61.50,38.63
2026-03-24T19:26:00Z,67.00,33.65
2026-03-24T19:27:00Z,56.53,44.82
2026-03-24T19:28:00Z,46.35,54.21
2026-03-24T19:29:00Z,45.79,55.56
2026-03-24T19:30:00Z,46.00,55.00
2026-03-24T19:31:00Z,49.00,51.22
2026-03-24T19:32:00Z,49.76,50.68
2026-03-24T19:33:00Z,53.93,47.29
2026-03-24T19:34:00Z,58.20,40.76
2026-03-24T19:35:00Z,58.26,43.50
2026-03-24T19:36:00Z,58.08,43.92
2026-03-24T19:37:00Z,51.65,44.60
2026-03-24T19:38:00Z,53.26,47.26
2026-03-24T19:39:00Z,47.00,53.70
2026-03-24T19:40:00Z,54.19,47.41
2026-03-24T19:41:00Z,54.21,48.25
2026-03-24T19:42:00Z,48.16,53.92
2026-03-24T19:43:00Z,48.00,56.72
2026-03-24T19:44:00Z,44.51,57.41
2026-03-24T19:45:00Z,44.00,54.04
2026-03-24T19:46:00Z,50.77,50.26
2026-03-24T19:47:00Z,47.85,55.01
2026-03-24T19:48:00Z,41.22,58.46
2026-03-24T19:49:00Z,41.07,62.88
2026-03-24T19:50:00Z,39.16,61.52
2026-03-24T19:51:00Z,30.83,66.17
2026-03-24T19:52:00Z,31.12,72.77
2026-03-24T19:53:00Z,37.91,63.30
2026-03-24T19:54:00Z,38.11,66.95
2026-03-24T19:55:00Z,44.02,56.21
2026-03-24T19:56:00Z,45.41,57.32
2026-03-24T19:57:00Z,41.49,57.27
2026-03-24T19:58:00Z,42.23,59.36
2026-03-24T19:59:00Z,50.78,47.62
2026-03-24T20:00:00Z,50.82,52.77
2026-03-24T20:01:00Z,57.30,41.64
2026-03-24T20:02:00Z,61.96,38.56
2026-03-24T20:03:00Z,64.06,37.01
2026-03-24T20:04:00Z,66.50,33.54
2026-03-24T20:05:00Z,65.92,34.46
2026-03-24T20:06:00Z,67.87,33.00
2026-03-24T20:07:00Z,69.01,31.29
2026-03-24T20:08:00Z,66.00,33.05
2026-03-24T20:09:00Z,67.03,34.81
2026-03-24T20:10:00Z,64.60,37.51
2026-03-24T20:11:00Z,64.00,36.37
2026-03-24T20:12:00Z,60.90,39.74
2026-03-24T20:13:00Z,52.91,49.63
2026-03-24T20:14:00Z,48.26,49.43
2026-03-24T20:15:00Z,53.73,46.99
2026-03-24T20:16:00Z,53.39,61.28
2026-03-24T20:17:00Z,40.16,61.70
2026-03-24T20:18:00Z,34.19,69.40
2026-03-24T20:19:00Z,28.60,71.76
2026-03-24T20:20:00Z,30.25,74.96
2026-03-24T20:21:00Z,24.36,75.21
2026-03-24T20:22:00Z,37.55,70.56
2026-03-24T20:23:00Z,40.68,60.49
2026-03-24T20:24:00Z,41.36,55.27
2026-03-24T20:25:00Z,38.36,64.91
2026-03-24T20:26:00Z,37.04,66.24
2026-03-24T20:27:00Z,29.66,70.78
2026-03-24T20:28:00Z,31.04,70.17
2026-03-24T20:29:00Z,36.47,66.13
2026-03-24T20:30:00Z,40.63,58.98
2026-03-24T20:31:00Z,46.44,54.29
2026-03-24T20:32:00Z,49.54,46.49
2026-03-24T20:33:00Z,48.77,57.68
2026-03-24T20:34:00Z,49.01,53.03
2026-03-24T20:35:00Z,56.89,45.01
2026-03-24T20:36:00Z,56.68,45.50
2026-03-24T20:37:00Z,63.87,37.19
2026-03-24T20:38:00Z,68.83,29.35
2026-03-24T20:39:00Z,65.15,34.66
2026-03-24T20:40:00Z,68.29,31.14
2026-03-24T20:41:00Z,69.26,30.47
2026-03-24T20:42:00Z,70.11,30.54
2026-03-24T20:43:00Z,70.88,27.65
2026-03-24T20:44:00Z,64.55,34.37
2026-03-24T20:45:00Z,65.52,38.77
2026-03-24T20:46:00Z,65.51,36.30
2026-03-24T20:47:00Z,64.24,35.35
2026-03-24T20:48:00Z,57.60,43.69
2026-03-24T20:49:00Z,49.96,51.33
2026-03-24T20:50:00Z,54.39,46.48
2026-03-24T20:51:00Z,61.42,39.42
2026-03-24T20:52:00Z,61.24,42.39
2026-03-24T20:53:00Z,48.49,50.96
2026-03-24T20:54:00Z,52.15,51.86
2026-03-24T20:55:00Z,60.37,42.70
2026-03-24T20:56:00Z,53.21,47.14
2026-03-24T20:57:00Z,54.27,49.57
2026-03-24T20:58:00Z,74.06,38.11
2026-03-24T20:59:00Z,69.77,30.84
2026-03-24T21:00:00Z,65.68,35.98
2026-03-24T21:01:00Z,58.81,43.21
2026-03-24T21:02:00Z,62.38,38.85
2026-03-24T21:03:00Z,71.34,30.61
2026-03-24T21:04:00Z,67.70,33.02
2026-03-24T21:05:00Z,72.11,23.93
2026-03-24T21:06:00Z,76.00,24.67
2026-03-24T21:07:00Z,79.63,21.03
2026-03-24T21:08:00Z,80.83,20.08
2026-03-24T21:09:00Z,76.72,24.48
2026-03-24T21:10:00Z,83.10,15.67
2026-03-24T21:11:00Z,90.23,10.53
2026-03-24T21:12:00Z,91.64,9.50
2026-03-24T21:13:00Z,93.14,6.91
2026-03-24T21:14:00Z,93.66,7.50
2026-03-24T21:15:00Z,90.76,7.29
2026-03-24T21:16:00Z,92.51,10.53
2026-03-24T21:17:00Z,94.21,5.16
2026-03-24T21:18:00Z,95.09,4.38
2026-03-24T21:19:00Z,97.52,2.21
2026-03-24T21:20:00Z,97.19,2.72
2026-03-24T21:21:00Z,98.26,1.74
2026-03-24T21:22:00Z,99.00,1.41
2026-03-24T21:23:00Z,99.00,1.00
2026-03-24T21:24:00Z,99.00,1.00
2026-03-24T21:25:00Z,99.00,1.00
2026-03-24T21:26:00Z,99.00,1.00
2026-03-24T21:27:00Z,99.00,1.00
2026-03-24T21:28:00Z,99.00,1.46
2026-03-24T21:29:00Z,98.89,2.00
2026-03-24T21:30:00Z,98.45,3.00
2026-03-24T21:31:00Z,99.00,1.00
2026-03-24T21:32:00Z,99.00,1.00
2026-03-24T21:33:00Z,99.00,1.00
2026-03-24T21:34:00Z,99.00,1.00
2026-03-24T21:35:00Z,99.00,1.00
2026-03-24T21:36:00Z,99.00,1.00
2026-03-24T21:37:00Z,99.00,1.00
