# event_ticker=KXATPCHALLENGERMATCH-26APR14KENNEU
# final_score=3-6 6-4 4-0 RET
# match_winner=Jack Kennedy
# fav_player=Jack Kennedy
# dog_player=Lukas Neumayer
# kalshi_date=2026-04-14
timestamp,Jack Kennedy,Lukas Neumayer
2026-04-14T23:23:00Z,85.97,13.19
2026-04-14T23:24:00Z,89.85,10.15
2026-04-14T23:25:00Z,94.40,4.27
2026-04-14T23:26:00Z,98.38,1.94
2026-04-14T23:27:00Z,99.00,1.00
2026-04-14T23:28:00Z,99.00,1.00
2026-04-14T23:29:00Z,99.00,1.00
2026-04-14T23:30:00Z,99.00,1.00
2026-04-14T23:31:00Z,99.00,1.00
2026-04-14T23:32:00Z,99.00,1.00
2026-04-14T23:33:00Z,99.00,1.00
