# event_ticker=KXATPCHALLENGERMATCH-26APR14KENNEU
# final_score=3-6 6-4 4-0 RET
# match_winner=Jack Kennedy
# fav_player=Jack Kennedy
# dog_player=Lukas Neumayer
# kalshi_date=2026-04-14
timestamp,Jack Kennedy,Lukas Neumayer
2026-04-14T14:05:00Z,,84.00
2026-04-14T15:28:00Z,,84.00
2026-04-14T15:37:00Z,,85.00
2026-04-14T16:06:00Z,,85.00
2026-04-14T16:13:00Z,15.00,85.00
2026-04-14T16:19:00Z,15.00,85.00
2026-04-14T16:24:00Z,15.00,85.00
2026-04-14T16:33:00Z,15.00,85.00
2026-04-14T16:53:00Z,15.00,85.00
2026-04-14T16:57:00Z,15.00,85.00
2026-04-14T17:00:00Z,15.00,85.00
2026-04-14T17:35:00Z,17.00,85.00
2026-04-14T17:59:00Z,17.00,85.00
2026-04-14T18:11:00Z,15.00,85.00
2026-04-14T18:19:00Z,15.00,85.00
2026-04-14T18:22:00Z,18.00,85.00
2026-04-14T18:32:00Z,18.00,85.00
2026-04-14T18:48:00Z,18.00,84.00
2026-04-14T18:55:00Z,18.00,85.00
2026-04-14T18:58:00Z,18.00,85.00
2026-04-14T19:06:00Z,18.00,85.00
2026-04-14T19:10:00Z,17.96,85.00
2026-04-14T19:16:00Z,17.96,85.00
2026-04-14T19:18:00Z,17.96,84.00
2026-04-14T19:19:00Z,17.96,84.00
2026-04-14T19:21:00Z,17.96,85.00
2026-04-14T19:26:00Z,17.00,85.00
2026-04-14T19:27:00Z,17.00,85.00
2026-04-14T19:30:00Z,19.00,85.00
2026-04-14T19:33:00Z,19.00,85.00
2026-04-14T19:52:00Z,19.00,84.00
2026-04-14T19:56:00Z,18.00,84.00
2026-04-14T20:05:00Z,18.00,84.00
2026-04-14T20:13:00Z,17.00,84.00
2026-04-14T20:15:00Z,17.00,85.00
2026-04-14T20:23:00Z,17.43,85.00
2026-04-14T20:26:00Z,19.00,85.00
2026-04-14T20:32:00Z,18.00,85.00
2026-04-14T20:35:00Z,18.00,85.00
2026-04-14T20:53:00Z,18.00,85.00
2026-04-14T20:55:00Z,18.00,85.00
2026-04-14T20:56:00Z,17.00,85.00
2026-04-14T20:57:00Z,17.00,85.00
2026-04-14T20:58:00Z,18.00,85.00
2026-04-14T21:00:00Z,18.00,85.00
2026-04-14T21:06:00Z,18.00,85.00
2026-04-14T21:08:00Z,18.00,84.00
2026-04-14T21:09:00Z,16.52,85.00
2026-04-14T21:10:00Z,15.00,85.00
2026-04-14T21:13:00Z,18.00,85.00
2026-04-14T21:14:00Z,18.00,85.00
2026-04-14T21:15:00Z,18.00,85.00
2026-04-14T21:16:00Z,18.00,85.05
2026-04-14T21:17:00Z,18.00,83.00
2026-04-14T21:18:00Z,18.00,83.00
2026-04-14T21:20:00Z,18.00,85.00
2026-04-14T21:23:00Z,17.00,85.00
2026-04-14T21:24:00Z,19.60,85.00
2026-04-14T21:26:00Z,19.60,84.00
2026-04-14T21:27:00Z,16.00,83.00
2026-04-14T21:28:00Z,18.00,83.00
2026-04-14T21:29:00Z,18.00,84.00
2026-04-14T21:30:00Z,18.00,84.00
2026-04-14T21:34:00Z,18.00,85.00
2026-04-14T21:35:00Z,15.75,85.00
2026-04-14T21:37:00Z,17.00,85.00
2026-04-14T21:38:00Z,17.00,83.00
2026-04-14T21:39:00Z,18.00,85.00
2026-04-14T21:40:00Z,17.00,84.00
2026-04-14T21:41:00Z,17.00,85.00
2026-04-14T21:42:00Z,17.00,85.00
2026-04-14T21:43:00Z,17.00,85.00
2026-04-14T21:44:00Z,17.00,85.00
2026-04-14T21:45:00Z,17.00,85.00
2026-04-14T21:46:00Z,17.00,85.00
2026-04-14T21:47:00Z,17.00,85.00
2026-04-14T21:48:00Z,17.00,85.00
2026-04-14T21:49:00Z,17.00,85.00
2026-04-14T21:50:00Z,17.00,86.00
2026-04-14T21:51:00Z,14.37,86.91
2026-04-14T21:52:00Z,14.80,86.01
2026-04-14T21:53:00Z,13.00,88.00
2026-04-14T21:54:00Z,13.98,87.43
2026-04-14T21:55:00Z,16.26,84.11
2026-04-14T21:56:00Z,18.02,83.01
2026-04-14T21:57:00Z,23.23,79.53
2026-04-14T21:58:00Z,20.43,81.83
2026-04-14T21:59:00Z,22.22,80.90
2026-04-14T22:00:00Z,16.65,83.26
2026-04-14T22:01:00Z,18.60,83.97
2026-04-14T22:02:00Z,17.65,81.46
2026-04-14T22:03:00Z,16.36,85.31
2026-04-14T22:04:00Z,14.00,86.34
2026-04-14T22:05:00Z,10.07,86.34
2026-04-14T22:06:00Z,7.16,93.94
2026-04-14T22:07:00Z,8.19,92.54
2026-04-14T22:08:00Z,6.46,93.76
2026-04-14T22:09:00Z,6.34,94.00
2026-04-14T22:10:00Z,6.77,94.00
2026-04-14T22:11:00Z,9.78,91.99
2026-04-14T22:12:00Z,9.00,91.71
2026-04-14T22:13:00Z,10.00,89.60
2026-04-14T22:14:00Z,14.95,87.29
2026-04-14T22:15:00Z,16.73,83.50
2026-04-14T22:16:00Z,16.38,85.26
2026-04-14T22:17:00Z,10.29,85.26
2026-04-14T22:18:00Z,9.77,90.00
2026-04-14T22:19:00Z,9.09,90.12
2026-04-14T22:20:00Z,5.32,92.93
2026-04-14T22:21:00Z,6.46,94.13
2026-04-14T22:22:00Z,6.00,93.02
2026-04-14T22:23:00Z,6.00,93.09
2026-04-14T22:24:00Z,5.77,94.67
2026-04-14T22:25:00Z,8.54,92.02
2026-04-14T22:26:00Z,9.34,92.02
2026-04-14T22:27:00Z,8.87,89.40
2026-04-14T22:28:00Z,11.48,88.77
2026-04-14T22:29:00Z,7.51,89.85
2026-04-14T22:30:00Z,8.34,93.00
2026-04-14T22:31:00Z,3.62,95.70
2026-04-14T22:32:00Z,2.12,97.96
2026-04-14T22:33:00Z,2.81,96.33
2026-04-14T22:34:00Z,3.24,98.00
2026-04-14T22:35:00Z,6.90,94.30
2026-04-14T22:36:00Z,4.72,95.64
2026-04-14T22:37:00Z,2.66,97.00
2026-04-14T22:38:00Z,5.74,95.69
2026-04-14T22:39:00Z,8.74,91.98
2026-04-14T22:40:00Z,9.57,90.11
2026-04-14T22:41:00Z,12.85,88.00
2026-04-14T22:42:00Z,11.76,88.06
2026-04-14T22:43:00Z,12.99,88.00
2026-04-14T22:44:00Z,11.21,90.00
2026-04-14T22:45:00Z,9.26,92.00
2026-04-14T22:46:00Z,6.72,94.81
2026-04-14T22:47:00Z,8.09,93.28
2026-04-14T22:48:00Z,6.35,94.89
2026-04-14T22:49:00Z,9.95,90.09
2026-04-14T22:50:00Z,12.91,87.10
2026-04-14T22:51:00Z,13.06,87.00
2026-04-14T22:52:00Z,13.25,88.79
2026-04-14T22:53:00Z,15.89,84.53
2026-04-14T22:54:00Z,13.01,88.94
2026-04-14T22:55:00Z,14.73,85.71
2026-04-14T22:56:00Z,14.33,87.55
2026-04-14T22:57:00Z,16.77,84.64
2026-04-14T22:58:00Z,14.53,85.27
2026-04-14T22:59:00Z,23.66,75.89
2026-04-14T23:00:00Z,23.02,81.02
2026-04-14T23:01:00Z,14.49,85.01
2026-04-14T23:02:00Z,12.79,87.93
2026-04-14T23:03:00Z,12.41,87.58
2026-04-14T23:04:00Z,17.67,88.01
2026-04-14T23:05:00Z,18.74,82.68
2026-04-14T23:06:00Z,25.04,76.38
2026-04-14T23:07:00Z,27.03,72.72
2026-04-14T23:08:00Z,28.29,73.00
2026-04-14T23:09:00Z,26.86,73.23
2026-04-14T23:10:00Z,24.01,78.73
2026-04-14T23:11:00Z,34.64,68.77
2026-04-14T23:12:00Z,41.90,59.99
2026-04-14T23:13:00Z,38.88,60.97
2026-04-14T23:14:00Z,53.26,48.57
2026-04-14T23:15:00Z,68.28,29.63
2026-04-14T23:16:00Z,75.90,21.92
2026-04-14T23:17:00Z,80.47,20.32
2026-04-14T23:18:00Z,78.55,21.88
2026-04-14T23:19:00Z,81.23,21.31
2026-04-14T23:20:00Z,81.35,19.89
2026-04-14T23:21:00Z,82.21,20.51
2026-04-14T23:22:00Z,79.14,19.95
