# event_ticker=KXATPCHALLENGERMATCH-26FEB17KASCLA
# final_score=7-6(4) 6-4
# score_resolution=7-6 6-4
# match_winner=Jay Clarke
# fav_player=Jay Clarke
# dog_player=Maks Kasnikowski
# kalshi_date=2026-02-17
timestamp,Jay Clarke,Maks Kasnikowski
2026-02-16T19:28:00Z,41.00,
2026-02-16T19:33:00Z,41.00,62.00
2026-02-16T20:07:00Z,41.00,62.00
2026-02-16T21:43:00Z,41.00,63.00
2026-02-16T22:30:00Z,40.00,63.00
2026-02-16T22:55:00Z,37.00,63.00
2026-02-16T23:02:00Z,37.00,63.00
2026-02-16T23:06:00Z,37.00,63.00
2026-02-16T23:15:00Z,37.00,60.00
2026-02-16T23:22:00Z,37.00,63.00
2026-02-17T00:02:00Z,40.00,63.00
2026-02-17T00:56:00Z,40.00,63.00
2026-02-17T01:38:00Z,40.00,62.94
2026-02-17T01:40:00Z,40.00,63.00
2026-02-17T01:43:00Z,40.00,63.00
2026-02-17T01:53:00Z,40.00,64.00
2026-02-17T01:55:00Z,40.00,64.00
2026-02-17T01:59:00Z,40.00,64.00
2026-02-17T02:04:00Z,38.00,64.00
2026-02-17T02:07:00Z,38.00,64.00
2026-02-17T02:08:00Z,38.00,64.00
2026-02-17T02:15:00Z,38.06,64.00
2026-02-17T02:26:00Z,38.06,64.00
2026-02-17T02:30:00Z,39.00,64.00
2026-02-17T02:34:00Z,39.00,64.00
2026-02-17T02:54:00Z,39.00,64.00
2026-02-17T02:55:00Z,39.00,64.00
2026-02-17T03:00:00Z,39.53,64.00
2026-02-17T03:01:00Z,39.53,63.00
2026-02-17T03:04:00Z,39.00,63.00
2026-02-17T03:05:00Z,39.00,63.00
2026-02-17T03:10:00Z,39.00,63.00
2026-02-17T03:12:00Z,39.00,63.84
2026-02-17T03:15:00Z,38.00,64.00
2026-02-17T03:16:00Z,38.00,64.00
2026-02-17T03:17:00Z,38.00,64.00
2026-02-17T03:18:00Z,38.00,64.00
2026-02-17T03:19:00Z,38.00,64.00
2026-02-17T03:20:00Z,38.00,64.00
2026-02-17T03:22:00Z,38.00,64.00
2026-02-17T03:29:00Z,38.00,64.00
2026-02-17T03:31:00Z,38.00,64.00
2026-02-17T03:32:00Z,38.00,64.00
2026-02-17T03:38:00Z,38.00,64.00
2026-02-17T03:41:00Z,38.00,64.00
2026-02-17T03:43:00Z,38.00,64.00
2026-02-17T03:44:00Z,38.00,64.00
2026-02-17T03:45:00Z,38.00,64.00
2026-02-17T03:46:00Z,38.00,64.00
2026-02-17T03:49:00Z,37.00,64.00
2026-02-17T03:51:00Z,37.00,64.00
2026-02-17T03:58:00Z,37.00,64.00
2026-02-17T04:02:00Z,37.00,64.00
2026-02-17T04:16:00Z,37.00,64.00
2026-02-17T04:17:00Z,37.00,64.00
2026-02-17T04:19:00Z,37.00,64.00
2026-02-17T04:20:00Z,37.00,64.00
2026-02-17T04:21:00Z,37.00,64.00
2026-02-17T04:22:00Z,37.00,64.00
2026-02-17T04:23:00Z,37.00,64.00
2026-02-17T04:24:00Z,37.00,64.00
2026-02-17T04:25:00Z,37.00,64.00
2026-02-17T04:26:00Z,37.00,64.00
2026-02-17T04:27:00Z,37.00,64.00
2026-02-17T04:28:00Z,37.00,64.00
2026-02-17T04:29:00Z,37.00,64.00
2026-02-17T04:30:00Z,37.00,64.00
2026-02-17T04:31:00Z,35.48,64.00
2026-02-17T04:32:00Z,35.48,65.00
2026-02-17T04:33:00Z,35.48,65.00
2026-02-17T04:34:00Z,35.48,65.00
2026-02-17T04:36:00Z,37.00,65.00
2026-02-17T04:38:00Z,37.00,65.00
2026-02-17T04:39:00Z,37.00,65.00
2026-02-17T04:40:00Z,37.00,65.00
2026-02-17T04:41:00Z,37.00,65.00
2026-02-17T04:42:00Z,37.00,65.00
2026-02-17T04:44:00Z,37.00,65.00
2026-02-17T04:47:00Z,36.17,65.00
2026-02-17T04:48:00Z,36.17,65.00
2026-02-17T04:50:00Z,37.00,65.72
2026-02-17T04:52:00Z,37.00,65.40
2026-02-17T04:53:00Z,37.00,66.00
2026-02-17T04:54:00Z,37.00,66.00
2026-02-17T04:55:00Z,37.00,65.63
2026-02-17T04:56:00Z,37.00,65.00
2026-02-17T04:57:00Z,37.00,65.00
2026-02-17T04:58:00Z,37.00,65.00
2026-02-17T04:59:00Z,37.00,65.00
2026-02-17T05:00:00Z,37.00,65.00
2026-02-17T05:04:00Z,35.00,65.00
2026-02-17T05:05:00Z,35.00,65.00
2026-02-17T05:06:00Z,37.00,65.00
2026-02-17T05:07:00Z,37.00,65.67
2026-02-17T05:08:00Z,37.00,65.00
2026-02-17T05:11:00Z,37.00,66.00
2026-02-17T05:12:00Z,37.00,66.00
2026-02-17T05:13:00Z,37.00,66.00
