# event_ticker=KXATPMATCH-26FEB22TIRBUS
# final_score=2-6 7-6(0) 7-6(2)
# score_resolution=6-2 6-7 6-7
# match_winner=Thiago Agustin Tirante
# fav_player=Ignacio Buse
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-02-22
timestamp,Ignacio Buse,Thiago Agustin Tirante
2026-02-24T09:08:00Z,45.00,
2026-02-24T09:39:00Z,45.00,56.00
2026-02-24T10:17:00Z,45.00,56.00
2026-02-24T11:03:00Z,45.00,56.00
2026-02-24T11:49:00Z,45.00,56.00
2026-02-24T12:20:00Z,45.00,56.00
2026-02-24T12:25:00Z,45.00,56.00
2026-02-24T12:27:00Z,45.00,56.00
2026-02-24T12:45:00Z,45.00,56.00
2026-02-24T13:04:00Z,45.00,56.00
2026-02-24T13:05:00Z,45.00,55.00
2026-02-24T13:55:00Z,46.00,55.00
2026-02-24T14:12:00Z,46.00,55.00
2026-02-24T14:14:00Z,46.00,56.00
2026-02-24T14:27:00Z,46.00,56.00
2026-02-24T14:40:00Z,46.00,56.00
2026-02-24T14:47:00Z,46.00,56.00
2026-02-24T15:05:00Z,46.00,56.00
2026-02-24T15:12:00Z,46.00,56.00
2026-02-24T15:41:00Z,46.00,56.00
2026-02-24T15:44:00Z,45.00,56.00
2026-02-24T15:51:00Z,45.00,56.00
2026-02-24T15:54:00Z,46.00,56.00
2026-02-24T16:02:00Z,46.00,56.00
2026-02-24T16:06:00Z,46.00,55.00
2026-02-24T16:16:00Z,46.00,55.00
2026-02-24T16:18:00Z,46.00,56.00
2026-02-24T16:20:00Z,46.00,56.00
2026-02-24T16:33:00Z,46.00,56.00
2026-02-24T16:40:00Z,46.00,56.00
2026-02-24T16:51:00Z,45.00,56.00
2026-02-24T16:52:00Z,45.00,56.00
2026-02-24T16:55:00Z,45.00,56.00
2026-02-24T16:59:00Z,45.00,56.00
2026-02-24T17:01:00Z,45.00,55.00
2026-02-24T17:12:00Z,45.00,56.00
2026-02-24T17:15:00Z,45.00,56.00
2026-02-24T17:37:00Z,45.00,56.00
2026-02-24T17:44:00Z,44.00,56.00
2026-02-24T17:53:00Z,44.00,56.00
2026-02-24T17:54:00Z,44.00,56.00
2026-02-24T17:58:00Z,44.00,56.00
2026-02-24T18:00:00Z,44.39,56.00
2026-02-24T18:05:00Z,44.39,56.00
2026-02-24T18:17:00Z,44.39,56.00
2026-02-24T18:20:00Z,44.39,56.00
2026-02-24T18:21:00Z,44.00,57.00
2026-02-24T18:23:00Z,44.00,57.00
2026-02-24T18:29:00Z,44.00,57.00
2026-02-24T18:30:00Z,44.00,57.00
2026-02-24T18:31:00Z,43.00,59.17
2026-02-24T18:32:00Z,43.00,59.00
2026-02-24T18:37:00Z,43.00,59.00
2026-02-24T18:39:00Z,42.00,59.00
2026-02-24T18:40:00Z,42.00,59.00
2026-02-24T18:42:00Z,42.00,59.00
2026-02-24T18:43:00Z,42.00,59.00
2026-02-24T18:45:00Z,42.00,60.00
2026-02-24T18:47:00Z,42.00,60.00
2026-02-24T18:48:00Z,42.00,59.08
2026-02-24T18:49:00Z,42.00,59.08
2026-02-24T18:51:00Z,42.00,59.08
2026-02-24T18:52:00Z,42.00,60.00
2026-02-24T18:54:00Z,42.00,60.00
2026-02-24T18:55:00Z,42.00,60.00
2026-02-24T18:58:00Z,41.00,60.00
2026-02-24T18:59:00Z,41.00,60.00
2026-02-24T19:01:00Z,41.00,60.00
2026-02-24T19:03:00Z,41.00,61.00
2026-02-24T19:05:00Z,41.00,61.00
2026-02-24T19:07:00Z,41.00,61.00
2026-02-24T19:09:00Z,41.00,61.00
2026-02-24T19:12:00Z,41.00,61.00
2026-02-24T19:14:00Z,41.00,61.00
2026-02-24T19:15:00Z,41.00,61.00
2026-02-24T19:17:00Z,41.00,61.00
2026-02-24T19:18:00Z,41.00,61.00
2026-02-24T19:20:00Z,41.00,61.00
2026-02-24T19:21:00Z,41.00,61.00
2026-02-24T19:22:00Z,41.00,61.00
2026-02-24T19:23:00Z,41.00,61.00
2026-02-24T19:24:00Z,41.00,61.00
2026-02-24T19:28:00Z,41.00,61.00
2026-02-24T19:30:00Z,41.00,61.00
2026-02-24T19:31:00Z,41.00,61.00
