# event_ticker=KXATPMATCH-26APR02BUSUGO
# final_score=6-3 3-6 7-5
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Ignacio Buse
# kalshi_date=2026-04-02
timestamp,Camilo Ugo Carabelli,Ignacio Buse
2026-04-02T02:54:00Z,45.00,
2026-04-02T02:59:00Z,45.00,56.00
2026-04-02T03:13:00Z,45.00,56.00
2026-04-02T03:28:00Z,45.00,56.00
2026-04-02T03:34:00Z,45.00,56.00
2026-04-02T03:36:00Z,45.00,56.00
2026-04-02T03:38:00Z,45.00,56.00
2026-04-02T03:40:00Z,45.00,56.00
2026-04-02T03:48:00Z,45.00,56.00
2026-04-02T03:52:00Z,45.00,56.00
2026-04-02T04:00:00Z,45.00,56.00
2026-04-02T04:06:00Z,45.00,56.00
2026-04-02T04:13:00Z,45.00,56.00
2026-04-02T04:16:00Z,45.00,56.00
2026-04-02T04:23:00Z,45.00,56.00
2026-04-02T04:30:00Z,45.00,56.00
2026-04-02T04:36:00Z,45.00,56.00
2026-04-02T04:44:00Z,45.00,56.00
2026-04-02T04:47:00Z,45.00,56.00
2026-04-02T04:56:00Z,45.00,56.00
2026-04-02T04:57:00Z,45.00,56.00
2026-04-02T05:06:00Z,45.00,56.00
2026-04-02T05:08:00Z,45.00,56.00
2026-04-02T05:13:00Z,45.00,56.00
2026-04-02T05:18:00Z,45.00,56.00
2026-04-02T05:19:00Z,45.00,56.00
2026-04-02T05:20:00Z,45.00,56.00
2026-04-02T05:32:00Z,45.00,56.00
2026-04-02T05:33:00Z,45.00,56.00
2026-04-02T05:36:00Z,45.00,55.00
2026-04-02T05:42:00Z,45.00,56.00
2026-04-02T05:44:00Z,45.00,56.00
2026-04-02T05:53:00Z,45.00,56.00
2026-04-02T06:01:00Z,45.00,56.00
2026-04-02T06:15:00Z,45.00,56.00
2026-04-02T06:24:00Z,45.00,56.00
2026-04-02T06:26:00Z,45.00,56.00
2026-04-02T06:31:00Z,45.00,56.00
2026-04-02T06:33:00Z,45.00,56.00
2026-04-02T06:36:00Z,45.00,56.00
2026-04-02T06:41:00Z,45.00,56.00
2026-04-02T06:47:00Z,45.00,56.00
2026-04-02T06:48:00Z,45.00,56.00
2026-04-02T06:50:00Z,45.00,56.00
2026-04-02T09:02:00Z,45.00,56.00
2026-04-02T09:03:00Z,45.00,56.00
2026-04-02T09:07:00Z,45.00,56.00
2026-04-02T09:09:00Z,45.00,56.00
2026-04-02T09:11:00Z,45.00,56.00
2026-04-02T09:21:00Z,45.00,56.00
2026-04-02T09:26:00Z,45.00,56.00
2026-04-02T09:29:00Z,45.00,56.00
2026-04-02T09:33:00Z,45.00,56.00
2026-04-02T09:50:00Z,45.00,56.00
2026-04-02T09:52:00Z,45.00,56.00
2026-04-02T10:05:00Z,45.00,56.00
2026-04-02T10:34:00Z,45.00,56.00
2026-04-02T10:38:00Z,45.00,56.00
2026-04-02T10:52:00Z,45.00,56.00
2026-04-02T11:00:00Z,45.00,56.00
2026-04-02T11:01:00Z,45.00,56.00
2026-04-02T11:04:00Z,45.00,56.00
2026-04-02T11:05:00Z,45.00,56.00
2026-04-02T11:06:00Z,45.00,56.00
2026-04-02T11:09:00Z,45.00,56.00
2026-04-02T11:11:00Z,45.00,56.00
2026-04-02T11:12:00Z,45.00,56.00
