# event_ticker=KXATPCHALLENGERMATCH-26MAY26HOHCAS
# final_score=6-4 1-6 6-3
# match_winner=Ronald Hohmann
# fav_player=Ronald Hohmann
# dog_player=Murphy Cassone
# kalshi_date=2026-05-26
timestamp,Ronald Hohmann,Murphy Cassone
2026-05-26T03:53:00Z,22.69,
2026-05-26T04:01:00Z,19.00,
2026-05-26T04:06:00Z,19.00,
2026-05-26T04:37:00Z,19.59,
2026-05-26T05:22:00Z,19.59,
2026-05-26T07:42:00Z,16.00,86.00
2026-05-26T08:23:00Z,15.00,86.00
2026-05-26T08:42:00Z,15.00,86.00
2026-05-26T08:58:00Z,15.00,86.36
2026-05-26T09:52:00Z,15.00,86.08
2026-05-26T10:24:00Z,15.00,87.00
2026-05-26T10:51:00Z,15.00,86.00
2026-05-26T11:47:00Z,15.00,86.00
2026-05-26T11:54:00Z,15.00,86.00
2026-05-26T11:59:00Z,15.00,86.00
2026-05-26T12:44:00Z,15.00,86.00
2026-05-26T13:10:00Z,15.16,86.00
2026-05-26T13:13:00Z,16.00,86.00
2026-05-26T13:49:00Z,16.00,86.00
2026-05-26T14:41:00Z,18.00,84.00
2026-05-26T14:59:00Z,17.00,84.00
2026-05-26T15:01:00Z,19.00,84.00
2026-05-26T15:04:00Z,19.00,84.99
2026-05-26T15:08:00Z,19.00,84.00
2026-05-26T15:09:00Z,18.00,84.00
2026-05-26T15:10:00Z,18.00,84.78
2026-05-26T15:11:00Z,16.00,84.00
2026-05-26T15:12:00Z,16.35,84.14
2026-05-26T15:13:00Z,16.00,84.00
2026-05-26T15:14:00Z,17.00,84.00
2026-05-26T15:15:00Z,16.00,84.52
2026-05-26T15:16:00Z,15.01,85.34
2026-05-26T15:17:00Z,17.77,82.52
2026-05-26T15:18:00Z,17.77,80.68
2026-05-26T15:19:00Z,18.37,81.96
2026-05-26T15:20:00Z,19.00,82.00
2026-05-26T15:21:00Z,18.00,82.00
2026-05-26T15:22:00Z,18.00,82.00
2026-05-26T15:23:00Z,19.00,81.00
2026-05-26T15:24:00Z,19.00,84.00
2026-05-26T15:25:00Z,17.39,83.97
2026-05-26T15:26:00Z,19.66,79.56
2026-05-26T15:27:00Z,21.24,78.00
2026-05-26T15:28:00Z,22.00,78.00
2026-05-26T15:29:00Z,21.40,80.50
2026-05-26T15:31:00Z,19.98,80.02
2026-05-26T15:32:00Z,19.98,80.99
2026-05-26T15:33:00Z,19.50,81.48
2026-05-26T15:34:00Z,21.96,81.48
2026-05-26T15:35:00Z,20.00,79.00
2026-05-26T15:36:00Z,19.00,81.00
2026-05-26T15:37:00Z,19.00,81.00
2026-05-26T15:38:00Z,20.89,81.00
2026-05-26T15:39:00Z,21.80,80.32
2026-05-26T15:40:00Z,23.80,80.32
2026-05-26T15:41:00Z,23.00,77.02
2026-05-26T15:42:00Z,24.61,77.42
2026-05-26T15:43:00Z,23.78,76.51
2026-05-26T15:44:00Z,29.03,69.32
2026-05-26T15:45:00Z,43.90,58.00
2026-05-26T15:46:00Z,49.82,58.00
2026-05-26T15:47:00Z,50.44,49.25
2026-05-26T15:48:00Z,54.00,46.22
2026-05-26T15:49:00Z,54.19,46.00
2026-05-26T15:50:00Z,54.19,46.00
2026-05-26T15:51:00Z,54.71,46.78
2026-05-26T15:52:00Z,53.31,47.27
2026-05-26T15:53:00Z,51.00,50.00
2026-05-26T15:54:00Z,52.27,48.29
2026-05-26T15:55:00Z,52.27,45.95
2026-05-26T15:56:00Z,55.87,45.58
2026-05-26T15:57:00Z,55.54,47.42
2026-05-26T15:58:00Z,57.35,44.77
2026-05-26T15:59:00Z,53.01,47.20
2026-05-26T16:00:00Z,53.01,48.00
2026-05-26T16:01:00Z,50.93,50.15
2026-05-26T16:02:00Z,49.76,50.42
2026-05-26T16:03:00Z,41.97,57.08
2026-05-26T16:04:00Z,36.00,63.80
2026-05-26T16:05:00Z,34.54,65.15
2026-05-26T16:06:00Z,32.98,67.86
2026-05-26T16:07:00Z,32.00,67.40
2026-05-26T16:08:00Z,29.86,71.15
2026-05-26T16:09:00Z,28.01,72.99
2026-05-26T16:10:00Z,28.02,71.33
2026-05-26T16:11:00Z,26.03,71.33
2026-05-26T16:12:00Z,27.45,73.00
2026-05-26T16:13:00Z,27.45,72.48
2026-05-26T16:14:00Z,27.45,73.00
2026-05-26T16:15:00Z,26.94,73.00
2026-05-26T16:16:00Z,28.41,71.79
2026-05-26T16:17:00Z,21.91,76.64
2026-05-26T16:18:00Z,23.44,80.60
2026-05-26T16:19:00Z,29.31,70.04
2026-05-26T16:20:00Z,34.04,67.01
2026-05-26T16:21:00Z,36.92,65.33
2026-05-26T16:22:00Z,34.67,66.87
2026-05-26T16:23:00Z,36.68,68.24
2026-05-26T16:24:00Z,32.39,68.52
2026-05-26T16:25:00Z,36.44,64.85
2026-05-26T16:26:00Z,35.92,65.09
2026-05-26T16:27:00Z,35.48,65.26
2026-05-26T16:28:00Z,36.92,63.99
2026-05-26T16:29:00Z,34.36,65.87
2026-05-26T16:30:00Z,36.21,63.42
2026-05-26T16:31:00Z,34.68,67.14
2026-05-26T16:32:00Z,35.83,64.56
2026-05-26T16:33:00Z,40.78,60.24
2026-05-26T16:34:00Z,41.34,59.65
2026-05-26T16:35:00Z,41.00,59.37
2026-05-26T16:36:00Z,40.63,63.07
2026-05-26T16:37:00Z,35.21,66.02
2026-05-26T16:38:00Z,31.10,70.46
2026-05-26T16:39:00Z,31.01,70.18
2026-05-26T16:40:00Z,38.86,61.94
2026-05-26T16:41:00Z,43.98,56.85
2026-05-26T16:42:00Z,46.82,54.07
2026-05-26T16:43:00Z,45.79,58.54
2026-05-26T16:44:00Z,50.17,51.76
2026-05-26T16:45:00Z,84.85,17.05
2026-05-26T16:46:00Z,92.57,9.80
2026-05-26T16:47:00Z,98.73,1.16
2026-05-26T16:48:00Z,99.00,1.00
2026-05-26T16:49:00Z,99.00,1.00
2026-05-26T16:50:00Z,99.00,1.00
2026-05-26T16:52:00Z,99.00,1.00
