# event_ticker=KXATPMATCH-26MAR29MICWON
# final_score=6-4 6-2
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Coleman Wong
# kalshi_date=2026-03-29
timestamp,Alex Michelsen,Coleman Wong
2026-03-31T11:30:00Z,75.00,
2026-03-31T12:34:00Z,75.00,
2026-03-31T12:57:00Z,75.00,27.00
2026-03-31T13:00:00Z,75.00,27.00
2026-03-31T13:02:00Z,75.00,27.00
2026-03-31T13:13:00Z,75.00,26.00
2026-03-31T13:28:00Z,75.00,26.00
2026-03-31T13:31:00Z,75.00,26.00
2026-03-31T13:38:00Z,75.00,26.00
2026-03-31T13:46:00Z,75.00,26.00
2026-03-31T13:55:00Z,75.00,26.00
2026-03-31T14:02:00Z,75.00,26.00
2026-03-31T14:14:00Z,75.00,26.00
2026-03-31T14:17:00Z,75.00,26.00
2026-03-31T14:23:00Z,75.00,26.00
2026-03-31T14:25:00Z,75.00,26.00
2026-03-31T14:30:00Z,75.00,26.00
2026-03-31T14:48:00Z,75.00,26.00
2026-03-31T14:49:00Z,75.00,26.00
2026-03-31T14:50:00Z,75.00,26.00
2026-03-31T15:18:00Z,75.00,25.00
2026-03-31T15:32:00Z,75.00,25.00
2026-03-31T15:47:00Z,76.00,25.00
2026-03-31T15:50:00Z,76.00,25.00
2026-03-31T15:53:00Z,76.00,25.00
2026-03-31T16:18:00Z,76.00,25.00
2026-03-31T16:48:00Z,76.00,25.00
2026-03-31T16:51:00Z,76.00,25.00
2026-03-31T16:52:00Z,76.00,25.00
2026-03-31T16:54:00Z,76.00,26.00
2026-03-31T17:09:00Z,76.00,26.00
2026-03-31T17:12:00Z,76.00,26.00
2026-03-31T17:13:00Z,76.00,26.00
2026-03-31T17:27:00Z,76.00,26.00
2026-03-31T17:32:00Z,76.00,26.00
2026-03-31T17:41:00Z,76.00,26.00
2026-03-31T17:42:00Z,76.00,26.00
2026-03-31T17:45:00Z,76.00,26.00
2026-03-31T18:07:00Z,76.00,26.00
2026-03-31T18:11:00Z,76.00,26.00
2026-03-31T18:15:00Z,76.00,23.94
2026-03-31T18:19:00Z,76.00,24.00
2026-03-31T18:34:00Z,76.00,24.00
2026-03-31T18:44:00Z,77.00,24.00
2026-03-31T18:48:00Z,77.00,24.00
2026-03-31T18:50:00Z,77.00,24.00
2026-03-31T18:51:00Z,77.00,25.00
2026-03-31T18:53:00Z,77.00,25.00
2026-03-31T19:06:00Z,77.00,25.00
2026-03-31T19:07:00Z,77.00,25.00
2026-03-31T19:15:00Z,77.00,25.00
2026-03-31T19:17:00Z,77.00,25.00
2026-03-31T19:30:00Z,77.00,25.00
2026-03-31T19:38:00Z,77.00,25.00
2026-03-31T19:40:00Z,77.00,25.00
2026-03-31T19:41:00Z,77.00,25.00
2026-03-31T19:45:00Z,77.00,25.00
2026-03-31T19:48:00Z,77.00,25.00
2026-03-31T19:50:00Z,75.00,25.00
2026-03-31T20:01:00Z,77.00,25.00
2026-03-31T20:11:00Z,77.00,25.00
2026-03-31T20:14:00Z,75.00,25.00
2026-03-31T20:21:00Z,77.00,25.00
2026-03-31T20:23:00Z,77.00,25.00
2026-03-31T20:29:00Z,77.00,25.00
2026-03-31T20:32:00Z,77.00,25.00
2026-03-31T20:59:00Z,77.00,25.00
2026-03-31T21:02:00Z,77.00,25.00
2026-03-31T21:07:00Z,77.00,25.00
2026-03-31T21:08:00Z,77.00,25.00
2026-03-31T21:09:00Z,77.00,25.00
2026-03-31T21:10:00Z,77.00,25.00
2026-03-31T21:11:00Z,77.00,25.00
2026-03-31T21:13:00Z,77.00,25.00
2026-03-31T21:15:00Z,77.00,23.01
2026-03-31T21:16:00Z,77.00,23.01
2026-03-31T21:18:00Z,77.00,23.01
2026-03-31T21:21:00Z,77.00,24.00
2026-03-31T21:24:00Z,77.00,24.00
2026-03-31T21:25:00Z,77.00,24.00
2026-03-31T21:26:00Z,77.00,24.00
2026-03-31T21:27:00Z,77.00,24.00
2026-03-31T21:28:00Z,77.00,24.00
2026-03-31T21:29:00Z,77.00,24.00
2026-03-31T21:32:00Z,77.00,24.00
2026-03-31T21:33:00Z,77.00,24.00
2026-03-31T21:34:00Z,77.00,24.00
2026-03-31T21:35:00Z,77.00,24.00
2026-03-31T21:36:00Z,77.00,24.00
2026-03-31T21:37:00Z,77.00,24.00
2026-03-31T21:38:00Z,77.00,24.00
2026-03-31T21:39:00Z,77.00,24.00
2026-03-31T21:42:00Z,77.00,24.00
2026-03-31T21:43:00Z,77.00,24.00
2026-03-31T21:44:00Z,77.00,24.00
2026-03-31T21:45:00Z,77.00,24.00
2026-03-31T21:46:00Z,77.00,24.00
2026-03-31T21:48:00Z,77.00,24.00
