# event_ticker=KXATPCHALLENGERMATCH-26APR06KOTSMI
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Pavel Kotov
# fav_player=Keegan Smith
# dog_player=Pavel Kotov
# kalshi_date=2026-04-06
timestamp,Keegan Smith,Pavel Kotov
2026-04-05T19:19:00Z,,71.00
2026-04-05T20:54:00Z,,69.00
2026-04-05T23:18:00Z,,69.00
2026-04-06T00:21:00Z,34.00,69.00
2026-04-06T00:22:00Z,34.00,69.00
2026-04-06T00:27:00Z,34.00,69.00
2026-04-06T00:41:00Z,34.00,69.00
2026-04-06T01:03:00Z,34.00,69.00
2026-04-06T01:09:00Z,34.00,69.00
2026-04-06T01:27:00Z,34.00,69.00
2026-04-06T01:47:00Z,34.00,70.00
2026-04-06T01:54:00Z,34.00,70.00
2026-04-06T01:56:00Z,34.00,70.00
2026-04-06T02:01:00Z,34.00,70.00
2026-04-06T02:04:00Z,33.00,70.00
2026-04-06T02:06:00Z,33.00,70.00
2026-04-06T02:33:00Z,31.00,70.00
2026-04-06T02:41:00Z,31.00,70.00
2026-04-06T02:44:00Z,33.00,70.00
2026-04-06T02:57:00Z,33.00,70.00
2026-04-06T03:12:00Z,31.00,70.00
2026-04-06T03:23:00Z,33.00,70.00
2026-04-06T03:25:00Z,33.00,70.00
2026-04-06T03:26:00Z,33.00,70.00
2026-04-06T03:39:00Z,31.00,70.00
2026-04-06T03:44:00Z,31.00,70.00
2026-04-06T04:10:00Z,31.00,70.00
2026-04-06T04:16:00Z,31.00,70.00
2026-04-06T04:22:00Z,31.00,69.00
2026-04-06T04:25:00Z,31.00,69.00
2026-04-06T04:28:00Z,31.00,69.00
2026-04-06T04:42:00Z,31.00,69.00
2026-04-06T04:44:00Z,31.00,69.56
2026-04-06T04:47:00Z,31.00,70.00
2026-04-06T04:48:00Z,32.00,70.00
2026-04-06T04:57:00Z,32.00,70.00
2026-04-06T05:00:00Z,31.00,70.95
2026-04-06T05:01:00Z,31.00,70.59
2026-04-06T05:02:00Z,32.00,70.59
2026-04-06T05:03:00Z,32.00,70.59
2026-04-06T05:04:00Z,32.00,70.00
2026-04-06T05:05:00Z,32.00,70.86
2026-04-06T05:06:00Z,32.00,70.86
2026-04-06T05:08:00Z,32.00,70.86
2026-04-06T05:09:00Z,32.00,70.00
2026-04-06T05:12:00Z,32.00,70.00
2026-04-06T05:16:00Z,32.00,70.00
2026-04-06T05:17:00Z,32.00,70.92
2026-04-06T05:19:00Z,34.70,67.15
2026-04-06T05:20:00Z,34.00,67.15
2026-04-06T05:21:00Z,34.00,69.00
2026-04-06T05:24:00Z,33.00,69.00
2026-04-06T05:26:00Z,33.00,69.00
2026-04-06T05:29:00Z,34.00,68.00
2026-04-06T05:32:00Z,34.00,68.00
2026-04-06T05:33:00Z,34.00,68.00
2026-04-06T05:35:00Z,34.00,67.00
2026-04-06T05:36:00Z,34.00,68.00
2026-04-06T05:39:00Z,33.81,67.00
2026-04-06T05:40:00Z,34.00,67.00
2026-04-06T05:41:00Z,34.00,67.00
2026-04-06T05:42:00Z,34.00,67.00
2026-04-06T05:44:00Z,34.00,67.00
2026-04-06T05:45:00Z,34.00,67.00
2026-04-06T05:46:00Z,34.00,67.00
