# event_ticker=KXATPMATCH-26FEB09MIDMAR
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Pedro Martinez
# fav_player=Lautaro Midon
# dog_player=Pedro Martinez
# kalshi_date=2026-02-09
timestamp,Lautaro Midon,Pedro Martinez
2026-02-09T05:52:00Z,40.00,
2026-02-09T05:56:00Z,40.00,
2026-02-09T07:27:00Z,41.00,
2026-02-09T07:59:00Z,41.00,63.00
2026-02-09T08:00:00Z,40.00,63.00
2026-02-09T08:02:00Z,40.00,63.00
2026-02-09T08:37:00Z,40.00,56.00
2026-02-09T08:38:00Z,41.03,56.00
2026-02-09T09:32:00Z,41.03,58.00
2026-02-09T09:42:00Z,41.03,57.00
2026-02-09T09:46:00Z,41.03,56.00
2026-02-09T09:53:00Z,41.03,56.00
2026-02-09T11:35:00Z,41.03,52.00
2026-02-09T11:43:00Z,41.03,53.00
2026-02-09T11:47:00Z,41.03,53.00
2026-02-09T11:49:00Z,41.03,53.00
2026-02-09T12:02:00Z,41.03,53.00
2026-02-09T12:16:00Z,47.00,53.00
2026-02-09T12:30:00Z,47.72,53.00
2026-02-09T13:02:00Z,47.72,53.00
2026-02-09T13:03:00Z,46.00,53.00
2026-02-09T13:29:00Z,48.00,53.00
2026-02-09T13:32:00Z,48.00,53.00
2026-02-09T13:44:00Z,48.00,53.00
2026-02-09T14:03:00Z,48.00,53.00
2026-02-09T14:05:00Z,48.00,53.00
2026-02-09T14:16:00Z,48.00,53.00
2026-02-09T14:23:00Z,48.00,53.00
2026-02-09T14:24:00Z,48.00,53.00
2026-02-09T14:25:00Z,48.00,53.00
2026-02-09T14:27:00Z,47.00,53.00
2026-02-09T14:28:00Z,47.00,53.00
2026-02-09T14:43:00Z,47.00,53.00
2026-02-09T14:49:00Z,47.00,53.00
2026-02-09T14:53:00Z,48.00,53.00
2026-02-09T15:19:00Z,48.00,53.00
2026-02-09T15:34:00Z,48.00,54.00
2026-02-09T15:49:00Z,48.00,54.00
2026-02-09T15:51:00Z,48.00,54.00
2026-02-09T15:59:00Z,48.00,56.00
2026-02-09T16:05:00Z,47.00,56.00
2026-02-09T16:08:00Z,47.00,56.00
2026-02-09T16:11:00Z,47.00,55.00
2026-02-09T16:13:00Z,47.00,55.00
2026-02-09T16:16:00Z,48.00,55.00
2026-02-09T16:17:00Z,48.00,54.00
2026-02-09T16:18:00Z,48.00,54.00
2026-02-09T16:20:00Z,48.00,54.00
2026-02-09T16:25:00Z,48.32,54.00
2026-02-09T16:28:00Z,48.32,54.00
2026-02-09T16:29:00Z,49.00,54.00
2026-02-09T16:30:00Z,49.61,54.00
2026-02-09T16:32:00Z,49.61,53.00
2026-02-09T16:33:00Z,50.00,53.00
2026-02-09T16:34:00Z,50.00,53.00
2026-02-09T16:36:00Z,50.00,53.00
2026-02-09T16:37:00Z,50.00,53.00
2026-02-09T16:38:00Z,50.00,53.00
2026-02-09T16:39:00Z,50.00,54.00
2026-02-09T16:40:00Z,50.00,54.00
2026-02-09T16:44:00Z,50.00,54.00
2026-02-09T16:46:00Z,48.00,54.00
2026-02-09T16:49:00Z,48.00,53.00
2026-02-09T16:50:00Z,48.00,53.00
2026-02-09T16:51:00Z,48.00,54.82
2026-02-09T16:52:00Z,48.00,54.00
2026-02-09T16:53:00Z,47.00,55.76
2026-02-09T16:54:00Z,47.00,56.00
2026-02-09T16:55:00Z,47.00,56.00
2026-02-09T16:56:00Z,47.00,56.21
2026-02-09T16:57:00Z,47.00,54.80
2026-02-09T16:58:00Z,47.00,56.00
2026-02-09T16:59:00Z,45.00,56.00
2026-02-09T17:00:00Z,45.00,56.00
2026-02-09T17:01:00Z,45.00,56.84
2026-02-09T17:02:00Z,46.00,56.84
2026-02-09T17:03:00Z,46.00,57.00
2026-02-09T17:04:00Z,46.00,57.00
2026-02-09T17:05:00Z,45.00,57.00
2026-02-09T17:06:00Z,45.00,56.00
2026-02-09T17:08:00Z,45.79,56.00
2026-02-09T17:09:00Z,45.79,56.00
2026-02-09T17:10:00Z,47.00,56.00
2026-02-09T17:11:00Z,47.00,56.00
2026-02-09T17:12:00Z,47.00,56.00
2026-02-09T17:13:00Z,47.00,56.00
2026-02-09T17:14:00Z,47.00,56.00
2026-02-09T17:15:00Z,44.47,56.00
2026-02-09T17:16:00Z,47.00,56.00
2026-02-09T17:17:00Z,47.00,56.00
2026-02-09T17:19:00Z,46.00,56.00
2026-02-09T17:20:00Z,46.00,56.00
2026-02-09T17:21:00Z,47.00,54.00
2026-02-09T17:22:00Z,47.00,54.00
2026-02-09T17:23:00Z,47.00,54.00
2026-02-09T17:24:00Z,46.86,54.00
2026-02-09T17:25:00Z,47.00,54.00
2026-02-09T17:26:00Z,47.00,54.00
2026-02-09T17:27:00Z,47.00,54.00
2026-02-09T17:29:00Z,47.00,54.00
2026-02-09T17:30:00Z,47.00,54.00
2026-02-09T17:31:00Z,47.00,54.00
2026-02-09T17:32:00Z,46.00,54.00
2026-02-09T17:33:00Z,46.00,54.00
2026-02-09T17:34:00Z,46.95,54.00
2026-02-09T17:36:00Z,47.00,54.00
2026-02-09T17:37:00Z,46.00,54.00
2026-02-09T17:41:00Z,47.00,54.00
2026-02-09T17:42:00Z,46.29,54.00
