# event_ticker=KXATPMATCH-26FEB09MIDMAR
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Pedro Martinez
# fav_player=Lautaro Midon
# dog_player=Pedro Martinez
# kalshi_date=2026-02-09
timestamp,Lautaro Midon,Pedro Martinez
2026-02-09T17:43:00Z,47.00,54.00
2026-02-09T17:44:00Z,47.03,54.00
2026-02-09T17:45:00Z,47.64,53.00
2026-02-09T17:46:00Z,45.31,54.04
2026-02-09T17:47:00Z,44.64,59.83
2026-02-09T17:48:00Z,44.36,59.58
2026-02-09T17:49:00Z,44.36,60.05
2026-02-09T17:50:00Z,39.89,61.55
2026-02-09T17:51:00Z,44.61,59.12
2026-02-09T17:52:00Z,47.83,53.54
2026-02-09T17:53:00Z,47.92,52.39
2026-02-09T17:54:00Z,52.74,49.82
2026-02-09T17:55:00Z,56.83,40.60
2026-02-09T17:56:00Z,57.77,44.65
2026-02-09T17:57:00Z,51.60,53.17
2026-02-09T17:58:00Z,47.76,55.95
2026-02-09T17:59:00Z,45.12,56.80
2026-02-09T18:00:00Z,44.89,57.69
2026-02-09T18:01:00Z,47.00,55.62
2026-02-09T18:02:00Z,46.48,55.66
2026-02-09T18:03:00Z,49.00,51.99
2026-02-09T18:04:00Z,49.03,52.07
2026-02-09T18:05:00Z,46.57,58.24
2026-02-09T18:06:00Z,45.90,57.25
2026-02-09T18:07:00Z,41.29,61.90
2026-02-09T18:08:00Z,41.71,62.37
2026-02-09T18:09:00Z,44.49,58.83
2026-02-09T18:10:00Z,46.44,56.44
2026-02-09T18:11:00Z,48.77,54.50
2026-02-09T18:12:00Z,48.00,54.00
2026-02-09T18:13:00Z,48.47,56.51
2026-02-09T18:14:00Z,52.88,49.65
2026-02-09T18:15:00Z,59.51,45.95
2026-02-09T18:16:00Z,62.71,37.08
2026-02-09T18:17:00Z,60.92,40.24
2026-02-09T18:18:00Z,64.33,36.41
2026-02-09T18:19:00Z,57.11,44.72
2026-02-09T18:20:00Z,50.10,51.76
2026-02-09T18:21:00Z,50.16,51.15
2026-02-09T18:22:00Z,47.15,54.40
2026-02-09T18:23:00Z,41.49,58.49
2026-02-09T18:24:00Z,40.64,60.23
2026-02-09T18:25:00Z,43.77,56.66
2026-02-09T18:26:00Z,34.38,62.21
2026-02-09T18:27:00Z,34.75,62.47
2026-02-09T18:28:00Z,35.67,64.47
2026-02-09T18:29:00Z,26.87,76.00
2026-02-09T18:30:00Z,25.00,75.53
2026-02-09T18:31:00Z,25.10,77.40
2026-02-09T18:32:00Z,17.78,82.18
2026-02-09T18:33:00Z,16.91,83.02
2026-02-09T18:34:00Z,17.43,82.38
2026-02-09T18:35:00Z,16.93,83.89
2026-02-09T18:36:00Z,16.20,84.18
2026-02-09T18:37:00Z,17.95,82.85
2026-02-09T18:38:00Z,20.58,81.28
2026-02-09T18:39:00Z,22.72,78.44
2026-02-09T18:40:00Z,21.05,79.90
2026-02-09T18:41:00Z,24.41,79.46
2026-02-09T18:42:00Z,24.20,75.80
2026-02-09T18:43:00Z,21.95,77.95
2026-02-09T18:44:00Z,19.57,80.95
2026-02-09T18:45:00Z,21.18,80.75
2026-02-09T18:46:00Z,23.50,77.67
2026-02-09T18:47:00Z,22.42,77.17
2026-02-09T18:48:00Z,18.06,81.87
2026-02-09T18:49:00Z,11.86,88.64
2026-02-09T18:50:00Z,9.47,90.63
2026-02-09T18:51:00Z,9.52,90.57
2026-02-09T18:52:00Z,8.63,91.12
2026-02-09T18:53:00Z,12.40,86.58
2026-02-09T18:54:00Z,11.64,89.43
2026-02-09T18:55:00Z,9.50,90.08
2026-02-09T18:56:00Z,9.92,90.04
2026-02-09T18:57:00Z,9.64,90.34
2026-02-09T18:58:00Z,10.89,89.22
2026-02-09T18:59:00Z,10.62,89.42
2026-02-09T19:00:00Z,8.28,93.17
2026-02-09T19:01:00Z,7.47,91.58
2026-02-09T19:02:00Z,7.54,93.56
2026-02-09T19:03:00Z,5.32,93.43
2026-02-09T19:04:00Z,6.02,94.02
2026-02-09T19:05:00Z,6.77,92.02
2026-02-09T19:06:00Z,3.75,96.12
2026-02-09T19:07:00Z,2.92,97.11
2026-02-09T19:08:00Z,2.55,97.97
2026-02-09T19:09:00Z,1.42,98.70
2026-02-09T19:10:00Z,1.37,97.88
2026-02-09T19:11:00Z,2.38,97.57
2026-02-09T19:12:00Z,2.41,97.60
2026-02-09T19:13:00Z,2.34,98.05
2026-02-09T19:14:00Z,4.41,95.78
2026-02-09T19:15:00Z,3.50,96.90
2026-02-09T19:16:00Z,1.87,98.77
2026-02-09T19:17:00Z,1.03,98.99
2026-02-09T19:18:00Z,1.00,99.00
2026-02-09T19:19:00Z,1.00,99.00
2026-02-09T19:20:00Z,1.66,99.00
2026-02-09T19:21:00Z,1.66,99.00
2026-02-09T19:22:00Z,1.00,99.00
