# event_ticker=KXATPCHALLENGERMATCH-26MAR31FORSAC
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Vitaliy Sachko
# fav_player=Francesco Forti
# dog_player=Vitaliy Sachko
# kalshi_date=2026-03-31
timestamp,Francesco Forti,Vitaliy Sachko
2026-04-02T02:24:00Z,42.00,
2026-04-02T04:01:00Z,42.00,58.00
2026-04-02T04:31:00Z,42.00,59.00
2026-04-02T04:32:00Z,42.00,59.00
2026-04-02T04:39:00Z,42.00,59.00
2026-04-02T05:06:00Z,42.00,59.00
2026-04-02T05:41:00Z,42.05,59.00
2026-04-02T06:13:00Z,43.00,59.00
2026-04-02T06:14:00Z,44.00,59.00
2026-04-02T09:45:00Z,44.00,58.00
2026-04-02T09:50:00Z,44.00,59.00
2026-04-02T10:09:00Z,44.00,59.00
2026-04-02T10:19:00Z,44.00,59.00
2026-04-02T10:32:00Z,44.00,59.00
2026-04-02T10:33:00Z,44.00,59.00
2026-04-02T10:36:00Z,44.00,59.00
2026-04-02T10:38:00Z,44.00,59.00
2026-04-02T10:39:00Z,44.00,58.04
2026-04-02T10:40:00Z,44.00,58.04
2026-04-02T10:41:00Z,44.00,59.00
2026-04-02T10:46:00Z,44.00,59.54
2026-04-02T10:48:00Z,43.00,59.54
2026-04-02T10:50:00Z,43.00,59.54
2026-04-02T10:55:00Z,43.00,60.00
2026-04-02T10:56:00Z,43.00,61.00
2026-04-02T10:59:00Z,43.00,61.00
2026-04-02T11:01:00Z,43.00,58.00
2026-04-02T11:03:00Z,43.00,61.00
2026-04-02T11:06:00Z,43.00,61.00
2026-04-02T11:07:00Z,43.00,61.00
2026-04-02T11:09:00Z,43.00,61.00
2026-04-02T11:10:00Z,43.00,61.00
2026-04-02T11:12:00Z,43.00,61.00
2026-04-02T11:13:00Z,43.00,61.00
2026-04-02T11:14:00Z,43.00,61.00
2026-04-02T11:19:00Z,43.00,61.00
2026-04-02T11:25:00Z,43.00,61.55
2026-04-02T11:30:00Z,43.00,58.00
2026-04-02T11:33:00Z,41.00,61.27
2026-04-02T11:34:00Z,41.00,62.00
2026-04-02T11:42:00Z,41.76,62.00
2026-04-02T11:46:00Z,41.76,61.00
2026-04-02T11:48:00Z,41.00,61.00
2026-04-02T11:54:00Z,41.00,61.00
2026-04-02T11:55:00Z,42.00,61.00
2026-04-02T12:02:00Z,42.00,61.70
2026-04-02T12:03:00Z,42.00,61.93
2026-04-02T12:04:00Z,42.00,62.00
2026-04-02T12:05:00Z,42.00,62.00
2026-04-02T12:06:00Z,42.00,62.00
2026-04-02T12:13:00Z,42.00,62.00
2026-04-02T12:14:00Z,42.00,62.00
2026-04-02T12:15:00Z,41.99,62.00
2026-04-02T12:16:00Z,41.94,60.00
2026-04-02T12:17:00Z,41.94,60.00
2026-04-02T12:18:00Z,41.69,60.00
2026-04-02T12:19:00Z,42.00,60.00
2026-04-02T12:22:00Z,42.00,60.00
2026-04-02T12:23:00Z,42.00,60.00
2026-04-02T12:24:00Z,42.00,60.00
2026-04-02T12:26:00Z,42.00,60.00
2026-04-02T12:27:00Z,42.00,61.00
2026-04-02T12:28:00Z,42.00,61.00
2026-04-02T12:29:00Z,42.00,61.00
2026-04-02T12:30:00Z,42.00,61.00
2026-04-02T12:31:00Z,42.00,61.00
2026-04-02T12:32:00Z,42.00,61.00
2026-04-02T12:37:00Z,42.00,61.00
2026-04-02T12:38:00Z,42.00,61.00
2026-04-02T12:39:00Z,42.00,61.00
2026-04-02T12:40:00Z,42.00,61.00
2026-04-02T12:41:00Z,42.00,61.00
2026-04-02T12:44:00Z,42.00,61.00
2026-04-02T12:46:00Z,42.00,61.00
2026-04-02T12:47:00Z,42.00,62.00
2026-04-02T12:51:00Z,42.00,62.00
2026-04-02T12:55:00Z,42.00,62.05
2026-04-02T12:56:00Z,40.00,62.00
2026-04-02T12:57:00Z,41.85,62.00
2026-04-02T12:58:00Z,42.05,62.00
2026-04-02T12:59:00Z,42.05,61.00
2026-04-02T13:00:00Z,42.87,60.00
2026-04-02T13:01:00Z,42.87,61.00
2026-04-02T13:02:00Z,39.00,62.52
2026-04-02T13:03:00Z,39.47,60.30
2026-04-02T13:04:00Z,39.86,63.25
2026-04-02T13:05:00Z,41.00,62.00
2026-04-02T13:06:00Z,41.00,61.00
2026-04-02T13:07:00Z,39.00,62.44
2026-04-02T13:08:00Z,41.00,62.00
2026-04-02T13:09:00Z,41.00,62.96
2026-04-02T13:10:00Z,41.00,63.00
2026-04-02T13:11:00Z,41.00,63.00
2026-04-02T13:12:00Z,41.00,63.00
2026-04-02T13:13:00Z,37.00,65.16
2026-04-02T13:14:00Z,37.00,63.00
2026-04-02T13:15:00Z,37.00,66.20
2026-04-02T13:16:00Z,37.63,65.60
2026-04-02T13:17:00Z,40.86,58.17
2026-04-02T13:18:00Z,45.73,54.74
2026-04-02T13:19:00Z,48.86,57.52
2026-04-02T13:20:00Z,41.45,61.08
2026-04-02T13:21:00Z,38.63,62.87
2026-04-02T13:22:00Z,39.00,61.00
2026-04-02T13:23:00Z,40.00,59.57
2026-04-02T13:24:00Z,39.02,62.81
2026-04-02T13:25:00Z,39.00,60.69
2026-04-02T13:26:00Z,37.52,64.99
2026-04-02T13:27:00Z,36.80,62.18
2026-04-02T13:28:00Z,36.80,64.93
2026-04-02T13:29:00Z,36.00,65.97
2026-04-02T13:30:00Z,36.87,64.46
2026-04-02T13:31:00Z,38.73,64.19
2026-04-02T13:32:00Z,28.20,71.18
2026-04-02T13:33:00Z,23.80,76.99
2026-04-02T13:34:00Z,21.59,78.48
2026-04-02T13:35:00Z,24.47,76.82
2026-04-02T13:36:00Z,20.00,81.31
2026-04-02T13:37:00Z,18.93,81.86
2026-04-02T13:38:00Z,18.74,80.90
2026-04-02T13:39:00Z,21.13,79.64
2026-04-02T13:40:00Z,21.85,80.00
2026-04-02T13:41:00Z,21.79,78.65
2026-04-02T13:42:00Z,28.32,74.71
2026-04-02T13:43:00Z,32.08,70.26
2026-04-02T13:44:00Z,26.19,76.23
2026-04-02T13:45:00Z,21.94,79.27
2026-04-02T13:46:00Z,21.80,77.22
2026-04-02T13:47:00Z,19.62,81.92
