# event_ticker=KXATPCHALLENGERMATCH-26MAR31FORSAC
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Vitaliy Sachko
# fav_player=Francesco Forti
# dog_player=Vitaliy Sachko
# kalshi_date=2026-03-31
timestamp,Francesco Forti,Vitaliy Sachko
2026-04-02T13:48:00Z,18.88,82.27
2026-04-02T13:49:00Z,17.59,85.48
2026-04-02T13:50:00Z,14.02,85.77
2026-04-02T13:51:00Z,16.85,84.36
2026-04-02T13:52:00Z,15.00,86.89
2026-04-02T13:53:00Z,13.88,87.00
2026-04-02T13:54:00Z,13.99,87.02
2026-04-02T13:55:00Z,14.00,87.84
2026-04-02T13:56:00Z,13.69,87.95
2026-04-02T13:57:00Z,14.82,88.96
2026-04-02T13:58:00Z,11.86,88.93
2026-04-02T13:59:00Z,12.73,89.25
2026-04-02T14:00:00Z,12.95,88.57
2026-04-02T14:01:00Z,11.93,87.25
2026-04-02T14:02:00Z,9.03,90.26
2026-04-02T14:03:00Z,5.34,95.41
2026-04-02T14:04:00Z,4.14,96.52
2026-04-02T14:05:00Z,4.16,96.62
2026-04-02T14:06:00Z,3.38,97.09
2026-04-02T14:07:00Z,2.84,96.69
2026-04-02T14:08:00Z,3.69,97.75
2026-04-02T14:09:00Z,3.00,97.00
2026-04-02T14:10:00Z,1.45,98.75
2026-04-02T14:11:00Z,1.07,99.00
2026-04-02T14:12:00Z,1.07,99.00
2026-04-02T14:13:00Z,1.07,99.00
2026-04-02T14:14:00Z,1.00,99.00
2026-04-02T14:15:00Z,1.00,99.00
2026-04-02T14:16:00Z,1.00,99.00
2026-04-02T14:17:00Z,1.00,99.00
2026-04-02T14:18:00Z,1.28,98.83
2026-04-02T14:19:00Z,1.00,99.00
2026-04-02T14:21:00Z,1.00,99.00
2026-04-02T14:22:00Z,1.00,99.00
