# event_ticker=KXATPMATCH-26FEB18HANCER
# final_score=6-4 6-7(1) 6-4
# score_resolution=6-4 6-7 6-4
# match_winner=Juan Manuel Cerundolo
# fav_player=Juan Manuel Cerundolo
# dog_player=Yannick Hanfmann
# kalshi_date=2026-02-18
timestamp,Juan Manuel Cerundolo,Yannick Hanfmann
2026-02-18T07:51:00Z,47.36,
2026-02-18T08:46:00Z,48.00,
2026-02-18T09:26:00Z,48.00,56.00
2026-02-18T09:31:00Z,48.00,56.00
2026-02-18T09:34:00Z,48.00,56.00
2026-02-18T09:38:00Z,48.00,55.00
2026-02-18T10:06:00Z,48.00,50.00
2026-02-18T10:57:00Z,48.00,50.00
2026-02-18T11:13:00Z,52.00,50.00
2026-02-18T11:14:00Z,52.00,50.00
2026-02-18T12:05:00Z,52.00,49.00
2026-02-18T12:09:00Z,52.00,49.00
2026-02-18T12:20:00Z,52.00,49.00
2026-02-18T12:24:00Z,52.00,49.00
2026-02-18T12:36:00Z,52.00,48.00
2026-02-18T12:56:00Z,52.00,49.00
2026-02-18T13:12:00Z,52.00,48.00
2026-02-18T13:23:00Z,52.00,48.00
2026-02-18T13:44:00Z,52.00,49.00
2026-02-18T13:56:00Z,51.00,49.00
2026-02-18T14:04:00Z,51.00,49.00
2026-02-18T14:06:00Z,51.00,49.00
2026-02-18T14:18:00Z,51.00,49.00
2026-02-18T14:26:00Z,52.00,49.00
2026-02-18T14:27:00Z,52.00,49.00
2026-02-18T14:32:00Z,52.00,49.00
2026-02-18T14:33:00Z,52.00,49.00
2026-02-18T14:34:00Z,52.00,49.00
2026-02-18T14:37:00Z,52.00,49.00
2026-02-18T14:40:00Z,52.00,49.00
2026-02-18T14:49:00Z,52.00,47.00
2026-02-18T14:53:00Z,52.00,49.00
2026-02-18T14:54:00Z,53.00,49.00
2026-02-18T14:58:00Z,52.00,49.00
2026-02-18T14:59:00Z,52.00,49.00
2026-02-18T15:06:00Z,52.00,49.00
2026-02-18T15:14:00Z,52.00,49.00
2026-02-18T15:15:00Z,52.00,49.00
2026-02-18T15:16:00Z,52.00,49.00
2026-02-18T15:19:00Z,52.00,49.00
2026-02-18T15:25:00Z,52.00,49.00
2026-02-18T15:36:00Z,52.00,48.00
2026-02-18T15:38:00Z,52.00,48.00
2026-02-18T15:41:00Z,52.00,48.00
2026-02-18T15:43:00Z,52.00,48.00
2026-02-18T15:47:00Z,52.00,48.00
2026-02-18T15:48:00Z,52.00,48.00
2026-02-18T15:54:00Z,52.00,48.00
2026-02-18T16:00:00Z,52.00,48.00
2026-02-18T16:01:00Z,52.00,48.00
2026-02-18T16:04:00Z,52.00,48.00
2026-02-18T16:06:00Z,52.00,48.00
2026-02-18T16:07:00Z,52.00,48.00
2026-02-18T16:12:00Z,52.00,49.00
2026-02-18T16:16:00Z,52.00,49.00
2026-02-18T16:17:00Z,52.00,49.00
2026-02-18T16:28:00Z,52.00,49.00
2026-02-18T16:29:00Z,52.00,49.00
2026-02-18T16:33:00Z,52.00,48.00
2026-02-18T16:43:00Z,52.00,49.00
2026-02-18T16:47:00Z,52.00,48.00
2026-02-18T16:49:00Z,52.00,48.00
2026-02-18T16:51:00Z,52.00,48.00
2026-02-18T17:05:00Z,52.00,48.00
2026-02-18T17:06:00Z,52.00,49.00
2026-02-18T17:13:00Z,52.00,49.00
2026-02-18T17:19:00Z,52.00,49.00
2026-02-18T17:23:00Z,52.00,49.00
2026-02-18T17:25:00Z,52.00,49.00
2026-02-18T17:27:00Z,52.00,49.00
2026-02-18T17:33:00Z,52.00,49.00
2026-02-18T17:34:00Z,52.00,49.00
2026-02-18T17:35:00Z,52.00,49.00
2026-02-18T17:36:00Z,52.00,49.00
2026-02-18T17:38:00Z,52.00,49.00
2026-02-18T17:41:00Z,52.00,48.00
2026-02-18T17:45:00Z,52.00,49.86
2026-02-18T17:53:00Z,52.00,49.00
2026-02-18T17:54:00Z,52.00,50.00
2026-02-18T17:59:00Z,52.00,49.88
2026-02-18T18:03:00Z,52.00,49.00
2026-02-18T18:04:00Z,52.00,49.00
2026-02-18T18:07:00Z,52.00,49.00
2026-02-18T18:08:00Z,52.00,49.00
2026-02-18T18:09:00Z,52.00,49.00
2026-02-18T18:11:00Z,52.00,49.00
2026-02-18T18:13:00Z,52.00,49.00
2026-02-18T18:16:00Z,52.00,49.00
2026-02-18T18:19:00Z,52.00,49.00
2026-02-18T18:22:00Z,52.00,48.00
2026-02-18T18:23:00Z,52.00,48.00
2026-02-18T18:25:00Z,52.00,47.00
2026-02-18T18:27:00Z,52.00,49.00
2026-02-18T18:28:00Z,52.00,49.00
2026-02-18T18:29:00Z,53.00,49.00
2026-02-18T18:30:00Z,53.00,49.00
2026-02-18T18:32:00Z,53.00,49.00
2026-02-18T18:34:00Z,53.00,49.00
2026-02-18T18:37:00Z,53.00,49.00
2026-02-18T18:41:00Z,53.00,49.00
2026-02-18T18:46:00Z,53.00,49.00
2026-02-18T18:50:00Z,53.00,49.00
2026-02-18T18:52:00Z,53.00,49.00
2026-02-18T18:54:00Z,53.00,47.00
2026-02-18T18:55:00Z,53.00,47.00
2026-02-18T18:57:00Z,53.00,47.00
2026-02-18T18:59:00Z,53.00,47.00
2026-02-18T19:01:00Z,53.00,47.00
2026-02-18T19:03:00Z,53.00,47.00
2026-02-18T19:04:00Z,53.00,49.00
2026-02-18T19:06:00Z,53.00,49.00
2026-02-18T19:07:00Z,52.98,49.00
2026-02-18T19:08:00Z,52.00,49.00
2026-02-18T19:09:00Z,52.00,49.00
2026-02-18T19:10:00Z,52.00,49.00
2026-02-18T19:12:00Z,52.00,49.00
2026-02-18T19:14:00Z,52.00,49.00
2026-02-18T19:16:00Z,52.00,49.00
2026-02-18T19:17:00Z,52.00,49.00
2026-02-18T19:18:00Z,52.00,49.00
2026-02-18T19:19:00Z,52.00,49.00
2026-02-18T19:20:00Z,52.00,49.00
2026-02-18T19:21:00Z,52.00,49.00
2026-02-18T19:22:00Z,52.00,49.00
2026-02-18T19:23:00Z,52.00,49.00
2026-02-18T19:25:00Z,52.00,49.00
2026-02-18T19:26:00Z,52.00,49.00
2026-02-18T19:27:00Z,52.00,50.00
2026-02-18T19:28:00Z,52.00,50.00
2026-02-18T19:29:00Z,52.00,50.00
2026-02-18T19:30:00Z,52.00,50.00
2026-02-18T19:31:00Z,52.00,50.00
2026-02-18T19:32:00Z,52.00,50.00
2026-02-18T19:33:00Z,52.00,50.00
2026-02-18T19:34:00Z,52.33,49.00
2026-02-18T19:35:00Z,52.00,49.00
2026-02-18T19:36:00Z,52.00,48.70
2026-02-18T19:37:00Z,52.95,49.00
2026-02-18T19:38:00Z,53.00,48.87
2026-02-18T19:39:00Z,53.00,48.87
2026-02-18T19:40:00Z,54.43,47.78
2026-02-18T19:41:00Z,54.24,48.00
2026-02-18T19:42:00Z,55.91,47.83
2026-02-18T19:43:00Z,57.19,43.52
2026-02-18T19:44:00Z,58.42,42.00
2026-02-18T19:45:00Z,59.05,42.11
2026-02-18T19:46:00Z,66.11,35.97
2026-02-18T19:47:00Z,69.03,31.02
2026-02-18T19:48:00Z,71.04,30.10
2026-02-18T19:49:00Z,73.10,26.60
2026-02-18T19:50:00Z,69.06,26.60
2026-02-18T19:51:00Z,72.97,28.93
2026-02-18T19:52:00Z,73.00,27.17
2026-02-18T19:53:00Z,74.31,26.51
2026-02-18T19:54:00Z,72.30,25.87
2026-02-18T19:55:00Z,72.97,28.06
2026-02-18T19:56:00Z,74.96,26.66
2026-02-18T19:57:00Z,73.82,29.24
2026-02-18T19:58:00Z,70.12,31.29
2026-02-18T19:59:00Z,71.99,30.00
2026-02-18T20:00:00Z,71.54,28.08
2026-02-18T20:01:00Z,73.99,28.43
2026-02-18T20:02:00Z,73.98,26.94
2026-02-18T20:03:00Z,75.27,27.00
2026-02-18T20:04:00Z,77.18,24.64
2026-02-18T20:05:00Z,77.05,23.02
2026-02-18T20:06:00Z,73.54,26.18
2026-02-18T20:07:00Z,74.13,29.76
2026-02-18T20:08:00Z,65.68,37.08
2026-02-18T20:09:00Z,59.79,40.61
2026-02-18T20:10:00Z,56.39,44.97
2026-02-18T20:11:00Z,56.51,44.95
2026-02-18T20:12:00Z,54.63,46.81
2026-02-18T20:13:00Z,56.13,44.01
2026-02-18T20:14:00Z,51.35,49.33
2026-02-18T20:15:00Z,51.59,50.92
2026-02-18T20:16:00Z,51.91,52.56
2026-02-18T20:17:00Z,46.89,51.83
2026-02-18T20:18:00Z,54.68,45.49
2026-02-18T20:19:00Z,55.88,45.00
2026-02-18T20:20:00Z,55.80,45.07
2026-02-18T20:21:00Z,52.18,48.07
2026-02-18T20:22:00Z,56.87,46.09
2026-02-18T20:23:00Z,66.22,34.14
2026-02-18T20:24:00Z,74.36,27.02
2026-02-18T20:25:00Z,75.98,24.36
2026-02-18T20:26:00Z,75.97,24.91
2026-02-18T20:27:00Z,75.58,25.00
2026-02-18T20:28:00Z,75.65,25.00
2026-02-18T20:29:00Z,75.58,24.28
2026-02-18T20:30:00Z,77.81,23.53
2026-02-18T20:31:00Z,74.78,24.61
2026-02-18T20:32:00Z,76.14,26.58
2026-02-18T20:33:00Z,79.70,20.78
2026-02-18T20:34:00Z,78.26,21.35
2026-02-18T20:35:00Z,79.98,21.09
2026-02-18T20:36:00Z,78.34,23.42
2026-02-18T20:37:00Z,79.75,21.96
2026-02-18T20:38:00Z,85.81,17.83
2026-02-18T20:39:00Z,80.81,21.18
2026-02-18T20:40:00Z,77.18,23.68
2026-02-18T20:41:00Z,72.74,26.76
2026-02-18T20:42:00Z,76.24,23.72
2026-02-18T20:43:00Z,80.91,19.79
2026-02-18T20:44:00Z,80.62,19.56
2026-02-18T20:45:00Z,81.62,19.91
2026-02-18T20:46:00Z,86.37,12.73
2026-02-18T20:47:00Z,91.52,10.03
2026-02-18T20:48:00Z,89.97,10.14
2026-02-18T20:49:00Z,86.44,16.75
2026-02-18T20:50:00Z,80.84,20.77
2026-02-18T20:51:00Z,83.12,18.37
2026-02-18T20:52:00Z,84.65,18.28
2026-02-18T20:53:00Z,89.59,11.53
2026-02-18T20:54:00Z,85.37,13.32
2026-02-18T20:55:00Z,83.08,18.61
2026-02-18T20:56:00Z,86.08,11.71
2026-02-18T20:57:00Z,94.06,7.22
2026-02-18T20:58:00Z,94.23,5.40
2026-02-18T20:59:00Z,87.99,8.98
2026-02-18T21:00:00Z,83.08,16.92
2026-02-18T21:01:00Z,82.31,17.87
2026-02-18T21:02:00Z,82.88,17.66
2026-02-18T21:03:00Z,83.40,14.09
2026-02-18T21:04:00Z,86.76,12.96
2026-02-18T21:05:00Z,93.04,8.04
2026-02-18T21:06:00Z,95.62,5.45
2026-02-18T21:07:00Z,97.60,3.02
2026-02-18T21:08:00Z,97.61,2.17
2026-02-18T21:09:00Z,97.84,2.25
2026-02-18T21:10:00Z,97.91,2.92
2026-02-18T21:11:00Z,96.26,4.00
2026-02-18T21:12:00Z,97.74,3.40
2026-02-18T21:13:00Z,92.26,7.17
2026-02-18T21:14:00Z,85.29,12.21
2026-02-18T21:15:00Z,83.69,16.57
2026-02-18T21:16:00Z,84.10,16.91
2026-02-18T21:17:00Z,79.60,22.34
2026-02-18T21:18:00Z,74.26,25.81
2026-02-18T21:19:00Z,78.69,23.15
2026-02-18T21:20:00Z,78.77,21.45
2026-02-18T21:21:00Z,73.71,22.80
2026-02-18T21:22:00Z,76.38,22.88
2026-02-18T21:23:00Z,76.85,24.25
2026-02-18T21:24:00Z,78.89,21.38
2026-02-18T21:25:00Z,81.88,19.19
2026-02-18T21:26:00Z,80.75,20.00
2026-02-18T21:27:00Z,81.22,21.31
2026-02-18T21:28:00Z,84.26,17.42
2026-02-18T21:29:00Z,80.79,17.94
2026-02-18T21:30:00Z,81.52,21.53
2026-02-18T21:31:00Z,77.41,23.27
2026-02-18T21:32:00Z,78.45,22.04
2026-02-18T21:33:00Z,68.97,29.71
2026-02-18T21:34:00Z,56.83,44.35
2026-02-18T21:35:00Z,50.85,48.34
2026-02-18T21:36:00Z,42.71,52.33
2026-02-18T21:37:00Z,44.96,54.91
2026-02-18T21:38:00Z,45.36,55.02
2026-02-18T21:39:00Z,46.28,53.12
2026-02-18T21:40:00Z,44.14,56.01
2026-02-18T21:41:00Z,44.31,57.11
2026-02-18T21:42:00Z,45.00,57.16
2026-02-18T21:43:00Z,45.26,56.59
2026-02-18T21:44:00Z,45.32,56.10
2026-02-18T21:45:00Z,45.93,56.46
2026-02-18T21:46:00Z,47.29,56.79
2026-02-18T21:47:00Z,48.97,54.49
2026-02-18T21:48:00Z,46.38,55.77
2026-02-18T21:49:00Z,43.90,57.50
2026-02-18T21:50:00Z,37.98,62.75
2026-02-18T21:51:00Z,39.48,62.40
2026-02-18T21:52:00Z,45.63,55.21
2026-02-18T21:53:00Z,48.67,53.71
2026-02-18T21:54:00Z,52.86,48.72
2026-02-18T21:55:00Z,49.24,53.79
2026-02-18T21:56:00Z,48.63,54.66
2026-02-18T21:57:00Z,48.62,51.70
2026-02-18T21:58:00Z,49.93,51.97
2026-02-18T21:59:00Z,44.74,56.40
2026-02-18T22:00:00Z,43.15,57.89
2026-02-18T22:01:00Z,43.14,58.15
2026-02-18T22:02:00Z,46.54,56.66
2026-02-18T22:03:00Z,39.91,62.69
2026-02-18T22:04:00Z,47.49,53.42
2026-02-18T22:05:00Z,49.64,53.32
2026-02-18T22:06:00Z,46.09,57.11
2026-02-18T22:07:00Z,49.99,48.66
2026-02-18T22:08:00Z,44.57,57.47
2026-02-18T22:09:00Z,44.18,57.43
2026-02-18T22:10:00Z,47.28,56.09
2026-02-18T22:11:00Z,51.71,49.67
2026-02-18T22:12:00Z,50.66,49.83
2026-02-18T22:13:00Z,51.36,50.44
2026-02-18T22:14:00Z,56.87,43.41
2026-02-18T22:15:00Z,57.85,45.04
2026-02-18T22:16:00Z,47.58,54.03
2026-02-18T22:17:00Z,41.76,59.43
2026-02-18T22:18:00Z,42.74,58.75
2026-02-18T22:19:00Z,44.87,54.79
2026-02-18T22:20:00Z,50.05,50.43
2026-02-18T22:21:00Z,52.21,47.97
2026-02-18T22:22:00Z,60.64,40.16
2026-02-18T22:23:00Z,70.09,28.98
2026-02-18T22:24:00Z,83.17,16.63
2026-02-18T22:25:00Z,89.69,10.73
2026-02-18T22:26:00Z,90.58,10.79
2026-02-18T22:27:00Z,86.87,12.72
2026-02-18T22:28:00Z,94.21,8.70
2026-02-18T22:29:00Z,98.11,2.30
2026-02-18T22:30:00Z,99.00,1.00
2026-02-18T22:31:00Z,99.00,1.00
2026-02-18T22:32:00Z,99.00,1.00
2026-02-18T22:33:00Z,99.00,1.00
2026-02-18T22:34:00Z,99.00,1.00
2026-02-18T22:35:00Z,99.00,1.00
2026-02-18T22:36:00Z,99.00,1.00
