# event_ticker=KXATPCHALLENGERMATCH-26MAY26ALBJAN
# final_score=6-3 RET
# match_winner=Radu Albot
# fav_player=Radu Albot
# dog_player=Maxime Janvier
# kalshi_date=2026-05-26
timestamp,Radu Albot,Maxime Janvier
2026-05-26T07:09:00Z,58.99,43.60
2026-05-26T07:10:00Z,58.00,43.60
2026-05-26T07:12:00Z,64.00,43.60
2026-05-26T07:13:00Z,64.00,42.17
2026-05-26T07:14:00Z,67.39,35.76
2026-05-26T07:15:00Z,61.40,43.13
2026-05-26T07:16:00Z,54.73,44.70
2026-05-26T07:17:00Z,60.01,42.00
2026-05-26T07:18:00Z,60.00,41.00
2026-05-26T07:19:00Z,61.05,41.00
2026-05-26T07:20:00Z,61.95,41.33
2026-05-26T07:21:00Z,59.11,42.00
2026-05-26T07:22:00Z,59.55,40.11
2026-05-26T07:23:00Z,72.99,28.26
2026-05-26T07:24:00Z,73.17,27.20
2026-05-26T07:25:00Z,72.00,32.11
2026-05-26T07:26:00Z,69.75,34.43
2026-05-26T07:27:00Z,73.58,26.62
2026-05-26T07:28:00Z,75.13,26.62
2026-05-26T07:29:00Z,76.01,26.62
2026-05-26T07:30:00Z,76.01,25.99
2026-05-26T07:31:00Z,76.00,25.99
2026-05-26T07:32:00Z,73.02,26.00
2026-05-26T07:33:00Z,72.36,28.00
2026-05-26T07:34:00Z,75.35,26.00
2026-05-26T07:35:00Z,72.65,29.19
2026-05-26T07:36:00Z,61.00,33.48
2026-05-26T07:37:00Z,60.81,40.00
2026-05-26T07:38:00Z,63.00,39.64
2026-05-26T07:39:00Z,63.15,38.27
2026-05-26T07:40:00Z,65.57,35.00
2026-05-26T07:41:00Z,63.38,36.03
2026-05-26T07:42:00Z,61.20,35.25
2026-05-26T07:43:00Z,60.63,39.50
2026-05-26T07:44:00Z,61.97,41.65
2026-05-26T07:45:00Z,63.33,35.00
2026-05-26T07:46:00Z,62.74,36.15
2026-05-26T07:47:00Z,54.53,45.59
2026-05-26T07:48:00Z,54.73,44.89
2026-05-26T07:49:00Z,53.67,47.88
2026-05-26T07:50:00Z,55.14,47.61
2026-05-26T07:51:00Z,58.98,43.36
2026-05-26T07:52:00Z,63.01,37.00
2026-05-26T07:53:00Z,64.10,39.00
2026-05-26T07:54:00Z,63.08,36.11
2026-05-26T07:55:00Z,62.82,36.24
2026-05-26T07:56:00Z,68.83,30.48
2026-05-26T07:57:00Z,65.53,36.89
2026-05-26T07:58:00Z,60.41,40.69
2026-05-26T07:59:00Z,73.90,27.39
2026-05-26T08:00:00Z,73.76,27.25
2026-05-26T08:01:00Z,70.93,28.38
2026-05-26T08:02:00Z,71.97,29.62
2026-05-26T08:03:00Z,76.19,29.62
2026-05-26T08:04:00Z,95.29,3.39
2026-05-26T08:05:00Z,99.00,3.39
2026-05-26T08:06:00Z,99.00,1.00
