# event_ticker=KXATPCHALLENGERMATCH-26MAY26ALBJAN
# final_score=6-3 RET
# match_winner=Radu Albot
# fav_player=Radu Albot
# dog_player=Maxime Janvier
# kalshi_date=2026-05-26
timestamp,Radu Albot,Maxime Janvier
2026-05-25T22:25:00Z,58.00,
2026-05-25T23:18:00Z,58.00,50.00
2026-05-25T23:20:00Z,52.00,50.00
2026-05-25T23:22:00Z,56.00,50.00
2026-05-26T00:30:00Z,56.00,49.00
2026-05-26T00:56:00Z,56.00,48.63
2026-05-26T01:39:00Z,56.00,50.00
2026-05-26T02:07:00Z,56.00,47.59
2026-05-26T02:16:00Z,56.00,47.00
2026-05-26T02:26:00Z,56.00,48.00
2026-05-26T02:34:00Z,56.00,48.73
2026-05-26T02:35:00Z,56.00,47.60
2026-05-26T02:38:00Z,56.00,46.00
2026-05-26T02:40:00Z,56.00,46.00
2026-05-26T02:43:00Z,57.00,46.00
2026-05-26T02:49:00Z,57.00,48.00
2026-05-26T02:51:00Z,57.00,48.00
2026-05-26T02:52:00Z,58.00,48.00
2026-05-26T02:58:00Z,58.00,48.00
2026-05-26T02:59:00Z,58.90,48.00
2026-05-26T03:00:00Z,59.00,50.00
2026-05-26T03:02:00Z,59.00,50.00
2026-05-26T03:05:00Z,57.00,45.56
2026-05-26T03:09:00Z,58.00,45.56
2026-05-26T03:11:00Z,58.80,45.00
2026-05-26T03:16:00Z,58.80,46.00
2026-05-26T03:21:00Z,58.00,46.00
2026-05-26T03:25:00Z,59.00,44.00
2026-05-26T03:27:00Z,59.00,44.00
2026-05-26T03:30:00Z,59.00,44.00
2026-05-26T03:33:00Z,59.00,44.00
2026-05-26T03:34:00Z,59.00,44.00
2026-05-26T03:36:00Z,59.00,44.00
2026-05-26T03:37:00Z,59.00,49.31
2026-05-26T03:41:00Z,59.00,43.00
2026-05-26T03:42:00Z,60.00,43.00
2026-05-26T03:43:00Z,58.00,45.00
2026-05-26T03:49:00Z,59.00,45.00
2026-05-26T03:55:00Z,59.00,47.00
2026-05-26T03:56:00Z,59.20,47.00
2026-05-26T03:58:00Z,58.65,46.00
2026-05-26T04:01:00Z,58.00,45.00
2026-05-26T04:02:00Z,58.00,46.33
2026-05-26T04:05:00Z,59.81,46.33
2026-05-26T04:07:00Z,62.58,46.33
2026-05-26T04:08:00Z,59.43,46.74
2026-05-26T04:09:00Z,58.00,46.00
2026-05-26T04:13:00Z,59.00,46.00
2026-05-26T04:19:00Z,59.68,46.00
2026-05-26T04:20:00Z,59.00,46.00
2026-05-26T04:21:00Z,59.94,46.00
2026-05-26T04:24:00Z,58.00,46.00
2026-05-26T04:26:00Z,59.00,46.00
2026-05-26T04:27:00Z,52.92,46.00
2026-05-26T04:28:00Z,54.25,46.35
2026-05-26T04:29:00Z,58.97,46.35
2026-05-26T04:32:00Z,58.00,46.35
2026-05-26T04:33:00Z,60.58,43.00
2026-05-26T04:36:00Z,62.00,43.08
2026-05-26T04:42:00Z,61.00,47.17
2026-05-26T04:43:00Z,60.73,47.17
2026-05-26T04:46:00Z,60.73,43.00
2026-05-26T04:48:00Z,70.00,43.00
2026-05-26T05:01:00Z,70.00,46.00
2026-05-26T05:07:00Z,58.20,46.00
2026-05-26T05:08:00Z,59.00,46.00
2026-05-26T05:17:00Z,59.00,46.00
2026-05-26T05:32:00Z,59.00,46.00
2026-05-26T05:35:00Z,59.00,46.00
2026-05-26T05:46:00Z,54.00,47.80
2026-05-26T05:47:00Z,52.00,50.00
2026-05-26T05:48:00Z,51.71,50.14
2026-05-26T05:49:00Z,50.00,51.98
2026-05-26T05:50:00Z,50.00,51.00
2026-05-26T05:51:00Z,50.00,51.00
2026-05-26T05:54:00Z,50.00,51.00
2026-05-26T05:59:00Z,50.00,49.00
2026-05-26T06:00:00Z,55.06,49.08
2026-05-26T06:01:00Z,55.06,50.00
2026-05-26T06:02:00Z,55.06,49.73
2026-05-26T06:11:00Z,55.06,50.00
2026-05-26T06:16:00Z,55.00,50.00
2026-05-26T06:17:00Z,55.62,46.00
2026-05-26T06:18:00Z,57.00,46.00
2026-05-26T06:19:00Z,57.00,45.00
2026-05-26T06:21:00Z,57.00,50.18
2026-05-26T06:23:00Z,57.00,50.00
2026-05-26T06:27:00Z,57.00,50.00
2026-05-26T06:29:00Z,58.00,44.28
2026-05-26T06:30:00Z,58.34,43.62
2026-05-26T06:33:00Z,57.00,43.62
2026-05-26T06:34:00Z,57.00,46.00
2026-05-26T06:35:00Z,57.00,45.00
2026-05-26T06:36:00Z,57.00,49.48
2026-05-26T06:37:00Z,57.00,49.90
2026-05-26T06:38:00Z,57.00,50.00
2026-05-26T06:40:00Z,57.00,50.00
2026-05-26T06:41:00Z,57.90,50.00
2026-05-26T06:44:00Z,57.00,50.00
2026-05-26T06:45:00Z,57.00,47.62
2026-05-26T06:46:00Z,57.00,47.62
2026-05-26T06:47:00Z,57.00,45.00
2026-05-26T06:48:00Z,57.00,44.88
2026-05-26T06:49:00Z,57.00,49.00
2026-05-26T06:50:00Z,57.00,49.00
2026-05-26T06:52:00Z,58.00,49.00
2026-05-26T06:54:00Z,58.00,49.00
2026-05-26T06:57:00Z,58.00,48.66
2026-05-26T06:58:00Z,55.00,48.66
2026-05-26T07:00:00Z,57.95,48.66
2026-05-26T07:02:00Z,57.00,48.66
2026-05-26T07:03:00Z,57.90,48.66
2026-05-26T07:04:00Z,58.89,47.00
2026-05-26T07:05:00Z,59.38,42.00
2026-05-26T07:06:00Z,64.05,39.00
2026-05-26T07:08:00Z,64.05,43.60
