# event_ticker=KXATPCHALLENGERMATCH-26APR17GLIKEN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Jack Kennedy
# fav_player=Daniil Glinka
# dog_player=Jack Kennedy
# kalshi_date=2026-04-17
timestamp,Daniil Glinka,Jack Kennedy
2026-04-17T09:51:00Z,,32.00
2026-04-17T10:02:00Z,70.00,32.00
2026-04-17T10:11:00Z,70.00,32.00
2026-04-17T10:34:00Z,70.00,32.00
2026-04-17T10:41:00Z,70.00,32.00
2026-04-17T11:07:00Z,70.00,32.00
2026-04-17T11:52:00Z,70.00,32.00
2026-04-17T12:09:00Z,70.00,32.00
2026-04-17T12:20:00Z,70.00,32.00
2026-04-17T12:23:00Z,67.67,31.72
2026-04-17T12:41:00Z,69.00,31.72
2026-04-17T12:42:00Z,69.00,31.72
2026-04-17T13:19:00Z,69.00,33.00
2026-04-17T13:30:00Z,69.00,33.00
2026-04-17T13:32:00Z,67.26,33.00
2026-04-17T13:43:00Z,69.00,33.00
2026-04-17T13:52:00Z,69.00,33.00
2026-04-17T13:53:00Z,69.00,33.00
2026-04-17T14:12:00Z,69.00,33.00
2026-04-17T14:16:00Z,69.00,33.00
2026-04-17T14:23:00Z,69.00,33.00
2026-04-17T14:24:00Z,69.00,33.00
2026-04-17T14:36:00Z,68.00,33.00
2026-04-17T14:41:00Z,68.00,32.00
2026-04-17T14:42:00Z,69.00,32.00
2026-04-17T15:05:00Z,69.00,32.73
2026-04-17T15:11:00Z,69.00,32.73
2026-04-17T15:21:00Z,69.00,32.73
2026-04-17T15:30:00Z,69.00,32.73
2026-04-17T15:41:00Z,69.00,32.73
2026-04-17T15:48:00Z,69.00,33.00
2026-04-17T15:55:00Z,69.01,33.00
2026-04-17T15:56:00Z,69.01,33.00
2026-04-17T16:01:00Z,69.00,33.00
2026-04-17T16:04:00Z,69.00,33.00
2026-04-17T16:13:00Z,69.00,33.00
2026-04-17T16:26:00Z,69.00,33.00
2026-04-17T16:27:00Z,69.00,33.00
2026-04-17T16:29:00Z,68.00,33.00
2026-04-17T16:36:00Z,68.00,33.00
2026-04-17T16:43:00Z,68.00,33.00
2026-04-17T16:44:00Z,68.00,33.00
2026-04-17T16:48:00Z,68.00,33.00
2026-04-17T16:51:00Z,68.00,33.00
2026-04-17T16:52:00Z,68.00,33.00
2026-04-17T16:58:00Z,68.00,33.00
2026-04-17T16:59:00Z,68.00,33.00
2026-04-17T17:01:00Z,68.00,33.00
2026-04-17T17:02:00Z,68.00,33.00
2026-04-17T17:03:00Z,68.00,33.00
2026-04-17T17:04:00Z,68.00,33.00
2026-04-17T17:05:00Z,68.00,33.00
2026-04-17T17:06:00Z,68.00,33.00
2026-04-17T17:07:00Z,68.00,33.00
2026-04-17T17:10:00Z,68.00,33.00
2026-04-17T17:16:00Z,68.14,33.00
2026-04-17T17:20:00Z,68.14,33.00
2026-04-17T17:22:00Z,67.76,33.00
2026-04-17T17:23:00Z,67.76,33.00
2026-04-17T17:26:00Z,69.00,33.00
2026-04-17T17:27:00Z,69.00,33.00
2026-04-17T17:28:00Z,70.04,33.00
2026-04-17T17:32:00Z,70.04,33.00
2026-04-17T17:33:00Z,70.00,33.00
2026-04-17T17:36:00Z,70.00,33.00
2026-04-17T17:39:00Z,70.00,33.00
2026-04-17T17:40:00Z,67.20,33.00
2026-04-17T17:42:00Z,67.20,33.00
2026-04-17T17:43:00Z,69.78,33.00
2026-04-17T17:49:00Z,68.00,33.00
2026-04-17T17:50:00Z,68.00,33.00
2026-04-17T17:52:00Z,70.00,33.00
2026-04-17T17:54:00Z,70.00,33.00
2026-04-17T17:55:00Z,70.00,33.00
2026-04-17T17:56:00Z,70.00,33.00
2026-04-17T17:57:00Z,70.00,33.00
2026-04-17T17:58:00Z,70.00,33.00
2026-04-17T17:59:00Z,70.00,33.00
2026-04-17T18:01:00Z,70.00,33.00
2026-04-17T18:03:00Z,68.33,33.00
2026-04-17T18:06:00Z,70.00,33.00
2026-04-17T18:07:00Z,70.00,33.00
2026-04-17T18:09:00Z,70.00,33.00
2026-04-17T18:10:00Z,70.00,33.00
2026-04-17T18:11:00Z,70.00,33.00
2026-04-17T18:16:00Z,70.00,33.00
2026-04-17T18:17:00Z,68.04,33.00
2026-04-17T18:18:00Z,69.80,33.00
2026-04-17T18:19:00Z,70.00,33.00
2026-04-17T18:20:00Z,70.00,32.95
2026-04-17T18:22:00Z,70.00,33.00
2026-04-17T18:26:00Z,69.00,33.00
2026-04-17T18:27:00Z,70.00,33.00
2026-04-17T18:28:00Z,70.53,33.00
2026-04-17T18:29:00Z,71.00,33.00
2026-04-17T18:30:00Z,71.00,32.99
2026-04-17T18:31:00Z,70.00,32.99
2026-04-17T18:35:00Z,70.00,32.96
2026-04-17T18:36:00Z,70.00,31.00
2026-04-17T18:38:00Z,70.00,31.00
2026-04-17T18:39:00Z,70.00,31.00
2026-04-17T18:41:00Z,71.00,31.00
2026-04-17T18:43:00Z,71.00,31.00
2026-04-17T18:44:00Z,71.00,31.00
2026-04-17T18:45:00Z,71.00,31.00
2026-04-17T18:48:00Z,71.00,31.00
2026-04-17T18:50:00Z,71.00,31.00
2026-04-17T18:51:00Z,71.00,31.00
2026-04-17T18:53:00Z,71.00,30.00
2026-04-17T18:54:00Z,71.00,30.00
2026-04-17T18:56:00Z,71.00,31.00
2026-04-17T18:57:00Z,71.00,31.00
2026-04-17T18:58:00Z,71.00,31.00
2026-04-17T19:03:00Z,71.00,31.00
2026-04-17T19:05:00Z,71.00,30.00
