# event_ticker=KXATPMATCH-25OCT15CAZMOC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Shintaro Mochizuki
# fav_player=Arthur Cazaux
# dog_player=Shintaro Mochizuki
# kalshi_date=2025-10-15
timestamp,Arthur Cazaux,Shintaro Mochizuki
2025-10-14T20:47:00Z,,29.00
2025-10-14T20:50:00Z,72.00,29.00
2025-10-14T20:54:00Z,72.00,29.00
2025-10-14T20:56:00Z,72.00,29.00
2025-10-14T21:07:00Z,72.00,28.00
2025-10-14T21:31:00Z,74.00,28.00
2025-10-14T21:39:00Z,74.00,27.00
2025-10-14T21:56:00Z,73.00,27.00
2025-10-14T22:40:00Z,73.00,27.00
2025-10-14T23:09:00Z,73.00,27.00
2025-10-14T23:49:00Z,73.00,27.00
2025-10-15T00:11:00Z,73.00,27.00
2025-10-15T00:35:00Z,73.00,27.00
2025-10-15T00:39:00Z,74.00,27.00
2025-10-15T00:40:00Z,74.00,27.00
2025-10-15T00:57:00Z,73.00,27.00
2025-10-15T01:14:00Z,73.00,28.00
2025-10-15T01:16:00Z,73.00,28.00
2025-10-15T01:18:00Z,73.00,28.00
2025-10-15T01:33:00Z,73.00,28.00
2025-10-15T01:34:00Z,74.00,28.00
2025-10-15T01:48:00Z,74.00,28.00
2025-10-15T01:49:00Z,74.00,28.00
2025-10-15T01:57:00Z,74.00,28.00
2025-10-15T01:59:00Z,72.00,28.00
2025-10-15T02:06:00Z,74.00,28.00
2025-10-15T02:07:00Z,74.00,28.00
2025-10-15T02:17:00Z,74.00,28.00
2025-10-15T02:19:00Z,74.00,28.00
2025-10-15T02:27:00Z,74.42,28.00
2025-10-15T02:36:00Z,75.00,28.00
2025-10-15T02:42:00Z,75.00,28.00
2025-10-15T02:46:00Z,75.00,27.00
2025-10-15T02:49:00Z,75.00,27.00
2025-10-15T02:52:00Z,75.00,27.00
2025-10-15T03:00:00Z,75.00,27.00
2025-10-15T03:04:00Z,75.00,26.00
2025-10-15T03:07:00Z,75.00,26.00
2025-10-15T03:10:00Z,75.00,26.00
2025-10-15T03:11:00Z,75.00,26.00
2025-10-15T03:12:00Z,74.00,26.00
2025-10-15T03:14:00Z,74.00,26.00
2025-10-15T03:16:00Z,74.00,25.05
2025-10-15T03:18:00Z,75.00,25.05
2025-10-15T03:19:00Z,75.00,25.05
2025-10-15T03:21:00Z,75.00,26.00
2025-10-15T03:24:00Z,75.00,26.00
2025-10-15T03:25:00Z,75.00,26.00
2025-10-15T03:34:00Z,75.00,26.00
2025-10-15T03:37:00Z,75.00,26.00
2025-10-15T03:39:00Z,75.00,26.00
2025-10-15T03:41:00Z,75.00,26.00
2025-10-15T03:46:00Z,75.00,26.00
2025-10-15T03:47:00Z,75.00,26.00
2025-10-15T03:48:00Z,75.00,26.00
2025-10-15T04:08:00Z,75.00,26.00
2025-10-15T04:12:00Z,74.00,26.00
2025-10-15T04:13:00Z,75.00,26.00
2025-10-15T04:20:00Z,75.00,26.00
2025-10-15T04:24:00Z,75.00,26.00
2025-10-15T04:35:00Z,75.00,26.00
2025-10-15T04:37:00Z,75.00,26.00
2025-10-15T04:39:00Z,75.00,26.00
2025-10-15T04:40:00Z,75.00,26.00
2025-10-15T04:41:00Z,75.00,26.00
2025-10-15T04:42:00Z,75.00,26.00
2025-10-15T04:43:00Z,75.00,26.00
2025-10-15T04:44:00Z,75.00,26.00
2025-10-15T04:45:00Z,75.00,26.00
2025-10-15T04:46:00Z,75.00,26.00
2025-10-15T04:47:00Z,75.00,26.00
2025-10-15T04:48:00Z,75.00,26.00
2025-10-15T04:49:00Z,75.00,26.00
2025-10-15T04:57:00Z,75.00,26.00
2025-10-15T05:00:00Z,75.00,26.00
2025-10-15T05:05:00Z,75.00,26.00
2025-10-15T05:10:00Z,75.00,26.00
2025-10-15T05:11:00Z,75.00,26.00
2025-10-15T05:12:00Z,74.00,26.00
2025-10-15T05:13:00Z,74.00,26.00
2025-10-15T05:18:00Z,74.00,26.00
2025-10-15T05:19:00Z,74.00,25.00
2025-10-15T05:20:00Z,75.00,25.00
2025-10-15T05:22:00Z,75.00,25.00
2025-10-15T05:23:00Z,75.00,25.00
2025-10-15T05:25:00Z,75.00,26.00
2025-10-15T05:26:00Z,75.00,26.00
2025-10-15T05:27:00Z,75.00,26.00
2025-10-15T05:28:00Z,75.00,26.00
2025-10-15T05:29:00Z,75.00,26.00
2025-10-15T05:31:00Z,75.00,26.00
2025-10-15T05:33:00Z,75.00,26.00
2025-10-15T05:37:00Z,75.50,26.00
2025-10-15T05:40:00Z,75.50,26.00
2025-10-15T05:41:00Z,76.00,26.00
2025-10-15T05:42:00Z,76.00,26.00
2025-10-15T05:45:00Z,76.00,26.00
2025-10-15T05:46:00Z,76.00,26.00
2025-10-15T05:47:00Z,76.00,26.00
2025-10-15T05:50:00Z,76.00,26.00
2025-10-15T05:52:00Z,74.25,26.00
2025-10-15T05:53:00Z,76.00,26.00
2025-10-15T05:54:00Z,76.00,26.00
2025-10-15T05:55:00Z,76.00,26.00
2025-10-15T05:57:00Z,76.00,26.00
2025-10-15T05:58:00Z,76.00,26.00
2025-10-15T06:00:00Z,76.00,26.00
2025-10-15T06:03:00Z,75.00,26.00
2025-10-15T06:04:00Z,76.00,26.00
2025-10-15T06:05:00Z,75.49,26.00
