# event_ticker=KXATPMATCH-25OCT15CAZMOC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Shintaro Mochizuki
# fav_player=Arthur Cazaux
# dog_player=Shintaro Mochizuki
# kalshi_date=2025-10-15
timestamp,Arthur Cazaux,Shintaro Mochizuki
2025-10-15T06:06:00Z,74.94,26.00
2025-10-15T06:07:00Z,75.00,26.22
2025-10-15T06:08:00Z,75.00,27.00
2025-10-15T06:09:00Z,75.00,27.00
2025-10-15T06:10:00Z,74.00,27.00
2025-10-15T06:11:00Z,74.32,28.00
2025-10-15T06:12:00Z,71.10,26.85
2025-10-15T06:13:00Z,76.00,24.75
2025-10-15T06:14:00Z,77.00,25.30
2025-10-15T06:15:00Z,77.00,26.00
2025-10-15T06:16:00Z,77.00,29.43
2025-10-15T06:17:00Z,74.00,29.00
2025-10-15T06:18:00Z,74.00,28.00
2025-10-15T06:19:00Z,72.51,28.04
2025-10-15T06:20:00Z,73.00,26.99
2025-10-15T06:21:00Z,76.00,26.99
2025-10-15T06:22:00Z,77.93,20.00
2025-10-15T06:23:00Z,81.00,19.07
2025-10-15T06:24:00Z,77.97,21.73
2025-10-15T06:25:00Z,76.00,26.67
2025-10-15T06:26:00Z,73.01,30.62
2025-10-15T06:27:00Z,63.34,36.53
2025-10-15T06:28:00Z,63.34,40.79
2025-10-15T06:29:00Z,59.91,42.00
2025-10-15T06:30:00Z,60.68,39.10
2025-10-15T06:31:00Z,61.00,41.48
2025-10-15T06:32:00Z,61.00,37.85
2025-10-15T06:33:00Z,62.05,38.80
2025-10-15T06:34:00Z,56.00,45.88
2025-10-15T06:35:00Z,56.00,45.88
2025-10-15T06:36:00Z,56.75,43.08
2025-10-15T06:37:00Z,57.00,43.80
2025-10-15T06:38:00Z,57.00,45.46
2025-10-15T06:39:00Z,55.00,45.89
2025-10-15T06:40:00Z,60.00,41.00
2025-10-15T06:41:00Z,60.00,44.17
2025-10-15T06:42:00Z,50.18,57.50
2025-10-15T06:43:00Z,48.14,52.90
2025-10-15T06:45:00Z,51.86,50.91
2025-10-15T06:46:00Z,55.85,47.92
2025-10-15T06:47:00Z,59.07,39.01
2025-10-15T06:48:00Z,52.00,49.19
2025-10-15T06:49:00Z,59.81,38.77
2025-10-15T06:50:00Z,59.34,44.60
2025-10-15T06:51:00Z,50.72,51.36
2025-10-15T06:52:00Z,50.66,50.67
2025-10-15T06:53:00Z,50.66,52.52
2025-10-15T06:54:00Z,52.00,49.09
2025-10-15T06:55:00Z,53.00,48.00
2025-10-15T06:56:00Z,53.15,49.00
2025-10-15T06:57:00Z,51.00,49.78
2025-10-15T06:58:00Z,51.12,53.07
2025-10-15T06:59:00Z,47.79,52.95
2025-10-15T07:00:00Z,50.00,50.00
2025-10-15T07:02:00Z,49.51,52.93
2025-10-15T07:03:00Z,42.64,57.07
2025-10-15T07:04:00Z,34.76,63.41
2025-10-15T07:05:00Z,26.94,73.13
2025-10-15T07:06:00Z,28.80,70.10
2025-10-15T07:07:00Z,23.33,79.56
2025-10-15T07:08:00Z,15.54,81.25
2025-10-15T07:09:00Z,25.23,80.52
2025-10-15T07:10:00Z,23.05,74.93
2025-10-15T07:11:00Z,18.98,83.00
2025-10-15T07:12:00Z,24.05,83.00
2025-10-15T07:14:00Z,10.77,83.00
2025-10-15T07:15:00Z,10.77,87.74
2025-10-15T07:16:00Z,11.63,88.00
2025-10-15T07:17:00Z,19.62,87.00
2025-10-15T07:18:00Z,17.79,90.76
2025-10-15T07:19:00Z,15.82,90.11
2025-10-15T07:20:00Z,14.54,85.11
2025-10-15T07:21:00Z,20.44,84.78
2025-10-15T07:22:00Z,17.73,85.34
2025-10-15T07:23:00Z,21.90,77.00
2025-10-15T07:24:00Z,15.00,85.69
2025-10-15T07:25:00Z,15.11,87.33
2025-10-15T07:26:00Z,15.09,83.89
2025-10-15T07:27:00Z,15.95,85.65
2025-10-15T07:28:00Z,14.00,85.62
2025-10-15T07:29:00Z,17.00,85.00
2025-10-15T07:30:00Z,14.00,85.00
2025-10-15T07:31:00Z,11.20,91.51
2025-10-15T07:32:00Z,7.17,94.28
2025-10-15T07:33:00Z,6.25,95.35
2025-10-15T07:34:00Z,8.58,94.20
2025-10-15T07:35:00Z,9.26,93.11
2025-10-15T07:36:00Z,5.05,95.09
2025-10-15T07:37:00Z,1.77,98.67
2025-10-15T07:38:00Z,1.00,99.00
2025-10-15T07:39:00Z,1.45,98.49
2025-10-15T07:40:00Z,1.45,99.00
2025-10-15T07:41:00Z,1.00,99.00
2025-10-15T07:42:00Z,1.00,99.00
2025-10-15T07:44:00Z,1.00,99.00
2025-10-15T07:46:00Z,1.00,99.00
