# event_ticker=KXATPCHALLENGERMATCH-26JUN01SCHDOD
# final_score=6-4 2-6 6-4
# match_winner=Matej Dodig
# fav_player=Matej Dodig
# dog_player=Joel Schwaerzler
# kalshi_date=2026-06-01
timestamp,Joel Schwaerzler,Matej Dodig
2026-06-01T01:11:00Z,63.00,
2026-06-01T02:05:00Z,63.00,
2026-06-01T02:18:00Z,63.00,
2026-06-01T02:57:00Z,63.00,
2026-06-01T03:44:00Z,63.00,40.00
2026-06-01T04:00:00Z,63.00,40.00
2026-06-01T04:18:00Z,63.00,40.00
2026-06-01T04:23:00Z,63.00,40.00
2026-06-01T04:26:00Z,63.00,40.00
2026-06-01T04:28:00Z,61.00,40.00
2026-06-01T04:53:00Z,61.00,39.00
2026-06-01T04:57:00Z,63.00,39.00
2026-06-01T04:59:00Z,64.00,39.00
2026-06-01T05:03:00Z,64.00,39.00
2026-06-01T05:16:00Z,64.00,37.00
2026-06-01T05:18:00Z,64.00,37.00
2026-06-01T05:23:00Z,64.00,37.00
2026-06-01T05:38:00Z,64.00,37.00
2026-06-01T05:41:00Z,63.96,37.00
2026-06-01T05:44:00Z,64.00,37.00
2026-06-01T05:46:00Z,64.00,37.00
2026-06-01T05:54:00Z,64.00,37.23
2026-06-01T06:26:00Z,63.00,37.23
2026-06-01T06:44:00Z,63.00,39.00
2026-06-01T08:00:00Z,63.26,39.00
2026-06-01T08:03:00Z,64.00,39.00
2026-06-01T08:55:00Z,64.00,40.00
2026-06-01T08:57:00Z,64.00,40.00
2026-06-01T10:45:00Z,64.00,40.00
2026-06-01T10:51:00Z,63.00,40.00
2026-06-01T11:13:00Z,64.00,40.00
2026-06-01T11:56:00Z,64.00,40.00
2026-06-01T12:09:00Z,64.00,40.00
2026-06-01T12:10:00Z,64.00,40.00
2026-06-01T12:18:00Z,63.00,40.00
2026-06-01T12:33:00Z,63.00,40.00
2026-06-01T12:34:00Z,63.00,40.00
2026-06-01T12:36:00Z,60.00,40.00
2026-06-01T12:45:00Z,63.00,40.00
2026-06-01T12:47:00Z,63.00,41.00
2026-06-01T12:48:00Z,55.55,46.25
2026-06-01T12:49:00Z,57.75,45.00
2026-06-01T12:50:00Z,47.00,51.56
2026-06-01T12:51:00Z,46.50,55.50
2026-06-01T12:52:00Z,43.40,57.00
2026-06-01T12:53:00Z,42.98,57.59
2026-06-01T12:54:00Z,43.93,57.00
2026-06-01T12:55:00Z,46.00,57.00
2026-06-01T12:56:00Z,46.00,54.00
2026-06-01T12:57:00Z,49.00,54.42
2026-06-01T12:58:00Z,49.00,54.00
2026-06-01T12:59:00Z,48.53,48.05
2026-06-01T13:00:00Z,45.00,54.88
2026-06-01T13:01:00Z,43.00,59.97
2026-06-01T13:02:00Z,41.98,58.84
2026-06-01T13:03:00Z,45.00,56.80
2026-06-01T13:04:00Z,45.00,56.80
2026-06-01T13:05:00Z,45.50,53.01
2026-06-01T13:06:00Z,46.59,51.42
2026-06-01T13:07:00Z,46.00,56.83
2026-06-01T13:08:00Z,50.52,54.06
2026-06-01T13:09:00Z,51.85,50.14
2026-06-01T13:10:00Z,49.21,50.08
2026-06-01T13:11:00Z,42.00,59.00
2026-06-01T13:12:00Z,38.03,61.25
2026-06-01T13:13:00Z,36.92,62.97
2026-06-01T13:14:00Z,40.23,58.44
2026-06-01T13:15:00Z,43.00,58.00
2026-06-01T13:16:00Z,43.04,57.00
2026-06-01T13:17:00Z,38.05,61.44
2026-06-01T13:18:00Z,38.05,63.16
2026-06-01T13:19:00Z,37.25,62.00
2026-06-01T13:20:00Z,39.00,62.00
2026-06-01T13:21:00Z,37.04,62.06
2026-06-01T13:22:00Z,35.00,65.00
2026-06-01T13:23:00Z,33.00,68.00
2026-06-01T13:24:00Z,33.00,68.00
2026-06-01T13:25:00Z,32.44,67.00
2026-06-01T13:26:00Z,34.64,65.06
2026-06-01T13:27:00Z,35.00,65.00
2026-06-01T13:28:00Z,36.00,65.00
2026-06-01T13:29:00Z,35.30,63.88
2026-06-01T13:30:00Z,33.72,66.00
2026-06-01T13:31:00Z,36.28,63.13
2026-06-01T13:32:00Z,41.61,58.27
2026-06-01T13:33:00Z,48.84,49.41
2026-06-01T13:34:00Z,50.84,49.09
2026-06-01T13:35:00Z,51.96,49.06
2026-06-01T13:36:00Z,53.39,48.00
2026-06-01T13:37:00Z,55.00,46.00
2026-06-01T13:38:00Z,54.58,45.99
2026-06-01T13:39:00Z,53.96,45.16
2026-06-01T13:40:00Z,53.25,48.00
2026-06-01T13:41:00Z,54.56,45.00
2026-06-01T13:42:00Z,55.00,44.41
2026-06-01T13:43:00Z,51.43,47.00
2026-06-01T13:44:00Z,47.30,50.41
2026-06-01T13:45:00Z,48.98,53.89
2026-06-01T13:46:00Z,49.60,48.11
2026-06-01T13:47:00Z,51.35,50.27
2026-06-01T13:48:00Z,44.11,55.40
2026-06-01T13:49:00Z,45.74,53.97
2026-06-01T13:50:00Z,39.00,64.36
2026-06-01T13:51:00Z,32.58,66.00
2026-06-01T13:52:00Z,34.73,63.48
2026-06-01T13:53:00Z,40.56,60.02
2026-06-01T13:54:00Z,41.84,57.76
2026-06-01T13:55:00Z,48.40,55.98
2026-06-01T13:56:00Z,48.79,50.03
2026-06-01T13:57:00Z,47.55,53.22
2026-06-01T13:58:00Z,49.06,51.07
2026-06-01T13:59:00Z,54.00,47.00
2026-06-01T14:00:00Z,54.09,47.00
2026-06-01T14:01:00Z,56.42,44.84
2026-06-01T14:02:00Z,59.00,41.01
2026-06-01T14:03:00Z,58.96,42.00
2026-06-01T14:04:00Z,60.00,41.00
2026-06-01T14:05:00Z,59.97,40.31
2026-06-01T14:06:00Z,58.70,41.49
2026-06-01T14:07:00Z,50.10,50.84
2026-06-01T14:08:00Z,54.02,44.87
2026-06-01T14:09:00Z,50.02,49.04
2026-06-01T14:10:00Z,52.04,45.48
2026-06-01T14:11:00Z,55.18,45.90
2026-06-01T14:12:00Z,41.71,56.03
2026-06-01T14:13:00Z,38.64,65.51
2026-06-01T14:14:00Z,35.95,62.36
2026-06-01T14:15:00Z,41.32,59.93
2026-06-01T14:16:00Z,56.28,51.26
2026-06-01T14:17:00Z,59.59,40.26
2026-06-01T14:18:00Z,61.26,41.55
2026-06-01T14:19:00Z,60.12,40.63
2026-06-01T14:20:00Z,51.13,48.15
2026-06-01T14:21:00Z,51.06,47.03
2026-06-01T14:22:00Z,33.67,64.87
2026-06-01T14:23:00Z,33.09,67.72
2026-06-01T14:24:00Z,40.01,59.63
2026-06-01T14:25:00Z,50.82,47.35
2026-06-01T14:26:00Z,56.18,45.62
2026-06-01T14:27:00Z,59.96,40.57
2026-06-01T14:28:00Z,66.70,33.88
2026-06-01T14:29:00Z,67.80,32.99
2026-06-01T14:30:00Z,67.25,32.50
2026-06-01T14:31:00Z,61.73,37.67
2026-06-01T14:32:00Z,59.40,41.65
2026-06-01T14:33:00Z,66.45,34.49
2026-06-01T14:34:00Z,67.90,32.99
2026-06-01T14:35:00Z,67.35,33.27
2026-06-01T14:36:00Z,68.31,32.53
2026-06-01T14:37:00Z,61.13,39.16
2026-06-01T14:38:00Z,59.56,41.47
2026-06-01T14:39:00Z,56.88,45.46
2026-06-01T14:40:00Z,56.73,41.46
2026-06-01T14:41:00Z,44.62,55.56
2026-06-01T14:42:00Z,16.47,81.75
2026-06-01T14:43:00Z,14.96,85.01
2026-06-01T14:44:00Z,23.36,79.97
2026-06-01T14:45:00Z,12.64,85.48
