# event_ticker=KXATPMATCH-26MAY11NAKBAS
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Nikoloz Basilashvili
# fav_player=Nikoloz Basilashvili
# dog_player=Brandon Nakashima
# kalshi_date=2026-05-11
timestamp,Brandon Nakashima,Nikoloz Basilashvili
2026-05-10T22:52:00Z,63.00,
2026-05-10T22:55:00Z,63.00,38.00
2026-05-10T22:59:00Z,63.00,38.00
2026-05-10T23:01:00Z,63.00,38.00
2026-05-10T23:04:00Z,63.00,38.00
2026-05-10T23:09:00Z,63.00,38.00
2026-05-10T23:10:00Z,62.00,38.00
2026-05-10T23:17:00Z,63.00,38.00
2026-05-10T23:22:00Z,63.00,38.00
2026-05-10T23:32:00Z,63.00,38.00
2026-05-10T23:46:00Z,63.00,38.00
2026-05-10T23:49:00Z,63.00,38.00
2026-05-10T23:51:00Z,63.00,38.00
2026-05-10T23:52:00Z,63.00,38.00
2026-05-10T23:53:00Z,63.00,38.00
2026-05-10T23:54:00Z,63.00,38.00
2026-05-10T23:57:00Z,63.00,38.00
2026-05-10T23:59:00Z,63.00,38.00
2026-05-11T00:00:00Z,63.00,38.00
2026-05-11T00:02:00Z,63.00,38.00
2026-05-11T00:03:00Z,63.00,38.00
2026-05-11T00:05:00Z,63.00,38.11
2026-05-11T00:10:00Z,63.00,38.00
2026-05-11T00:11:00Z,63.00,38.00
2026-05-11T00:12:00Z,63.00,38.00
2026-05-11T00:14:00Z,63.00,38.00
2026-05-11T00:17:00Z,63.00,38.00
2026-05-11T00:31:00Z,63.00,38.00
2026-05-11T00:36:00Z,63.00,38.00
2026-05-11T00:44:00Z,63.00,38.00
2026-05-11T00:49:00Z,63.00,38.00
2026-05-11T00:55:00Z,63.00,38.00
2026-05-11T01:00:00Z,63.00,38.00
2026-05-11T01:01:00Z,63.00,38.00
2026-05-11T01:02:00Z,63.00,38.00
2026-05-11T01:04:00Z,63.00,38.00
2026-05-11T01:09:00Z,63.00,38.00
2026-05-11T01:11:00Z,63.00,38.00
2026-05-11T01:17:00Z,63.00,38.00
2026-05-11T01:21:00Z,63.00,38.00
2026-05-11T01:24:00Z,63.00,38.00
2026-05-11T01:25:00Z,63.00,38.00
2026-05-11T01:26:00Z,63.00,38.00
2026-05-11T01:27:00Z,63.00,38.00
2026-05-11T01:30:00Z,63.00,38.00
2026-05-11T01:31:00Z,63.00,38.00
2026-05-11T01:34:00Z,63.00,38.00
2026-05-11T01:37:00Z,63.00,38.00
2026-05-11T01:38:00Z,63.00,38.00
2026-05-11T01:46:00Z,63.00,38.00
2026-05-11T01:47:00Z,63.00,38.00
2026-05-11T01:49:00Z,63.00,38.00
2026-05-11T02:00:00Z,63.00,38.00
2026-05-11T02:02:00Z,63.00,38.20
2026-05-11T02:04:00Z,63.00,38.20
2026-05-11T02:12:00Z,63.00,38.00
2026-05-11T02:14:00Z,63.00,38.00
2026-05-11T02:15:00Z,63.00,38.00
2026-05-11T02:16:00Z,63.00,38.00
2026-05-11T02:17:00Z,63.00,38.00
2026-05-11T02:19:00Z,63.00,38.00
2026-05-11T02:21:00Z,63.00,38.00
2026-05-11T02:22:00Z,63.00,38.00
2026-05-11T02:23:00Z,63.00,38.00
2026-05-11T02:24:00Z,62.00,38.00
2026-05-11T02:25:00Z,62.00,38.00
2026-05-11T02:26:00Z,62.00,38.00
2026-05-11T02:28:00Z,62.00,38.00
2026-05-11T02:30:00Z,62.00,38.00
2026-05-11T02:32:00Z,62.00,38.79
2026-05-11T02:33:00Z,62.00,39.00
2026-05-11T02:34:00Z,62.00,39.00
2026-05-11T02:37:00Z,62.00,39.00
2026-05-11T02:40:00Z,62.00,39.00
2026-05-11T02:42:00Z,62.00,39.00
2026-05-11T02:44:00Z,62.00,39.00
2026-05-11T02:46:00Z,62.00,39.00
2026-05-11T02:48:00Z,62.00,39.00
2026-05-11T02:49:00Z,62.00,39.00
2026-05-11T02:50:00Z,61.00,39.00
2026-05-11T02:51:00Z,61.00,39.00
2026-05-11T02:56:00Z,61.00,39.00
2026-05-11T02:57:00Z,61.00,39.00
2026-05-11T03:01:00Z,61.00,39.00
2026-05-11T03:02:00Z,62.00,39.00
2026-05-11T03:06:00Z,62.00,39.00
2026-05-11T03:07:00Z,62.00,39.00
2026-05-11T03:11:00Z,62.00,39.00
2026-05-11T03:12:00Z,62.00,39.00
2026-05-11T03:15:00Z,62.00,39.00
2026-05-11T03:17:00Z,62.00,39.00
2026-05-11T03:22:00Z,62.00,39.00
2026-05-11T03:23:00Z,62.00,39.00
2026-05-11T03:25:00Z,62.00,39.00
2026-05-11T03:28:00Z,62.00,39.00
2026-05-11T03:29:00Z,62.00,39.00
2026-05-11T03:33:00Z,62.00,39.00
2026-05-11T03:35:00Z,62.00,39.00
2026-05-11T03:37:00Z,62.00,39.00
2026-05-11T03:38:00Z,62.00,39.00
2026-05-11T03:39:00Z,62.00,39.00
2026-05-11T03:41:00Z,62.00,39.00
2026-05-11T03:45:00Z,62.00,39.00
2026-05-11T03:47:00Z,62.00,39.00
