# event_ticker=KXATPCHALLENGERMATCH-26MAR18DANAND
# final_score=3-6 6-3 6-2
# match_winner=Taro Daniel
# fav_player=Taro Daniel
# dog_player=Andres Andrade
# kalshi_date=2026-03-18
timestamp,Taro Daniel,Andres Andrade
2026-03-18T14:03:00Z,,55.00
2026-03-18T14:07:00Z,,55.00
2026-03-18T14:22:00Z,48.00,55.00
2026-03-18T14:26:00Z,48.00,55.00
2026-03-18T14:46:00Z,48.00,55.00
2026-03-18T14:51:00Z,48.00,55.00
2026-03-18T15:00:00Z,48.00,55.00
2026-03-18T15:05:00Z,48.00,55.00
2026-03-18T15:11:00Z,48.00,55.00
2026-03-18T15:16:00Z,48.00,55.00
2026-03-18T15:21:00Z,48.00,55.00
2026-03-18T15:27:00Z,48.00,55.00
2026-03-18T15:32:00Z,48.00,55.00
2026-03-18T15:38:00Z,48.00,55.00
2026-03-18T15:43:00Z,48.00,54.99
2026-03-18T16:17:00Z,48.00,53.00
2026-03-18T16:37:00Z,48.00,54.00
2026-03-18T17:37:00Z,48.00,53.00
2026-03-18T18:10:00Z,48.00,53.00
2026-03-18T18:38:00Z,48.00,53.00
2026-03-18T19:31:00Z,48.00,53.00
2026-03-18T19:47:00Z,48.00,53.00
2026-03-18T19:48:00Z,48.00,52.00
2026-03-18T19:49:00Z,48.00,53.00
2026-03-18T20:15:00Z,48.00,53.70
2026-03-18T21:34:00Z,48.00,54.00
2026-03-18T22:54:00Z,48.00,54.00
2026-03-18T23:08:00Z,48.00,54.00
2026-03-18T23:09:00Z,48.00,54.00
2026-03-18T23:14:00Z,48.00,54.00
2026-03-18T23:16:00Z,49.37,54.00
2026-03-18T23:19:00Z,49.37,51.70
2026-03-18T23:21:00Z,49.37,53.00
2026-03-18T23:24:00Z,48.00,53.00
2026-03-18T23:25:00Z,48.00,54.00
2026-03-18T23:26:00Z,46.00,53.97
2026-03-18T23:27:00Z,46.00,55.00
2026-03-18T23:29:00Z,46.00,55.00
2026-03-18T23:30:00Z,46.00,55.21
2026-03-18T23:32:00Z,48.91,55.00
2026-03-18T23:34:00Z,48.91,55.00
2026-03-18T23:38:00Z,48.00,55.00
2026-03-18T23:42:00Z,48.00,55.00
2026-03-18T23:43:00Z,48.00,55.00
2026-03-18T23:45:00Z,48.00,55.00
2026-03-18T23:48:00Z,48.00,55.00
2026-03-18T23:49:00Z,48.00,55.00
2026-03-18T23:51:00Z,48.00,55.00
2026-03-18T23:53:00Z,48.00,55.00
2026-03-18T23:54:00Z,45.00,55.00
2026-03-19T00:05:00Z,45.00,55.00
2026-03-19T00:06:00Z,45.00,55.00
2026-03-19T00:09:00Z,45.00,55.00
2026-03-19T00:11:00Z,45.00,55.00
2026-03-19T00:12:00Z,48.00,55.00
2026-03-19T00:13:00Z,46.65,55.00
2026-03-19T00:17:00Z,46.65,54.77
2026-03-19T00:20:00Z,46.65,54.24
2026-03-19T00:23:00Z,46.65,55.00
2026-03-19T00:24:00Z,46.65,52.99
2026-03-19T00:25:00Z,47.00,55.00
2026-03-19T00:26:00Z,47.00,55.00
2026-03-19T00:28:00Z,48.37,55.00
2026-03-19T00:30:00Z,48.37,55.00
2026-03-19T00:32:00Z,48.33,55.00
2026-03-19T00:34:00Z,48.33,55.00
2026-03-19T00:35:00Z,48.33,55.00
2026-03-19T00:36:00Z,48.00,55.00
2026-03-19T00:37:00Z,48.00,54.97
2026-03-19T00:38:00Z,48.00,55.98
2026-03-19T00:39:00Z,47.99,55.98
2026-03-19T00:40:00Z,47.99,56.00
2026-03-19T00:41:00Z,47.00,56.00
2026-03-19T00:42:00Z,47.98,55.00
2026-03-19T00:44:00Z,47.98,55.00
2026-03-19T00:45:00Z,47.98,55.00
2026-03-19T00:46:00Z,47.98,55.68
2026-03-19T00:49:00Z,47.98,56.00
2026-03-19T00:51:00Z,47.98,55.93
2026-03-19T00:55:00Z,47.64,55.00
2026-03-19T00:56:00Z,48.00,55.00
2026-03-19T00:57:00Z,48.00,55.00
2026-03-19T00:58:00Z,48.00,55.82
2026-03-19T00:59:00Z,48.00,55.43
2026-03-19T01:00:00Z,48.00,55.74
2026-03-19T01:01:00Z,48.00,55.00
2026-03-19T01:02:00Z,48.00,55.00
2026-03-19T01:03:00Z,48.00,55.00
2026-03-19T01:04:00Z,48.00,55.00
2026-03-19T01:06:00Z,48.00,55.00
2026-03-19T01:08:00Z,47.00,55.00
2026-03-19T01:09:00Z,47.00,55.86
2026-03-19T01:10:00Z,47.00,55.00
2026-03-19T01:11:00Z,47.00,55.00
2026-03-19T01:13:00Z,47.00,55.00
2026-03-19T01:14:00Z,47.00,56.00
2026-03-19T01:15:00Z,47.00,53.00
2026-03-19T01:16:00Z,47.00,53.00
2026-03-19T01:17:00Z,47.00,55.00
2026-03-19T01:18:00Z,47.00,55.00
2026-03-19T01:19:00Z,47.90,56.00
2026-03-19T01:20:00Z,47.00,56.00
2026-03-19T01:21:00Z,47.00,56.78
2026-03-19T01:22:00Z,45.00,56.43
2026-03-19T01:23:00Z,45.00,56.00
2026-03-19T01:24:00Z,45.00,56.22
2026-03-19T01:25:00Z,45.05,56.56
2026-03-19T01:26:00Z,45.92,56.48
2026-03-19T01:27:00Z,45.78,53.77
2026-03-19T01:29:00Z,46.00,56.00
2026-03-19T01:30:00Z,46.00,56.00
2026-03-19T01:31:00Z,46.05,56.00
2026-03-19T01:32:00Z,46.74,56.00
2026-03-19T01:33:00Z,46.47,57.39
2026-03-19T01:34:00Z,47.76,56.00
2026-03-19T01:35:00Z,47.00,56.00
2026-03-19T01:36:00Z,43.83,56.43
2026-03-19T01:37:00Z,46.00,57.00
2026-03-19T01:38:00Z,43.00,57.00
2026-03-19T01:39:00Z,45.00,57.00
2026-03-19T01:40:00Z,47.37,53.63
2026-03-19T01:41:00Z,45.16,52.14
2026-03-19T01:42:00Z,52.60,48.11
2026-03-19T01:43:00Z,56.16,42.80
2026-03-19T01:44:00Z,60.99,42.06
2026-03-19T01:45:00Z,57.26,45.86
2026-03-19T01:46:00Z,55.88,44.41
2026-03-19T01:47:00Z,56.33,46.41
2026-03-19T01:48:00Z,52.76,51.79
2026-03-19T01:49:00Z,57.70,45.15
2026-03-19T01:50:00Z,59.88,40.43
2026-03-19T01:51:00Z,57.26,43.61
2026-03-19T01:52:00Z,59.44,43.96
2026-03-19T01:53:00Z,55.99,44.97
2026-03-19T01:54:00Z,53.00,46.39
2026-03-19T01:55:00Z,57.21,45.19
2026-03-19T01:56:00Z,56.47,45.52
2026-03-19T01:57:00Z,55.19,47.84
2026-03-19T01:58:00Z,57.00,46.14
2026-03-19T01:59:00Z,58.27,41.00
2026-03-19T02:00:00Z,57.00,43.39
2026-03-19T02:01:00Z,56.00,45.87
2026-03-19T02:02:00Z,54.00,47.58
2026-03-19T02:03:00Z,54.16,47.10
2026-03-19T02:04:00Z,53.62,48.67
2026-03-19T02:05:00Z,47.84,51.92
2026-03-19T02:06:00Z,43.10,58.79
2026-03-19T02:07:00Z,33.53,65.36
2026-03-19T02:08:00Z,32.91,68.69
2026-03-19T02:09:00Z,33.08,67.17
2026-03-19T02:10:00Z,31.82,69.24
2026-03-19T02:11:00Z,31.28,69.66
2026-03-19T02:12:00Z,34.40,65.67
2026-03-19T02:13:00Z,34.46,64.92
2026-03-19T02:14:00Z,31.97,71.01
2026-03-19T02:15:00Z,33.34,69.65
2026-03-19T02:16:00Z,31.41,69.28
2026-03-19T02:17:00Z,25.41,74.97
2026-03-19T02:18:00Z,15.79,83.27
2026-03-19T02:19:00Z,14.26,84.37
2026-03-19T02:20:00Z,13.91,86.41
2026-03-19T02:21:00Z,13.43,86.13
2026-03-19T02:22:00Z,12.99,86.83
2026-03-19T02:23:00Z,13.27,86.87
2026-03-19T02:24:00Z,13.95,85.97
2026-03-19T02:25:00Z,14.84,87.78
2026-03-19T02:26:00Z,13.91,85.22
2026-03-19T02:27:00Z,14.23,86.56
2026-03-19T02:28:00Z,16.67,84.67
2026-03-19T02:29:00Z,14.23,86.85
2026-03-19T02:30:00Z,16.01,85.00
2026-03-19T02:31:00Z,15.96,85.80
2026-03-19T02:32:00Z,14.57,86.01
2026-03-19T02:33:00Z,15.42,86.00
2026-03-19T02:34:00Z,14.94,85.63
2026-03-19T02:35:00Z,16.55,82.00
2026-03-19T02:36:00Z,17.00,83.92
2026-03-19T02:37:00Z,21.27,81.96
2026-03-19T02:38:00Z,23.20,78.11
2026-03-19T02:39:00Z,29.45,70.24
2026-03-19T02:40:00Z,33.67,66.99
2026-03-19T02:41:00Z,36.89,62.90
2026-03-19T02:42:00Z,36.61,63.99
2026-03-19T02:43:00Z,36.52,62.75
2026-03-19T02:44:00Z,39.55,60.85
2026-03-19T02:45:00Z,37.16,63.41
2026-03-19T02:46:00Z,37.21,64.95
2026-03-19T02:47:00Z,39.06,61.00
2026-03-19T02:48:00Z,38.49,60.34
2026-03-19T02:49:00Z,35.06,64.35
2026-03-19T02:50:00Z,39.00,62.15
2026-03-19T02:51:00Z,38.53,62.12
2026-03-19T02:52:00Z,36.73,63.53
2026-03-19T02:53:00Z,36.96,63.30
2026-03-19T02:54:00Z,39.83,60.63
2026-03-19T02:55:00Z,39.16,63.48
2026-03-19T02:56:00Z,38.38,63.96
2026-03-19T02:57:00Z,29.59,72.20
2026-03-19T02:58:00Z,32.08,68.82
2026-03-19T02:59:00Z,33.51,66.48
2026-03-19T03:00:00Z,39.90,59.79
2026-03-19T03:01:00Z,39.88,60.00
2026-03-19T03:02:00Z,42.54,56.81
2026-03-19T03:03:00Z,50.64,51.46
2026-03-19T03:04:00Z,65.16,34.64
2026-03-19T03:05:00Z,70.17,28.94
2026-03-19T03:06:00Z,75.26,23.12
2026-03-19T03:07:00Z,78.78,23.46
2026-03-19T03:08:00Z,82.82,18.12
2026-03-19T03:09:00Z,90.69,9.80
2026-03-19T03:10:00Z,91.82,8.74
2026-03-19T03:11:00Z,89.72,13.46
2026-03-19T03:12:00Z,92.08,8.55
2026-03-19T03:13:00Z,95.10,4.68
2026-03-19T03:14:00Z,94.37,5.65
2026-03-19T03:15:00Z,95.33,5.25
2026-03-19T03:16:00Z,94.94,5.83
2026-03-19T03:17:00Z,93.97,6.77
2026-03-19T03:18:00Z,96.91,3.31
2026-03-19T03:19:00Z,98.00,2.12
2026-03-19T03:20:00Z,97.65,1.18
2026-03-19T03:21:00Z,98.51,1.89
2026-03-19T03:22:00Z,98.90,1.79
2026-03-19T03:23:00Z,98.15,2.00
2026-03-19T03:24:00Z,97.69,2.53
2026-03-19T03:25:00Z,98.01,2.27
2026-03-19T03:26:00Z,98.69,1.23
2026-03-19T03:27:00Z,99.00,1.23
2026-03-19T03:28:00Z,99.00,1.23
2026-03-19T03:29:00Z,99.00,1.23
