# event_ticker=KXATPMATCH-25NOV02MOUVUK
# final_score=3-6 7-6(6) 7-6(8)
# score_resolution=3-6 7-6 7-6
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Corentin Moutet
# kalshi_date=2025-11-02
timestamp,Aleksandar Vukic,Corentin Moutet
2025-11-04T15:06:00Z,31.06,71.26
2025-11-04T15:07:00Z,29.77,71.04
2025-11-04T15:08:00Z,29.45,72.00
2025-11-04T15:09:00Z,23.12,77.00
2025-11-04T15:10:00Z,23.98,76.16
2025-11-04T15:11:00Z,24.17,74.00
2025-11-04T15:12:00Z,27.00,73.15
2025-11-04T15:13:00Z,19.63,79.32
2025-11-04T15:14:00Z,24.12,73.07
2025-11-04T15:15:00Z,27.54,74.11
2025-11-04T15:16:00Z,23.64,76.00
2025-11-04T15:17:00Z,23.64,77.00
2025-11-04T15:18:00Z,22.00,78.00
2025-11-04T15:19:00Z,21.02,79.00
2025-11-04T15:20:00Z,19.58,83.28
2025-11-04T15:21:00Z,12.89,85.65
2025-11-04T15:22:00Z,11.94,88.24
2025-11-04T15:23:00Z,12.00,90.00
2025-11-04T15:24:00Z,10.95,90.00
2025-11-04T15:25:00Z,11.36,88.73
2025-11-04T15:26:00Z,11.36,90.00
2025-11-04T15:27:00Z,11.00,90.00
2025-11-04T15:28:00Z,10.96,90.00
2025-11-04T15:29:00Z,12.00,89.00
2025-11-04T15:30:00Z,11.84,90.00
2025-11-04T15:31:00Z,9.87,91.07
2025-11-04T15:32:00Z,10.00,91.00
2025-11-04T15:33:00Z,10.00,91.17
2025-11-04T15:34:00Z,11.66,91.50
2025-11-04T15:35:00Z,11.00,89.04
2025-11-04T15:36:00Z,11.07,89.00
2025-11-04T15:37:00Z,11.78,89.00
2025-11-04T15:38:00Z,11.70,91.00
2025-11-04T15:39:00Z,12.90,87.52
2025-11-04T15:40:00Z,10.86,90.00
2025-11-04T15:41:00Z,13.46,88.01
2025-11-04T15:42:00Z,13.46,87.70
2025-11-04T15:43:00Z,13.92,87.62
2025-11-04T15:44:00Z,14.00,86.00
2025-11-04T15:45:00Z,13.17,88.00
2025-11-04T15:46:00Z,11.23,89.26
2025-11-04T15:47:00Z,13.17,89.13
2025-11-04T15:48:00Z,14.23,86.58
2025-11-04T15:49:00Z,15.00,87.15
2025-11-04T15:50:00Z,13.47,87.37
2025-11-04T15:51:00Z,13.52,87.22
2025-11-04T15:52:00Z,13.00,88.15
2025-11-04T15:53:00Z,16.06,87.68
2025-11-04T15:54:00Z,15.75,86.22
2025-11-04T15:55:00Z,16.00,86.00
2025-11-04T15:56:00Z,15.65,86.00
2025-11-04T15:57:00Z,13.13,87.00
2025-11-04T15:58:00Z,13.49,87.05
2025-11-04T15:59:00Z,16.20,85.85
2025-11-04T16:00:00Z,17.98,82.54
2025-11-04T16:01:00Z,18.04,83.99
2025-11-04T16:02:00Z,17.00,84.00
2025-11-04T16:03:00Z,18.24,82.21
2025-11-04T16:04:00Z,19.87,82.24
2025-11-04T16:05:00Z,14.96,85.00
2025-11-04T16:06:00Z,16.40,85.75
2025-11-04T16:07:00Z,18.82,82.63
2025-11-04T16:08:00Z,18.00,83.00
2025-11-04T16:09:00Z,18.98,83.14
2025-11-04T16:10:00Z,20.02,80.83
2025-11-04T16:11:00Z,19.82,82.75
2025-11-04T16:12:00Z,22.77,75.95
2025-11-04T16:13:00Z,17.92,82.69
2025-11-04T16:14:00Z,16.18,84.48
2025-11-04T16:15:00Z,13.09,85.99
2025-11-04T16:16:00Z,12.42,87.88
2025-11-04T16:17:00Z,16.14,82.06
2025-11-04T16:18:00Z,13.93,85.95
2025-11-04T16:19:00Z,10.19,89.16
2025-11-04T16:20:00Z,19.20,83.78
2025-11-04T16:21:00Z,19.75,85.73
2025-11-04T16:22:00Z,27.24,75.24
2025-11-04T16:23:00Z,19.05,85.39
2025-11-04T16:24:00Z,27.39,77.58
2025-11-04T16:25:00Z,32.68,67.41
2025-11-04T16:26:00Z,35.11,66.80
2025-11-04T16:27:00Z,37.97,68.00
2025-11-04T16:28:00Z,36.37,66.00
2025-11-04T16:29:00Z,36.83,63.94
2025-11-04T16:30:00Z,30.61,67.53
2025-11-04T16:31:00Z,31.03,70.17
2025-11-04T16:32:00Z,29.58,71.00
2025-11-04T16:33:00Z,29.53,69.92
2025-11-04T16:34:00Z,30.99,69.32
2025-11-04T16:35:00Z,30.50,69.35
2025-11-04T16:36:00Z,28.10,73.26
2025-11-04T16:37:00Z,29.01,73.63
2025-11-04T16:38:00Z,32.90,69.35
2025-11-04T16:39:00Z,30.11,71.19
2025-11-04T16:40:00Z,27.86,73.93
2025-11-04T16:41:00Z,27.36,74.28
2025-11-04T16:42:00Z,21.86,77.60
2025-11-04T16:43:00Z,26.58,75.41
2025-11-04T16:44:00Z,32.33,70.20
2025-11-04T16:45:00Z,33.68,68.51
2025-11-04T16:46:00Z,30.12,69.64
2025-11-04T16:47:00Z,27.13,72.07
2025-11-04T16:48:00Z,29.46,69.77
2025-11-04T16:49:00Z,31.51,71.03
2025-11-04T16:50:00Z,28.37,71.40
2025-11-04T16:51:00Z,28.37,73.00
2025-11-04T16:52:00Z,25.22,75.64
2025-11-04T16:53:00Z,22.83,77.82
2025-11-04T16:54:00Z,27.56,71.51
2025-11-04T16:55:00Z,34.86,67.43
2025-11-04T16:56:00Z,32.52,68.35
2025-11-04T16:57:00Z,30.55,70.53
2025-11-04T16:58:00Z,30.47,70.84
2025-11-04T16:59:00Z,30.38,70.41
2025-11-04T17:00:00Z,28.92,71.22
2025-11-04T17:01:00Z,29.06,71.65
2025-11-04T17:02:00Z,32.63,67.19
2025-11-04T17:03:00Z,26.47,76.06
2025-11-04T17:04:00Z,18.86,77.44
2025-11-04T17:05:00Z,26.61,71.64
2025-11-04T17:06:00Z,31.51,66.77
2025-11-04T17:07:00Z,31.85,65.12
2025-11-04T17:08:00Z,28.00,71.80
2025-11-04T17:09:00Z,27.64,72.75
2025-11-04T17:10:00Z,28.42,72.00
2025-11-04T17:11:00Z,27.29,71.00
2025-11-04T17:12:00Z,20.30,81.10
2025-11-04T17:13:00Z,15.94,80.95
2025-11-04T17:14:00Z,18.93,85.15
2025-11-04T17:15:00Z,19.75,79.12
2025-11-04T17:16:00Z,32.16,73.47
2025-11-04T17:17:00Z,35.45,64.88
2025-11-04T17:18:00Z,41.62,56.60
2025-11-04T17:19:00Z,42.49,51.05
2025-11-04T17:20:00Z,52.98,50.61
2025-11-04T17:21:00Z,38.05,63.40
2025-11-04T17:22:00Z,29.90,70.34
2025-11-04T17:23:00Z,29.16,70.52
2025-11-04T17:24:00Z,32.97,72.28
2025-11-04T17:25:00Z,35.42,64.92
2025-11-04T17:26:00Z,36.30,66.00
2025-11-04T17:27:00Z,37.49,62.41
2025-11-04T17:28:00Z,30.78,67.73
2025-11-04T17:29:00Z,21.72,79.00
2025-11-04T17:30:00Z,8.35,95.08
2025-11-04T17:31:00Z,3.93,97.44
2025-11-04T17:32:00Z,6.64,92.21
2025-11-04T17:33:00Z,25.32,87.93
2025-11-04T17:34:00Z,39.23,56.93
2025-11-04T17:35:00Z,56.09,46.07
2025-11-04T17:36:00Z,54.00,46.76
2025-11-04T17:37:00Z,65.47,28.41
2025-11-04T17:38:00Z,55.64,64.34
2025-11-04T17:39:00Z,43.90,56.71
2025-11-04T17:40:00Z,86.01,19.11
2025-11-04T17:41:00Z,99.00,1.00
2025-11-04T17:42:00Z,99.00,1.00
