# event_ticker=KXATPMATCH-25NOV02MOUVUK
# final_score=3-6 7-6(6) 7-6(8)
# score_resolution=3-6 7-6 7-6
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Corentin Moutet
# kalshi_date=2025-11-02
timestamp,Aleksandar Vukic,Corentin Moutet
2025-11-04T03:06:00Z,,77.00
2025-11-04T03:21:00Z,,78.00
2025-11-04T03:41:00Z,23.00,78.00
2025-11-04T03:49:00Z,23.00,78.00
2025-11-04T03:56:00Z,23.00,78.00
2025-11-04T04:05:00Z,23.00,78.00
2025-11-04T04:10:00Z,23.00,78.00
2025-11-04T04:12:00Z,23.00,77.00
2025-11-04T04:44:00Z,23.00,77.00
2025-11-04T04:51:00Z,23.00,77.00
2025-11-04T05:03:00Z,23.00,77.00
2025-11-04T05:10:00Z,23.00,78.00
2025-11-04T05:30:00Z,23.00,78.00
2025-11-04T05:33:00Z,22.00,78.00
2025-11-04T05:45:00Z,23.00,78.00
2025-11-04T05:58:00Z,23.00,78.00
2025-11-04T05:59:00Z,23.17,78.00
2025-11-04T06:08:00Z,23.17,77.00
2025-11-04T06:13:00Z,24.00,77.00
2025-11-04T06:14:00Z,24.00,77.00
2025-11-04T06:21:00Z,24.00,77.00
2025-11-04T06:22:00Z,24.00,77.00
2025-11-04T06:25:00Z,24.00,77.00
2025-11-04T06:31:00Z,24.00,77.00
2025-11-04T06:35:00Z,24.00,77.00
2025-11-04T06:54:00Z,24.00,77.00
2025-11-04T06:55:00Z,24.00,77.00
2025-11-04T07:10:00Z,24.00,77.00
2025-11-04T07:13:00Z,22.00,77.00
2025-11-04T07:18:00Z,22.00,77.00
2025-11-04T07:45:00Z,24.00,77.00
2025-11-04T08:06:00Z,24.00,77.00
2025-11-04T08:23:00Z,24.00,77.47
2025-11-04T08:25:00Z,24.00,78.00
2025-11-04T08:59:00Z,24.00,78.00
2025-11-04T09:04:00Z,24.00,78.00
2025-11-04T09:14:00Z,24.00,77.00
2025-11-04T09:27:00Z,24.00,77.00
2025-11-04T09:29:00Z,24.00,77.00
2025-11-04T09:36:00Z,24.00,77.00
2025-11-04T09:44:00Z,24.00,77.00
2025-11-04T10:22:00Z,24.00,77.00
2025-11-04T10:31:00Z,24.00,77.00
2025-11-04T10:37:00Z,24.00,77.00
2025-11-04T10:40:00Z,24.00,77.00
2025-11-04T10:56:00Z,24.00,77.00
2025-11-04T10:58:00Z,24.00,77.00
2025-11-04T11:18:00Z,24.00,77.00
2025-11-04T12:07:00Z,24.00,77.00
2025-11-04T12:08:00Z,24.00,77.00
2025-11-04T12:27:00Z,24.00,77.00
2025-11-04T12:54:00Z,24.00,77.00
2025-11-04T13:03:00Z,24.00,77.00
2025-11-04T13:05:00Z,24.00,77.00
2025-11-04T13:23:00Z,24.00,77.00
2025-11-04T13:24:00Z,24.00,77.00
2025-11-04T13:35:00Z,24.00,77.00
2025-11-04T13:41:00Z,24.00,77.00
2025-11-04T13:42:00Z,24.07,77.00
2025-11-04T13:59:00Z,25.00,77.00
2025-11-04T14:02:00Z,25.00,77.00
2025-11-04T14:06:00Z,25.00,77.00
2025-11-04T14:07:00Z,25.00,77.00
2025-11-04T14:08:00Z,25.00,77.00
2025-11-04T14:09:00Z,25.00,77.00
2025-11-04T14:12:00Z,26.00,77.00
2025-11-04T14:15:00Z,26.00,77.00
2025-11-04T14:19:00Z,26.00,77.00
2025-11-04T14:22:00Z,26.00,75.00
2025-11-04T14:27:00Z,26.00,75.00
2025-11-04T14:30:00Z,26.00,75.00
2025-11-04T14:34:00Z,26.00,75.00
2025-11-04T14:37:00Z,26.00,75.00
2025-11-04T14:39:00Z,26.00,75.00
2025-11-04T14:41:00Z,25.00,75.00
2025-11-04T14:42:00Z,26.00,75.00
2025-11-04T14:44:00Z,26.00,75.00
2025-11-04T14:45:00Z,26.00,76.00
2025-11-04T14:50:00Z,25.00,76.00
2025-11-04T14:51:00Z,26.00,74.00
2025-11-04T14:52:00Z,26.00,76.32
2025-11-04T14:53:00Z,25.00,76.32
2025-11-04T14:54:00Z,26.00,77.00
2025-11-04T14:55:00Z,25.00,77.00
2025-11-04T14:56:00Z,25.00,77.19
2025-11-04T14:58:00Z,24.05,76.45
2025-11-04T14:59:00Z,23.50,78.00
2025-11-04T15:00:00Z,25.89,78.00
2025-11-04T15:01:00Z,29.22,72.33
2025-11-04T15:02:00Z,24.44,78.00
2025-11-04T15:03:00Z,22.00,78.00
2025-11-04T15:04:00Z,26.00,78.00
2025-11-04T15:05:00Z,25.28,75.00
