# event_ticker=KXATPMATCH-26FEB16ECHTSI
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Stefanos Tsitsipas
# fav_player=Moez Echargui
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-02-16
timestamp,Moez Echargui,Stefanos Tsitsipas
2026-02-16T23:11:00Z,11.00,
2026-02-16T23:42:00Z,11.00,
2026-02-17T00:01:00Z,11.00,
2026-02-17T00:16:00Z,11.00,
2026-02-17T00:22:00Z,11.00,90.00
2026-02-17T00:35:00Z,11.00,89.00
2026-02-17T00:43:00Z,11.00,90.00
2026-02-17T00:44:00Z,11.00,90.00
2026-02-17T00:50:00Z,11.00,90.00
2026-02-17T01:06:00Z,11.00,90.00
2026-02-17T01:09:00Z,11.00,90.00
2026-02-17T01:12:00Z,11.00,89.00
2026-02-17T01:25:00Z,11.00,89.00
2026-02-17T01:48:00Z,11.00,90.00
2026-02-17T01:49:00Z,11.00,90.00
2026-02-17T01:58:00Z,11.00,90.00
2026-02-17T02:27:00Z,11.00,90.00
2026-02-17T02:35:00Z,11.00,90.00
2026-02-17T02:37:00Z,11.00,90.00
2026-02-17T02:43:00Z,11.00,90.00
2026-02-17T02:49:00Z,11.00,90.00
2026-02-17T02:54:00Z,11.00,90.29
2026-02-17T02:56:00Z,11.00,90.29
2026-02-17T03:01:00Z,11.00,91.00
2026-02-17T03:02:00Z,11.00,91.00
2026-02-17T03:04:00Z,11.00,91.00
2026-02-17T03:13:00Z,11.00,90.00
2026-02-17T03:21:00Z,11.00,90.48
2026-02-17T03:23:00Z,11.00,90.00
2026-02-17T03:25:00Z,11.00,90.00
2026-02-17T03:29:00Z,11.00,90.00
2026-02-17T03:30:00Z,11.00,90.00
2026-02-17T03:35:00Z,11.00,90.00
2026-02-17T03:41:00Z,11.00,91.00
2026-02-17T03:47:00Z,11.00,91.00
2026-02-17T03:48:00Z,11.00,91.00
2026-02-17T03:50:00Z,11.00,91.00
2026-02-17T03:52:00Z,11.00,91.00
2026-02-17T04:03:00Z,10.50,91.00
2026-02-17T04:04:00Z,10.50,90.00
2026-02-17T04:13:00Z,10.50,90.00
2026-02-17T04:17:00Z,10.50,90.48
2026-02-17T04:22:00Z,11.00,90.48
2026-02-17T04:28:00Z,11.00,91.00
2026-02-17T04:30:00Z,11.00,91.00
2026-02-17T04:32:00Z,11.00,91.00
2026-02-17T04:35:00Z,11.00,91.00
2026-02-17T04:40:00Z,11.00,91.00
2026-02-17T04:41:00Z,11.00,91.00
2026-02-17T04:43:00Z,11.00,91.00
2026-02-17T04:46:00Z,11.00,91.00
2026-02-17T04:52:00Z,11.00,91.00
2026-02-17T04:59:00Z,10.00,91.00
2026-02-17T05:03:00Z,10.00,91.00
2026-02-17T05:06:00Z,11.00,91.00
2026-02-17T05:12:00Z,11.00,91.00
2026-02-17T05:20:00Z,11.00,91.00
2026-02-17T05:21:00Z,11.00,91.00
2026-02-17T05:23:00Z,11.00,91.00
2026-02-17T05:41:00Z,11.00,91.00
2026-02-17T05:51:00Z,11.00,90.00
2026-02-17T06:01:00Z,11.00,90.00
2026-02-17T06:06:00Z,11.00,90.00
2026-02-17T06:10:00Z,11.00,90.00
2026-02-17T06:29:00Z,11.00,90.00
2026-02-17T06:38:00Z,11.00,90.00
2026-02-17T06:51:00Z,11.00,90.00
2026-02-17T06:52:00Z,11.00,90.00
2026-02-17T07:00:00Z,11.00,90.00
2026-02-17T07:01:00Z,11.00,90.00
2026-02-17T07:02:00Z,11.00,90.00
2026-02-17T07:05:00Z,11.00,90.00
2026-02-17T07:06:00Z,11.00,90.00
2026-02-17T07:36:00Z,11.00,91.00
2026-02-17T07:38:00Z,11.00,91.00
2026-02-17T07:39:00Z,11.00,91.00
2026-02-17T07:43:00Z,11.00,90.00
2026-02-17T07:54:00Z,11.00,91.00
2026-02-17T07:57:00Z,11.00,91.00
2026-02-17T08:07:00Z,11.00,91.00
2026-02-17T08:22:00Z,11.00,91.00
2026-02-17T08:36:00Z,11.00,91.00
2026-02-17T08:40:00Z,11.00,91.00
2026-02-17T09:01:00Z,11.00,91.00
2026-02-17T09:15:00Z,11.00,91.00
2026-02-17T09:32:00Z,11.00,91.00
2026-02-17T09:36:00Z,11.00,91.00
2026-02-17T09:42:00Z,11.00,91.00
2026-02-17T09:44:00Z,11.00,91.00
2026-02-17T09:59:00Z,11.00,91.00
2026-02-17T10:00:00Z,10.00,91.00
2026-02-17T10:03:00Z,11.00,91.00
2026-02-17T10:08:00Z,11.00,91.00
2026-02-17T10:13:00Z,11.00,91.00
2026-02-17T10:17:00Z,10.00,91.00
2026-02-17T10:18:00Z,11.00,91.00
2026-02-17T10:24:00Z,11.00,90.00
2026-02-17T10:28:00Z,11.00,90.00
2026-02-17T10:30:00Z,11.00,89.00
2026-02-17T10:33:00Z,11.00,90.00
2026-02-17T10:37:00Z,11.86,90.00
2026-02-17T10:39:00Z,12.00,90.00
2026-02-17T10:41:00Z,12.00,90.00
2026-02-17T10:42:00Z,10.00,91.00
2026-02-17T10:43:00Z,12.71,94.25
2026-02-17T10:44:00Z,10.38,90.00
2026-02-17T10:45:00Z,14.00,88.00
2026-02-17T10:46:00Z,14.00,88.00
2026-02-17T10:47:00Z,12.58,89.00
2026-02-17T10:48:00Z,11.00,89.00
2026-02-17T10:49:00Z,14.00,89.00
2026-02-17T10:50:00Z,13.39,89.00
2026-02-17T10:51:00Z,12.05,89.00
2026-02-17T10:52:00Z,14.91,87.00
2026-02-17T10:53:00Z,15.00,87.00
2026-02-17T10:54:00Z,14.22,87.00
2026-02-17T10:55:00Z,14.27,87.00
2026-02-17T10:56:00Z,14.11,88.00
2026-02-17T10:57:00Z,15.25,86.00
2026-02-17T10:58:00Z,15.17,86.00
2026-02-17T10:59:00Z,16.00,86.00
2026-02-17T11:00:00Z,16.00,86.00
2026-02-17T11:01:00Z,16.01,85.17
2026-02-17T11:02:00Z,12.00,85.17
2026-02-17T11:03:00Z,13.80,85.17
2026-02-17T11:04:00Z,12.20,89.00
2026-02-17T11:05:00Z,7.51,94.00
2026-02-17T11:06:00Z,6.00,95.00
2026-02-17T11:07:00Z,5.04,95.00
2026-02-17T11:08:00Z,4.18,95.27
2026-02-17T11:10:00Z,5.04,95.00
2026-02-17T11:11:00Z,4.40,95.00
2026-02-17T11:12:00Z,5.00,96.00
2026-02-17T11:13:00Z,4.36,96.00
2026-02-17T11:14:00Z,5.00,96.00
2026-02-17T11:15:00Z,5.00,96.00
2026-02-17T11:16:00Z,5.02,95.00
2026-02-17T11:17:00Z,4.93,95.00
2026-02-17T11:18:00Z,5.47,95.00
2026-02-17T11:19:00Z,7.19,95.00
2026-02-17T11:20:00Z,5.00,95.00
2026-02-17T11:21:00Z,5.00,95.00
2026-02-17T11:23:00Z,3.06,97.00
2026-02-17T11:24:00Z,3.00,97.00
2026-02-17T11:25:00Z,3.07,97.00
2026-02-17T11:26:00Z,2.66,98.00
2026-02-17T11:27:00Z,2.00,98.00
2026-02-17T11:28:00Z,2.89,97.00
2026-02-17T11:29:00Z,2.29,99.00
2026-02-17T11:30:00Z,2.02,98.99
2026-02-17T11:31:00Z,3.00,98.99
2026-02-17T11:32:00Z,3.00,98.00
2026-02-17T11:33:00Z,2.90,98.00
2026-02-17T11:34:00Z,2.15,98.00
2026-02-17T11:35:00Z,2.09,99.00
2026-02-17T11:36:00Z,2.08,99.00
2026-02-17T11:37:00Z,1.00,99.00
2026-02-17T11:38:00Z,1.00,99.00
2026-02-17T11:39:00Z,3.00,99.00
2026-02-17T11:40:00Z,3.00,99.00
2026-02-17T11:41:00Z,2.00,99.00
2026-02-17T11:42:00Z,2.00,99.00
2026-02-17T11:43:00Z,2.00,98.01
2026-02-17T11:44:00Z,1.00,98.01
2026-02-17T11:45:00Z,1.08,98.01
2026-02-17T11:46:00Z,1.00,98.01
2026-02-17T11:47:00Z,1.00,99.00
2026-02-17T11:48:00Z,1.00,99.00
2026-02-17T11:49:00Z,2.00,99.00
2026-02-17T11:50:00Z,2.00,98.95
2026-02-17T11:51:00Z,2.00,98.95
2026-02-17T11:52:00Z,2.00,98.95
2026-02-17T11:53:00Z,1.00,98.95
2026-02-17T11:54:00Z,1.17,98.95
2026-02-17T11:55:00Z,2.00,98.95
2026-02-17T11:57:00Z,2.45,98.00
2026-02-17T11:58:00Z,2.68,98.66
2026-02-17T11:59:00Z,1.38,98.66
2026-02-17T12:00:00Z,1.00,98.66
2026-02-17T12:01:00Z,2.00,99.00
2026-02-17T12:02:00Z,2.00,99.00
2026-02-17T12:03:00Z,2.00,98.00
2026-02-17T12:04:00Z,2.30,99.00
2026-02-17T12:05:00Z,3.23,98.23
2026-02-17T12:06:00Z,1.50,99.00
2026-02-17T12:07:00Z,1.00,99.00
