# event_ticker=KXATPMATCH-26MAY20HUMKHA
# final_score=6-3 3-6 7-6(3)
# score_resolution=6-3 3-6 7-6
# match_winner=Ugo Humbert
# fav_player=Ugo Humbert
# dog_player=Karen Khachanov
# kalshi_date=2026-05-20
timestamp,Ugo Humbert,Karen Khachanov
2026-05-20T01:03:00Z,29.00,
2026-05-20T01:24:00Z,29.00,72.00
2026-05-20T01:36:00Z,29.00,72.00
2026-05-20T01:39:00Z,29.52,72.00
2026-05-20T02:16:00Z,29.00,72.00
2026-05-20T02:35:00Z,29.00,72.00
2026-05-20T02:39:00Z,29.00,72.00
2026-05-20T03:03:00Z,29.00,72.00
2026-05-20T03:07:00Z,29.00,72.00
2026-05-20T03:12:00Z,29.00,72.00
2026-05-20T03:22:00Z,29.00,72.00
2026-05-20T03:27:00Z,29.00,72.00
2026-05-20T03:28:00Z,29.00,72.00
2026-05-20T03:46:00Z,29.00,72.00
2026-05-20T03:50:00Z,29.00,72.00
2026-05-20T03:51:00Z,29.00,72.00
2026-05-20T03:52:00Z,29.00,72.00
2026-05-20T04:07:00Z,29.00,72.00
2026-05-20T04:08:00Z,29.00,72.00
2026-05-20T04:10:00Z,29.00,72.00
2026-05-20T04:13:00Z,29.00,72.00
2026-05-20T04:16:00Z,29.00,72.00
2026-05-20T04:17:00Z,29.00,72.00
2026-05-20T04:23:00Z,28.00,72.00
2026-05-20T04:26:00Z,29.00,72.00
2026-05-20T04:27:00Z,29.00,72.00
2026-05-20T04:31:00Z,28.00,72.00
2026-05-20T04:32:00Z,29.00,72.00
2026-05-20T04:43:00Z,29.00,72.00
2026-05-20T04:47:00Z,29.00,72.00
2026-05-20T04:54:00Z,29.00,72.00
2026-05-20T04:59:00Z,29.00,72.00
2026-05-20T05:12:00Z,29.00,72.00
2026-05-20T05:13:00Z,29.00,72.00
2026-05-20T05:14:00Z,29.00,72.00
2026-05-20T05:27:00Z,29.00,71.00
2026-05-20T05:28:00Z,29.00,71.00
2026-05-20T05:41:00Z,29.00,72.00
2026-05-20T05:43:00Z,29.00,72.00
2026-05-20T05:44:00Z,29.00,72.00
2026-05-20T05:45:00Z,29.00,71.96
2026-05-20T05:48:00Z,29.00,71.96
2026-05-20T06:00:00Z,29.00,72.00
2026-05-20T06:05:00Z,29.00,72.00
2026-05-20T06:15:00Z,29.00,72.00
2026-05-20T06:17:00Z,29.00,72.00
2026-05-20T06:19:00Z,29.00,72.00
2026-05-20T06:51:00Z,29.00,72.00
2026-05-20T06:55:00Z,29.00,73.00
2026-05-20T06:57:00Z,29.00,73.00
2026-05-20T07:02:00Z,29.00,73.00
2026-05-20T07:07:00Z,29.00,72.00
2026-05-20T07:09:00Z,29.00,72.00
2026-05-20T07:12:00Z,29.00,72.00
2026-05-20T07:15:00Z,29.00,72.00
2026-05-20T07:17:00Z,28.00,72.00
2026-05-20T07:22:00Z,29.00,72.00
2026-05-20T07:37:00Z,29.00,72.00
2026-05-20T07:53:00Z,29.00,72.00
2026-05-20T08:00:00Z,29.00,72.00
2026-05-20T08:52:00Z,29.00,72.00
2026-05-20T08:59:00Z,29.00,72.00
2026-05-20T09:06:00Z,29.00,72.00
2026-05-20T09:17:00Z,29.00,72.00
2026-05-20T09:19:00Z,29.00,72.00
2026-05-20T10:09:00Z,29.00,72.00
2026-05-20T10:15:00Z,29.00,72.00
2026-05-20T10:16:00Z,29.00,72.00
2026-05-20T10:38:00Z,29.00,72.00
2026-05-20T10:40:00Z,29.00,72.00
2026-05-20T10:43:00Z,29.00,71.00
2026-05-20T10:45:00Z,29.00,72.00
2026-05-20T10:47:00Z,29.00,72.00
2026-05-20T10:51:00Z,29.00,72.00
2026-05-20T10:52:00Z,29.00,72.00
2026-05-20T10:56:00Z,29.37,72.00
2026-05-20T10:57:00Z,29.00,72.00
2026-05-20T10:58:00Z,29.00,71.00
2026-05-20T10:59:00Z,29.00,71.42
2026-05-20T11:00:00Z,30.00,71.42
2026-05-20T11:09:00Z,30.00,71.00
2026-05-20T11:10:00Z,30.00,71.00
2026-05-20T11:13:00Z,30.00,70.90
2026-05-20T11:22:00Z,30.68,70.87
2026-05-20T11:28:00Z,30.00,70.87
2026-05-20T11:39:00Z,30.78,70.87
2026-05-20T11:40:00Z,30.78,70.00
2026-05-20T11:48:00Z,30.78,71.00
2026-05-20T11:59:00Z,30.00,71.00
2026-05-20T12:03:00Z,30.00,71.00
2026-05-20T12:04:00Z,30.00,71.00
2026-05-20T12:05:00Z,30.00,71.00
2026-05-20T12:06:00Z,30.00,71.00
2026-05-20T12:07:00Z,30.99,71.00
2026-05-20T12:10:00Z,30.00,71.00
2026-05-20T12:12:00Z,30.00,71.00
2026-05-20T12:13:00Z,30.00,71.00
2026-05-20T12:14:00Z,30.00,71.00
2026-05-20T12:19:00Z,30.00,71.00
2026-05-20T12:20:00Z,30.54,71.00
2026-05-20T12:21:00Z,30.54,71.00
2026-05-20T12:22:00Z,30.87,71.00
2026-05-20T12:27:00Z,30.00,71.00
2026-05-20T12:28:00Z,31.00,71.00
2026-05-20T12:31:00Z,31.00,71.00
2026-05-20T12:34:00Z,31.00,71.00
2026-05-20T12:36:00Z,31.00,71.00
2026-05-20T12:37:00Z,30.00,71.00
2026-05-20T12:38:00Z,31.00,71.00
2026-05-20T12:39:00Z,31.00,71.00
2026-05-20T12:40:00Z,31.00,71.00
2026-05-20T12:41:00Z,31.00,71.00
2026-05-20T12:42:00Z,31.00,71.00
2026-05-20T12:43:00Z,31.00,71.00
2026-05-20T12:45:00Z,31.00,71.00
2026-05-20T12:46:00Z,31.00,71.00
2026-05-20T12:47:00Z,31.00,71.00
2026-05-20T12:48:00Z,31.00,71.00
2026-05-20T12:49:00Z,31.00,71.00
2026-05-20T12:50:00Z,31.00,71.00
2026-05-20T12:51:00Z,31.00,71.00
2026-05-20T12:52:00Z,31.00,71.00
2026-05-20T12:53:00Z,31.00,71.00
2026-05-20T12:54:00Z,31.00,71.00
2026-05-20T12:55:00Z,30.00,70.96
2026-05-20T12:56:00Z,31.00,70.04
2026-05-20T12:57:00Z,32.89,70.04
2026-05-20T12:58:00Z,34.43,67.00
2026-05-20T12:59:00Z,35.09,65.88
2026-05-20T13:00:00Z,42.19,65.67
2026-05-20T13:01:00Z,44.15,57.07
2026-05-20T13:02:00Z,50.68,54.47
2026-05-20T13:03:00Z,53.15,47.44
2026-05-20T13:04:00Z,47.75,50.03
2026-05-20T13:05:00Z,47.30,52.89
2026-05-20T13:06:00Z,51.74,50.59
2026-05-20T13:07:00Z,54.00,47.00
2026-05-20T13:08:00Z,54.00,45.62
2026-05-20T13:09:00Z,55.99,46.33
2026-05-20T13:10:00Z,55.24,45.97
2026-05-20T13:11:00Z,52.29,48.02
2026-05-20T13:12:00Z,51.46,50.96
2026-05-20T13:13:00Z,52.85,48.90
2026-05-20T13:14:00Z,55.04,46.51
2026-05-20T13:15:00Z,57.97,43.00
2026-05-20T13:16:00Z,59.00,42.00
2026-05-20T13:17:00Z,58.00,43.00
2026-05-20T13:18:00Z,56.75,44.00
2026-05-20T13:19:00Z,55.02,44.33
2026-05-20T13:20:00Z,55.49,45.64
2026-05-20T13:21:00Z,58.84,42.84
2026-05-20T13:22:00Z,60.50,40.24
2026-05-20T13:23:00Z,60.69,40.00
2026-05-20T13:24:00Z,60.31,40.38
2026-05-20T13:25:00Z,62.64,39.03
2026-05-20T13:26:00Z,63.65,39.63
2026-05-20T13:27:00Z,61.92,39.00
2026-05-20T13:28:00Z,60.45,39.87
2026-05-20T13:29:00Z,59.74,42.09
2026-05-20T13:30:00Z,61.51,37.92
2026-05-20T13:31:00Z,64.19,35.76
