# event_ticker=KXATPCHALLENGERMATCH-26APR15DICPRA
# final_score=5-7 7-5 6-4
# match_winner=Juan Carlos Prado Angelo
# fav_player=Juan Carlos Prado Angelo
# dog_player=Ryan Dickerson
# kalshi_date=2026-04-15
timestamp,Juan Carlos Prado Angelo,Ryan Dickerson
2026-04-15T22:58:00Z,92.54,9.24
2026-04-15T22:59:00Z,91.03,14.24
2026-04-15T23:00:00Z,82.08,18.89
2026-04-15T23:01:00Z,80.80,20.83
2026-04-15T23:02:00Z,76.95,25.87
2026-04-15T23:03:00Z,72.55,28.89
2026-04-15T23:04:00Z,72.00,28.56
2026-04-15T23:05:00Z,73.03,27.24
2026-04-15T23:06:00Z,70.21,31.00
2026-04-15T23:07:00Z,73.54,27.02
2026-04-15T23:08:00Z,76.46,25.85
2026-04-15T23:09:00Z,68.04,33.91
2026-04-15T23:10:00Z,72.42,31.81
2026-04-15T23:11:00Z,60.77,42.01
2026-04-15T23:12:00Z,57.58,42.49
2026-04-15T23:13:00Z,59.54,40.65
2026-04-15T23:14:00Z,60.42,40.46
2026-04-15T23:15:00Z,60.85,40.64
2026-04-15T23:16:00Z,59.49,41.36
2026-04-15T23:17:00Z,58.44,42.67
2026-04-15T23:18:00Z,59.47,39.31
2026-04-15T23:19:00Z,61.80,41.07
2026-04-15T23:20:00Z,64.37,37.97
2026-04-15T23:21:00Z,60.38,43.46
2026-04-15T23:22:00Z,55.87,45.54
2026-04-15T23:23:00Z,55.89,45.32
2026-04-15T23:24:00Z,54.77,48.05
2026-04-15T23:25:00Z,56.78,42.75
2026-04-15T23:26:00Z,50.29,51.79
2026-04-15T23:27:00Z,54.05,45.93
2026-04-15T23:28:00Z,58.10,41.25
2026-04-15T23:29:00Z,56.57,44.61
2026-04-15T23:30:00Z,55.43,45.30
2026-04-15T23:31:00Z,53.02,48.25
2026-04-15T23:32:00Z,52.14,48.90
2026-04-15T23:33:00Z,55.60,45.78
2026-04-15T23:34:00Z,54.56,50.16
2026-04-15T23:35:00Z,54.51,46.33
2026-04-15T23:36:00Z,58.78,42.55
2026-04-15T23:37:00Z,62.95,38.13
2026-04-15T23:38:00Z,60.08,38.68
2026-04-15T23:39:00Z,60.32,40.98
2026-04-15T23:40:00Z,52.97,49.12
2026-04-15T23:41:00Z,51.72,49.44
2026-04-15T23:42:00Z,50.88,50.03
2026-04-15T23:43:00Z,52.17,50.03
2026-04-15T23:44:00Z,54.76,44.98
2026-04-15T23:45:00Z,56.63,45.52
2026-04-15T23:46:00Z,56.94,44.86
2026-04-15T23:47:00Z,52.58,48.81
2026-04-15T23:48:00Z,50.18,50.10
2026-04-15T23:49:00Z,48.29,51.49
2026-04-15T23:50:00Z,48.29,50.99
2026-04-15T23:51:00Z,49.33,50.98
2026-04-15T23:52:00Z,50.22,50.75
2026-04-15T23:53:00Z,50.44,50.46
2026-04-15T23:54:00Z,53.15,48.34
2026-04-15T23:55:00Z,57.22,42.30
2026-04-15T23:56:00Z,63.70,37.51
2026-04-15T23:57:00Z,72.29,26.81
2026-04-15T23:58:00Z,75.47,24.14
2026-04-15T23:59:00Z,76.59,21.35
2026-04-16T00:00:00Z,80.55,19.75
2026-04-16T00:01:00Z,78.19,20.29
2026-04-16T00:02:00Z,76.08,25.63
2026-04-16T00:03:00Z,69.49,30.30
2026-04-16T00:04:00Z,73.16,26.94
2026-04-16T00:05:00Z,66.66,36.46
2026-04-16T00:06:00Z,58.49,40.07
2026-04-16T00:07:00Z,66.84,36.40
2026-04-16T00:08:00Z,77.08,23.77
2026-04-16T00:09:00Z,78.24,21.90
2026-04-16T00:10:00Z,78.99,18.65
2026-04-16T00:11:00Z,84.05,16.43
2026-04-16T00:12:00Z,82.77,16.10
2026-04-16T00:13:00Z,81.75,16.81
2026-04-16T00:14:00Z,81.17,17.15
2026-04-16T00:15:00Z,82.63,17.83
2026-04-16T00:16:00Z,82.16,18.72
2026-04-16T00:17:00Z,81.48,18.97
2026-04-16T00:18:00Z,82.45,19.04
2026-04-16T00:19:00Z,80.86,19.59
2026-04-16T00:20:00Z,82.33,19.31
2026-04-16T00:21:00Z,81.35,18.66
2026-04-16T00:22:00Z,82.49,18.43
2026-04-16T00:23:00Z,75.07,22.24
2026-04-16T00:24:00Z,77.01,22.69
2026-04-16T00:25:00Z,80.26,19.60
2026-04-16T00:26:00Z,81.73,19.03
2026-04-16T00:27:00Z,82.38,17.32
2026-04-16T00:28:00Z,87.64,10.61
2026-04-16T00:29:00Z,92.21,7.72
2026-04-16T00:30:00Z,93.47,7.55
2026-04-16T00:31:00Z,90.23,11.09
2026-04-16T00:32:00Z,87.12,13.03
2026-04-16T00:33:00Z,82.74,14.81
2026-04-16T00:34:00Z,85.91,16.22
2026-04-16T00:35:00Z,77.94,21.33
2026-04-16T00:36:00Z,78.77,22.25
2026-04-16T00:37:00Z,83.91,16.27
2026-04-16T00:38:00Z,80.17,20.73
2026-04-16T00:39:00Z,83.30,17.13
2026-04-16T00:40:00Z,78.61,22.29
2026-04-16T00:41:00Z,76.98,24.16
2026-04-16T00:42:00Z,74.68,26.87
2026-04-16T00:43:00Z,70.91,29.45
2026-04-16T00:44:00Z,72.43,28.28
2026-04-16T00:45:00Z,76.51,24.54
2026-04-16T00:46:00Z,75.56,25.29
2026-04-16T00:47:00Z,77.83,23.49
2026-04-16T00:48:00Z,70.31,30.11
2026-04-16T00:49:00Z,64.68,35.41
2026-04-16T00:50:00Z,61.81,36.01
2026-04-16T00:51:00Z,62.91,37.37
2026-04-16T00:52:00Z,71.61,28.03
2026-04-16T00:53:00Z,73.66,27.15
2026-04-16T00:54:00Z,74.04,26.51
2026-04-16T00:55:00Z,69.34,30.62
2026-04-16T00:56:00Z,73.75,25.97
2026-04-16T00:57:00Z,78.31,26.31
2026-04-16T00:58:00Z,72.62,26.97
2026-04-16T00:59:00Z,73.09,28.35
2026-04-16T01:00:00Z,81.61,17.59
2026-04-16T01:01:00Z,93.68,5.61
2026-04-16T01:02:00Z,94.41,5.78
2026-04-16T01:03:00Z,97.65,2.40
2026-04-16T01:04:00Z,98.90,1.45
2026-04-16T01:05:00Z,99.00,1.00
2026-04-16T01:06:00Z,99.00,1.00
2026-04-16T01:07:00Z,99.00,1.00
2026-04-16T01:08:00Z,99.00,1.00
2026-04-16T01:09:00Z,99.00,1.00
2026-04-16T01:10:00Z,99.00,1.00
2026-04-16T01:11:00Z,99.00,1.00
2026-04-16T01:12:00Z,99.00,1.00
