# event_ticker=KXATPCHALLENGERMATCH-26APR15DICPRA
# final_score=5-7 7-5 6-4
# match_winner=Juan Carlos Prado Angelo
# fav_player=Juan Carlos Prado Angelo
# dog_player=Ryan Dickerson
# kalshi_date=2026-04-15
timestamp,Juan Carlos Prado Angelo,Ryan Dickerson
2026-04-15T10:59:00Z,89.00,
2026-04-15T11:02:00Z,89.00,
2026-04-15T11:07:00Z,89.00,13.00
2026-04-15T12:10:00Z,91.00,13.00
2026-04-15T12:29:00Z,91.00,13.00
2026-04-15T12:59:00Z,90.00,13.00
2026-04-15T13:49:00Z,90.00,13.00
2026-04-15T13:53:00Z,90.00,12.00
2026-04-15T13:54:00Z,91.00,12.00
2026-04-15T14:01:00Z,91.00,12.00
2026-04-15T14:04:00Z,90.00,12.00
2026-04-15T14:07:00Z,90.00,12.00
2026-04-15T14:12:00Z,89.00,12.00
2026-04-15T14:14:00Z,90.00,12.00
2026-04-15T14:18:00Z,90.00,12.00
2026-04-15T14:46:00Z,90.00,12.00
2026-04-15T15:26:00Z,90.00,12.00
2026-04-15T15:30:00Z,90.00,11.00
2026-04-15T16:04:00Z,90.00,11.00
2026-04-15T16:05:00Z,90.00,11.00
2026-04-15T16:12:00Z,89.00,11.00
2026-04-15T16:16:00Z,89.00,10.00
2026-04-15T16:26:00Z,88.00,10.00
2026-04-15T16:29:00Z,89.00,10.00
2026-04-15T16:37:00Z,89.00,10.00
2026-04-15T17:09:00Z,89.00,10.00
2026-04-15T17:14:00Z,89.00,10.00
2026-04-15T17:20:00Z,89.00,10.00
2026-04-15T17:33:00Z,89.00,10.00
2026-04-15T17:35:00Z,90.00,10.00
2026-04-15T17:49:00Z,90.00,10.00
2026-04-15T18:25:00Z,90.00,10.00
2026-04-15T18:27:00Z,89.00,10.00
2026-04-15T18:41:00Z,89.00,11.00
2026-04-15T19:11:00Z,89.00,11.00
2026-04-15T19:14:00Z,89.00,11.00
2026-04-15T20:00:00Z,90.00,11.00
2026-04-15T20:10:00Z,90.00,11.00
2026-04-15T20:16:00Z,90.00,11.15
2026-04-15T20:18:00Z,90.00,12.23
2026-04-15T20:21:00Z,89.00,12.23
2026-04-15T20:24:00Z,89.00,12.00
2026-04-15T20:26:00Z,89.00,12.00
2026-04-15T20:31:00Z,89.00,12.00
2026-04-15T20:36:00Z,89.00,12.00
2026-04-15T20:37:00Z,89.00,12.00
2026-04-15T20:38:00Z,89.00,12.00
2026-04-15T20:41:00Z,89.00,12.00
2026-04-15T20:42:00Z,89.00,12.00
2026-04-15T20:44:00Z,88.00,12.00
2026-04-15T20:49:00Z,88.00,12.00
2026-04-15T20:51:00Z,89.00,12.00
2026-04-15T20:54:00Z,89.00,12.00
2026-04-15T21:03:00Z,89.00,12.00
2026-04-15T21:13:00Z,89.00,12.00
2026-04-15T21:16:00Z,89.00,12.00
2026-04-15T21:17:00Z,89.00,12.00
2026-04-15T21:20:00Z,89.00,11.41
2026-04-15T21:22:00Z,89.00,11.41
2026-04-15T21:23:00Z,89.00,11.41
2026-04-15T21:26:00Z,89.00,11.41
2026-04-15T21:28:00Z,89.00,11.41
2026-04-15T21:30:00Z,88.00,11.41
2026-04-15T21:33:00Z,88.00,12.00
2026-04-15T21:34:00Z,88.00,12.00
2026-04-15T21:36:00Z,88.00,12.00
2026-04-15T21:37:00Z,88.00,12.00
2026-04-15T21:40:00Z,88.00,12.00
2026-04-15T21:43:00Z,88.00,12.00
2026-04-15T21:46:00Z,89.00,12.00
2026-04-15T21:47:00Z,89.00,12.00
2026-04-15T21:51:00Z,89.00,12.00
2026-04-15T21:52:00Z,89.00,12.00
2026-04-15T21:53:00Z,90.00,12.00
2026-04-15T21:54:00Z,90.00,12.00
2026-04-15T21:56:00Z,90.00,12.00
2026-04-15T21:57:00Z,90.00,12.00
2026-04-15T21:58:00Z,90.00,12.00
2026-04-15T21:59:00Z,90.00,12.00
2026-04-15T22:00:00Z,90.00,12.00
2026-04-15T22:01:00Z,90.00,12.00
2026-04-15T22:02:00Z,90.00,12.00
2026-04-15T22:03:00Z,90.00,12.00
2026-04-15T22:04:00Z,89.10,12.00
2026-04-15T22:05:00Z,89.77,11.98
2026-04-15T22:06:00Z,88.12,13.08
2026-04-15T22:07:00Z,89.00,13.07
2026-04-15T22:08:00Z,87.96,12.39
2026-04-15T22:09:00Z,87.81,12.58
2026-04-15T22:10:00Z,88.00,12.65
2026-04-15T22:11:00Z,90.15,10.95
2026-04-15T22:12:00Z,91.11,7.51
2026-04-15T22:13:00Z,93.04,7.23
2026-04-15T22:14:00Z,94.38,6.35
2026-04-15T22:15:00Z,94.99,6.05
2026-04-15T22:16:00Z,94.97,5.92
2026-04-15T22:17:00Z,95.00,6.00
2026-04-15T22:18:00Z,94.98,6.00
2026-04-15T22:19:00Z,95.00,6.92
2026-04-15T22:20:00Z,93.70,7.84
2026-04-15T22:21:00Z,91.73,7.87
2026-04-15T22:22:00Z,90.00,9.67
2026-04-15T22:23:00Z,90.47,9.27
2026-04-15T22:24:00Z,93.00,7.64
2026-04-15T22:25:00Z,93.99,7.72
2026-04-15T22:26:00Z,92.84,8.00
2026-04-15T22:27:00Z,93.00,8.02
2026-04-15T22:28:00Z,92.98,8.78
2026-04-15T22:29:00Z,91.20,8.75
2026-04-15T22:30:00Z,91.99,9.00
2026-04-15T22:31:00Z,91.00,9.14
2026-04-15T22:32:00Z,91.99,9.89
2026-04-15T22:33:00Z,92.00,8.05
2026-04-15T22:34:00Z,93.00,8.20
2026-04-15T22:35:00Z,93.00,6.92
2026-04-15T22:36:00Z,93.12,7.33
2026-04-15T22:37:00Z,93.00,7.95
2026-04-15T22:38:00Z,92.00,7.82
2026-04-15T22:39:00Z,92.00,8.71
2026-04-15T22:40:00Z,91.97,9.00
2026-04-15T22:41:00Z,92.93,8.90
2026-04-15T22:42:00Z,93.04,6.91
2026-04-15T22:43:00Z,94.00,6.60
2026-04-15T22:44:00Z,93.63,6.35
2026-04-15T22:45:00Z,93.63,7.03
2026-04-15T22:46:00Z,93.44,6.20
2026-04-15T22:47:00Z,93.00,6.16
2026-04-15T22:48:00Z,94.00,5.60
2026-04-15T22:49:00Z,95.00,5.53
2026-04-15T22:50:00Z,94.68,5.89
2026-04-15T22:51:00Z,94.20,6.66
2026-04-15T22:52:00Z,93.99,6.99
2026-04-15T22:53:00Z,92.92,7.88
2026-04-15T22:54:00Z,92.43,7.88
2026-04-15T22:55:00Z,93.11,7.21
2026-04-15T22:56:00Z,93.37,7.72
2026-04-15T22:57:00Z,91.94,10.51
