# event_ticker=KXATPCHALLENGERMATCH-26MAY08KWONSAN
# final_score=6-1 3-6 6-2
# score_resolution=1-6 6-3 2-6
# match_winner=Soonwoo Kwon
# fav_player=Akira Santillan
# dog_player=Soonwoo Kwon
# kalshi_date=2026-05-08
timestamp,Soonwoo Kwon,Akira Santillan
2026-05-07T18:51:00Z,84.00,
2026-05-07T20:03:00Z,84.00,
2026-05-07T20:20:00Z,84.00,
2026-05-07T21:40:00Z,84.00,19.00
2026-05-07T22:20:00Z,84.00,19.00
2026-05-07T22:21:00Z,83.00,19.00
2026-05-07T22:38:00Z,83.00,19.00
2026-05-07T22:52:00Z,83.00,19.00
2026-05-07T23:10:00Z,83.00,19.00
2026-05-07T23:43:00Z,83.00,19.00
2026-05-08T00:23:00Z,81.00,19.00
2026-05-08T00:34:00Z,83.00,19.00
2026-05-08T01:04:00Z,85.00,19.00
2026-05-08T01:37:00Z,85.00,19.00
2026-05-08T02:06:00Z,85.00,19.00
2026-05-08T02:49:00Z,85.00,19.00
2026-05-08T03:02:00Z,85.00,19.00
2026-05-08T03:49:00Z,85.00,19.00
2026-05-08T03:53:00Z,85.00,19.00
2026-05-08T03:58:00Z,85.00,19.00
2026-05-08T04:12:00Z,85.00,17.00
2026-05-08T04:13:00Z,85.00,17.00
2026-05-08T04:21:00Z,85.00,17.00
2026-05-08T04:24:00Z,86.00,17.00
2026-05-08T04:27:00Z,86.00,17.00
2026-05-08T04:36:00Z,84.00,17.00
2026-05-08T04:37:00Z,84.00,17.00
2026-05-08T04:41:00Z,85.00,17.00
2026-05-08T04:51:00Z,84.00,17.00
2026-05-08T04:54:00Z,84.00,17.00
2026-05-08T04:55:00Z,84.00,17.00
2026-05-08T05:04:00Z,84.00,17.00
2026-05-08T05:07:00Z,84.00,17.00
2026-05-08T05:08:00Z,84.00,17.00
2026-05-08T05:10:00Z,84.00,17.00
2026-05-08T05:12:00Z,84.00,17.00
2026-05-08T05:23:00Z,84.00,17.00
2026-05-08T05:24:00Z,84.00,17.00
2026-05-08T05:25:00Z,84.00,17.00
2026-05-08T05:40:00Z,83.00,17.00
2026-05-08T05:48:00Z,84.00,17.00
2026-05-08T05:53:00Z,84.00,17.00
2026-05-08T05:54:00Z,84.00,17.00
2026-05-08T05:56:00Z,84.00,17.00
2026-05-08T06:01:00Z,84.00,17.00
2026-05-08T06:06:00Z,84.00,17.00
2026-05-08T06:07:00Z,84.29,17.00
2026-05-08T06:08:00Z,84.29,17.00
2026-05-08T06:10:00Z,84.29,17.00
2026-05-08T06:11:00Z,84.29,17.00
2026-05-08T06:12:00Z,85.00,17.00
2026-05-08T06:13:00Z,85.00,17.00
2026-05-08T06:15:00Z,85.00,17.00
2026-05-08T06:18:00Z,85.00,17.00
2026-05-08T06:20:00Z,85.00,17.00
2026-05-08T06:23:00Z,85.00,17.00
2026-05-08T06:24:00Z,85.00,17.00
2026-05-08T06:25:00Z,84.01,17.00
2026-05-08T06:29:00Z,84.00,17.00
2026-05-08T06:30:00Z,84.00,17.00
2026-05-08T06:31:00Z,84.00,17.00
2026-05-08T06:32:00Z,83.00,17.00
2026-05-08T06:33:00Z,83.00,17.00
2026-05-08T06:34:00Z,85.00,16.39
2026-05-08T06:35:00Z,86.44,14.07
2026-05-08T06:36:00Z,86.99,15.00
2026-05-08T06:37:00Z,84.88,15.75
2026-05-08T06:38:00Z,84.99,16.88
2026-05-08T06:39:00Z,87.00,13.57
2026-05-08T06:40:00Z,85.00,15.77
2026-05-08T06:41:00Z,85.79,15.50
2026-05-08T06:42:00Z,85.79,14.06
2026-05-08T06:43:00Z,89.35,11.29
2026-05-08T06:44:00Z,91.07,8.12
2026-05-08T06:45:00Z,92.95,7.42
2026-05-08T06:46:00Z,93.26,7.56
2026-05-08T06:47:00Z,93.00,7.92
2026-05-08T06:48:00Z,93.00,6.92
2026-05-08T06:49:00Z,95.20,5.82
2026-05-08T06:50:00Z,95.00,4.39
2026-05-08T06:51:00Z,95.00,5.10
2026-05-08T06:52:00Z,95.00,4.11
2026-05-08T06:53:00Z,96.00,4.07
2026-05-08T06:54:00Z,95.00,4.12
2026-05-08T06:55:00Z,95.00,5.00
2026-05-08T06:56:00Z,96.00,5.00
2026-05-08T06:57:00Z,96.00,4.00
2026-05-08T06:58:00Z,96.00,5.00
2026-05-08T06:59:00Z,96.33,4.77
2026-05-08T07:00:00Z,96.00,4.20
2026-05-08T07:01:00Z,96.00,4.01
2026-05-08T07:02:00Z,97.66,3.55
2026-05-08T07:03:00Z,96.19,3.36
2026-05-08T07:04:00Z,98.66,2.00
2026-05-08T07:05:00Z,99.00,1.11
2026-05-08T07:06:00Z,99.00,1.54
2026-05-08T07:07:00Z,99.00,1.54
2026-05-08T07:08:00Z,98.24,1.38
2026-05-08T07:09:00Z,99.00,1.97
2026-05-08T07:10:00Z,98.00,2.00
2026-05-08T07:11:00Z,98.00,1.99
2026-05-08T07:12:00Z,97.00,3.00
2026-05-08T07:13:00Z,97.00,4.48
2026-05-08T07:14:00Z,96.57,4.71
2026-05-08T07:15:00Z,94.69,4.08
2026-05-08T07:16:00Z,93.65,6.86
2026-05-08T07:17:00Z,95.33,5.79
2026-05-08T07:18:00Z,96.59,4.05
2026-05-08T07:19:00Z,94.60,5.84
2026-05-08T07:20:00Z,92.19,7.35
2026-05-08T07:21:00Z,92.01,8.58
2026-05-08T07:22:00Z,91.20,8.40
2026-05-08T07:23:00Z,88.54,11.64
2026-05-08T07:24:00Z,91.00,10.21
2026-05-08T07:25:00Z,86.88,13.91
2026-05-08T07:26:00Z,82.93,18.14
2026-05-08T07:27:00Z,76.58,22.87
2026-05-08T07:28:00Z,76.00,24.62
2026-05-08T07:29:00Z,74.07,26.93
2026-05-08T07:30:00Z,75.82,26.10
2026-05-08T07:31:00Z,75.81,25.66
2026-05-08T07:32:00Z,75.15,27.22
2026-05-08T07:33:00Z,70.64,30.90
2026-05-08T07:34:00Z,69.99,30.14
2026-05-08T07:35:00Z,69.02,32.41
2026-05-08T07:36:00Z,72.48,30.07
2026-05-08T07:37:00Z,74.79,25.33
2026-05-08T07:38:00Z,80.01,21.32
2026-05-08T07:39:00Z,84.38,14.88
2026-05-08T07:40:00Z,86.22,12.98
2026-05-08T07:41:00Z,92.02,9.11
2026-05-08T07:42:00Z,93.30,7.85
2026-05-08T07:43:00Z,94.99,5.70
2026-05-08T07:44:00Z,94.74,5.94
2026-05-08T07:45:00Z,94.39,7.01
2026-05-08T07:46:00Z,92.47,8.73
2026-05-08T07:47:00Z,94.18,5.50
2026-05-08T07:48:00Z,92.18,5.40
2026-05-08T07:49:00Z,89.96,13.04
2026-05-08T07:50:00Z,87.14,14.23
2026-05-08T07:51:00Z,86.47,13.85
2026-05-08T07:52:00Z,89.63,11.34
2026-05-08T07:53:00Z,89.57,11.09
2026-05-08T07:54:00Z,85.59,14.65
2026-05-08T07:55:00Z,91.49,9.31
2026-05-08T07:56:00Z,90.03,8.79
2026-05-08T07:57:00Z,94.80,5.22
2026-05-08T07:58:00Z,94.92,6.99
2026-05-08T07:59:00Z,94.47,6.05
2026-05-08T08:00:00Z,92.84,7.47
2026-05-08T08:01:00Z,92.56,8.18
2026-05-08T08:02:00Z,95.07,6.56
2026-05-08T08:03:00Z,93.10,5.82
2026-05-08T08:04:00Z,93.56,6.68
2026-05-08T08:05:00Z,96.94,3.34
2026-05-08T08:06:00Z,96.57,3.74
2026-05-08T08:07:00Z,98.42,1.00
2026-05-08T08:08:00Z,97.27,2.91
2026-05-08T08:09:00Z,98.90,1.19
2026-05-08T08:10:00Z,99.00,1.00
2026-05-08T08:11:00Z,99.00,1.00
2026-05-08T08:12:00Z,99.00,1.00
2026-05-08T08:13:00Z,99.00,1.00
2026-05-08T08:14:00Z,99.00,1.00
2026-05-08T08:15:00Z,99.00,1.00
2026-05-08T08:16:00Z,99.00,1.00
2026-05-08T08:17:00Z,99.00,1.00
