# event_ticker=KXATPMATCH-26MAR10FONSIN
# final_score=7-6(6) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Joao Fonseca
# kalshi_date=2026-03-10
timestamp,Jannik Sinner,Joao Fonseca
2026-03-10T13:22:00Z,91.00,
2026-03-10T13:24:00Z,91.00,
2026-03-10T13:27:00Z,91.00,10.00
2026-03-10T13:28:00Z,91.00,10.00
2026-03-10T13:31:00Z,91.00,10.00
2026-03-10T13:33:00Z,91.00,10.00
2026-03-10T13:34:00Z,91.00,10.00
2026-03-10T13:36:00Z,91.00,10.00
2026-03-10T13:37:00Z,91.00,10.00
2026-03-10T13:44:00Z,91.00,11.00
2026-03-10T13:45:00Z,91.00,11.00
2026-03-10T13:46:00Z,91.00,11.00
2026-03-10T13:47:00Z,91.00,11.00
2026-03-10T13:48:00Z,91.00,11.00
2026-03-10T13:50:00Z,91.00,11.00
2026-03-10T13:51:00Z,91.00,11.00
2026-03-10T13:55:00Z,91.00,10.00
2026-03-10T13:56:00Z,91.00,10.00
2026-03-10T13:58:00Z,91.00,10.00
2026-03-10T13:59:00Z,91.00,10.00
2026-03-10T14:09:00Z,91.00,10.00
2026-03-10T14:12:00Z,91.00,10.00
2026-03-10T14:15:00Z,91.00,10.00
2026-03-10T14:16:00Z,91.00,11.00
2026-03-10T14:18:00Z,91.00,11.00
2026-03-10T14:20:00Z,91.00,11.00
2026-03-10T14:22:00Z,91.00,11.00
2026-03-10T14:27:00Z,91.00,11.00
2026-03-10T14:32:00Z,91.00,11.00
2026-03-10T14:34:00Z,91.00,11.00
2026-03-10T14:35:00Z,91.00,11.00
2026-03-10T14:36:00Z,91.00,11.00
2026-03-10T14:38:00Z,91.00,11.00
2026-03-10T14:41:00Z,91.00,10.00
2026-03-10T14:42:00Z,91.00,10.00
2026-03-10T14:43:00Z,91.00,10.00
2026-03-10T14:44:00Z,91.00,10.00
2026-03-10T14:45:00Z,91.00,10.00
2026-03-10T14:46:00Z,91.00,10.00
2026-03-10T14:47:00Z,91.00,10.00
2026-03-10T14:48:00Z,91.00,10.00
2026-03-10T14:53:00Z,91.00,11.00
2026-03-10T14:54:00Z,91.00,11.00
2026-03-10T14:55:00Z,91.00,10.33
2026-03-10T14:58:00Z,91.00,11.00
2026-03-10T14:59:00Z,91.00,11.00
2026-03-10T15:02:00Z,91.00,11.00
2026-03-10T15:03:00Z,91.00,11.00
2026-03-10T15:05:00Z,91.00,11.00
2026-03-10T15:14:00Z,91.00,11.00
2026-03-10T15:15:00Z,91.00,11.00
2026-03-10T15:20:00Z,91.00,11.00
2026-03-10T15:22:00Z,91.00,11.00
2026-03-10T15:23:00Z,91.00,11.00
2026-03-10T15:24:00Z,91.00,11.00
2026-03-10T15:28:00Z,91.00,11.00
2026-03-10T15:29:00Z,91.00,11.00
2026-03-10T15:36:00Z,91.00,11.00
2026-03-10T15:42:00Z,91.00,11.00
2026-03-10T15:43:00Z,91.00,11.00
2026-03-10T15:45:00Z,91.00,11.00
2026-03-10T15:47:00Z,91.00,11.00
2026-03-10T15:48:00Z,91.00,11.00
2026-03-10T15:52:00Z,91.00,11.00
2026-03-10T15:54:00Z,91.00,11.00
2026-03-10T15:57:00Z,91.00,11.00
2026-03-10T15:58:00Z,91.00,11.00
2026-03-10T16:02:00Z,91.00,10.00
