# event_ticker=KXATPCHALLENGERMATCH-26MAR28SAFLLA
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Pablo Llamas Ruiz
# fav_player=Roman Safiullin
# dog_player=Pablo Llamas Ruiz
# kalshi_date=2026-03-28
timestamp,Roman Safiullin,Pablo Llamas Ruiz
2026-03-28T01:25:00Z,,62.00
2026-03-28T01:47:00Z,39.00,62.00
2026-03-28T01:52:00Z,39.00,62.00
2026-03-28T02:03:00Z,39.00,62.00
2026-03-28T02:11:00Z,40.00,62.00
2026-03-28T02:12:00Z,40.00,60.00
2026-03-28T02:52:00Z,40.00,60.00
2026-03-28T02:56:00Z,40.00,60.00
2026-03-28T03:06:00Z,40.00,60.00
2026-03-28T03:07:00Z,40.00,62.00
2026-03-28T03:35:00Z,40.00,62.00
2026-03-28T03:49:00Z,40.00,62.00
2026-03-28T03:51:00Z,40.00,62.00
2026-03-28T04:01:00Z,38.00,62.00
2026-03-28T04:07:00Z,40.00,62.00
2026-03-28T05:04:00Z,40.00,62.00
2026-03-28T05:15:00Z,40.00,62.00
2026-03-28T05:16:00Z,40.00,62.00
2026-03-28T05:19:00Z,40.00,62.00
2026-03-28T05:27:00Z,40.00,59.02
2026-03-28T05:31:00Z,40.00,59.02
2026-03-28T05:35:00Z,40.00,59.02
2026-03-28T05:42:00Z,40.00,61.00
2026-03-28T05:45:00Z,40.00,61.00
2026-03-28T05:48:00Z,40.00,61.00
2026-03-28T05:49:00Z,40.00,61.00
2026-03-28T05:50:00Z,40.00,61.00
2026-03-28T05:56:00Z,40.00,61.00
2026-03-28T06:06:00Z,40.00,61.00
2026-03-28T06:17:00Z,40.00,61.00
2026-03-28T06:51:00Z,40.00,61.63
2026-03-28T06:56:00Z,40.00,61.63
2026-03-28T07:06:00Z,40.00,61.00
2026-03-28T07:07:00Z,40.00,61.00
2026-03-28T07:08:00Z,41.00,61.00
2026-03-28T07:11:00Z,41.00,61.00
2026-03-28T07:12:00Z,41.00,61.00
2026-03-28T07:14:00Z,40.00,61.00
2026-03-28T07:17:00Z,38.00,61.00
2026-03-28T07:18:00Z,38.00,62.00
2026-03-28T07:27:00Z,38.00,62.00
2026-03-28T07:29:00Z,38.00,62.00
2026-03-28T07:31:00Z,38.00,62.00
2026-03-28T07:35:00Z,38.00,62.00
2026-03-28T07:38:00Z,38.00,62.00
2026-03-28T07:39:00Z,38.00,62.28
2026-03-28T07:49:00Z,38.00,62.13
2026-03-28T07:51:00Z,38.00,63.00
2026-03-28T07:56:00Z,40.00,63.00
2026-03-28T08:03:00Z,40.00,62.00
2026-03-28T08:05:00Z,40.00,62.00
2026-03-28T08:14:00Z,40.00,62.00
2026-03-28T08:16:00Z,40.00,62.00
2026-03-28T08:19:00Z,40.00,62.00
2026-03-28T08:20:00Z,40.00,62.00
2026-03-28T08:25:00Z,40.00,62.00
2026-03-28T08:31:00Z,40.00,62.00
2026-03-28T08:38:00Z,40.00,62.00
2026-03-28T08:39:00Z,40.00,62.00
2026-03-28T08:44:00Z,40.00,62.00
2026-03-28T08:45:00Z,40.00,62.00
2026-03-28T08:50:00Z,40.00,62.00
2026-03-28T08:55:00Z,40.00,62.00
2026-03-28T08:56:00Z,40.00,62.00
2026-03-28T09:03:00Z,40.00,62.00
2026-03-28T09:18:00Z,41.00,62.00
2026-03-28T09:21:00Z,41.00,61.00
2026-03-28T09:23:00Z,41.00,61.00
2026-03-28T09:25:00Z,41.00,60.00
2026-03-28T09:28:00Z,41.00,60.00
2026-03-28T09:33:00Z,41.00,60.00
2026-03-28T09:34:00Z,41.00,61.00
2026-03-28T09:35:00Z,41.00,61.00
2026-03-28T09:39:00Z,41.00,61.00
2026-03-28T09:41:00Z,41.00,61.00
2026-03-28T09:48:00Z,41.00,61.00
2026-03-28T09:50:00Z,41.00,61.00
2026-03-28T09:53:00Z,41.00,61.00
2026-03-28T09:55:00Z,41.00,61.00
2026-03-28T09:56:00Z,41.00,61.00
2026-03-28T10:01:00Z,41.00,61.00
2026-03-28T10:08:00Z,41.00,61.00
2026-03-28T10:09:00Z,40.00,61.00
2026-03-28T10:14:00Z,40.00,59.55
2026-03-28T10:18:00Z,42.00,59.55
2026-03-28T10:22:00Z,42.00,59.55
