# event_ticker=KXATPMATCH-26FEB19DZUFAR
# final_score=7-6(1) 6-4
# score_resolution=6-7 4-6
# match_winner=Jaime Faria
# fav_player=Damir Dzumhur
# dog_player=Jaime Faria
# kalshi_date=2026-02-19
timestamp,Damir Dzumhur,Jaime Faria
2026-02-19T07:58:00Z,41.00,
2026-02-19T10:05:00Z,44.00,
2026-02-19T10:08:00Z,44.00,
2026-02-19T10:25:00Z,44.00,58.00
2026-02-19T10:27:00Z,44.00,58.00
2026-02-19T10:32:00Z,44.00,58.00
2026-02-19T10:37:00Z,44.00,58.00
2026-02-19T10:50:00Z,44.00,58.00
2026-02-19T10:54:00Z,44.00,58.00
2026-02-19T11:35:00Z,44.00,58.00
2026-02-19T11:42:00Z,44.00,58.00
2026-02-19T11:45:00Z,44.00,58.00
2026-02-19T12:02:00Z,44.00,58.00
2026-02-19T12:08:00Z,44.00,58.00
2026-02-19T12:17:00Z,44.00,58.00
2026-02-19T12:34:00Z,44.00,58.00
2026-02-19T12:39:00Z,43.00,58.00
2026-02-19T12:43:00Z,43.00,58.00
2026-02-19T12:54:00Z,43.00,58.00
2026-02-19T12:59:00Z,44.00,58.00
2026-02-19T13:00:00Z,44.00,58.00
2026-02-19T13:07:00Z,42.00,58.00
2026-02-19T13:17:00Z,42.00,58.00
2026-02-19T13:23:00Z,42.00,58.00
2026-02-19T13:30:00Z,42.00,58.00
2026-02-19T13:31:00Z,42.00,58.00
2026-02-19T13:40:00Z,42.00,58.00
2026-02-19T13:48:00Z,42.00,58.00
2026-02-19T13:51:00Z,43.00,58.00
2026-02-19T13:55:00Z,43.00,58.00
2026-02-19T14:03:00Z,43.00,58.00
2026-02-19T14:11:00Z,43.00,58.00
2026-02-19T14:17:00Z,43.00,58.00
2026-02-19T14:33:00Z,43.00,58.00
2026-02-19T14:39:00Z,43.00,59.00
2026-02-19T14:51:00Z,43.00,59.00
2026-02-19T14:54:00Z,43.00,59.00
2026-02-19T14:58:00Z,43.00,59.00
2026-02-19T15:08:00Z,42.00,59.00
2026-02-19T15:09:00Z,42.00,59.00
2026-02-19T15:15:00Z,42.00,59.00
2026-02-19T15:18:00Z,42.00,59.00
2026-02-19T15:23:00Z,42.00,59.00
2026-02-19T15:26:00Z,42.00,59.00
2026-02-19T15:33:00Z,41.00,60.00
2026-02-19T15:35:00Z,41.00,61.00
2026-02-19T15:37:00Z,41.00,61.00
2026-02-19T15:38:00Z,41.00,61.00
2026-02-19T15:39:00Z,41.00,61.00
2026-02-19T15:40:00Z,40.00,61.00
2026-02-19T15:43:00Z,39.00,61.00
2026-02-19T15:45:00Z,39.00,61.00
2026-02-19T15:46:00Z,39.00,62.00
2026-02-19T15:49:00Z,39.00,62.00
2026-02-19T15:51:00Z,39.00,62.00
2026-02-19T15:53:00Z,39.00,62.00
2026-02-19T15:54:00Z,39.00,62.00
2026-02-19T15:55:00Z,39.00,62.00
2026-02-19T15:56:00Z,39.00,61.00
2026-02-19T15:57:00Z,39.00,62.00
2026-02-19T15:59:00Z,39.00,62.00
2026-02-19T16:00:00Z,39.00,62.00
2026-02-19T16:01:00Z,39.32,62.00
2026-02-19T16:02:00Z,39.32,62.00
2026-02-19T16:05:00Z,39.32,62.00
2026-02-19T16:07:00Z,39.00,62.00
2026-02-19T16:08:00Z,39.00,62.00
2026-02-19T16:13:00Z,39.00,62.00
2026-02-19T16:14:00Z,39.00,62.00
2026-02-19T16:15:00Z,39.00,62.00
2026-02-19T16:16:00Z,39.00,62.00
2026-02-19T16:17:00Z,39.00,62.00
2026-02-19T16:19:00Z,39.00,62.00
2026-02-19T16:25:00Z,39.00,62.00
2026-02-19T16:26:00Z,38.00,62.00
2026-02-19T16:28:00Z,39.00,62.00
2026-02-19T16:30:00Z,39.00,62.00
2026-02-19T16:32:00Z,39.00,62.00
2026-02-19T16:33:00Z,39.00,62.00
2026-02-19T16:35:00Z,39.00,62.00
2026-02-19T16:36:00Z,39.00,62.00
2026-02-19T16:37:00Z,39.00,62.00
2026-02-19T16:38:00Z,39.00,62.00
2026-02-19T16:39:00Z,39.00,61.00
2026-02-19T16:41:00Z,39.00,61.00
2026-02-19T16:43:00Z,39.00,62.00
2026-02-19T16:44:00Z,39.00,61.29
2026-02-19T16:47:00Z,39.00,62.00
2026-02-19T16:48:00Z,39.00,62.00
2026-02-19T16:49:00Z,38.00,62.00
2026-02-19T16:51:00Z,38.00,62.00
