# event_ticker=KXATPCHALLENGERMATCH-26MAY29NEUBER
# final_score=6-4 7-6(3)
# score_resolution=6-4 7-6
# match_winner=Lukas Neumayer
# fav_player=Lukas Neumayer
# dog_player=Remy Bertola
# kalshi_date=2026-05-29
timestamp,Lukas Neumayer,Remy Bertola
2026-05-29T09:35:00Z,88.00,11.50
2026-05-29T09:36:00Z,88.00,11.50
2026-05-29T09:38:00Z,88.03,11.50
2026-05-29T09:39:00Z,90.00,10.66
2026-05-29T09:40:00Z,89.00,11.00
2026-05-29T09:42:00Z,88.00,11.00
2026-05-29T09:44:00Z,85.01,15.16
2026-05-29T09:45:00Z,87.04,15.16
2026-05-29T09:46:00Z,90.00,15.16
2026-05-29T09:47:00Z,90.00,10.00
2026-05-29T09:48:00Z,90.00,10.00
2026-05-29T09:50:00Z,91.00,10.00
2026-05-29T09:52:00Z,88.00,12.50
2026-05-29T09:53:00Z,87.00,14.00
2026-05-29T09:54:00Z,85.00,14.00
2026-05-29T09:55:00Z,86.00,14.00
2026-05-29T09:56:00Z,86.00,12.00
2026-05-29T09:57:00Z,88.00,12.00
2026-05-29T09:58:00Z,88.00,9.00
2026-05-29T09:59:00Z,88.00,11.00
2026-05-29T10:00:00Z,87.00,14.00
2026-05-29T10:01:00Z,87.00,14.00
2026-05-29T10:02:00Z,88.00,13.00
2026-05-29T10:03:00Z,87.68,13.00
2026-05-29T10:04:00Z,87.68,14.00
2026-05-29T10:05:00Z,82.44,17.74
2026-05-29T10:06:00Z,83.59,16.08
2026-05-29T10:07:00Z,84.13,15.11
2026-05-29T10:08:00Z,84.00,15.28
2026-05-29T10:09:00Z,79.15,20.09
2026-05-29T10:10:00Z,82.00,19.00
2026-05-29T10:11:00Z,86.00,19.00
2026-05-29T10:12:00Z,85.00,15.60
2026-05-29T10:13:00Z,85.07,14.14
2026-05-29T10:14:00Z,85.07,15.40
2026-05-29T10:15:00Z,85.07,18.00
2026-05-29T10:17:00Z,81.00,24.00
2026-05-29T10:18:00Z,74.58,23.77
2026-05-29T10:19:00Z,80.92,23.50
2026-05-29T10:20:00Z,79.50,22.00
2026-05-29T10:21:00Z,71.18,27.14
2026-05-29T10:22:00Z,67.50,32.99
2026-05-29T10:23:00Z,72.26,25.52
2026-05-29T10:24:00Z,72.98,28.03
2026-05-29T10:25:00Z,73.93,26.71
2026-05-29T10:26:00Z,82.00,26.71
2026-05-29T10:27:00Z,82.00,18.99
2026-05-29T10:28:00Z,79.49,20.74
2026-05-29T10:29:00Z,80.06,21.85
2026-05-29T10:30:00Z,83.91,16.08
2026-05-29T10:31:00Z,84.80,17.00
2026-05-29T10:32:00Z,80.00,19.05
2026-05-29T10:33:00Z,81.04,19.99
2026-05-29T10:34:00Z,83.00,15.01
2026-05-29T10:35:00Z,85.32,12.00
2026-05-29T10:36:00Z,90.07,8.80
2026-05-29T10:37:00Z,95.77,3.65
2026-05-29T10:38:00Z,97.49,3.65
2026-05-29T10:39:00Z,95.39,5.78
2026-05-29T10:40:00Z,85.30,12.61
2026-05-29T10:41:00Z,82.54,17.10
2026-05-29T10:42:00Z,83.57,15.22
2026-05-29T10:43:00Z,90.66,8.13
2026-05-29T10:44:00Z,91.68,7.71
2026-05-29T10:45:00Z,87.05,13.58
2026-05-29T10:46:00Z,83.71,18.34
2026-05-29T10:47:00Z,78.58,21.35
2026-05-29T10:48:00Z,78.96,22.14
2026-05-29T10:49:00Z,77.75,25.27
2026-05-29T10:50:00Z,71.31,32.08
2026-05-29T10:51:00Z,68.92,30.55
2026-05-29T10:52:00Z,80.90,23.15
2026-05-29T10:53:00Z,70.21,24.73
2026-05-29T10:54:00Z,74.40,25.39
2026-05-29T10:55:00Z,78.21,20.36
2026-05-29T10:56:00Z,78.20,22.58
2026-05-29T10:57:00Z,84.75,17.63
2026-05-29T10:58:00Z,90.24,11.98
2026-05-29T10:59:00Z,90.11,12.80
2026-05-29T11:00:00Z,94.86,5.66
2026-05-29T11:01:00Z,97.98,1.92
2026-05-29T11:02:00Z,98.00,1.00
2026-05-29T11:03:00Z,96.75,4.63
2026-05-29T11:04:00Z,98.71,1.15
2026-05-29T11:05:00Z,98.97,2.21
2026-05-29T11:12:00Z,99.00,2.21
2026-05-29T11:13:00Z,99.00,2.21
