# event_ticker=KXATPMATCH-26APR02SAKMAR
# final_score=7-6(3) 7-5
# score_resolution=7-6 7-5
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-04-02
timestamp,Fabian Marozsan,Stefanos Sakellaridis
2026-04-02T23:05:00Z,71.00,28.03
2026-04-02T23:06:00Z,72.00,28.03
2026-04-02T23:07:00Z,70.21,29.00
2026-04-02T23:08:00Z,71.07,29.00
2026-04-02T23:09:00Z,73.00,29.00
2026-04-02T23:10:00Z,73.00,29.00
2026-04-02T23:11:00Z,73.00,26.56
2026-04-02T23:12:00Z,73.00,27.32
2026-04-02T23:13:00Z,71.00,29.00
2026-04-02T23:14:00Z,73.00,27.00
2026-04-02T23:15:00Z,73.00,28.00
2026-04-02T23:16:00Z,71.00,28.00
2026-04-02T23:17:00Z,71.00,26.00
2026-04-02T23:18:00Z,73.00,26.00
2026-04-02T23:19:00Z,73.00,26.44
2026-04-02T23:20:00Z,71.19,25.62
2026-04-02T23:22:00Z,71.03,26.00
2026-04-02T23:23:00Z,71.03,28.00
2026-04-02T23:24:00Z,71.49,28.00
2026-04-02T23:25:00Z,72.80,26.00
2026-04-02T23:27:00Z,71.00,28.00
2026-04-02T23:28:00Z,73.00,26.00
2026-04-02T23:29:00Z,73.00,28.00
2026-04-02T23:30:00Z,71.00,25.66
2026-04-02T23:31:00Z,73.00,25.66
2026-04-02T23:33:00Z,73.00,28.00
2026-04-02T23:34:00Z,73.00,27.84
2026-04-02T23:35:00Z,71.26,28.00
2026-04-02T23:36:00Z,71.00,28.00
2026-04-02T23:37:00Z,72.00,28.00
2026-04-02T23:38:00Z,71.00,26.00
2026-04-02T23:39:00Z,73.00,26.00
2026-04-02T23:40:00Z,73.00,24.46
2026-04-02T23:42:00Z,73.00,28.00
2026-04-02T23:43:00Z,71.00,26.22
2026-04-02T23:44:00Z,71.50,26.70
2026-04-02T23:45:00Z,71.50,26.08
2026-04-02T23:46:00Z,72.15,26.00
2026-04-02T23:48:00Z,72.37,26.33
2026-04-02T23:49:00Z,72.37,27.00
2026-04-02T23:50:00Z,73.00,27.00
2026-04-02T23:51:00Z,73.00,27.00
2026-04-02T23:52:00Z,73.00,26.54
2026-04-02T23:53:00Z,73.00,26.43
2026-04-02T23:54:00Z,73.00,25.00
2026-04-02T23:57:00Z,73.00,25.00
2026-04-02T23:58:00Z,73.00,25.00
2026-04-02T23:59:00Z,72.11,25.00
2026-04-03T00:00:00Z,72.96,27.00
2026-04-03T00:01:00Z,72.63,25.64
2026-04-03T00:02:00Z,72.92,27.37
2026-04-03T00:03:00Z,71.93,28.00
2026-04-03T00:04:00Z,73.00,28.00
2026-04-03T00:05:00Z,73.00,28.00
2026-04-03T00:06:00Z,73.00,27.31
2026-04-03T00:07:00Z,73.00,28.00
2026-04-03T00:08:00Z,72.72,28.00
2026-04-03T00:09:00Z,72.72,25.55
2026-04-03T00:10:00Z,72.00,25.66
2026-04-03T00:11:00Z,73.00,25.66
2026-04-03T00:12:00Z,71.92,28.00
2026-04-03T00:13:00Z,72.00,26.67
2026-04-03T00:14:00Z,73.00,28.00
2026-04-03T00:15:00Z,71.17,28.00
2026-04-03T00:16:00Z,71.17,28.00
2026-04-03T00:17:00Z,72.00,26.30
2026-04-03T00:18:00Z,72.52,27.81
2026-04-03T00:19:00Z,73.00,27.64
2026-04-03T00:20:00Z,73.00,26.84
2026-04-03T00:21:00Z,72.52,26.33
2026-04-03T00:22:00Z,73.00,26.10
2026-04-03T00:23:00Z,72.89,28.00
2026-04-03T00:24:00Z,73.00,25.15
2026-04-03T00:25:00Z,73.00,27.53
2026-04-03T00:26:00Z,72.70,27.50
2026-04-03T00:27:00Z,73.00,25.00
2026-04-03T00:28:00Z,73.00,25.00
2026-04-03T00:29:00Z,73.22,26.69
2026-04-03T00:30:00Z,71.55,26.69
2026-04-03T00:31:00Z,71.55,27.00
2026-04-03T00:32:00Z,71.55,26.76
2026-04-03T00:33:00Z,72.76,27.00
2026-04-03T00:34:00Z,72.76,27.00
2026-04-03T00:35:00Z,71.34,27.00
2026-04-03T00:36:00Z,72.49,27.00
2026-04-03T00:37:00Z,72.05,27.00
2026-04-03T00:38:00Z,72.00,27.00
2026-04-03T00:39:00Z,75.00,25.16
2026-04-03T00:40:00Z,72.51,25.16
2026-04-03T00:41:00Z,72.51,25.11
2026-04-03T00:42:00Z,74.00,25.00
2026-04-03T00:43:00Z,72.43,26.95
2026-04-03T00:46:00Z,74.00,25.00
2026-04-03T00:47:00Z,74.00,25.00
2026-04-03T00:48:00Z,72.00,25.00
2026-04-03T00:49:00Z,74.00,27.00
2026-04-03T00:50:00Z,74.00,25.00
2026-04-03T00:51:00Z,74.00,27.00
2026-04-03T00:52:00Z,72.29,27.00
2026-04-03T00:53:00Z,72.04,27.00
2026-04-03T00:54:00Z,73.96,25.00
2026-04-03T00:55:00Z,73.96,27.00
2026-04-03T00:56:00Z,72.00,27.00
2026-04-03T00:57:00Z,72.00,25.00
2026-04-03T00:58:00Z,72.00,25.00
2026-04-03T00:59:00Z,74.03,25.00
2026-04-03T01:00:00Z,73.00,27.00
2026-04-03T01:01:00Z,73.03,27.00
2026-04-03T01:03:00Z,73.00,24.33
2026-04-03T01:04:00Z,75.00,27.00
2026-04-03T01:05:00Z,75.00,27.00
2026-04-03T01:06:00Z,75.00,27.00
2026-04-03T01:07:00Z,75.00,24.88
2026-04-03T01:09:00Z,72.90,27.00
2026-04-03T01:10:00Z,75.00,27.00
2026-04-03T01:11:00Z,72.00,27.00
2026-04-03T01:13:00Z,72.00,24.61
2026-04-03T01:14:00Z,75.00,25.00
2026-04-03T01:15:00Z,73.00,26.00
2026-04-03T01:17:00Z,73.00,26.71
2026-04-03T01:18:00Z,72.25,25.00
2026-04-03T01:19:00Z,72.25,27.00
2026-04-03T01:20:00Z,73.05,27.00
2026-04-03T01:21:00Z,74.00,27.00
2026-04-03T01:22:00Z,73.01,25.00
2026-04-03T01:23:00Z,73.00,25.00
2026-04-03T01:24:00Z,71.23,25.00
2026-04-03T01:25:00Z,71.23,25.00
2026-04-03T01:26:00Z,72.00,25.00
2026-04-03T01:27:00Z,72.00,25.00
2026-04-03T01:28:00Z,74.00,27.00
2026-04-03T01:30:00Z,74.00,27.92
2026-04-03T01:31:00Z,72.00,27.92
2026-04-03T01:32:00Z,72.50,25.25
2026-04-03T01:33:00Z,72.00,25.25
2026-04-03T01:34:00Z,72.00,26.00
2026-04-03T01:35:00Z,74.00,26.00
2026-04-03T01:37:00Z,72.09,25.77
2026-04-03T01:38:00Z,72.09,26.00
2026-04-03T01:39:00Z,72.09,27.09
2026-04-03T01:40:00Z,72.09,26.00
2026-04-03T01:41:00Z,72.00,27.00
2026-04-03T01:43:00Z,72.00,27.00
2026-04-03T01:44:00Z,72.00,27.00
2026-04-03T01:45:00Z,74.00,27.00
2026-04-03T01:46:00Z,74.00,27.00
2026-04-03T01:47:00Z,72.00,25.99
2026-04-03T01:48:00Z,72.00,27.20
2026-04-03T01:49:00Z,74.00,25.00
2026-04-03T01:50:00Z,72.70,28.00
2026-04-03T01:51:00Z,72.00,24.73
2026-04-03T01:52:00Z,72.00,27.65
2026-04-03T01:53:00Z,72.00,28.00
2026-04-03T01:54:00Z,72.00,28.00
2026-04-03T01:55:00Z,72.00,25.00
2026-04-03T01:56:00Z,74.00,28.00
2026-04-03T01:57:00Z,71.40,28.00
2026-04-03T01:58:00Z,74.00,26.55
2026-04-03T01:59:00Z,74.00,24.55
2026-04-03T02:00:00Z,72.00,28.00
2026-04-03T02:01:00Z,72.00,28.00
2026-04-03T02:02:00Z,72.00,25.22
2026-04-03T02:03:00Z,73.00,25.00
2026-04-03T02:04:00Z,72.00,25.00
2026-04-03T02:05:00Z,72.00,27.00
2026-04-03T02:06:00Z,72.00,25.26
2026-04-03T02:07:00Z,73.95,26.52
2026-04-03T02:08:00Z,72.00,25.17
2026-04-03T02:09:00Z,72.00,26.00
2026-04-03T02:10:00Z,74.00,28.00
2026-04-03T02:11:00Z,74.00,25.00
2026-04-03T02:12:00Z,74.00,28.00
2026-04-03T02:13:00Z,71.74,28.00
2026-04-03T02:15:00Z,71.74,24.93
2026-04-03T02:17:00Z,74.00,24.93
2026-04-03T02:18:00Z,72.80,24.93
2026-04-03T02:19:00Z,71.13,27.58
2026-04-03T02:21:00Z,72.00,27.58
2026-04-03T02:22:00Z,71.00,27.58
2026-04-03T02:23:00Z,71.00,27.58
2026-04-03T02:24:00Z,71.00,28.00
2026-04-03T02:25:00Z,71.00,28.00
2026-04-03T02:26:00Z,70.25,27.29
2026-04-03T02:27:00Z,70.25,26.00
2026-04-03T02:28:00Z,70.25,27.00
2026-04-03T02:29:00Z,71.00,26.84
2026-04-03T02:30:00Z,73.00,27.67
2026-04-03T02:31:00Z,73.00,28.86
2026-04-03T02:32:00Z,73.00,29.00
2026-04-03T02:33:00Z,71.00,29.00
2026-04-03T02:34:00Z,71.65,28.00
2026-04-03T02:35:00Z,72.00,28.00
2026-04-03T02:37:00Z,72.00,29.00
2026-04-03T02:38:00Z,72.00,28.00
2026-04-03T02:39:00Z,70.00,28.43
2026-04-03T02:40:00Z,70.00,28.00
2026-04-03T02:41:00Z,72.00,28.45
2026-04-03T02:42:00Z,72.00,28.32
2026-04-03T02:43:00Z,72.00,28.51
2026-04-03T02:44:00Z,70.00,28.43
2026-04-03T02:45:00Z,70.15,28.92
2026-04-03T02:46:00Z,70.00,28.00
2026-04-03T02:47:00Z,70.00,27.22
2026-04-03T02:48:00Z,72.00,29.00
2026-04-03T02:49:00Z,72.00,28.98
2026-04-03T02:50:00Z,72.00,29.00
2026-04-03T02:51:00Z,70.07,28.00
2026-04-03T02:52:00Z,70.21,28.00
2026-04-03T02:53:00Z,70.00,28.84
2026-04-03T02:54:00Z,70.00,27.73
2026-04-03T02:56:00Z,70.00,28.48
2026-04-03T02:57:00Z,72.00,28.91
2026-04-03T02:58:00Z,71.14,29.00
2026-04-03T02:59:00Z,71.70,28.00
2026-04-03T03:00:00Z,72.00,28.00
2026-04-03T03:01:00Z,71.81,29.00
2026-04-03T03:02:00Z,71.00,29.00
2026-04-03T03:03:00Z,72.00,28.00
2026-04-03T03:04:00Z,72.00,29.00
2026-04-03T03:05:00Z,72.00,29.00
2026-04-03T03:06:00Z,72.00,29.00
2026-04-03T03:07:00Z,69.15,29.00
2026-04-03T03:08:00Z,69.95,28.10
2026-04-03T03:10:00Z,71.00,28.10
2026-04-03T03:11:00Z,70.21,29.00
2026-04-03T03:12:00Z,71.00,28.25
2026-04-03T03:13:00Z,71.00,28.25
2026-04-03T03:15:00Z,71.12,29.00
2026-04-03T03:16:00Z,71.00,29.00
2026-04-03T03:17:00Z,71.00,29.00
2026-04-03T03:18:00Z,71.00,29.00
2026-04-03T03:19:00Z,71.00,28.00
2026-04-03T03:20:00Z,71.00,28.00
2026-04-03T03:21:00Z,70.00,29.00
2026-04-03T03:22:00Z,71.00,29.00
2026-04-03T03:23:00Z,71.00,29.00
2026-04-03T03:24:00Z,71.00,29.00
2026-04-03T03:25:00Z,71.13,28.00
2026-04-03T03:26:00Z,70.00,29.00
2026-04-03T03:27:00Z,70.45,28.11
2026-04-03T03:28:00Z,70.23,28.00
2026-04-03T03:29:00Z,71.00,28.01
2026-04-03T03:30:00Z,71.00,30.00
2026-04-03T03:31:00Z,69.34,29.00
2026-04-03T03:32:00Z,69.34,29.99
2026-04-03T03:33:00Z,71.00,30.00
2026-04-03T03:34:00Z,71.00,28.17
2026-04-03T03:35:00Z,69.00,28.17
2026-04-03T03:37:00Z,72.00,29.10
2026-04-03T03:38:00Z,72.00,29.10
2026-04-03T03:39:00Z,69.28,29.78
2026-04-03T03:40:00Z,72.00,29.78
2026-04-03T03:42:00Z,72.00,28.00
2026-04-03T03:43:00Z,72.00,28.00
2026-04-03T03:45:00Z,72.00,29.68
2026-04-03T03:46:00Z,68.94,29.68
2026-04-03T03:47:00Z,69.00,28.00
2026-04-03T03:48:00Z,69.00,29.35
2026-04-03T03:49:00Z,72.00,29.35
2026-04-03T03:50:00Z,69.00,29.35
2026-04-03T03:51:00Z,69.00,28.00
2026-04-03T03:53:00Z,72.00,28.00
2026-04-03T03:54:00Z,69.00,28.00
2026-04-03T03:55:00Z,70.00,28.00
2026-04-03T03:56:00Z,71.00,28.00
2026-04-03T03:57:00Z,70.34,29.10
2026-04-03T03:58:00Z,71.00,29.08
2026-04-03T03:59:00Z,70.63,30.00
2026-04-03T04:01:00Z,70.07,30.00
2026-04-03T04:02:00Z,70.07,29.75
2026-04-03T04:03:00Z,70.00,29.75
2026-04-03T04:04:00Z,70.00,29.00
2026-04-03T04:06:00Z,70.00,29.00
2026-04-03T04:07:00Z,70.00,29.00
2026-04-03T04:08:00Z,71.00,30.00
2026-04-03T04:09:00Z,70.89,30.00
2026-04-03T04:10:00Z,71.00,29.00
2026-04-03T04:11:00Z,71.00,29.00
2026-04-03T04:12:00Z,71.00,29.00
2026-04-03T04:13:00Z,70.08,29.00
2026-04-03T04:14:00Z,70.00,29.00
2026-04-03T04:17:00Z,71.00,29.00
2026-04-03T04:18:00Z,71.00,29.25
2026-04-03T04:19:00Z,69.64,29.00
2026-04-03T04:20:00Z,71.00,29.00
2026-04-03T04:21:00Z,71.00,29.00
2026-04-03T04:22:00Z,71.00,29.00
2026-04-03T04:23:00Z,71.00,29.00
2026-04-03T04:25:00Z,71.00,28.27
2026-04-03T04:26:00Z,71.00,28.27
2026-04-03T04:27:00Z,71.00,29.27
2026-04-03T04:28:00Z,71.00,29.00
2026-04-03T04:29:00Z,71.00,29.64
2026-04-03T04:30:00Z,69.36,30.00
2026-04-03T04:31:00Z,70.90,30.00
2026-04-03T04:32:00Z,69.00,30.00
2026-04-03T04:33:00Z,71.00,29.78
2026-04-03T04:34:00Z,71.00,29.12
2026-04-03T04:35:00Z,69.00,30.00
2026-04-03T04:36:00Z,71.00,29.74
2026-04-03T04:37:00Z,71.00,29.91
2026-04-03T04:38:00Z,71.00,30.80
2026-04-03T04:39:00Z,71.00,29.63
2026-04-03T04:40:00Z,71.00,31.00
2026-04-03T04:41:00Z,69.00,30.93
2026-04-03T04:42:00Z,71.00,30.48
2026-04-03T04:43:00Z,71.00,31.00
2026-04-03T04:44:00Z,71.00,30.96
2026-04-03T04:45:00Z,68.18,31.98
2026-04-03T04:46:00Z,71.51,30.02
2026-04-03T04:47:00Z,70.95,32.00
2026-04-03T04:48:00Z,70.95,30.05
2026-04-03T04:49:00Z,71.81,31.15
2026-04-03T04:50:00Z,69.16,28.03
2026-04-03T04:51:00Z,68.84,28.00
2026-04-03T04:52:00Z,70.57,31.00
2026-04-03T04:53:00Z,72.99,26.00
2026-04-03T04:54:00Z,72.85,30.20
2026-04-03T04:55:00Z,73.65,27.00
2026-04-03T04:56:00Z,73.49,27.00
2026-04-03T04:57:00Z,74.00,27.00
2026-04-03T04:58:00Z,74.00,30.59
2026-04-03T04:59:00Z,74.00,29.89
2026-04-03T05:00:00Z,70.21,30.06
2026-04-03T05:01:00Z,72.59,30.53
2026-04-03T05:02:00Z,74.00,27.92
2026-04-03T05:03:00Z,70.03,30.05
2026-04-03T05:04:00Z,72.19,31.01
2026-04-03T05:05:00Z,72.16,31.00
2026-04-03T05:06:00Z,72.16,32.15
2026-04-03T05:07:00Z,70.23,32.15
2026-04-03T05:08:00Z,73.00,31.95
2026-04-03T05:09:00Z,72.74,31.12
2026-04-03T05:10:00Z,72.98,30.69
2026-04-03T05:11:00Z,73.00,31.71
2026-04-03T05:12:00Z,73.00,32.44
2026-04-03T05:13:00Z,71.42,28.00
2026-04-03T05:14:00Z,72.00,28.50
2026-04-03T05:15:00Z,71.01,28.50
2026-04-03T05:16:00Z,72.00,32.92
2026-04-03T05:17:00Z,73.00,31.85
2026-04-03T05:18:00Z,72.11,29.30
2026-04-03T05:19:00Z,72.88,30.99
2026-04-03T05:20:00Z,71.23,32.00
2026-04-03T05:21:00Z,70.81,32.00
2026-04-03T05:24:00Z,72.00,32.00
2026-04-03T05:25:00Z,69.00,28.27
2026-04-03T05:26:00Z,71.80,31.80
2026-04-03T05:27:00Z,71.97,29.90
2026-04-03T05:28:00Z,72.18,30.00
2026-04-03T05:29:00Z,72.91,29.95
2026-04-03T05:30:00Z,72.95,29.95
2026-04-03T05:31:00Z,72.01,29.91
2026-04-03T05:32:00Z,72.97,29.34
2026-04-03T05:33:00Z,73.00,27.00
2026-04-03T05:34:00Z,73.00,26.62
2026-04-03T05:35:00Z,73.00,26.00
2026-04-03T05:36:00Z,72.77,29.82
2026-04-03T05:37:00Z,73.00,26.00
2026-04-03T05:38:00Z,72.69,30.00
2026-04-03T05:39:00Z,72.84,30.00
2026-04-03T05:40:00Z,72.12,30.50
2026-04-03T05:41:00Z,72.96,30.00
2026-04-03T05:42:00Z,72.74,30.00
2026-04-03T05:43:00Z,72.86,27.00
2026-04-03T05:44:00Z,72.51,29.76
2026-04-03T05:45:00Z,73.00,27.02
2026-04-03T05:46:00Z,72.00,27.02
2026-04-03T05:47:00Z,72.53,29.39
2026-04-03T05:48:00Z,72.35,30.00
2026-04-03T05:49:00Z,72.35,30.00
2026-04-03T05:50:00Z,72.67,30.00
2026-04-03T05:51:00Z,72.67,30.00
2026-04-03T05:52:00Z,72.93,30.00
2026-04-03T05:53:00Z,72.00,30.00
2026-04-03T05:54:00Z,72.77,30.00
2026-04-03T05:55:00Z,73.00,30.00
2026-04-03T05:56:00Z,73.00,30.00
2026-04-03T05:57:00Z,72.00,30.00
2026-04-03T05:58:00Z,73.00,30.00
2026-04-03T05:59:00Z,72.36,30.00
2026-04-03T06:00:00Z,72.20,34.05
2026-04-03T06:01:00Z,71.62,34.32
2026-04-03T06:02:00Z,72.71,30.39
2026-04-03T06:03:00Z,71.90,30.60
2026-04-03T06:04:00Z,71.57,31.70
2026-04-03T06:05:00Z,72.00,31.66
2026-04-03T06:06:00Z,72.00,30.74
2026-04-03T06:07:00Z,69.95,32.00
2026-04-03T06:08:00Z,70.36,31.00
2026-04-03T06:09:00Z,70.71,30.16
2026-04-03T06:10:00Z,71.77,30.78
2026-04-03T06:11:00Z,71.74,31.00
2026-04-03T06:12:00Z,71.57,30.28
2026-04-03T06:13:00Z,69.46,30.18
2026-04-03T06:14:00Z,70.00,31.96
2026-04-03T06:15:00Z,69.90,32.00
2026-04-03T06:16:00Z,70.00,32.00
2026-04-03T06:17:00Z,70.00,32.00
2026-04-03T06:18:00Z,70.04,31.53
2026-04-03T06:19:00Z,70.00,32.00
2026-04-03T06:20:00Z,70.00,32.00
2026-04-03T06:21:00Z,70.00,31.82
2026-04-03T06:22:00Z,70.04,30.00
2026-04-03T06:23:00Z,70.73,31.26
2026-04-03T06:24:00Z,71.00,31.27
2026-04-03T06:25:00Z,71.00,31.60
2026-04-03T06:26:00Z,71.28,32.00
2026-04-03T06:27:00Z,71.00,30.00
2026-04-03T06:28:00Z,71.00,31.82
2026-04-03T06:29:00Z,71.00,32.00
2026-04-03T06:30:00Z,68.78,32.00
2026-04-03T06:31:00Z,71.00,30.43
2026-04-03T06:32:00Z,70.00,32.00
2026-04-03T06:33:00Z,69.85,32.00
2026-04-03T06:34:00Z,69.93,32.00
2026-04-03T06:35:00Z,69.28,32.00
2026-04-03T06:36:00Z,70.00,32.00
2026-04-03T06:37:00Z,69.00,31.19
2026-04-03T06:38:00Z,69.97,31.19
2026-04-03T06:39:00Z,70.00,30.38
2026-04-03T06:40:00Z,70.00,32.00
2026-04-03T06:41:00Z,69.49,32.00
2026-04-03T06:42:00Z,70.00,32.00
2026-04-03T06:43:00Z,69.99,30.00
2026-04-03T06:44:00Z,69.98,30.03
2026-04-03T06:45:00Z,69.00,32.00
2026-04-03T06:46:00Z,70.00,31.58
2026-04-03T06:47:00Z,70.00,32.00
2026-04-03T06:48:00Z,69.33,31.00
2026-04-03T06:49:00Z,71.00,31.00
2026-04-03T06:50:00Z,71.00,29.67
2026-04-03T06:51:00Z,71.00,31.00
2026-04-03T06:52:00Z,69.29,31.00
2026-04-03T06:53:00Z,70.79,31.00
2026-04-03T06:54:00Z,71.00,31.00
2026-04-03T06:55:00Z,69.00,29.28
2026-04-03T06:56:00Z,71.00,31.00
2026-04-03T06:57:00Z,71.00,30.85
2026-04-03T06:58:00Z,69.00,31.00
2026-04-03T06:59:00Z,69.00,31.00
2026-04-03T07:00:00Z,71.92,29.05
2026-04-03T07:01:00Z,70.61,31.00
2026-04-03T07:02:00Z,71.00,28.73
2026-04-03T07:03:00Z,71.63,30.11
2026-04-03T07:04:00Z,69.00,29.83
2026-04-03T07:05:00Z,71.00,30.54
2026-04-03T07:06:00Z,69.47,30.99
2026-04-03T07:07:00Z,71.00,27.12
2026-04-03T07:08:00Z,71.97,30.55
2026-04-03T07:09:00Z,69.00,30.55
2026-04-03T07:10:00Z,71.00,28.24
2026-04-03T07:11:00Z,70.73,28.17
2026-04-03T07:12:00Z,71.92,28.17
2026-04-03T07:13:00Z,69.91,27.57
2026-04-03T07:14:00Z,69.34,27.57
2026-04-03T07:15:00Z,70.07,30.83
2026-04-03T07:16:00Z,69.00,28.35
2026-04-03T07:18:00Z,69.31,30.87
2026-04-03T07:19:00Z,70.00,30.87
2026-04-03T07:20:00Z,70.00,31.00
2026-04-03T07:21:00Z,70.00,31.00
2026-04-03T07:22:00Z,68.19,31.00
2026-04-03T07:23:00Z,69.42,31.00
2026-04-03T07:24:00Z,70.00,31.00
2026-04-03T07:25:00Z,70.00,31.00
2026-04-03T07:26:00Z,70.00,31.00
2026-04-03T07:27:00Z,68.00,31.00
2026-04-03T07:28:00Z,70.00,31.00
2026-04-03T07:29:00Z,71.00,29.19
2026-04-03T07:30:00Z,68.97,29.19
2026-04-03T07:31:00Z,68.00,31.00
2026-04-03T07:32:00Z,70.00,31.74
2026-04-03T07:33:00Z,68.21,31.10
2026-04-03T07:34:00Z,70.00,31.10
2026-04-03T07:35:00Z,70.00,31.10
2026-04-03T07:36:00Z,70.00,32.34
2026-04-03T07:37:00Z,69.65,32.00
2026-04-03T07:38:00Z,70.04,32.00
2026-04-03T07:39:00Z,70.94,33.00
2026-04-03T07:40:00Z,70.00,30.00
2026-04-03T07:42:00Z,68.00,30.00
2026-04-03T07:43:00Z,67.30,30.00
2026-04-03T07:44:00Z,69.55,32.05
2026-04-03T07:45:00Z,68.33,29.00
2026-04-03T07:46:00Z,71.00,32.25
2026-04-03T07:47:00Z,71.00,29.18
2026-04-03T07:48:00Z,67.96,32.11
2026-04-03T07:49:00Z,67.96,29.46
2026-04-03T07:50:00Z,68.00,32.78
2026-04-03T07:51:00Z,67.63,30.19
2026-04-03T07:52:00Z,67.36,32.00
2026-04-03T07:53:00Z,68.38,31.76
2026-04-03T07:54:00Z,69.00,32.04
2026-04-03T07:55:00Z,69.37,30.67
2026-04-03T07:56:00Z,71.45,28.57
2026-04-03T07:57:00Z,67.16,30.64
2026-04-03T07:58:00Z,70.67,29.56
2026-04-03T07:59:00Z,70.46,28.86
2026-04-03T08:00:00Z,67.00,28.12
2026-04-03T08:02:00Z,67.04,30.23
2026-04-03T08:03:00Z,71.54,30.60
2026-04-03T08:04:00Z,71.54,30.83
2026-04-03T08:05:00Z,68.22,30.83
2026-04-03T08:06:00Z,68.22,30.00
2026-04-03T08:07:00Z,70.00,30.00
2026-04-03T08:08:00Z,68.00,32.00
2026-04-03T08:10:00Z,69.20,31.08
2026-04-03T08:11:00Z,70.00,31.25
2026-04-03T08:12:00Z,70.00,31.25
2026-04-03T08:13:00Z,70.00,32.78
2026-04-03T08:14:00Z,70.00,32.78
