# event_ticker=KXATPCHALLENGERMATCH-26APR28SEYGOM
# final_score=6-3 6-7(5) 6-1
# score_resolution=3-6 7-6 1-6
# match_winner=Thiago Seyboth Wild
# fav_player=Norbert Gombos
# dog_player=Thiago Seyboth Wild
# kalshi_date=2026-04-28
timestamp,Thiago Seyboth Wild,Norbert Gombos
2026-04-28T07:37:00Z,61.00,
2026-04-28T09:56:00Z,62.00,
2026-04-28T10:45:00Z,62.00,
2026-04-28T11:55:00Z,62.00,40.00
2026-04-28T12:26:00Z,62.00,40.00
2026-04-28T12:30:00Z,62.00,40.00
2026-04-28T12:33:00Z,62.00,40.00
2026-04-28T12:40:00Z,62.00,40.00
2026-04-28T12:48:00Z,62.00,40.00
2026-04-28T13:09:00Z,60.42,40.00
2026-04-28T13:10:00Z,59.00,40.00
2026-04-28T13:23:00Z,62.00,40.00
2026-04-28T13:28:00Z,62.00,40.00
2026-04-28T13:29:00Z,63.00,40.00
2026-04-28T13:30:00Z,63.00,40.00
2026-04-28T13:33:00Z,63.00,40.00
2026-04-28T13:39:00Z,64.02,40.00
2026-04-28T13:40:00Z,64.00,40.00
2026-04-28T13:44:00Z,64.00,39.00
2026-04-28T13:46:00Z,63.00,39.00
2026-04-28T13:47:00Z,63.00,39.00
2026-04-28T13:48:00Z,63.00,39.00
2026-04-28T13:51:00Z,63.00,39.00
2026-04-28T13:59:00Z,62.00,39.00
2026-04-28T14:07:00Z,63.00,39.00
2026-04-28T14:15:00Z,63.00,38.00
2026-04-28T14:16:00Z,63.00,38.00
2026-04-28T14:17:00Z,63.00,38.00
2026-04-28T14:20:00Z,63.00,39.00
2026-04-28T14:21:00Z,63.00,39.00
2026-04-28T14:23:00Z,63.00,39.00
2026-04-28T14:32:00Z,63.00,39.00
2026-04-28T14:35:00Z,63.83,38.00
2026-04-28T14:36:00Z,56.52,40.80
2026-04-28T14:37:00Z,57.00,41.00
2026-04-28T14:38:00Z,57.37,43.00
2026-04-28T14:39:00Z,59.00,44.00
2026-04-28T14:40:00Z,57.18,42.02
2026-04-28T14:41:00Z,57.84,41.41
2026-04-28T14:42:00Z,64.00,41.41
2026-04-28T14:43:00Z,65.00,34.76
2026-04-28T14:44:00Z,66.26,34.76
2026-04-28T14:45:00Z,70.64,28.01
2026-04-28T14:46:00Z,74.00,28.01
2026-04-28T14:47:00Z,79.00,24.00
2026-04-28T14:48:00Z,78.41,23.00
2026-04-28T14:49:00Z,78.41,23.00
2026-04-28T14:50:00Z,78.00,23.00
2026-04-28T14:51:00Z,77.73,23.00
2026-04-28T14:52:00Z,79.00,21.02
2026-04-28T14:53:00Z,80.90,20.63
2026-04-28T14:55:00Z,76.00,24.00
2026-04-28T14:56:00Z,77.00,23.89
2026-04-28T14:57:00Z,76.91,25.00
2026-04-28T14:58:00Z,75.00,25.56
2026-04-28T14:59:00Z,76.00,25.56
2026-04-28T15:00:00Z,75.90,25.00
2026-04-28T15:01:00Z,75.00,25.00
2026-04-28T15:02:00Z,78.00,25.00
2026-04-28T15:03:00Z,78.00,23.00
2026-04-28T15:04:00Z,78.85,23.00
2026-04-28T15:05:00Z,78.67,22.00
2026-04-28T15:06:00Z,77.00,23.23
2026-04-28T15:07:00Z,75.00,26.00
2026-04-28T15:08:00Z,73.99,26.00
2026-04-28T15:09:00Z,71.10,29.97
2026-04-28T15:10:00Z,66.97,32.24
2026-04-28T15:11:00Z,74.00,28.31
2026-04-28T15:12:00Z,73.71,26.00
2026-04-28T15:13:00Z,69.26,29.98
2026-04-28T15:14:00Z,69.15,29.76
2026-04-28T15:15:00Z,64.33,32.02
2026-04-28T15:16:00Z,72.19,30.00
2026-04-28T15:17:00Z,75.50,23.00
2026-04-28T15:18:00Z,78.00,23.00
2026-04-28T15:19:00Z,78.00,21.06
2026-04-28T15:20:00Z,77.00,21.06
2026-04-28T15:22:00Z,75.66,24.00
2026-04-28T15:23:00Z,72.33,26.14
2026-04-28T15:24:00Z,71.00,28.00
2026-04-28T15:25:00Z,71.48,28.97
2026-04-28T15:26:00Z,70.56,30.63
2026-04-28T15:27:00Z,74.00,28.90
2026-04-28T15:28:00Z,77.00,28.90
2026-04-28T15:29:00Z,78.00,28.90
2026-04-28T15:31:00Z,78.00,22.67
2026-04-28T15:32:00Z,77.76,22.67
2026-04-28T15:33:00Z,77.00,23.95
2026-04-28T15:34:00Z,74.00,26.51
2026-04-28T15:35:00Z,74.00,27.99
2026-04-28T15:36:00Z,76.00,27.99
2026-04-28T15:37:00Z,78.83,22.00
2026-04-28T15:38:00Z,80.97,20.00
2026-04-28T15:39:00Z,78.00,22.00
2026-04-28T15:40:00Z,76.00,24.03
2026-04-28T15:41:00Z,75.00,26.00
2026-04-28T15:42:00Z,73.89,26.00
2026-04-28T15:43:00Z,73.00,25.01
2026-04-28T15:44:00Z,73.49,27.02
2026-04-28T15:45:00Z,77.14,24.00
2026-04-28T15:46:00Z,76.79,24.81
2026-04-28T15:47:00Z,74.14,26.70
2026-04-28T15:48:00Z,74.61,26.63
2026-04-28T15:49:00Z,75.99,27.00
2026-04-28T15:50:00Z,74.00,26.02
2026-04-28T15:51:00Z,74.00,26.99
2026-04-28T15:52:00Z,74.96,26.30
2026-04-28T15:53:00Z,76.92,23.40
2026-04-28T15:54:00Z,78.94,22.85
2026-04-28T15:55:00Z,77.06,22.94
2026-04-28T15:56:00Z,74.76,24.14
2026-04-28T15:57:00Z,73.09,26.90
2026-04-28T15:58:00Z,74.42,27.99
2026-04-28T15:59:00Z,74.92,27.71
2026-04-28T16:00:00Z,74.88,27.01
2026-04-28T16:01:00Z,74.85,26.02
2026-04-28T16:02:00Z,76.27,24.70
2026-04-28T16:03:00Z,78.77,21.40
2026-04-28T16:04:00Z,83.81,15.98
2026-04-28T16:05:00Z,86.44,16.10
2026-04-28T16:06:00Z,83.01,18.45
2026-04-28T16:07:00Z,75.43,23.47
2026-04-28T16:08:00Z,72.00,27.19
2026-04-28T16:09:00Z,72.86,28.14
2026-04-28T16:10:00Z,74.31,25.96
2026-04-28T16:11:00Z,76.05,25.96
2026-04-28T16:12:00Z,77.86,22.94
2026-04-28T16:13:00Z,78.22,25.89
2026-04-28T16:14:00Z,73.68,26.37
2026-04-28T16:15:00Z,73.00,27.61
2026-04-28T16:16:00Z,73.64,27.10
2026-04-28T16:17:00Z,75.91,24.00
2026-04-28T16:18:00Z,78.63,20.99
2026-04-28T16:19:00Z,86.54,16.55
2026-04-28T16:20:00Z,79.40,19.68
2026-04-28T16:21:00Z,70.58,27.92
2026-04-28T16:22:00Z,62.32,35.59
2026-04-28T16:23:00Z,64.98,36.47
2026-04-28T16:24:00Z,68.34,33.42
2026-04-28T16:25:00Z,64.90,37.98
2026-04-28T16:26:00Z,60.12,41.08
2026-04-28T16:27:00Z,62.81,38.07
2026-04-28T16:28:00Z,56.87,39.35
2026-04-28T16:29:00Z,55.00,45.57
2026-04-28T16:30:00Z,55.00,46.00
2026-04-28T16:31:00Z,55.03,45.87
2026-04-28T16:32:00Z,58.50,42.22
2026-04-28T16:33:00Z,59.89,40.16
2026-04-28T16:34:00Z,60.00,41.00
2026-04-28T16:35:00Z,58.31,42.45
2026-04-28T16:36:00Z,64.40,38.96
2026-04-28T16:37:00Z,72.25,28.06
2026-04-28T16:38:00Z,84.16,18.22
2026-04-28T16:39:00Z,83.46,18.46
2026-04-28T16:40:00Z,80.67,21.18
2026-04-28T16:41:00Z,74.22,27.88
2026-04-28T16:42:00Z,69.44,32.89
2026-04-28T16:43:00Z,73.50,26.08
2026-04-28T16:44:00Z,83.22,13.47
2026-04-28T16:45:00Z,82.38,17.70
2026-04-28T16:46:00Z,88.72,11.91
2026-04-28T16:47:00Z,89.04,11.61
2026-04-28T16:48:00Z,87.85,13.47
2026-04-28T16:49:00Z,88.62,12.54
2026-04-28T16:50:00Z,91.28,7.77
2026-04-28T16:51:00Z,97.53,2.91
2026-04-28T16:52:00Z,96.64,3.14
2026-04-28T16:53:00Z,96.14,4.36
2026-04-28T16:54:00Z,95.35,6.13
2026-04-28T16:55:00Z,93.40,6.90
2026-04-28T16:56:00Z,97.02,4.37
2026-04-28T16:57:00Z,98.17,1.05
2026-04-28T16:58:00Z,99.00,1.00
2026-04-28T16:59:00Z,99.00,1.00
2026-04-28T17:00:00Z,99.00,1.00
2026-04-28T17:01:00Z,99.00,1.00
2026-04-28T17:02:00Z,99.00,1.00
2026-04-28T17:03:00Z,99.00,1.00
2026-04-28T17:04:00Z,99.00,1.00
2026-04-28T17:05:00Z,99.00,1.00
2026-04-28T17:06:00Z,99.00,1.00
2026-04-28T17:07:00Z,99.00,1.00
2026-04-28T17:08:00Z,99.00,1.00
2026-04-28T17:09:00Z,99.00,1.00
2026-04-28T17:10:00Z,99.00,1.00
2026-04-28T17:11:00Z,99.00,1.00
2026-04-28T17:12:00Z,99.00,1.00
