# event_ticker=KXATPCHALLENGERMATCH-26MAR03RODGRE
# final_score=6-3 1-0 RET
# match_winner=Jurij Rodionov
# fav_player=Jurij Rodionov
# dog_player=Hugo Grenier
# kalshi_date=2026-03-03
timestamp,Jurij Rodionov,Hugo Grenier
2026-03-03T05:39:00Z,,51.86
2026-03-03T05:42:00Z,,49.00
2026-03-03T06:34:00Z,52.26,49.00
2026-03-03T06:38:00Z,56.00,49.00
2026-03-03T06:44:00Z,56.00,49.00
2026-03-03T06:50:00Z,56.20,49.00
2026-03-03T07:25:00Z,55.00,49.00
2026-03-03T07:27:00Z,55.00,47.00
2026-03-03T08:02:00Z,59.00,47.00
2026-03-03T08:26:00Z,59.76,47.00
2026-03-03T09:18:00Z,59.00,47.00
2026-03-03T11:30:00Z,59.00,42.00
2026-03-03T11:50:00Z,58.17,42.00
2026-03-03T11:51:00Z,58.17,44.00
2026-03-03T12:01:00Z,59.00,44.00
2026-03-03T12:05:00Z,59.00,44.00
2026-03-03T12:59:00Z,59.00,45.86
2026-03-03T13:00:00Z,58.07,45.86
2026-03-03T13:01:00Z,58.07,44.00
2026-03-03T13:02:00Z,58.07,44.00
2026-03-03T13:03:00Z,59.00,44.00
2026-03-03T13:09:00Z,59.00,44.00
2026-03-03T13:32:00Z,59.00,44.00
2026-03-03T13:59:00Z,59.00,44.00
2026-03-03T14:06:00Z,59.00,44.00
2026-03-03T14:31:00Z,59.00,44.00
2026-03-03T14:38:00Z,59.00,44.00
2026-03-03T14:42:00Z,59.00,44.00
2026-03-03T14:46:00Z,59.00,45.00
2026-03-03T14:57:00Z,58.98,45.00
2026-03-03T15:15:00Z,59.00,45.00
2026-03-03T15:20:00Z,59.00,45.00
2026-03-03T15:23:00Z,59.00,45.00
2026-03-03T15:28:00Z,59.00,45.00
2026-03-03T15:32:00Z,59.00,45.00
2026-03-03T15:33:00Z,59.00,44.00
2026-03-03T15:37:00Z,59.00,44.00
2026-03-03T15:43:00Z,58.00,44.00
2026-03-03T15:44:00Z,58.00,44.00
2026-03-03T15:45:00Z,58.00,44.00
2026-03-03T15:46:00Z,58.24,44.00
2026-03-03T15:48:00Z,59.00,44.00
2026-03-03T15:51:00Z,59.00,44.00
2026-03-03T15:52:00Z,58.90,44.00
2026-03-03T16:02:00Z,58.00,43.00
2026-03-03T16:03:00Z,58.00,43.00
2026-03-03T16:09:00Z,58.00,43.00
2026-03-03T16:10:00Z,58.00,43.93
2026-03-03T16:11:00Z,58.89,43.93
2026-03-03T16:15:00Z,58.21,43.93
2026-03-03T16:16:00Z,58.21,44.00
2026-03-03T16:17:00Z,59.00,44.00
2026-03-03T16:18:00Z,59.00,44.00
2026-03-03T16:19:00Z,59.00,44.00
2026-03-03T16:20:00Z,59.00,44.00
2026-03-03T16:21:00Z,59.00,44.00
2026-03-03T16:22:00Z,59.00,44.00
2026-03-03T16:24:00Z,59.00,44.00
2026-03-03T16:26:00Z,57.00,44.00
2026-03-03T16:27:00Z,59.00,42.00
2026-03-03T16:28:00Z,58.00,42.00
2026-03-03T16:30:00Z,58.97,42.00
2026-03-03T16:32:00Z,59.00,43.00
2026-03-03T16:33:00Z,59.00,43.00
2026-03-03T16:34:00Z,59.00,43.00
2026-03-03T16:35:00Z,59.00,43.00
2026-03-03T16:36:00Z,59.00,43.00
2026-03-03T16:37:00Z,59.00,43.00
2026-03-03T16:39:00Z,59.00,43.89
2026-03-03T16:40:00Z,59.00,44.00
2026-03-03T16:41:00Z,59.00,43.00
2026-03-03T16:42:00Z,59.00,44.00
2026-03-03T16:43:00Z,58.00,44.00
2026-03-03T16:44:00Z,58.00,44.00
2026-03-03T16:45:00Z,58.00,44.00
2026-03-03T16:46:00Z,58.00,43.00
2026-03-03T16:47:00Z,58.00,43.00
2026-03-03T16:48:00Z,58.00,43.00
2026-03-03T16:51:00Z,58.33,44.00
2026-03-03T16:52:00Z,58.33,44.00
2026-03-03T16:53:00Z,58.00,44.00
2026-03-03T16:54:00Z,58.00,44.00
2026-03-03T16:55:00Z,58.00,44.34
2026-03-03T16:56:00Z,56.38,46.13
2026-03-03T16:57:00Z,61.00,41.00
2026-03-03T16:58:00Z,60.46,38.21
2026-03-03T16:59:00Z,59.00,41.76
2026-03-03T17:00:00Z,56.00,44.92
2026-03-03T17:01:00Z,60.17,44.92
2026-03-03T17:02:00Z,63.00,44.92
2026-03-03T17:03:00Z,63.00,38.00
2026-03-03T17:04:00Z,61.94,38.62
2026-03-03T17:05:00Z,62.00,36.00
2026-03-03T17:06:00Z,61.93,40.86
2026-03-03T17:07:00Z,59.37,43.00
2026-03-03T17:08:00Z,59.44,40.24
2026-03-03T17:09:00Z,59.58,42.62
2026-03-03T17:10:00Z,61.44,38.62
2026-03-03T17:11:00Z,66.59,33.57
2026-03-03T17:12:00Z,69.89,29.39
2026-03-03T17:13:00Z,72.92,26.25
2026-03-03T17:14:00Z,74.54,23.46
2026-03-03T17:15:00Z,81.01,18.30
2026-03-03T17:16:00Z,82.81,17.94
2026-03-03T17:17:00Z,82.00,18.72
2026-03-03T17:18:00Z,83.75,18.63
2026-03-03T17:19:00Z,81.22,18.48
2026-03-03T17:20:00Z,83.00,18.93
2026-03-03T17:21:00Z,81.78,17.13
2026-03-03T17:22:00Z,79.74,18.30
2026-03-03T17:23:00Z,79.50,19.84
2026-03-03T17:24:00Z,83.29,17.03
2026-03-03T17:25:00Z,84.92,19.63
2026-03-03T17:26:00Z,86.39,16.60
