# event_ticker=KXATPMATCH-26MAY16BRORUU
# final_score=6-3 7-5
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Jenson Brooksby
# kalshi_date=2026-05-16
timestamp,Jenson Brooksby,Casper Ruud
2026-05-19T01:53:00Z,,85.00
2026-05-19T01:57:00Z,,85.00
2026-05-19T02:03:00Z,,85.00
2026-05-19T02:08:00Z,,85.00
2026-05-19T02:34:00Z,,85.00
2026-05-19T02:36:00Z,15.00,84.08
2026-05-19T02:39:00Z,15.00,85.00
2026-05-19T02:42:00Z,16.00,85.00
2026-05-19T03:06:00Z,16.00,85.00
2026-05-19T03:07:00Z,16.00,85.00
2026-05-19T03:14:00Z,16.00,85.00
2026-05-19T03:19:00Z,16.00,85.00
2026-05-19T03:22:00Z,16.00,85.00
2026-05-19T03:23:00Z,16.00,85.00
2026-05-19T03:27:00Z,16.00,84.00
2026-05-19T03:29:00Z,15.00,84.00
2026-05-19T03:33:00Z,15.00,85.00
2026-05-19T03:44:00Z,15.00,85.00
2026-05-19T03:47:00Z,15.00,85.00
2026-05-19T03:50:00Z,15.00,85.00
2026-05-19T03:52:00Z,15.00,84.00
2026-05-19T03:54:00Z,16.00,84.00
2026-05-19T03:58:00Z,16.00,84.00
2026-05-19T03:59:00Z,16.00,85.00
2026-05-19T04:02:00Z,16.00,85.00
2026-05-19T04:03:00Z,16.00,85.00
2026-05-19T04:04:00Z,16.00,85.00
2026-05-19T04:10:00Z,16.00,85.00
2026-05-19T04:12:00Z,16.00,85.00
2026-05-19T04:13:00Z,16.00,85.00
2026-05-19T04:17:00Z,16.00,85.00
2026-05-19T04:18:00Z,16.00,85.00
2026-05-19T04:21:00Z,16.00,85.00
2026-05-19T04:22:00Z,16.00,85.00
2026-05-19T04:23:00Z,16.00,85.00
2026-05-19T04:28:00Z,16.00,85.00
2026-05-19T04:31:00Z,16.00,85.00
2026-05-19T04:33:00Z,16.00,85.00
2026-05-19T04:34:00Z,16.00,85.00
2026-05-19T04:35:00Z,15.00,85.00
2026-05-19T04:44:00Z,15.00,85.00
2026-05-19T04:47:00Z,15.00,85.00
2026-05-19T04:48:00Z,16.00,85.00
2026-05-19T04:59:00Z,16.00,85.00
2026-05-19T05:08:00Z,16.00,85.00
2026-05-19T05:14:00Z,16.00,85.00
2026-05-19T05:16:00Z,16.00,85.00
2026-05-19T05:20:00Z,16.00,85.00
2026-05-19T05:22:00Z,16.00,85.00
2026-05-19T05:24:00Z,16.00,85.00
2026-05-19T05:33:00Z,16.00,85.00
2026-05-19T05:34:00Z,16.00,85.00
2026-05-19T05:37:00Z,16.00,85.00
2026-05-19T05:38:00Z,16.00,85.00
2026-05-19T05:39:00Z,16.00,85.00
2026-05-19T05:41:00Z,16.00,85.00
2026-05-19T05:45:00Z,16.00,85.00
2026-05-19T05:49:00Z,16.00,85.00
2026-05-19T05:52:00Z,16.00,85.00
2026-05-19T05:53:00Z,16.00,85.98
2026-05-19T05:57:00Z,16.00,86.00
2026-05-19T06:00:00Z,16.00,86.00
2026-05-19T06:02:00Z,16.00,86.00
2026-05-19T06:03:00Z,16.00,86.00
2026-05-19T06:08:00Z,15.00,86.00
2026-05-19T06:09:00Z,16.00,86.00
