# event_ticker=KXATPMATCH-26MAY21KOVUGO
# final_score=6-4 6-7(10) 6-2
# score_resolution=6-4 6-7 6-2
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-05-21
timestamp,Aleksandar Kovacevic,Camilo Ugo Carabelli
2026-05-21T03:32:00Z,34.00,
2026-05-21T03:33:00Z,34.00,
2026-05-21T03:44:00Z,34.00,68.00
2026-05-21T03:46:00Z,34.00,68.00
2026-05-21T03:48:00Z,34.00,68.00
2026-05-21T03:54:00Z,34.00,68.00
2026-05-21T03:56:00Z,34.00,68.00
2026-05-21T04:00:00Z,34.00,68.00
2026-05-21T04:04:00Z,34.00,68.00
2026-05-21T04:05:00Z,34.00,68.00
2026-05-21T04:06:00Z,34.00,68.00
2026-05-21T04:08:00Z,34.00,68.00
2026-05-21T04:13:00Z,34.00,68.00
2026-05-21T04:14:00Z,34.00,68.00
2026-05-21T04:16:00Z,34.00,68.00
2026-05-21T04:17:00Z,34.00,68.00
2026-05-21T04:23:00Z,34.00,68.00
2026-05-21T04:24:00Z,33.00,68.00
2026-05-21T04:25:00Z,34.00,68.00
2026-05-21T04:27:00Z,33.00,68.00
2026-05-21T04:28:00Z,33.00,68.00
2026-05-21T04:29:00Z,33.00,68.00
2026-05-21T04:30:00Z,33.00,68.00
2026-05-21T04:37:00Z,33.00,68.00
2026-05-21T04:41:00Z,34.00,68.00
2026-05-21T04:47:00Z,34.00,68.00
2026-05-21T04:49:00Z,33.00,68.00
2026-05-21T04:57:00Z,33.00,68.00
2026-05-21T04:58:00Z,33.00,68.00
2026-05-21T04:59:00Z,33.00,68.38
2026-05-21T05:00:00Z,33.00,68.00
2026-05-21T05:02:00Z,33.00,68.53
2026-05-21T05:04:00Z,33.00,68.00
2026-05-21T05:05:00Z,34.00,68.00
2026-05-21T05:09:00Z,34.00,68.00
2026-05-21T05:10:00Z,34.00,68.00
2026-05-21T05:12:00Z,34.00,68.00
2026-05-21T05:15:00Z,34.00,68.00
2026-05-21T05:22:00Z,34.00,67.00
2026-05-21T05:34:00Z,34.00,67.00
2026-05-21T05:36:00Z,34.00,68.00
2026-05-21T05:40:00Z,34.00,68.00
2026-05-21T05:41:00Z,33.00,68.00
2026-05-21T05:45:00Z,33.00,69.00
2026-05-21T05:48:00Z,33.00,68.00
2026-05-21T05:51:00Z,33.00,68.00
2026-05-21T05:52:00Z,33.00,68.00
2026-05-21T06:00:00Z,31.00,68.00
2026-05-21T06:02:00Z,31.00,70.00
2026-05-21T06:17:00Z,31.00,70.00
2026-05-21T06:29:00Z,31.00,70.00
2026-05-21T06:32:00Z,31.00,70.00
2026-05-21T06:36:00Z,31.00,71.00
2026-05-21T06:41:00Z,31.00,70.94
2026-05-21T06:50:00Z,31.00,70.00
2026-05-21T06:54:00Z,31.00,70.00
2026-05-21T07:39:00Z,31.00,71.00
2026-05-21T09:04:00Z,30.00,71.00
2026-05-21T09:14:00Z,30.00,71.00
2026-05-21T09:16:00Z,30.00,71.00
2026-05-21T09:19:00Z,30.00,71.00
2026-05-21T09:28:00Z,30.00,71.00
2026-05-21T09:42:00Z,30.00,71.00
2026-05-21T10:01:00Z,30.00,71.00
2026-05-21T10:11:00Z,30.00,71.00
2026-05-21T10:12:00Z,30.00,71.00
2026-05-21T10:17:00Z,30.00,71.00
2026-05-21T10:30:00Z,30.00,71.00
2026-05-21T10:33:00Z,30.00,71.00
2026-05-21T10:38:00Z,30.00,71.00
2026-05-21T10:41:00Z,30.00,70.00
2026-05-21T10:50:00Z,29.00,70.00
2026-05-21T10:53:00Z,29.00,71.00
2026-05-21T10:58:00Z,30.00,71.00
2026-05-21T10:59:00Z,30.00,71.00
2026-05-21T11:02:00Z,30.00,71.00
2026-05-21T11:05:00Z,30.00,71.00
2026-05-21T11:06:00Z,29.00,71.00
2026-05-21T11:08:00Z,29.00,71.00
2026-05-21T11:17:00Z,30.00,71.00
2026-05-21T11:18:00Z,30.00,71.00
2026-05-21T11:19:00Z,30.00,71.00
2026-05-21T11:21:00Z,30.00,71.00
2026-05-21T11:25:00Z,30.00,71.00
2026-05-21T11:34:00Z,30.00,71.00
2026-05-21T11:35:00Z,30.00,71.00
2026-05-21T11:38:00Z,30.00,71.00
2026-05-21T11:41:00Z,30.00,71.00
2026-05-21T11:46:00Z,30.00,70.00
2026-05-21T11:48:00Z,30.00,70.00
2026-05-21T11:56:00Z,30.00,71.00
2026-05-21T12:02:00Z,30.00,71.00
2026-05-21T12:04:00Z,30.00,71.00
2026-05-21T12:05:00Z,30.00,71.00
2026-05-21T12:06:00Z,30.00,71.00
2026-05-21T12:08:00Z,30.00,71.00
2026-05-21T12:10:00Z,30.00,71.00
2026-05-21T12:11:00Z,30.00,70.00
2026-05-21T12:12:00Z,31.00,70.00
2026-05-21T12:23:00Z,31.00,70.00
2026-05-21T12:27:00Z,31.00,70.00
2026-05-21T12:31:00Z,31.00,71.00
2026-05-21T12:35:00Z,31.00,71.00
2026-05-21T12:43:00Z,30.00,71.00
2026-05-21T12:48:00Z,30.00,71.00
2026-05-21T12:50:00Z,30.00,71.00
2026-05-21T12:51:00Z,30.00,71.00
2026-05-21T12:53:00Z,29.00,71.00
2026-05-21T12:58:00Z,30.00,71.00
2026-05-21T12:59:00Z,30.00,71.00
2026-05-21T13:01:00Z,30.00,71.00
2026-05-21T13:02:00Z,30.00,71.00
2026-05-21T13:03:00Z,30.00,71.00
2026-05-21T13:04:00Z,30.00,71.00
2026-05-21T13:06:00Z,30.00,71.00
2026-05-21T13:08:00Z,30.00,71.00
2026-05-21T13:10:00Z,30.00,71.00
2026-05-21T13:11:00Z,31.00,71.00
2026-05-21T13:14:00Z,31.00,71.00
2026-05-21T13:15:00Z,31.00,71.00
2026-05-21T13:16:00Z,31.00,71.00
2026-05-21T13:17:00Z,31.00,71.00
2026-05-21T13:20:00Z,31.00,71.00
2026-05-21T13:24:00Z,31.00,71.00
2026-05-21T13:25:00Z,31.00,71.00
2026-05-21T13:26:00Z,31.00,71.00
2026-05-21T13:27:00Z,31.00,71.00
2026-05-21T13:29:00Z,31.00,71.00
2026-05-21T13:31:00Z,31.00,71.00
2026-05-21T13:32:00Z,31.00,71.00
2026-05-21T13:34:00Z,31.00,71.00
2026-05-21T13:37:00Z,31.00,71.00
2026-05-21T13:38:00Z,31.00,71.00
