# event_ticker=KXATPCHALLENGERMATCH-26JUN02DELSCH
# final_score=6-3 7-5
# match_winner=Max Schoenhaus
# fav_player=Max Schoenhaus
# dog_player=Hugo Dellien
# kalshi_date=2026-06-02
timestamp,Hugo Dellien,Max Schoenhaus
2026-06-01T22:32:00Z,,42.00
2026-06-02T00:23:00Z,61.00,42.00
2026-06-02T03:01:00Z,61.00,42.00
2026-06-02T03:12:00Z,61.00,42.15
2026-06-02T03:31:00Z,60.00,42.15
2026-06-02T03:51:00Z,60.00,43.00
2026-06-02T04:09:00Z,60.00,41.00
2026-06-02T04:18:00Z,59.00,41.00
2026-06-02T04:28:00Z,59.00,41.00
2026-06-02T04:53:00Z,60.00,41.00
2026-06-02T04:59:00Z,60.00,40.00
2026-06-02T05:02:00Z,60.00,41.00
2026-06-02T05:16:00Z,60.00,40.00
2026-06-02T05:17:00Z,60.00,40.00
2026-06-02T05:25:00Z,61.00,40.00
2026-06-02T05:26:00Z,61.06,40.00
2026-06-02T05:31:00Z,62.00,40.00
2026-06-02T05:36:00Z,62.00,40.00
2026-06-02T05:37:00Z,62.62,40.00
2026-06-02T05:38:00Z,63.00,40.00
2026-06-02T05:40:00Z,62.00,40.00
2026-06-02T05:41:00Z,62.00,40.00
2026-06-02T05:55:00Z,62.00,38.00
2026-06-02T06:20:00Z,62.00,38.00
2026-06-02T06:23:00Z,62.00,38.00
2026-06-02T06:24:00Z,62.00,38.00
2026-06-02T06:31:00Z,62.00,38.00
2026-06-02T06:38:00Z,62.00,38.00
2026-06-02T06:40:00Z,62.00,38.00
2026-06-02T06:44:00Z,62.00,38.00
2026-06-02T06:47:00Z,62.00,38.00
2026-06-02T06:50:00Z,62.00,38.00
2026-06-02T07:02:00Z,62.00,38.00
2026-06-02T07:13:00Z,61.00,38.00
2026-06-02T07:21:00Z,61.00,38.00
2026-06-02T07:28:00Z,61.00,38.00
2026-06-02T07:32:00Z,61.00,38.00
2026-06-02T07:34:00Z,61.00,38.00
2026-06-02T07:35:00Z,61.00,38.00
2026-06-02T08:14:00Z,61.00,40.06
2026-06-02T08:15:00Z,61.00,41.00
2026-06-02T08:22:00Z,61.00,41.00
2026-06-02T08:27:00Z,61.00,41.00
2026-06-02T08:28:00Z,60.00,41.00
2026-06-02T08:30:00Z,61.00,41.00
2026-06-02T08:33:00Z,61.00,41.00
2026-06-02T08:45:00Z,61.00,41.00
2026-06-02T08:57:00Z,61.00,41.00
2026-06-02T09:07:00Z,61.00,41.00
2026-06-02T09:11:00Z,61.00,41.00
2026-06-02T09:19:00Z,61.00,41.00
2026-06-02T09:21:00Z,61.00,41.00
2026-06-02T09:25:00Z,61.00,41.00
2026-06-02T09:26:00Z,61.00,41.00
2026-06-02T09:35:00Z,60.00,41.00
2026-06-02T09:37:00Z,60.00,40.00
2026-06-02T09:38:00Z,60.00,38.61
2026-06-02T09:39:00Z,59.99,41.06
2026-06-02T09:41:00Z,58.92,46.00
2026-06-02T09:44:00Z,60.00,46.00
2026-06-02T09:45:00Z,60.00,40.00
2026-06-02T09:46:00Z,58.00,42.00
2026-06-02T09:47:00Z,59.00,42.00
2026-06-02T09:48:00Z,52.18,48.50
2026-06-02T09:49:00Z,52.50,48.01
2026-06-02T09:50:00Z,43.43,56.67
2026-06-02T09:51:00Z,40.52,62.91
2026-06-02T09:52:00Z,39.95,59.17
2026-06-02T09:53:00Z,36.78,59.17
2026-06-02T09:54:00Z,36.00,59.17
2026-06-02T09:55:00Z,36.00,59.17
2026-06-02T09:56:00Z,39.00,61.12
2026-06-02T09:57:00Z,42.41,61.12
2026-06-02T09:58:00Z,41.88,58.00
2026-06-02T09:59:00Z,43.01,56.70
2026-06-02T10:00:00Z,35.89,62.50
2026-06-02T10:01:00Z,34.52,65.94
2026-06-02T10:02:00Z,35.00,65.94
2026-06-02T10:03:00Z,31.77,68.39
2026-06-02T10:04:00Z,29.02,70.00
2026-06-02T10:05:00Z,33.15,67.01
2026-06-02T10:06:00Z,31.00,69.07
2026-06-02T10:07:00Z,27.41,71.00
2026-06-02T10:08:00Z,27.00,73.94
2026-06-02T10:09:00Z,27.00,74.00
2026-06-02T10:10:00Z,27.96,74.56
2026-06-02T10:11:00Z,24.87,74.70
2026-06-02T10:12:00Z,15.64,83.03
2026-06-02T10:13:00Z,14.74,85.61
2026-06-02T10:14:00Z,16.15,85.77
2026-06-02T10:15:00Z,13.30,87.57
2026-06-02T10:16:00Z,12.77,87.62
2026-06-02T10:17:00Z,14.94,86.98
2026-06-02T10:18:00Z,15.00,86.00
2026-06-02T10:19:00Z,21.19,79.00
2026-06-02T10:20:00Z,25.37,75.64
2026-06-02T10:21:00Z,23.40,75.61
2026-06-02T10:22:00Z,27.77,73.87
2026-06-02T10:23:00Z,24.27,73.72
2026-06-02T10:24:00Z,21.93,76.62
2026-06-02T10:25:00Z,21.50,78.00
2026-06-02T10:26:00Z,15.75,86.77
2026-06-02T10:27:00Z,11.59,88.00
2026-06-02T10:28:00Z,13.05,87.87
2026-06-02T10:29:00Z,15.77,86.31
2026-06-02T10:30:00Z,10.97,88.21
2026-06-02T10:31:00Z,20.73,82.77
2026-06-02T10:32:00Z,29.71,73.05
2026-06-02T10:33:00Z,33.00,68.02
2026-06-02T10:34:00Z,34.88,64.41
2026-06-02T10:36:00Z,33.05,67.00
2026-06-02T10:37:00Z,30.74,68.95
2026-06-02T10:38:00Z,26.09,73.74
2026-06-02T10:39:00Z,25.00,77.74
2026-06-02T10:40:00Z,30.94,67.04
2026-06-02T10:41:00Z,34.37,67.00
2026-06-02T10:42:00Z,36.09,66.01
2026-06-02T10:43:00Z,40.65,62.69
2026-06-02T10:44:00Z,37.80,61.84
2026-06-02T10:45:00Z,38.65,56.71
2026-06-02T10:46:00Z,32.32,68.70
2026-06-02T10:47:00Z,28.32,82.03
2026-06-02T10:48:00Z,17.81,86.24
2026-06-02T10:49:00Z,7.73,90.05
2026-06-02T10:50:00Z,6.91,93.07
2026-06-02T10:51:00Z,8.90,90.60
2026-06-02T10:52:00Z,2.56,97.95
2026-06-02T10:53:00Z,2.56,99.00
2026-06-02T10:54:00Z,2.56,99.00
2026-06-02T10:55:00Z,2.56,99.00
