# event_ticker=KXATPCHALLENGERMATCH-26JUN01SEAKRU
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Henry Searle
# fav_player=Mitchell Krueger
# dog_player=Henry Searle
# kalshi_date=2026-06-01
timestamp,Henry Searle,Mitchell Krueger
2026-06-03T03:28:00Z,62.97,
2026-06-03T03:29:00Z,62.92,
2026-06-03T03:30:00Z,63.75,37.61
2026-06-03T03:31:00Z,59.40,40.99
2026-06-03T03:32:00Z,58.00,38.00
2026-06-03T03:33:00Z,57.00,42.00
2026-06-03T03:34:00Z,58.00,42.00
2026-06-03T03:35:00Z,59.48,42.00
2026-06-03T03:36:00Z,57.24,41.00
2026-06-03T03:37:00Z,59.00,41.00
2026-06-03T03:38:00Z,58.13,39.09
2026-06-03T03:40:00Z,60.00,39.09
2026-06-03T03:41:00Z,60.00,39.09
2026-06-03T03:43:00Z,59.00,40.00
2026-06-03T03:44:00Z,59.00,40.00
2026-06-03T03:45:00Z,59.00,40.00
2026-06-03T03:46:00Z,59.00,39.07
2026-06-03T03:47:00Z,59.00,39.07
2026-06-03T03:48:00Z,59.96,39.07
2026-06-03T03:50:00Z,60.00,39.33
2026-06-03T03:51:00Z,60.00,39.64
2026-06-03T03:52:00Z,60.00,39.00
2026-06-03T03:56:00Z,60.00,39.00
2026-06-03T03:57:00Z,58.42,39.00
2026-06-03T03:58:00Z,58.42,40.00
2026-06-03T03:59:00Z,60.00,40.53
2026-06-03T04:01:00Z,60.00,41.00
2026-06-03T04:02:00Z,59.00,41.00
2026-06-03T04:03:00Z,59.00,39.00
2026-06-03T04:04:00Z,60.00,38.96
2026-06-03T04:05:00Z,59.00,38.01
2026-06-03T04:06:00Z,60.00,40.00
2026-06-03T04:07:00Z,59.22,39.00
2026-06-03T04:09:00Z,60.00,39.00
2026-06-03T04:10:00Z,60.00,39.00
2026-06-03T04:11:00Z,60.00,39.00
2026-06-03T04:13:00Z,60.00,40.00
2026-06-03T04:15:00Z,60.00,40.00
2026-06-03T04:16:00Z,60.54,40.00
2026-06-03T04:18:00Z,58.81,40.00
2026-06-03T04:20:00Z,58.81,39.91
2026-06-03T04:21:00Z,58.81,40.00
2026-06-03T04:22:00Z,58.81,40.00
2026-06-03T04:23:00Z,61.00,40.00
2026-06-03T04:24:00Z,61.00,40.00
2026-06-03T04:25:00Z,59.00,40.00
2026-06-03T04:26:00Z,59.00,39.90
2026-06-03T04:27:00Z,59.00,40.00
2026-06-03T04:28:00Z,61.00,40.00
2026-06-03T04:29:00Z,61.00,40.00
2026-06-03T04:30:00Z,61.00,40.00
2026-06-03T04:31:00Z,61.00,40.00
2026-06-03T04:32:00Z,61.00,40.00
2026-06-03T04:34:00Z,61.00,40.00
2026-06-03T04:37:00Z,59.00,40.00
2026-06-03T04:38:00Z,59.27,39.13
2026-06-03T04:40:00Z,59.00,39.00
2026-06-03T04:42:00Z,59.00,40.00
2026-06-03T04:43:00Z,61.00,40.00
2026-06-03T04:44:00Z,60.37,40.00
2026-06-03T04:45:00Z,60.37,40.00
2026-06-03T04:46:00Z,60.37,40.00
2026-06-03T04:49:00Z,60.00,40.00
2026-06-03T04:50:00Z,60.00,39.00
2026-06-03T04:51:00Z,59.72,39.00
2026-06-03T04:52:00Z,59.72,40.00
2026-06-03T04:53:00Z,60.66,40.00
2026-06-03T04:54:00Z,59.26,40.00
2026-06-03T04:56:00Z,59.26,40.00
2026-06-03T04:57:00Z,60.24,39.41
2026-06-03T04:58:00Z,60.24,39.00
2026-06-03T04:59:00Z,61.00,40.00
2026-06-03T05:00:00Z,61.00,40.00
2026-06-03T05:01:00Z,61.00,39.03
2026-06-03T05:03:00Z,61.00,40.00
2026-06-03T05:04:00Z,61.00,40.00
2026-06-03T05:05:00Z,61.00,40.00
2026-06-03T05:06:00Z,61.00,39.67
2026-06-03T05:07:00Z,61.00,39.67
2026-06-03T05:08:00Z,61.00,39.67
2026-06-03T05:09:00Z,61.00,40.00
2026-06-03T05:10:00Z,61.00,40.00
2026-06-03T05:11:00Z,61.00,40.00
2026-06-03T05:13:00Z,61.00,40.59
2026-06-03T05:15:00Z,61.00,41.00
2026-06-03T05:16:00Z,61.00,40.09
2026-06-03T05:17:00Z,61.00,40.09
2026-06-03T05:20:00Z,61.00,40.09
2026-06-03T05:22:00Z,61.00,40.09
2026-06-03T05:23:00Z,61.00,41.00
2026-06-03T05:24:00Z,61.00,41.00
2026-06-03T05:25:00Z,61.00,41.00
2026-06-03T05:26:00Z,61.18,41.00
2026-06-03T05:27:00Z,61.00,41.00
2026-06-03T05:28:00Z,60.00,41.00
2026-06-03T05:30:00Z,61.00,41.00
2026-06-03T05:31:00Z,61.00,40.00
2026-06-03T05:32:00Z,61.00,41.00
2026-06-03T05:33:00Z,60.98,41.00
2026-06-03T05:34:00Z,60.00,41.00
2026-06-03T05:35:00Z,60.00,41.00
