# event_ticker=KXATPMATCH-25OCT02UGOATM
# final_score=4-4 RET
# match_winner=Camilo Ugo Carabelli
# fav_player=Terence Atmane
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2025-10-02
timestamp,Terence Atmane,Camilo Ugo Carabelli
2025-10-02T02:02:00Z,77.00,24.00
2025-10-02T02:12:00Z,77.00,24.00
2025-10-02T02:13:00Z,77.00,24.00
2025-10-02T02:14:00Z,77.00,24.00
2025-10-02T02:17:00Z,77.00,24.00
2025-10-02T02:18:00Z,77.00,24.00
2025-10-02T02:22:00Z,77.00,24.00
2025-10-02T02:23:00Z,77.00,24.00
2025-10-02T02:24:00Z,77.00,24.00
2025-10-02T02:25:00Z,77.00,24.00
2025-10-02T02:27:00Z,77.00,23.99
2025-10-02T02:29:00Z,76.00,23.99
2025-10-02T02:31:00Z,76.00,24.00
2025-10-02T02:37:00Z,77.00,24.00
2025-10-02T02:40:00Z,77.00,24.00
2025-10-02T02:42:00Z,77.00,24.00
2025-10-02T02:44:00Z,77.00,24.00
2025-10-02T02:48:00Z,77.00,24.00
2025-10-02T02:54:00Z,77.00,23.00
2025-10-02T02:55:00Z,77.00,24.00
2025-10-02T02:56:00Z,77.00,24.00
2025-10-02T02:57:00Z,77.00,24.00
2025-10-02T02:58:00Z,77.00,24.00
2025-10-02T03:00:00Z,77.00,24.00
2025-10-02T03:01:00Z,77.00,24.00
2025-10-02T03:04:00Z,77.00,24.00
2025-10-02T03:05:00Z,77.00,24.00
2025-10-02T03:07:00Z,77.00,24.00
2025-10-02T03:08:00Z,77.00,24.00
2025-10-02T03:10:00Z,77.00,24.00
2025-10-02T03:12:00Z,77.00,24.00
2025-10-02T03:13:00Z,77.00,23.99
2025-10-02T03:14:00Z,77.00,24.00
2025-10-02T03:16:00Z,77.00,24.00
2025-10-02T03:19:00Z,77.00,24.00
2025-10-02T03:20:00Z,77.00,24.00
2025-10-02T03:21:00Z,77.00,24.00
2025-10-02T03:23:00Z,77.00,24.00
2025-10-02T03:25:00Z,77.00,24.00
2025-10-02T03:26:00Z,77.00,24.00
2025-10-02T03:29:00Z,77.00,24.00
2025-10-02T03:31:00Z,77.00,24.00
2025-10-02T03:32:00Z,77.00,24.00
2025-10-02T03:33:00Z,77.00,24.00
2025-10-02T03:36:00Z,77.00,23.00
2025-10-02T03:39:00Z,77.00,23.00
2025-10-02T03:40:00Z,77.00,23.00
2025-10-02T03:42:00Z,77.96,23.00
2025-10-02T03:43:00Z,78.00,23.00
2025-10-02T03:46:00Z,78.00,23.00
2025-10-02T03:48:00Z,78.00,23.00
2025-10-02T03:49:00Z,78.00,23.00
2025-10-02T03:52:00Z,78.00,23.00
2025-10-02T03:57:00Z,78.00,22.47
2025-10-02T04:01:00Z,78.00,23.00
2025-10-02T04:02:00Z,78.00,23.00
2025-10-02T04:03:00Z,78.00,23.00
2025-10-02T04:04:00Z,78.00,23.00
2025-10-02T04:05:00Z,78.00,23.00
2025-10-02T04:06:00Z,78.00,23.00
2025-10-02T04:07:00Z,78.00,23.00
2025-10-02T04:08:00Z,78.00,23.00
2025-10-02T04:09:00Z,78.00,23.00
2025-10-02T04:10:00Z,78.00,23.00
2025-10-02T04:11:00Z,78.00,23.00
2025-10-02T04:12:00Z,78.00,23.00
2025-10-02T04:13:00Z,78.00,23.00
2025-10-02T04:14:00Z,78.00,23.00
2025-10-02T04:15:00Z,78.00,23.00
2025-10-02T04:17:00Z,78.00,23.00
2025-10-02T04:19:00Z,78.00,23.00
2025-10-02T04:21:00Z,78.00,23.00
2025-10-02T04:22:00Z,78.00,23.00
2025-10-02T04:23:00Z,78.00,23.00
2025-10-02T04:24:00Z,78.00,23.00
2025-10-02T04:25:00Z,78.00,23.00
2025-10-02T04:26:00Z,78.00,23.00
2025-10-02T04:27:00Z,78.76,22.25
2025-10-02T04:28:00Z,79.00,22.00
2025-10-02T04:29:00Z,79.00,22.00
2025-10-02T04:30:00Z,78.89,22.81
2025-10-02T04:31:00Z,80.00,24.00
2025-10-02T04:32:00Z,80.00,23.98
2025-10-02T04:33:00Z,80.00,22.65
2025-10-02T04:34:00Z,80.00,24.00
2025-10-02T04:35:00Z,80.00,24.00
2025-10-02T04:36:00Z,80.00,23.00
2025-10-02T04:37:00Z,80.00,24.00
2025-10-02T04:38:00Z,80.00,24.00
2025-10-02T04:39:00Z,80.00,24.00
2025-10-02T04:40:00Z,79.94,23.84
2025-10-02T04:41:00Z,79.94,21.86
2025-10-02T04:42:00Z,82.00,18.62
2025-10-02T04:43:00Z,82.41,17.58
2025-10-02T04:44:00Z,85.00,18.74
2025-10-02T04:45:00Z,86.00,13.84
2025-10-02T04:46:00Z,88.00,15.69
2025-10-02T04:47:00Z,90.00,11.55
2025-10-02T04:48:00Z,90.75,13.08
2025-10-02T04:49:00Z,89.79,11.34
2025-10-02T04:50:00Z,89.79,11.50
2025-10-02T04:51:00Z,91.80,10.98
2025-10-02T04:52:00Z,92.00,9.70
2025-10-02T04:53:00Z,92.47,9.00
2025-10-02T04:54:00Z,91.00,10.95
2025-10-02T04:55:00Z,91.00,12.00
2025-10-02T04:56:00Z,89.63,12.97
2025-10-02T04:57:00Z,89.00,13.00
2025-10-02T04:58:00Z,87.33,13.80
2025-10-02T04:59:00Z,87.33,14.00
2025-10-02T05:00:00Z,89.00,11.59
2025-10-02T05:01:00Z,90.09,10.96
2025-10-02T05:02:00Z,90.00,10.96
2025-10-02T05:03:00Z,90.00,11.00
2025-10-02T05:04:00Z,90.07,12.20
2025-10-02T05:05:00Z,91.67,10.11
2025-10-02T05:06:00Z,90.60,11.00
2025-10-02T05:07:00Z,90.63,11.55
2025-10-02T05:08:00Z,85.68,14.03
2025-10-02T05:09:00Z,85.68,16.43
2025-10-02T05:10:00Z,80.50,29.10
2025-10-02T05:11:00Z,76.90,23.01
2025-10-02T05:12:00Z,76.90,33.62
2025-10-02T05:13:00Z,71.00,38.18
2025-10-02T05:14:00Z,70.25,29.82
2025-10-02T05:15:00Z,65.83,36.00
2025-10-02T05:16:00Z,66.78,37.00
2025-10-02T05:17:00Z,66.82,36.00
2025-10-02T05:18:00Z,63.74,38.43
2025-10-02T05:19:00Z,42.39,71.71
2025-10-02T05:20:00Z,4.25,95.87
2025-10-02T05:21:00Z,1.00,99.00
2025-10-02T05:22:00Z,1.00,99.00
2025-10-02T05:23:00Z,1.00,99.00
2025-10-02T05:24:00Z,1.00,99.00
2025-10-02T05:25:00Z,1.00,99.00
2025-10-02T05:26:00Z,1.00,99.00
2025-10-02T05:27:00Z,1.00,99.00
2025-10-02T05:28:00Z,1.00,99.00
2025-10-02T05:29:00Z,1.00,99.00
2025-10-02T05:30:00Z,1.00,99.00
2025-10-02T05:32:00Z,1.00,99.00
2025-10-02T05:37:00Z,1.00,99.00
2025-10-02T05:39:00Z,1.00,99.00
2025-10-02T05:40:00Z,1.00,99.00
2025-10-02T05:41:00Z,1.00,99.00
2025-10-02T05:43:00Z,1.00,99.00
