# event_ticker=KXATPMATCH-26FEB17MOCKHA
# final_score=6-1 3-6 6-4
# match_winner=Karen Khachanov
# fav_player=Karen Khachanov
# dog_player=Shintaro Mochizuki
# kalshi_date=2026-02-17
timestamp,Karen Khachanov,Shintaro Mochizuki
2026-02-17T00:42:00Z,87.00,
2026-02-17T00:45:00Z,87.00,
2026-02-17T00:47:00Z,87.00,
2026-02-17T00:54:00Z,87.00,
2026-02-17T01:11:00Z,87.00,14.00
2026-02-17T01:14:00Z,87.00,14.00
2026-02-17T01:22:00Z,87.00,14.00
2026-02-17T01:37:00Z,87.00,14.00
2026-02-17T01:49:00Z,87.00,14.00
2026-02-17T01:59:00Z,87.00,14.00
2026-02-17T02:13:00Z,87.00,14.00
2026-02-17T02:15:00Z,87.00,14.00
2026-02-17T02:16:00Z,86.00,14.00
2026-02-17T02:37:00Z,87.00,14.00
2026-02-17T02:38:00Z,87.00,14.00
2026-02-17T02:40:00Z,87.00,14.00
2026-02-17T02:53:00Z,87.00,14.00
2026-02-17T03:03:00Z,87.00,14.00
2026-02-17T03:12:00Z,87.00,14.00
2026-02-17T03:13:00Z,86.94,14.00
2026-02-17T03:14:00Z,87.00,14.00
2026-02-17T03:26:00Z,87.00,14.00
2026-02-17T03:42:00Z,87.00,14.00
2026-02-17T03:47:00Z,87.00,14.00
2026-02-17T03:49:00Z,87.00,14.00
2026-02-17T03:58:00Z,87.00,14.00
2026-02-17T04:03:00Z,87.00,14.00
2026-02-17T04:09:00Z,87.00,14.00
2026-02-17T04:12:00Z,87.00,14.00
2026-02-17T04:13:00Z,87.00,14.00
2026-02-17T04:15:00Z,87.00,14.00
2026-02-17T04:19:00Z,87.00,14.00
2026-02-17T04:21:00Z,87.00,13.00
2026-02-17T04:28:00Z,87.00,14.00
2026-02-17T04:32:00Z,87.00,14.00
2026-02-17T04:35:00Z,87.00,14.00
2026-02-17T04:39:00Z,87.00,14.00
2026-02-17T04:41:00Z,87.00,14.00
2026-02-17T04:42:00Z,87.00,14.00
2026-02-17T04:46:00Z,87.00,14.00
2026-02-17T05:13:00Z,88.00,14.00
2026-02-17T05:22:00Z,88.00,14.00
2026-02-17T05:26:00Z,88.00,14.00
2026-02-17T05:31:00Z,88.20,14.00
2026-02-17T05:51:00Z,88.00,14.00
2026-02-17T05:57:00Z,88.00,14.00
2026-02-17T05:59:00Z,88.00,12.00
2026-02-17T06:02:00Z,89.00,12.00
2026-02-17T06:03:00Z,89.00,12.00
2026-02-17T06:11:00Z,89.00,12.00
2026-02-17T06:17:00Z,89.00,12.00
2026-02-17T06:22:00Z,89.00,12.00
2026-02-17T06:26:00Z,89.00,12.00
2026-02-17T06:29:00Z,89.00,12.00
2026-02-17T06:31:00Z,89.00,12.00
2026-02-17T06:39:00Z,89.00,12.94
2026-02-17T06:47:00Z,89.00,12.94
2026-02-17T06:52:00Z,89.00,12.94
2026-02-17T06:56:00Z,89.00,12.94
2026-02-17T07:04:00Z,89.00,12.94
2026-02-17T07:06:00Z,89.00,12.94
2026-02-17T07:24:00Z,89.00,12.97
2026-02-17T07:37:00Z,89.00,12.97
2026-02-17T07:38:00Z,89.00,12.97
2026-02-17T07:58:00Z,89.00,12.97
2026-02-17T08:01:00Z,89.00,12.00
2026-02-17T08:02:00Z,89.00,13.00
2026-02-17T08:07:00Z,89.00,13.00
2026-02-17T08:15:00Z,89.00,13.00
2026-02-17T09:05:00Z,89.00,12.00
2026-02-17T09:29:00Z,89.00,12.00
2026-02-17T09:39:00Z,89.00,12.00
2026-02-17T10:34:00Z,89.00,12.00
2026-02-17T10:55:00Z,89.00,12.00
2026-02-17T11:15:00Z,89.00,12.00
2026-02-17T11:18:00Z,89.00,12.00
2026-02-17T11:19:00Z,89.00,12.00
2026-02-17T11:20:00Z,89.00,12.00
2026-02-17T11:25:00Z,89.00,12.00
2026-02-17T11:26:00Z,89.00,12.00
2026-02-17T11:27:00Z,89.00,13.00
2026-02-17T11:29:00Z,89.00,13.00
2026-02-17T11:34:00Z,89.00,13.00
2026-02-17T11:36:00Z,88.00,13.00
2026-02-17T11:37:00Z,88.00,13.00
2026-02-17T11:38:00Z,88.00,13.00
2026-02-17T11:39:00Z,88.00,13.00
2026-02-17T11:40:00Z,88.00,13.00
2026-02-17T11:41:00Z,88.00,13.00
2026-02-17T11:43:00Z,88.00,13.00
2026-02-17T11:52:00Z,88.00,13.00
2026-02-17T11:55:00Z,88.00,13.00
2026-02-17T11:56:00Z,88.00,13.00
2026-02-17T11:57:00Z,88.00,13.00
2026-02-17T11:58:00Z,88.00,13.00
2026-02-17T12:00:00Z,88.00,13.00
2026-02-17T12:03:00Z,87.00,13.00
2026-02-17T12:11:00Z,87.00,14.00
2026-02-17T12:16:00Z,87.00,14.00
2026-02-17T12:23:00Z,87.00,14.00
2026-02-17T12:24:00Z,87.24,14.00
2026-02-17T12:25:00Z,88.00,14.00
2026-02-17T12:26:00Z,88.00,13.16
2026-02-17T12:27:00Z,88.00,14.00
2026-02-17T12:28:00Z,88.06,14.00
2026-02-17T12:29:00Z,89.00,14.00
2026-02-17T12:30:00Z,90.00,12.00
2026-02-17T12:31:00Z,89.00,12.00
2026-02-17T12:32:00Z,89.00,11.33
2026-02-17T12:33:00Z,89.00,13.00
2026-02-17T12:34:00Z,89.00,12.90
2026-02-17T12:35:00Z,92.67,8.44
2026-02-17T12:36:00Z,92.67,7.85
2026-02-17T12:37:00Z,95.00,6.23
2026-02-17T12:38:00Z,95.00,6.46
2026-02-17T12:39:00Z,92.00,8.00
2026-02-17T12:40:00Z,92.00,9.70
2026-02-17T12:41:00Z,90.56,10.03
2026-02-17T12:42:00Z,90.56,12.94
2026-02-17T12:43:00Z,87.00,13.85
2026-02-17T12:44:00Z,87.71,13.62
2026-02-17T12:45:00Z,88.00,16.28
2026-02-17T12:46:00Z,91.04,11.20
2026-02-17T12:47:00Z,92.00,9.74
2026-02-17T12:48:00Z,93.00,8.51
2026-02-17T12:49:00Z,93.00,8.30
2026-02-17T12:50:00Z,93.00,7.12
2026-02-17T12:51:00Z,93.00,8.00
2026-02-17T12:52:00Z,93.85,7.78
2026-02-17T12:53:00Z,95.91,7.00
2026-02-17T12:54:00Z,95.10,5.13
2026-02-17T12:55:00Z,95.10,5.00
2026-02-17T12:56:00Z,96.00,3.49
2026-02-17T12:57:00Z,96.00,4.00
2026-02-17T12:58:00Z,97.00,4.00
2026-02-17T12:59:00Z,96.00,3.93
2026-02-17T13:00:00Z,97.00,4.00
2026-02-17T13:01:00Z,97.00,3.00
2026-02-17T13:02:00Z,97.19,4.00
2026-02-17T13:03:00Z,97.19,4.24
2026-02-17T13:04:00Z,95.24,5.00
2026-02-17T13:05:00Z,94.15,6.50
2026-02-17T13:06:00Z,91.00,8.11
2026-02-17T13:07:00Z,90.69,10.43
2026-02-17T13:08:00Z,92.00,10.26
2026-02-17T13:09:00Z,91.00,11.73
2026-02-17T13:10:00Z,90.16,12.02
2026-02-17T13:11:00Z,87.00,13.39
2026-02-17T13:12:00Z,87.00,13.99
2026-02-17T13:13:00Z,86.07,14.04
2026-02-17T13:14:00Z,87.44,12.58
2026-02-17T13:15:00Z,88.98,10.95
2026-02-17T13:16:00Z,89.56,13.10
2026-02-17T13:17:00Z,85.93,15.53
2026-02-17T13:18:00Z,88.40,12.17
2026-02-17T13:19:00Z,86.85,14.35
2026-02-17T13:20:00Z,86.00,16.00
2026-02-17T13:21:00Z,85.70,16.00
2026-02-17T13:22:00Z,86.43,17.28
2026-02-17T13:23:00Z,89.95,12.65
2026-02-17T13:24:00Z,86.80,14.20
2026-02-17T13:25:00Z,87.75,14.13
2026-02-17T13:26:00Z,86.22,16.24
2026-02-17T13:27:00Z,85.30,16.75
2026-02-17T13:28:00Z,85.74,15.63
2026-02-17T13:29:00Z,84.00,18.56
2026-02-17T13:30:00Z,84.00,20.22
2026-02-17T13:31:00Z,81.73,20.02
2026-02-17T13:32:00Z,83.36,17.88
2026-02-17T13:33:00Z,84.13,17.33
2026-02-17T13:34:00Z,84.91,13.99
2026-02-17T13:35:00Z,82.94,19.46
2026-02-17T13:36:00Z,78.56,21.49
2026-02-17T13:37:00Z,79.23,21.41
2026-02-17T13:38:00Z,79.64,22.48
2026-02-17T13:39:00Z,73.65,27.53
2026-02-17T13:40:00Z,79.03,21.76
2026-02-17T13:41:00Z,78.42,22.42
2026-02-17T13:42:00Z,82.91,19.12
2026-02-17T13:43:00Z,83.00,21.15
2026-02-17T13:44:00Z,85.17,17.27
2026-02-17T13:45:00Z,91.00,9.83
2026-02-17T13:46:00Z,78.61,22.17
2026-02-17T13:47:00Z,77.81,23.76
2026-02-17T13:48:00Z,76.17,22.73
2026-02-17T13:49:00Z,80.55,20.62
2026-02-17T13:50:00Z,82.00,18.82
2026-02-17T13:51:00Z,82.00,19.06
2026-02-17T13:52:00Z,80.49,18.81
2026-02-17T13:53:00Z,90.58,11.90
2026-02-17T13:54:00Z,86.34,15.85
2026-02-17T13:55:00Z,87.71,13.96
2026-02-17T13:56:00Z,81.95,19.93
2026-02-17T13:57:00Z,79.53,20.39
2026-02-17T13:58:00Z,72.88,30.34
2026-02-17T13:59:00Z,56.39,43.08
2026-02-17T14:00:00Z,41.10,58.34
2026-02-17T14:01:00Z,43.49,58.30
