# event_ticker=KXATPMATCH-26APR06GARARN
# final_score=6-2 6-4
# match_winner=Cristian Garin
# fav_player=Cristian Garin
# dog_player=Matteo Arnaldi
# kalshi_date=2026-04-06
timestamp,Cristian Garin,Matteo Arnaldi
2026-04-06T00:58:00Z,,43.00
2026-04-06T01:10:00Z,59.00,43.00
2026-04-06T01:32:00Z,59.00,43.00
2026-04-06T01:34:00Z,59.00,43.00
2026-04-06T01:46:00Z,59.00,43.00
2026-04-06T02:23:00Z,59.00,43.00
2026-04-06T02:41:00Z,59.00,43.00
2026-04-06T03:01:00Z,59.00,43.00
2026-04-06T03:09:00Z,59.00,43.00
2026-04-06T03:12:00Z,59.00,43.00
2026-04-06T03:21:00Z,59.00,43.00
2026-04-06T03:22:00Z,59.00,43.00
2026-04-06T03:26:00Z,59.00,43.00
2026-04-06T03:43:00Z,59.00,43.00
2026-04-06T03:44:00Z,59.77,43.00
2026-04-06T03:45:00Z,60.00,43.00
2026-04-06T03:52:00Z,60.00,43.00
2026-04-06T03:56:00Z,60.00,43.00
2026-04-06T04:12:00Z,60.00,42.00
2026-04-06T04:15:00Z,60.00,42.00
2026-04-06T04:23:00Z,60.00,42.00
2026-04-06T04:46:00Z,60.00,42.00
2026-04-06T04:49:00Z,60.00,43.00
2026-04-06T04:54:00Z,59.00,43.00
2026-04-06T04:59:00Z,59.00,43.00
2026-04-06T05:01:00Z,59.48,43.00
2026-04-06T05:02:00Z,59.48,43.00
2026-04-06T05:05:00Z,59.48,43.00
2026-04-06T05:07:00Z,59.48,41.41
2026-04-06T05:12:00Z,59.48,41.00
2026-04-06T05:18:00Z,59.48,42.00
2026-04-06T05:27:00Z,59.48,42.00
2026-04-06T05:45:00Z,59.00,42.00
2026-04-06T05:47:00Z,59.00,42.00
2026-04-06T05:49:00Z,59.00,42.00
2026-04-06T05:51:00Z,59.00,42.00
2026-04-06T06:07:00Z,59.00,42.00
2026-04-06T06:22:00Z,59.00,42.00
2026-04-06T06:25:00Z,59.00,42.00
2026-04-06T06:27:00Z,59.00,42.00
2026-04-06T06:29:00Z,59.00,42.00
2026-04-06T06:30:00Z,59.00,42.00
2026-04-06T06:31:00Z,59.00,42.00
2026-04-06T06:33:00Z,59.00,42.00
2026-04-06T06:35:00Z,59.00,42.00
2026-04-06T06:44:00Z,59.00,42.00
2026-04-06T06:53:00Z,59.00,42.00
2026-04-06T07:03:00Z,59.00,42.00
2026-04-06T07:05:00Z,59.00,42.00
2026-04-06T07:16:00Z,59.00,42.00
2026-04-06T07:20:00Z,59.00,42.00
2026-04-06T07:36:00Z,59.00,42.00
2026-04-06T07:45:00Z,59.00,42.00
2026-04-06T07:54:00Z,60.00,42.00
2026-04-06T08:05:00Z,60.00,42.00
2026-04-06T08:45:00Z,60.00,42.00
2026-04-06T08:51:00Z,60.00,42.00
2026-04-06T08:54:00Z,60.00,42.00
2026-04-06T08:57:00Z,60.00,42.00
2026-04-06T09:12:00Z,60.00,42.00
2026-04-06T09:32:00Z,60.00,42.00
2026-04-06T09:45:00Z,60.00,42.00
2026-04-06T10:02:00Z,60.00,42.00
2026-04-06T10:07:00Z,60.00,42.00
2026-04-06T10:09:00Z,60.00,42.00
2026-04-06T10:11:00Z,60.00,42.00
2026-04-06T10:14:00Z,60.00,42.00
2026-04-06T10:17:00Z,60.00,42.00
2026-04-06T10:19:00Z,60.00,42.00
2026-04-06T10:22:00Z,60.00,42.00
2026-04-06T10:27:00Z,60.00,42.00
2026-04-06T10:43:00Z,59.00,42.00
2026-04-06T10:50:00Z,59.00,42.00
2026-04-06T10:53:00Z,59.00,42.00
2026-04-06T10:57:00Z,59.00,42.00
2026-04-06T11:03:00Z,59.00,42.00
2026-04-06T11:05:00Z,59.00,43.00
2026-04-06T11:15:00Z,59.00,43.00
2026-04-06T11:16:00Z,59.00,43.00
2026-04-06T11:18:00Z,59.00,42.00
2026-04-06T11:32:00Z,59.00,43.00
2026-04-06T11:33:00Z,59.00,43.00
2026-04-06T11:35:00Z,59.00,43.00
2026-04-06T11:36:00Z,59.00,43.00
2026-04-06T11:39:00Z,59.00,43.00
2026-04-06T11:41:00Z,59.00,43.00
2026-04-06T11:47:00Z,59.00,42.00
2026-04-06T11:48:00Z,59.00,42.00
2026-04-06T11:51:00Z,59.00,42.00
2026-04-06T11:53:00Z,59.00,42.00
2026-04-06T11:59:00Z,59.00,42.00
2026-04-06T12:00:00Z,59.00,42.00
2026-04-06T12:05:00Z,59.00,42.00
2026-04-06T12:06:00Z,59.00,42.00
2026-04-06T12:07:00Z,59.00,42.00
2026-04-06T12:11:00Z,59.00,42.00
2026-04-06T12:12:00Z,60.70,42.00
2026-04-06T12:13:00Z,58.00,42.00
2026-04-06T12:14:00Z,60.00,42.00
2026-04-06T12:18:00Z,60.00,42.00
2026-04-06T12:19:00Z,60.00,42.00
2026-04-06T12:20:00Z,60.17,42.00
2026-04-06T12:22:00Z,61.00,42.00
2026-04-06T12:23:00Z,61.00,42.00
2026-04-06T12:24:00Z,61.00,42.00
2026-04-06T12:25:00Z,61.00,42.00
2026-04-06T12:26:00Z,61.00,42.00
2026-04-06T12:27:00Z,61.00,42.00
2026-04-06T12:28:00Z,61.00,42.00
2026-04-06T12:29:00Z,61.00,42.00
2026-04-06T12:30:00Z,61.00,41.01
2026-04-06T12:31:00Z,60.82,42.00
2026-04-06T12:32:00Z,61.00,42.00
2026-04-06T12:33:00Z,61.00,42.00
2026-04-06T12:34:00Z,58.00,42.00
2026-04-06T12:35:00Z,61.00,42.00
2026-04-06T12:36:00Z,61.00,42.00
2026-04-06T12:37:00Z,61.00,42.00
2026-04-06T12:38:00Z,63.97,38.17
2026-04-06T12:39:00Z,63.97,33.33
2026-04-06T12:40:00Z,70.30,33.88
2026-04-06T12:41:00Z,63.81,38.08
2026-04-06T12:42:00Z,63.81,38.87
2026-04-06T12:43:00Z,63.34,38.98
2026-04-06T12:45:00Z,71.19,31.02
2026-04-06T12:46:00Z,72.00,30.50
2026-04-06T12:47:00Z,71.95,31.28
2026-04-06T12:48:00Z,68.00,30.39
2026-04-06T12:49:00Z,67.01,29.76
2026-04-06T12:50:00Z,61.01,37.83
2026-04-06T12:51:00Z,63.94,37.04
2026-04-06T12:52:00Z,65.40,34.24
2026-04-06T12:53:00Z,69.05,35.00
2026-04-06T12:54:00Z,71.49,29.00
2026-04-06T12:55:00Z,73.00,27.06
2026-04-06T12:56:00Z,73.00,27.06
2026-04-06T12:57:00Z,77.00,23.82
2026-04-06T12:58:00Z,75.19,22.90
2026-04-06T12:59:00Z,75.11,24.00
2026-04-06T13:00:00Z,75.10,27.24
2026-04-06T13:01:00Z,74.31,27.13
2026-04-06T13:02:00Z,74.00,27.00
2026-04-06T13:03:00Z,74.00,26.97
2026-04-06T13:04:00Z,74.12,26.94
2026-04-06T13:05:00Z,73.87,26.68
2026-04-06T13:06:00Z,77.02,26.68
