# event_ticker=KXATPMATCH-26APR02HIJTIA
# final_score=6-4 3-6 6-2
# match_winner=Frances Tiafoe
# fav_player=Frances Tiafoe
# dog_player=Rinky Hijikata
# kalshi_date=2026-04-02
timestamp,Frances Tiafoe,Rinky Hijikata
2026-04-02T12:22:00Z,80.00,
2026-04-02T12:25:00Z,80.00,
2026-04-02T12:31:00Z,80.00,
2026-04-02T12:34:00Z,80.00,
2026-04-02T12:36:00Z,80.00,
2026-04-02T12:45:00Z,80.00,
2026-04-02T12:50:00Z,80.00,
2026-04-02T12:55:00Z,80.00,
2026-04-02T12:56:00Z,80.00,
2026-04-02T12:58:00Z,80.00,
2026-04-02T13:10:00Z,80.00,
2026-04-02T13:11:00Z,80.00,
2026-04-02T13:15:00Z,80.00,
2026-04-02T13:18:00Z,80.00,22.00
2026-04-02T13:19:00Z,80.00,22.00
2026-04-02T13:20:00Z,79.53,22.00
2026-04-02T13:21:00Z,79.53,22.00
2026-04-02T13:23:00Z,79.00,22.00
2026-04-02T13:24:00Z,79.00,22.00
2026-04-02T13:26:00Z,79.00,22.00
2026-04-02T13:30:00Z,79.00,22.00
2026-04-02T13:35:00Z,79.00,22.00
2026-04-02T13:44:00Z,79.00,22.00
2026-04-02T13:45:00Z,79.00,22.00
2026-04-02T13:46:00Z,79.00,22.00
2026-04-02T13:48:00Z,79.00,22.00
2026-04-02T13:50:00Z,79.00,22.00
2026-04-02T13:53:00Z,79.00,22.00
2026-04-02T13:55:00Z,79.00,22.00
2026-04-02T13:57:00Z,79.00,22.00
2026-04-02T13:59:00Z,79.00,22.00
2026-04-02T14:03:00Z,79.00,22.00
2026-04-02T14:04:00Z,79.00,22.00
2026-04-02T14:07:00Z,79.00,22.00
2026-04-02T14:09:00Z,79.00,22.00
2026-04-02T14:12:00Z,78.58,22.00
2026-04-02T14:13:00Z,79.00,22.00
2026-04-02T14:16:00Z,79.00,22.00
2026-04-02T14:18:00Z,79.00,22.00
2026-04-02T14:19:00Z,78.18,22.00
2026-04-02T14:21:00Z,78.18,22.00
2026-04-02T14:22:00Z,78.18,22.00
2026-04-02T14:34:00Z,78.18,22.00
