# event_ticker=KXATPCHALLENGERMATCH-26MAY11FERSAC
# final_score=7-5 6-3
# match_winner=Arthur Fery
# fav_player=Arthur Fery
# dog_player=Vitaliy Sachko
# kalshi_date=2026-05-11
timestamp,Arthur Fery,Vitaliy Sachko
2026-05-11T03:51:00Z,,54.00
2026-05-11T04:44:00Z,,54.00
2026-05-11T05:17:00Z,47.00,54.00
2026-05-11T05:51:00Z,47.00,54.00
2026-05-11T06:19:00Z,47.00,54.00
2026-05-11T06:45:00Z,47.06,54.00
2026-05-11T06:50:00Z,47.06,54.00
2026-05-11T07:18:00Z,47.06,54.00
2026-05-11T08:04:00Z,48.00,54.00
2026-05-11T08:39:00Z,48.00,52.00
2026-05-11T09:13:00Z,48.00,53.00
2026-05-11T10:10:00Z,48.00,52.00
2026-05-11T12:29:00Z,48.00,52.00
2026-05-11T14:28:00Z,48.00,52.00
2026-05-11T14:35:00Z,48.00,52.00
2026-05-11T14:38:00Z,47.00,52.00
2026-05-11T14:43:00Z,49.00,52.00
2026-05-11T14:44:00Z,49.00,52.00
2026-05-11T14:46:00Z,49.00,53.00
2026-05-11T14:47:00Z,49.00,53.00
2026-05-11T14:51:00Z,49.00,53.00
2026-05-11T14:52:00Z,49.00,53.00
2026-05-11T14:54:00Z,49.00,53.00
2026-05-11T14:58:00Z,49.00,53.00
2026-05-11T15:03:00Z,50.00,53.00
2026-05-11T15:24:00Z,49.00,53.00
2026-05-11T15:25:00Z,49.00,53.00
2026-05-11T15:28:00Z,50.00,50.00
2026-05-11T15:29:00Z,50.00,52.00
2026-05-11T15:30:00Z,51.95,52.00
2026-05-11T15:31:00Z,48.00,52.00
2026-05-11T15:32:00Z,46.06,53.00
2026-05-11T15:33:00Z,46.06,52.00
2026-05-11T15:34:00Z,46.00,53.89
2026-05-11T15:35:00Z,42.00,57.00
2026-05-11T15:36:00Z,42.00,58.00
2026-05-11T15:37:00Z,42.00,53.59
2026-05-11T15:38:00Z,51.00,51.00
2026-05-11T15:39:00Z,46.04,54.00
2026-05-11T15:40:00Z,45.00,55.00
2026-05-11T15:41:00Z,44.00,56.00
2026-05-11T15:42:00Z,45.00,56.00
2026-05-11T15:43:00Z,45.00,54.00
2026-05-11T15:44:00Z,47.79,56.00
2026-05-11T15:45:00Z,44.07,57.97
2026-05-11T15:46:00Z,45.14,56.56
2026-05-11T15:47:00Z,42.08,56.56
2026-05-11T15:48:00Z,39.02,60.64
2026-05-11T15:49:00Z,43.50,60.64
2026-05-11T15:50:00Z,40.98,60.99
2026-05-11T15:51:00Z,39.94,67.00
2026-05-11T15:52:00Z,41.96,58.34
2026-05-11T15:53:00Z,36.69,63.18
2026-05-11T15:54:00Z,30.49,68.82
2026-05-11T15:55:00Z,28.04,70.14
2026-05-11T15:56:00Z,30.44,70.96
2026-05-11T15:57:00Z,33.80,69.16
2026-05-11T15:58:00Z,40.09,61.93
2026-05-11T15:59:00Z,40.75,59.48
2026-05-11T16:00:00Z,35.97,65.62
2026-05-11T16:01:00Z,34.39,67.62
2026-05-11T16:02:00Z,37.07,61.96
2026-05-11T16:03:00Z,43.85,56.06
2026-05-11T16:04:00Z,45.26,54.00
2026-05-11T16:05:00Z,51.97,47.05
2026-05-11T16:06:00Z,62.23,37.13
2026-05-11T16:07:00Z,63.00,38.00
2026-05-11T16:08:00Z,63.97,35.41
2026-05-11T16:09:00Z,65.00,35.41
2026-05-11T16:10:00Z,59.01,39.74
2026-05-11T16:11:00Z,51.36,47.00
2026-05-11T16:12:00Z,45.33,56.18
2026-05-11T16:13:00Z,43.95,58.00
2026-05-11T16:14:00Z,39.62,60.00
2026-05-11T16:15:00Z,38.00,63.00
2026-05-11T16:16:00Z,40.21,61.00
2026-05-11T16:17:00Z,42.89,56.66
2026-05-11T16:18:00Z,44.97,56.00
2026-05-11T16:19:00Z,46.26,51.96
2026-05-11T16:20:00Z,52.31,45.72
2026-05-11T16:21:00Z,60.09,39.92
2026-05-11T16:22:00Z,62.16,37.32
2026-05-11T16:23:00Z,65.16,35.00
2026-05-11T16:24:00Z,66.00,34.04
2026-05-11T16:25:00Z,70.47,30.04
2026-05-11T16:26:00Z,70.47,28.00
2026-05-11T16:27:00Z,70.47,28.98
2026-05-11T16:28:00Z,72.32,28.00
2026-05-11T16:29:00Z,73.00,28.00
2026-05-11T16:30:00Z,68.58,30.00
2026-05-11T16:31:00Z,71.79,29.49
2026-05-11T16:32:00Z,68.83,30.69
2026-05-11T16:33:00Z,67.80,32.15
2026-05-11T16:34:00Z,69.00,32.15
2026-05-11T16:35:00Z,72.00,28.75
2026-05-11T16:36:00Z,71.12,29.00
2026-05-11T16:37:00Z,68.19,30.11
2026-05-11T16:38:00Z,69.00,31.81
2026-05-11T16:39:00Z,68.00,32.96
2026-05-11T16:40:00Z,68.10,30.00
2026-05-11T16:41:00Z,72.00,28.89
2026-05-11T16:42:00Z,72.00,28.84
2026-05-11T16:43:00Z,73.38,28.26
2026-05-11T16:44:00Z,74.56,24.96
2026-05-11T16:45:00Z,75.74,24.08
2026-05-11T16:46:00Z,77.79,21.71
2026-05-11T16:47:00Z,85.03,19.89
2026-05-11T16:48:00Z,86.25,13.51
2026-05-11T16:49:00Z,87.15,13.06
2026-05-11T16:50:00Z,89.82,10.00
2026-05-11T16:51:00Z,91.99,7.08
2026-05-11T16:52:00Z,93.57,6.16
2026-05-11T16:53:00Z,92.42,8.30
2026-05-11T16:54:00Z,96.92,5.05
