# event_ticker=KXATPMATCH-25AUG03COBSHE
# final_score=6-4 4-6 7-6(1)
# score_resolution=6-4 4-6 7-6
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Flavio Cobolli
# kalshi_date=2025-08-03
timestamp,Ben Shelton,Flavio Cobolli
2025-08-03T13:21:00Z,78.00,
2025-08-03T13:33:00Z,78.00,
2025-08-03T14:47:00Z,82.00,
2025-08-03T15:27:00Z,69.00,
2025-08-03T15:50:00Z,69.00,
2025-08-03T15:55:00Z,69.00,36.00
2025-08-03T16:00:00Z,69.00,36.00
2025-08-03T16:01:00Z,69.00,36.00
2025-08-03T16:04:00Z,69.00,36.00
2025-08-03T16:06:00Z,69.00,36.00
2025-08-03T16:12:00Z,69.00,36.00
2025-08-03T16:19:00Z,69.00,36.00
2025-08-03T16:30:00Z,69.00,33.00
2025-08-03T16:40:00Z,69.00,33.00
2025-08-03T16:45:00Z,69.00,33.00
2025-08-03T16:47:00Z,69.00,33.37
2025-08-03T16:49:00Z,69.00,33.37
2025-08-03T17:42:00Z,69.00,33.37
2025-08-03T17:45:00Z,69.00,33.37
2025-08-03T18:04:00Z,69.00,33.37
2025-08-03T18:06:00Z,69.00,33.37
2025-08-03T18:07:00Z,69.00,34.00
2025-08-03T18:12:00Z,69.00,34.00
2025-08-03T18:37:00Z,68.00,34.00
2025-08-03T18:48:00Z,68.00,33.00
2025-08-03T19:01:00Z,68.00,33.00
2025-08-03T19:02:00Z,68.00,33.00
2025-08-03T19:04:00Z,68.00,33.00
2025-08-03T19:15:00Z,68.00,33.00
2025-08-03T19:18:00Z,68.00,33.00
2025-08-03T19:22:00Z,66.00,33.00
2025-08-03T19:44:00Z,67.00,33.00
2025-08-03T19:50:00Z,67.00,33.00
2025-08-03T19:55:00Z,67.00,33.00
2025-08-03T19:56:00Z,67.00,33.00
2025-08-03T20:01:00Z,67.68,33.00
2025-08-03T20:02:00Z,69.17,33.00
2025-08-03T20:08:00Z,70.00,33.00
2025-08-03T20:11:00Z,70.00,33.00
2025-08-03T20:17:00Z,70.00,33.00
2025-08-03T20:24:00Z,70.00,33.00
2025-08-03T20:28:00Z,70.00,33.00
2025-08-03T20:29:00Z,70.00,33.00
2025-08-03T20:30:00Z,70.00,33.00
2025-08-03T20:39:00Z,70.00,33.00
2025-08-03T20:41:00Z,70.00,33.00
2025-08-03T20:44:00Z,70.00,33.00
2025-08-03T20:49:00Z,70.00,33.00
2025-08-03T20:51:00Z,70.00,33.00
2025-08-03T20:53:00Z,70.00,33.00
2025-08-03T20:54:00Z,70.00,33.00
2025-08-03T20:58:00Z,70.00,33.00
2025-08-03T21:00:00Z,70.00,33.00
2025-08-03T21:01:00Z,70.00,33.00
2025-08-03T21:03:00Z,70.00,33.00
2025-08-03T21:08:00Z,69.79,33.00
2025-08-03T21:09:00Z,70.00,33.00
2025-08-03T21:12:00Z,70.00,33.00
2025-08-03T21:13:00Z,70.00,33.00
2025-08-03T21:14:00Z,69.29,33.00
2025-08-03T21:18:00Z,70.00,33.00
2025-08-03T21:34:00Z,70.00,33.00
2025-08-03T21:38:00Z,70.00,33.00
2025-08-03T21:39:00Z,70.00,33.00
2025-08-03T21:41:00Z,70.00,33.00
2025-08-03T21:42:00Z,70.00,33.00
2025-08-03T21:44:00Z,70.00,33.00
2025-08-03T21:45:00Z,70.00,33.00
2025-08-03T21:48:00Z,70.00,33.00
2025-08-03T21:50:00Z,70.00,33.00
2025-08-03T21:51:00Z,70.00,33.00
2025-08-03T21:52:00Z,70.00,33.00
2025-08-03T21:53:00Z,70.00,33.00
2025-08-03T21:54:00Z,70.00,33.00
2025-08-03T21:55:00Z,70.45,33.00
2025-08-03T21:57:00Z,70.00,33.00
2025-08-03T21:58:00Z,69.00,33.00
2025-08-03T22:00:00Z,69.00,33.00
2025-08-03T22:01:00Z,69.00,33.00
2025-08-03T22:04:00Z,69.00,33.00
2025-08-03T22:05:00Z,69.00,33.00
2025-08-03T22:08:00Z,69.00,33.00
2025-08-03T22:10:00Z,69.00,33.00
2025-08-03T22:17:00Z,69.00,33.00
2025-08-03T22:18:00Z,68.00,33.00
2025-08-03T22:19:00Z,68.00,33.00
2025-08-03T22:20:00Z,68.00,33.00
2025-08-03T22:21:00Z,68.00,33.00
2025-08-03T22:22:00Z,68.00,33.00
2025-08-03T22:26:00Z,68.00,33.00
2025-08-03T22:28:00Z,68.00,33.00
2025-08-03T22:29:00Z,68.00,33.00
2025-08-03T22:31:00Z,68.00,33.00
2025-08-03T22:33:00Z,68.00,33.00
2025-08-03T22:36:00Z,68.00,33.00
2025-08-03T22:37:00Z,68.00,33.00
2025-08-03T22:38:00Z,68.00,33.00
2025-08-03T22:39:00Z,68.00,33.00
2025-08-03T22:40:00Z,68.00,33.00
2025-08-03T22:41:00Z,68.00,33.00
2025-08-03T22:44:00Z,68.00,33.00
2025-08-03T22:45:00Z,68.00,33.00
2025-08-03T22:47:00Z,68.00,33.00
2025-08-03T22:48:00Z,68.00,33.00
2025-08-03T22:49:00Z,68.00,33.22
2025-08-03T22:51:00Z,68.00,33.00
2025-08-03T22:52:00Z,68.00,33.00
2025-08-03T22:53:00Z,68.00,33.00
2025-08-03T22:54:00Z,68.00,33.00
2025-08-03T22:55:00Z,68.00,33.00
