# event_ticker=KXATPMATCH-25AUG11FONATM
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Terence Atmane
# fav_player=Joao Fonseca
# dog_player=Terence Atmane
# kalshi_date=2025-08-11
timestamp,Joao Fonseca,Terence Atmane
2025-08-11T12:05:00Z,77.00,
2025-08-11T12:30:00Z,77.00,
2025-08-11T12:36:00Z,77.00,
2025-08-11T12:47:00Z,77.00,25.00
2025-08-11T12:48:00Z,77.00,25.00
2025-08-11T12:49:00Z,77.00,25.00
2025-08-11T13:01:00Z,77.00,25.00
2025-08-11T13:04:00Z,77.00,25.00
2025-08-11T13:08:00Z,77.00,25.00
2025-08-11T13:23:00Z,77.00,25.00
2025-08-11T13:24:00Z,77.00,25.00
2025-08-11T13:25:00Z,75.00,25.00
2025-08-11T13:45:00Z,77.00,25.00
2025-08-11T13:49:00Z,77.00,25.00
2025-08-11T13:54:00Z,77.00,25.00
2025-08-11T14:05:00Z,77.00,25.00
2025-08-11T14:10:00Z,77.00,25.00
2025-08-11T14:32:00Z,77.00,25.00
2025-08-11T14:50:00Z,76.00,25.00
2025-08-11T14:52:00Z,76.00,25.00
2025-08-11T14:56:00Z,76.00,25.00
2025-08-11T14:58:00Z,76.00,25.00
2025-08-11T15:07:00Z,76.00,25.00
2025-08-11T15:17:00Z,76.03,25.00
2025-08-11T15:29:00Z,77.00,25.00
2025-08-11T15:34:00Z,77.00,25.00
2025-08-11T16:19:00Z,77.00,25.35
2025-08-11T16:28:00Z,76.00,25.35
2025-08-11T16:29:00Z,76.00,25.35
2025-08-11T16:31:00Z,76.70,25.35
2025-08-11T16:34:00Z,76.70,25.00
2025-08-11T16:38:00Z,76.70,25.00
2025-08-11T16:40:00Z,76.70,25.00
2025-08-11T16:48:00Z,76.70,25.00
2025-08-11T16:51:00Z,76.70,25.00
2025-08-11T16:54:00Z,76.70,25.00
2025-08-11T17:02:00Z,76.00,25.00
2025-08-11T17:14:00Z,76.00,25.00
2025-08-11T17:16:00Z,76.00,25.00
2025-08-11T17:39:00Z,76.00,25.00
2025-08-11T17:46:00Z,76.00,25.00
2025-08-11T17:48:00Z,76.00,25.00
2025-08-11T18:10:00Z,76.00,25.00
2025-08-11T18:12:00Z,76.00,25.00
2025-08-11T18:15:00Z,76.56,25.00
2025-08-11T18:36:00Z,76.56,25.00
2025-08-11T18:41:00Z,77.00,25.00
2025-08-11T18:42:00Z,77.00,25.00
2025-08-11T18:47:00Z,77.00,25.00
2025-08-11T18:48:00Z,77.00,25.00
2025-08-11T18:57:00Z,77.00,25.00
2025-08-11T19:00:00Z,77.00,25.00
2025-08-11T19:10:00Z,77.00,25.00
2025-08-11T19:15:00Z,77.00,25.00
2025-08-11T19:18:00Z,77.00,25.00
2025-08-11T19:34:00Z,77.00,25.00
2025-08-11T19:46:00Z,77.00,25.00
2025-08-11T19:51:00Z,77.00,25.00
2025-08-11T19:54:00Z,77.00,25.00
2025-08-11T19:56:00Z,77.00,25.00
2025-08-11T20:06:00Z,77.00,25.00
2025-08-11T20:07:00Z,77.00,25.00
2025-08-11T20:08:00Z,77.00,24.00
2025-08-11T20:09:00Z,76.00,24.99
2025-08-11T20:13:00Z,76.00,24.99
2025-08-11T20:16:00Z,76.00,24.99
2025-08-11T20:19:00Z,76.00,25.00
2025-08-11T20:37:00Z,76.00,25.00
2025-08-11T20:41:00Z,76.00,25.00
2025-08-11T20:43:00Z,76.00,25.00
2025-08-11T20:45:00Z,76.00,25.00
2025-08-11T20:46:00Z,76.00,25.00
2025-08-11T20:49:00Z,76.00,25.00
2025-08-11T20:50:00Z,76.00,25.00
2025-08-11T20:51:00Z,76.00,25.00
2025-08-11T20:55:00Z,76.00,25.00
2025-08-11T20:57:00Z,76.00,25.00
2025-08-11T20:58:00Z,76.00,25.00
2025-08-11T20:59:00Z,76.00,25.00
2025-08-11T21:03:00Z,76.96,25.00
2025-08-11T21:04:00Z,77.00,25.00
2025-08-11T21:05:00Z,77.00,25.00
2025-08-11T21:07:00Z,76.00,25.00
2025-08-11T21:09:00Z,76.00,25.00
2025-08-11T21:14:00Z,77.00,25.00
2025-08-11T21:15:00Z,77.00,25.00
2025-08-11T21:16:00Z,77.00,25.00
2025-08-11T21:22:00Z,77.00,25.00
2025-08-11T21:29:00Z,77.00,25.00
2025-08-11T21:32:00Z,77.00,25.00
2025-08-11T21:35:00Z,77.00,25.00
